id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2442961301,881,67,1,0,13,4t4hod56fsj7utpjdor8so5q6,1,53.2,17.6,2022-08-06T15:00:19.625Z,2022-08-07T03:01:11Z,3689579299,233,940,,,,,,,,,,,,,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442961297,940,67,1,0,13,71ajatxnuhc5cnm3xvgdky49w,0,46.8,82.4,2022-08-06T15:00:19.626Z,2022-08-07T03:01:11Z,3689579315,233,881,,,,,,,,,,,,,,,,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594401,7,2,1,0,15,4t4hod56fsj7utpjdor8so5q6,1,54.7,25.1,2022-08-06T15:00:21.216Z,2022-08-07T03:01:10Z,3687610803,141,41.2,3689518363,178,,3687610799,56,Center,3687611303,7,ct32113pfx5q9avf2c0x208ru,3687610801,140,75.5,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594467,9,55,1,0,15,71ajatxnuhc5cnm3xvgdky49w,1,39.9,63.3,2022-08-06T15:00:21.217Z,2022-08-07T03:01:10Z,,,,,,,,,,,,,,,,,,,,,,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594425,8,43,1,0,21,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-08-06T15:00:26.931Z,2022-08-06T15:00:38Z,3687610915,252,0,3687610907,17,0,3687611461,144,39,3687610905,22,0,3687610909,56,Center,,,,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594429,8,43,1,0,22,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-08-06T15:00:28.091Z,2022-08-06T15:00:33Z,3687610933,346,0,3687611221,144,5,3687610931,56,Back,3687610995,233,9,,,,,,,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594441,9,43,1,0,22,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-08-06T15:00:28.754Z,2022-08-06T15:00:40Z,3687610963,56,Center,3687611585,144,5,3687610965,346,0,,,,,,,,,,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594861,10,1,1,0,55,71ajatxnuhc5cnm3xvgdky49w,1,32.6,53,2022-08-06T15:01:01.021Z,2022-08-07T03:01:09Z,3687612931,241,,3687612935,140,33.0,3687612929,5,,3687612947,213,1.5,3687612939,141,67.2,3687612945,212,9.7,3689518483,178,,3687612933,56,Back,7z1gixk4hvbbgo71xgb04942x,G. Nyamsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594881,11,1,1,0,57,71ajatxnuhc5cnm3xvgdky49w,1,37.4,69,2022-08-06T15:01:03.020Z,2022-08-07T03:01:09Z,3687613043,141,46.0,3689518605,178,,3687613045,212,16.5,3687613041,140,32.3,3687613047,213,4.4,3687613039,56,Back,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594913,12,1,1,1,0,71ajatxnuhc5cnm3xvgdky49w,1,33.8,47,2022-08-06T15:01:05.960Z,2022-08-07T03:01:08Z,3689518917,178,,3687613127,140,31.0,3687613125,56,Back,3687613133,213,4.5,3687613131,212,15.4,3687613129,141,24.7,,,,,,,7z1gixk4hvbbgo71xgb04942x,G. Nyamsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594949,13,1,1,1,2,71ajatxnuhc5cnm3xvgdky49w,0,33.6,27.9,2022-08-06T15:01:08.306Z,2022-08-07T03:01:07Z,3687613277,213,0.5,3687613275,212,37.8,3689519311,178,,3687613269,56,Center,3687613271,140,65.7,3687613273,141,53.0,3687613267,155,,3687613279,1,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594955,10,44,1,1,4,4t4hod56fsj7utpjdor8so5q6,1,37,52.5,2022-08-06T15:01:10.386Z,2022-08-07T03:01:07Z,3687613361,233,14,3687613307,285,,3687613305,56,Back,,,,,,,,,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594953,14,44,1,1,4,71ajatxnuhc5cnm3xvgdky49w,0,63,47.5,2022-08-06T15:01:10.387Z,2022-08-07T03:01:06Z,3687613299,56,Center,3687613401,233,10,3687613301,286,,,,,,,,,,,,,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442594971,11,1,1,1,4,4t4hod56fsj7utpjdor8so5q6,0,35.6,52.3,2022-08-06T15:01:10.527Z,2022-08-07T03:01:06Z,3687613381,140,52.0,3687613377,3,,3687613385,212,18.3,3687613387,213,5.9,3689519621,388,,3687613379,56,Center,3687613383,141,43.0,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595003,15,1,1,1,6,71ajatxnuhc5cnm3xvgdky49w,0,46.9,58.3,2022-08-06T15:01:12.717Z,2022-08-07T03:01:06Z,3687613519,141,87.5,3687613523,213,0.8,3687613513,155,,3687613515,56,Left,3687613521,212,27.5,3687613517,140,65.0,3689519963,178,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595021,12,49,1,1,8,4t4hod56fsj7utpjdor8so5q6,1,33.8,23.3,2022-08-06T15:01:14.766Z,2022-08-07T03:01:05Z,,,,,,,,,,,,,,,,,,,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595047,13,1,1,1,10,4t4hod56fsj7utpjdor8so5q6,0,35.4,17.4,2022-08-06T15:01:15.915Z,2022-08-07T03:01:05Z,3687613733,140,57.3,3689520257,178,,3687613739,213,0.0,3687613737,212,23.0,3687613729,155,,3687613735,141,18.8,3687613731,56,Right,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595071,16,1,1,1,11,71ajatxnuhc5cnm3xvgdky49w,1,41.8,86.5,2022-08-06T15:01:17.147Z,2022-08-07T03:01:04Z,3687613823,140,54.4,3687613819,3,,3689520399,178,,3687613829,213,0.3,3687613827,212,13.9,3687613825,141,92.9,3687613821,56,Left,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595079,17,49,1,1,13,71ajatxnuhc5cnm3xvgdky49w,1,50.4,90.1,2022-08-06T15:01:19.197Z,2022-08-07T03:01:04Z,,,,,,,,,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595089,18,1,1,1,13,71ajatxnuhc5cnm3xvgdky49w,1,50.5,90,2022-08-06T15:01:19.235Z,2022-08-07T03:01:04Z,3687613873,141,61.1,3687613867,155,,3689520753,178,,3687613877,213,5.4,3687613869,56,Center,3687613871,140,67.0,3687613875,212,26.2,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595101,19,1,1,1,14,71ajatxnuhc5cnm3xvgdky49w,1,61.2,71.9,2022-08-06T15:01:20.597Z,2022-08-07T03:01:03Z,3687613919,56,Center,3687613923,141,68.2,3687613929,213,5.6,3689520893,178,,3687613921,140,64.1,3687613925,212,3.9,,,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595145,20,1,1,1,15,71ajatxnuhc5cnm3xvgdky49w,1,58.8,76,2022-08-06T15:01:21.096Z,2022-08-07T03:01:03Z,3687614131,212,20.9,3687614129,141,45.4,3689521039,178,,3687614127,140,57.5,3687614125,56,Center,3687614133,213,4.6,,,,,,,am0pcyvtaws1i69jt09dgnsnp,L. Ajorque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595149,21,61,1,1,16,71ajatxnuhc5cnm3xvgdky49w,0,55.7,58.6,2022-08-06T15:01:22.476Z,2022-08-07T03:01:03Z,3687614147,56,Center,3689521213,178,,,,,,,,,,,,,,,,,,,,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595127,14,49,1,1,19,4t4hod56fsj7utpjdor8so5q6,1,41.3,56.5,2022-08-06T15:01:24.865Z,2022-08-07T03:01:02Z,,,,,,,,,,,,,,,,,,,,,,,,,72m5u1rlgh6e229zpfvp7f5jp,Gelson Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595191,15,1,1,1,21,4t4hod56fsj7utpjdor8so5q6,1,48.8,55.8,2022-08-06T15:01:26.987Z,2022-08-07T03:01:01Z,3689521523,178,,3687614351,141,44.1,3687614349,140,55.7,3687614355,213,5.5,3687614347,56,Center,3687614353,212,10.8,,,,,,,72m5u1rlgh6e229zpfvp7f5jp,Gelson Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442962003,944,83,1,1,23,71ajatxnuhc5cnm3xvgdky49w,1,38.5,57.8,2022-08-06T15:01:29.176Z,2022-08-07T03:01:00Z,3689583255,399,460267,,,,,,,,,,,,,,,,,,,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595217,16,1,1,1,23,4t4hod56fsj7utpjdor8so5q6,0,61.7,42.3,2022-08-06T15:01:29.235Z,2022-08-07T03:01:00Z,3687614463,140,70.0,3689521593,178,,3687614469,213,0.8,3687614467,212,11.9,3687614465,141,54.3,3687614461,56,Center,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595213,22,8,1,1,24,71ajatxnuhc5cnm3xvgdky49w,1,26.5,46.4,2022-08-06T15:01:30.426Z,2022-08-07T03:01:00Z,3689521881,178,,3688556879,383,,3687614457,56,Back,,,,,,,,,,,,,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595221,23,49,1,1,25,71ajatxnuhc5cnm3xvgdky49w,1,23.5,50.9,2022-08-06T15:01:31.336Z,2022-08-07T03:00:59Z,,,,,,,,,,,,,,,,,,,,,,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595285,24,1,1,1,26,71ajatxnuhc5cnm3xvgdky49w,1,23.2,56,2022-08-06T15:01:32.057Z,2022-08-07T03:00:59Z,3687614729,140,28.9,3687614735,213,0.4,3687614731,141,59.3,3687614733,212,6.4,3687614727,56,Back,3689522243,178,,,,,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595309,25,1,1,1,28,71ajatxnuhc5cnm3xvgdky49w,1,28.2,69.2,2022-08-06T15:01:34.075Z,2022-08-07T03:00:58Z,3687614837,141,72.9,3689522553,178,,3687614835,140,39.8,3687614841,213,0.2,3687614833,56,Back,3687614839,212,12.4,,,,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595341,26,1,1,1,29,71ajatxnuhc5cnm3xvgdky49w,1,41.4,74.3,2022-08-06T15:01:35.105Z,2022-08-07T03:00:58Z,3687614971,213,2.6,3687614963,141,93.9,3689522621,178,,3688558475,155,,3687614961,140,22.5,3687614967,212,23.9,3687614959,56,Back,,,,am0pcyvtaws1i69jt09dgnsnp,L. Ajorque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595355,27,1,1,1,31,71ajatxnuhc5cnm3xvgdky49w,1,22.1,94.1,2022-08-06T15:01:37.206Z,2022-08-07T03:00:57Z,3687615013,213,4.7,3687615009,141,74.5,3689522753,178,,3687615005,56,Back,3687615007,140,21.5,3687615011,212,13.3,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595383,28,1,1,1,33,71ajatxnuhc5cnm3xvgdky49w,1,21,79.1,2022-08-06T15:01:39.795Z,2022-08-07T03:00:57Z,3687615121,141,96.2,3687615117,56,Back,3687615125,213,1.4,3687615119,140,22.6,3687615123,212,11.7,3689522925,178,,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595421,29,1,1,1,36,71ajatxnuhc5cnm3xvgdky49w,1,23.6,99,2022-08-06T15:01:41.967Z,2022-08-07T03:00:56Z,3687615355,212,14.8,3687615351,140,15.6,3687615349,56,Back,3687615357,213,4.1,3689522995,178,,3687615353,141,81.1,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595477,30,1,1,1,39,71ajatxnuhc5cnm3xvgdky49w,1,17.8,71.3,2022-08-06T15:01:45.165Z,2022-08-07T03:00:55Z,3687615643,141,11.3,3687615637,196,,3687615649,213,5.0,3687615651,1,,3687615647,212,42.0,3687615639,56,Back,3687615641,140,27.4,3689523069,178,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595499,31,1,1,1,42,71ajatxnuhc5cnm3xvgdky49w,1,29,19.5,2022-08-06T15:01:48.777Z,2022-08-07T03:00:55Z,3687615781,212,10.2,3687615785,213,0.5,3687615777,140,37.3,3689523169,178,,3687615775,56,Back,3687615779,141,27.3,,,,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595519,32,1,1,1,44,71ajatxnuhc5cnm3xvgdky49w,1,38,24.2,2022-08-06T15:01:50.747Z,2022-08-07T03:00:54Z,3689523249,178,,3687615857,213,6.3,3687615849,56,Center,3687615851,140,57.0,3687615855,212,20.0,3687615847,155,,3687615853,141,23.6,,,,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442962813,951,67,1,1,46,71ajatxnuhc5cnm3xvgdky49w,1,53.9,25.9,2022-08-06T15:01:51.964Z,2022-08-07T03:00:54Z,3689587613,233,888,,,,,,,,,,,,,,,,,,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442962811,888,67,1,1,46,4t4hod56fsj7utpjdor8so5q6,0,46.1,74.1,2022-08-06T15:01:51.965Z,2022-08-07T03:00:53Z,3689587653,233,951,,,,,,,,,,,,,,,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595529,33,1,1,1,46,71ajatxnuhc5cnm3xvgdky49w,1,53.6,25.3,2022-08-06T15:01:52.005Z,2022-08-07T03:00:53Z,3687615919,213,2.7,3687615913,140,51.7,3687615915,141,26.7,3687615911,56,Center,3687615925,156,,3687615917,212,2.2,3689523377,178,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595571,34,1,1,1,47,71ajatxnuhc5cnm3xvgdky49w,0,49.1,30.1,2022-08-06T15:01:53.116Z,2022-08-07T03:00:52Z,3687616077,212,49.3,3687616081,1,,3689523517,178,,3687616075,141,70.6,3687616071,56,Center,3687616069,155,,3687616073,140,88.0,3687616079,213,0.6,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595581,17,52,1,1,51,4t4hod56fsj7utpjdor8so5q6,1,13.2,35.2,2022-08-06T15:01:57.366Z,2022-08-07T03:00:52Z,3689523613,178,,3688564203,378,,,,,,,,,,,,,,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
