id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2512790851,3,1,1,0,14,71ajatxnuhc5cnm3xvgdky49w,1,26.2,11.2,2023-02-26T14:00:14.947Z,2023-02-27T06:56:31Z,4061223729,388,,4058985925,141,3.7,4058985927,212,7.9,4058985921,56,Back,4058985919,3,,4058985923,140,31.9,4058985929,213,5.6,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790867,4,49,1,0,16,71ajatxnuhc5cnm3xvgdky49w,1,30,6.3,2023-02-26T14:00:16.212Z,2023-02-27T06:56:31Z,,,,,,,,,,,,,,,,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790895,5,1,1,0,17,71ajatxnuhc5cnm3xvgdky49w,1,33,4.7,2023-02-26T14:00:17.463Z,2023-02-27T06:56:29Z,4058986093,56,Back,4058986105,141,3.8,4058986099,140,40.5,4061223905,178,,4058986111,213,6.2,4058986109,212,7.9,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790935,6,1,1,0,19,71ajatxnuhc5cnm3xvgdky49w,0,43.6,4.8,2023-02-26T14:00:19.029Z,2023-02-27T06:56:28Z,4061223983,178,,4058986303,213,1.5,4058986297,140,44.7,4058986299,141,24.7,4058986295,56,Back,4058986301,212,13.6,,,,,,,d394go61g90f1u6bddu1narit,M. Sanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790905,8,1,1,0,20,17o35s8assv3kamxowzz77k4r,0,55.2,73.6,2023-02-26T14:00:20.057Z,2023-02-27T06:56:28Z,4058986151,56,Left,4058986153,140,66.0,4058986159,213,0.5,4061224003,178,,4058986155,141,82.7,4058986157,212,12.9,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790983,8,1,1,0,22,71ajatxnuhc5cnm3xvgdky49w,0,41.6,22,2023-02-26T14:00:22.154Z,2023-02-27T06:56:27Z,4058986575,140,58.3,4058986577,141,0.0,4058986581,213,5.5,4058986579,212,24.0,4061224075,178,,4058986571,155,,4058986573,56,Right,,,,cb6w7n7n1eh9huwzyzvgmdxih,I. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790971,7,43,1,0,23,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-02-26T14:00:23.410Z,2023-02-26T14:49:39Z,4058986491,212,9.6,4058986489,141,16.7,4058986487,140,37.2,4058986493,213,3.7,4058986485,56,Back,4059278557,144,1,,,,,,,cb6w7n7n1eh9huwzyzvgmdxih,I. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512790987,9,5,1,0,25,71ajatxnuhc5cnm3xvgdky49w,0,52.4,-1.9,2023-02-26T14:00:25.223Z,2023-02-27T03:30:48Z,4058986893,233,9,4058986587,347,,4058986585,56,Right,,,,,,,,,,,,,,,,cb6w7n7n1eh9huwzyzvgmdxih,I. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791029,9,5,1,0,25,17o35s8assv3kamxowzz77k4r,1,47.6,101.9,2023-02-26T14:00:25.223Z,2023-02-27T03:30:48Z,4058986821,233,9,4058986797,347,,4058986795,56,Back,,,,,,,,,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791085,10,1,1,0,29,17o35s8assv3kamxowzz77k4r,1,42.9,100,2023-02-26T14:00:29.130Z,2023-02-27T06:56:27Z,4058987055,56,Back,4058987057,140,43.2,4058987061,212,5.5,4058987063,213,4.8,4058987059,141,93.7,4058987053,107,,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791123,11,1,1,0,30,17o35s8assv3kamxowzz77k4r,1,42.7,89,2023-02-26T14:00:30.675Z,2023-02-27T06:56:26Z,4058987205,140,38.0,4058987207,141,97.5,4058987209,212,7.6,4058987203,56,Back,4058987211,213,2.3,4061224157,178,,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791133,12,1,1,0,33,17o35s8assv3kamxowzz77k4r,0,38.2,96.4,2023-02-26T14:00:33.351Z,2023-02-27T06:56:24Z,4058987255,56,Back,4058987263,141,97.1,4058987267,213,0.1,4058987265,212,4.7,4058987619,286,,4061224187,178,,4058987615,233,10,4058987259,140,42.7,5rd9832gct7uy0acodmor8b11,F. Ogier,4058987613,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791177,10,74,1,0,33,71ajatxnuhc5cnm3xvgdky49w,1,59.4,4.7,2023-02-26T14:00:33.474Z,2023-02-27T06:56:24Z,4058987483,285,,4058987653,233,12,4058987481,56,Right,4061224277,178,,,,,,,,,,,,,,d394go61g90f1u6bddu1narit,M. Sanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791363,13,1,1,0,35,17o35s8assv3kamxowzz77k4r,1,28.6,80.9,2023-02-26T14:00:35.901Z,2023-02-27T06:56:24Z,4058988449,213,0.0,4061224413,388,,4058988451,1,,4058988443,140,63.7,4058988439,155,,4058988441,56,Left,4058988445,141,83.1,4058988447,212,36.9,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791425,14,1,1,0,44,17o35s8assv3kamxowzz77k4r,1,69.3,94.6,2023-02-26T14:00:44.773Z,2023-02-27T06:56:21Z,4061224471,178,,4058988757,213,3.3,4058988755,212,13.4,4058988753,141,90.8,4058988749,56,Left,4058988751,140,56.8,,,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791441,15,1,1,0,49,17o35s8assv3kamxowzz77k4r,0,73.3,98.1,2023-02-26T14:00:49.676Z,2023-02-27T06:56:19Z,4061224513,178,,4058988825,213,3.3,4058988821,141,94.6,4058988823,212,12.1,4058988819,140,62.0,4058988817,56,Left,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791455,11,61,1,0,49,71ajatxnuhc5cnm3xvgdky49w,1,28.4,8.5,2023-02-26T14:00:49.733Z,2023-02-27T06:56:18Z,4061224579,178,,4058988875,56,Back,,,,,,,,,,,,,,,,,,,d394go61g90f1u6bddu1narit,M. Sanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791519,16,1,1,0,52,17o35s8assv3kamxowzz77k4r,1,64.7,77.6,2023-02-26T14:00:52.224Z,2023-02-27T06:56:17Z,4058989195,212,11.1,4058989197,213,4.9,4061224631,178,,4058989191,140,66.2,4058989189,56,Center,4058989193,141,61.4,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791527,17,61,1,0,53,17o35s8assv3kamxowzz77k4r,1,71,53.4,2023-02-26T14:00:53.618Z,2023-02-27T06:56:16Z,4061224727,178,,4058989229,56,Center,,,,,,,,,,,,,,,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513213961,959,43,1,0,55,17o35s8assv3kamxowzz77k4r,1,0,0,2023-02-26T14:00:55.136Z,2023-02-27T04:38:10Z,4061239421,233,901,4061257853,144,67,,,,,,,,,,,,,,,,,,,4elohf5kyq6i1jmywfuzhh2ol,S. Khaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513213959,901,43,1,0,55,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-02-26T14:00:55.137Z,2023-02-27T04:38:10Z,4061239425,233,959,4061257851,144,67,,,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513217731,1393,67,1,0,55,17o35s8assv3kamxowzz77k4r,1,71,49.9,2023-02-26T14:00:55.141Z,2023-02-27T06:56:16Z,4061258007,233,1193,,,,,,,,,,,,,,,,,,,,,,4elohf5kyq6i1jmywfuzhh2ol,S. Khaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513217729,1193,67,1,0,55,71ajatxnuhc5cnm3xvgdky49w,0,29,50.1,2023-02-26T14:00:55.142Z,2023-02-27T06:56:15Z,4061258011,233,1393,,,,,,,,,,,,,,,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791587,18,3,1,0,55,17o35s8assv3kamxowzz77k4r,0,72.7,50.9,2023-02-26T14:00:55.167Z,2023-02-27T06:56:14Z,4060482413,464,,4060482555,211,,4058989665,233,12,4061224755,178,,4058989463,286,,4058989461,56,Center,,,,,,,4elohf5kyq6i1jmywfuzhh2ol,S. Khaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791609,12,3,1,0,55,71ajatxnuhc5cnm3xvgdky49w,0,29.1,49.7,2023-02-26T14:00:55.490Z,2023-02-27T06:56:14Z,4060483117,464,,4060698527,233,56,4058989533,285,,4058989531,56,Back,4061224789,178,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512794585,56,7,1,0,55,17o35s8assv3kamxowzz77k4r,0,70.9,50.3,2023-02-26T14:00:55.725Z,2023-02-27T06:56:14Z,4059003573,56,Center,4060698519,233,12,4061224879,178,,4060483487,385,,4060483281,286,,,,,,,,,,,4elohf5kyq6i1jmywfuzhh2ol,S. Khaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791639,13,49,1,0,56,71ajatxnuhc5cnm3xvgdky49w,1,28.8,49.6,2023-02-26T14:00:56.165Z,2023-02-27T06:56:13Z,,,,,,,,,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791693,14,1,1,0,57,71ajatxnuhc5cnm3xvgdky49w,1,27.9,53.9,2023-02-26T14:00:57.935Z,2023-02-27T06:56:11Z,4061225147,178,,4058989991,212,24.0,4058989989,141,49.6,4058989987,140,5.2,4058989985,56,Back,4058989993,213,3.3,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791761,15,1,1,1,5,71ajatxnuhc5cnm3xvgdky49w,1,10.1,52.2,2023-02-26T14:01:05.742Z,2023-02-27T06:56:09Z,4058990273,155,,4058990287,1,,4058990285,213,0.8,4058990279,141,89.9,4058990281,212,34.9,4061225171,178,,4058990277,140,32.7,4058990275,56,Back,2vgr8c97x4b2e51tyvvixusid,M. Sels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791777,16,44,1,1,8,71ajatxnuhc5cnm3xvgdky49w,1,41,92.4,2023-02-26T14:01:08.700Z,2023-02-27T06:56:08Z,4058990891,233,19,4058990379,56,Back,4058990383,285,,,,,,,,,,,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791871,19,44,1,1,8,17o35s8assv3kamxowzz77k4r,0,59,7.6,2023-02-26T14:01:08.701Z,2023-02-27T06:56:08Z,4058990921,233,16,4058990851,56,Right,4058990853,286,,,,,,,,,,,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791839,17,1,1,1,8,71ajatxnuhc5cnm3xvgdky49w,1,40.7,93.4,2023-02-26T14:01:08.828Z,2023-02-27T06:56:07Z,4058990669,140,50.5,4058990675,213,5.6,4061225213,388,,4058990665,3,,4058990667,56,Left,4058990673,212,13.0,4058990671,141,81.8,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791843,18,3,1,1,11,71ajatxnuhc5cnm3xvgdky49w,0,50.8,92.9,2023-02-26T14:01:10.989Z,2023-02-27T06:56:06Z,4061225253,178,,4058990699,56,Left,4060485709,464,,4058990701,286,,4058990735,211,,,,,,,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513073961,917,3,1,1,12,17o35s8assv3kamxowzz77k4r,0,50.7,10.9,2023-02-26T14:01:12.014Z,2023-02-27T06:56:06Z,4060486853,56,Right,4060486859,467,bndkgzdolm2c3iteenkv8s3it,4061225277,178,,4060486855,286,,4060486857,464,,,,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791907,20,4,1,1,12,17o35s8assv3kamxowzz77k4r,1,50.7,11.9,2023-02-26T14:01:12.785Z,2023-02-27T06:56:06Z,4058991009,265,,4058991073,233,19,4058991003,13,,4058991011,286,,4058991007,152,,4058991005,56,Right,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512791909,19,4,1,1,12,71ajatxnuhc5cnm3xvgdky49w,0,49.3,88.1,2023-02-26T14:01:12.786Z,2023-02-27T06:56:05Z,4058991023,56,Back,4058991109,233,20,4058991021,13,,4058991029,285,,4061225315,178,,4058991025,152,,4058991027,265,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792083,21,1,1,1,24,17o35s8assv3kamxowzz77k4r,1,53.6,3.1,2023-02-26T14:01:24.257Z,2023-02-27T06:56:05Z,4058991885,212,13.7,4058991887,213,2.9,4061225349,178,,4058991879,56,Back,4058991875,5,,4058991877,152,,4058991881,140,41.0,4058991883,141,8.5,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792115,22,1,1,1,28,17o35s8assv3kamxowzz77k4r,1,41.5,6.8,2023-02-26T14:01:27.975Z,2023-02-27T06:56:03Z,4058992025,212,5.8,4058992027,213,0.3,4061225391,178,,4058992021,140,46.8,4058992019,56,Back,4058992023,141,9.0,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792145,23,1,1,1,28,17o35s8assv3kamxowzz77k4r,1,47.7,8.3,2023-02-26T14:01:28.842Z,2023-02-27T06:56:03Z,4061225431,178,,4058992155,141,7.0,4058992157,212,12.0,4058992159,213,3.2,4058992153,140,36.3,4058992151,56,Back,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792189,24,1,1,1,30,17o35s8assv3kamxowzz77k4r,1,39.2,5.1,2023-02-26T14:01:30.428Z,2023-02-27T06:56:02Z,4058992377,140,29.9,4058992375,56,Back,4058992381,212,20.8,4058992383,213,2.1,4058992379,141,32.1,4061225473,178,,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792247,25,1,1,1,34,17o35s8assv3kamxowzz77k4r,1,30.3,40.2,2023-02-26T14:01:34.610Z,2023-02-27T06:56:01Z,4058992687,141,82.3,4058992685,140,29.0,4058992683,56,Back,4058992689,212,28.7,4061225531,178,,4058992691,213,1.6,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792323,26,1,1,1,37,17o35s8assv3kamxowzz77k4r,1,32.1,79.4,2023-02-26T14:01:37.774Z,2023-02-27T06:56:00Z,4058993021,141,52.9,4058993019,140,25.5,4058993023,212,19.3,4061225595,178,,4058993017,56,Back,4058993025,213,4.3,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792357,27,1,1,1,40,17o35s8assv3kamxowzz77k4r,1,26,47.8,2023-02-26T14:01:40.916Z,2023-02-27T06:55:59Z,4058993165,140,26.5,4058993167,141,17.9,4058993173,213,4.7,4058993169,212,20.3,4058993163,56,Back,4061225631,178,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792419,28,1,1,1,43,17o35s8assv3kamxowzz77k4r,1,29.5,16.1,2023-02-26T14:01:43.241Z,2023-02-27T06:55:58Z,4058993453,141,2.9,4058993449,56,Back,4058993451,140,36.0,4061225665,178,,4058993455,212,11.3,4058993457,213,5.4,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792425,29,1,1,1,45,17o35s8assv3kamxowzz77k4r,0,43.8,0.8,2023-02-26T14:01:45.475Z,2023-02-27T06:55:58Z,4058993485,140,39.0,4058993487,141,2.9,4058993625,236,,4058993627,233,20,4061225699,178,,4058993489,212,5.2,4058993491,213,2.9,4058993631,286,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,4058993483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792443,20,74,1,1,45,71ajatxnuhc5cnm3xvgdky49w,1,54.4,98.5,2023-02-26T14:01:45.596Z,2023-02-27T06:55:57Z,4061225775,178,,4058993569,285,,4058994647,233,29,4058993567,56,Left,,,,,,,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512792469,21,5,1,1,46,71ajatxnuhc5cnm3xvgdky49w,0,60.7,101.4,2023-02-26T14:01:46.097Z,2023-02-27T03:33:36Z,4058993685,56,Left,4058993687,347,,4058994203,233,30,,,,,,,,,,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
