id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,assist
2445377299,3,61,1,0,20,4t4hod56fsj7utpjdor8so5q6,0,62.7,79.7,2022-08-13T15:00:49.375Z,2022-08-14T00:15:46Z,3702443625,56,Left,3704196979,178,,,,,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445723119,1099,67,1,0,20,z1wbqtd0fz5t5eezjvrbld3h,1,45.1,29,2022-08-13T15:00:50.252Z,2022-08-14T00:15:45Z,3704307283,233,762,,,,,,,,,,,,,,,,,,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445723115,762,67,1,0,20,4t4hod56fsj7utpjdor8so5q6,0,54.9,71,2022-08-13T15:00:50.253Z,2022-08-14T00:15:45Z,3704307347,233,1099,,,,,,,,,,,,,,,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377331,12,1,1,0,21,z1wbqtd0fz5t5eezjvrbld3h,0,43.7,30.6,2022-08-13T15:00:50.258Z,2022-08-14T00:15:45Z,3702443737,212,5.5,3702570869,233,4,3702570867,236,,3702443733,140,38.6,3702443739,213,2.9,3704199325,178,,3702443731,56,Back,3702443735,141,32.4,7fcq014jmdb0uqldcts6tglat,G. Laborde,3702570873,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377321,4,74,1,0,21,4t4hod56fsj7utpjdor8so5q6,1,55.5,70.8,2022-08-13T15:00:50.363Z,2022-08-14T00:15:44Z,3702443697,56,Center,3702443699,285,,3702443825,233,12,3704199545,178,,,,,,,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377339,13,1,1,0,22,z1wbqtd0fz5t5eezjvrbld3h,1,39.8,12.2,2022-08-13T15:00:51.748Z,2022-08-14T00:15:44Z,3702443775,56,Back,3704199761,178,,3702443783,213,2.1,3702443781,212,4.0,3702443779,141,17.2,3702443777,140,37.8,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377345,14,1,1,0,24,z1wbqtd0fz5t5eezjvrbld3h,0,46.4,11.8,2022-08-13T15:00:54.057Z,2022-08-14T00:15:43Z,3702443811,236,,3702443795,140,36.3,3702443801,213,2.8,3702443793,56,Back,3702443817,286,,3702443799,212,11.2,3704200193,178,,3702443797,141,17.2,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,3702443813,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377343,5,74,1,0,24,4t4hod56fsj7utpjdor8so5q6,1,54.7,91.2,2022-08-13T15:00:54.136Z,2022-08-14T00:15:42Z,3702571037,233,14,3702450745,285,,3704200389,178,,3702443789,56,Left,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377377,15,1,1,0,26,z1wbqtd0fz5t5eezjvrbld3h,1,38.2,15.5,2022-08-13T15:00:55.792Z,2022-08-14T00:15:42Z,3704201823,388,,3702443933,213,1.6,3702443927,140,37.6,3702443929,141,31.4,3702443925,56,Back,3702443931,212,10.8,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377403,16,1,1,0,29,z1wbqtd0fz5t5eezjvrbld3h,1,38.8,28.5,2022-08-13T15:00:58.530Z,2022-08-14T00:15:41Z,3702444037,212,18.6,3702444033,140,29.9,3702444039,213,2.1,3704202125,178,,3702444031,56,Back,3702444035,141,52.2,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377435,17,1,1,0,32,z1wbqtd0fz5t5eezjvrbld3h,1,29.7,60.6,2022-08-13T15:01:01.768Z,2022-08-14T00:15:40Z,3702444175,212,20.2,3702444171,140,36.9,3702444169,56,Back,3702444173,141,88.2,3704202327,178,,3702444177,213,1.2,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377467,18,1,1,0,35,z1wbqtd0fz5t5eezjvrbld3h,1,36.4,77.9,2022-08-13T15:01:05.062Z,2022-08-14T00:15:39Z,3702444297,56,Back,3702444299,140,30.5,3702444303,212,6.7,3702444301,141,74.1,3704202535,178,,3702444305,213,3.5,,,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377483,19,1,1,0,37,z1wbqtd0fz5t5eezjvrbld3h,1,24.7,78.7,2022-08-13T15:01:06.816Z,2022-08-14T00:15:39Z,3702444395,140,13.9,3702444401,213,4.2,3702444399,212,23.0,3702444393,56,Back,3704202735,178,,3702444397,141,49.3,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377525,20,1,1,0,40,z1wbqtd0fz5t5eezjvrbld3h,1,15.6,52.6,2022-08-13T15:01:09.809Z,2022-08-14T00:15:38Z,3702444641,212,18.9,3702444637,140,24.4,3702444639,141,28.3,3702444635,56,Back,3704202941,178,,3702444643,213,5.2,,,,,,,cym4wbw14zw1jh4jsp3sbyk0l,S. Mandanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377569,21,1,1,0,45,z1wbqtd0fz5t5eezjvrbld3h,1,25,30.9,2022-08-13T15:01:14.417Z,2022-08-14T00:15:37Z,3702444833,140,27.0,3702444839,213,1.5,3702444837,212,25.7,3704203309,178,,3702444835,141,68.6,3702444831,56,Back,,,,,,,otan631zzfnq2sektkl3ywo9,J. Rodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377591,22,1,1,0,48,z1wbqtd0fz5t5eezjvrbld3h,1,25.9,73.4,2022-08-13T15:01:17.861Z,2022-08-14T00:15:36Z,3704203669,178,,3702444949,213,0.9,3702444943,140,35.3,3702444945,141,93.0,3702444947,212,16.6,3702444941,56,Back,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377617,23,1,1,0,50,z1wbqtd0fz5t5eezjvrbld3h,0,32.9,88.6,2022-08-13T15:01:20.235Z,2022-08-14T00:15:35Z,3702445077,213,5.6,3702445073,141,76.2,3702445071,140,42.8,3704204109,178,,3702445069,56,Back,3702445075,212,13.4,,,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445724065,764,67,1,0,52,4t4hod56fsj7utpjdor8so5q6,1,53.3,26.8,2022-08-13T15:01:21.711Z,2022-08-14T00:15:35Z,3704312403,233,1123,,,,,,,,,,,,,,,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445724063,1123,67,1,0,52,z1wbqtd0fz5t5eezjvrbld3h,0,46.7,73.2,2022-08-13T15:01:21.712Z,2022-08-14T00:15:35Z,3704312475,233,764,,,,,,,,,,,,,,,,,,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377629,6,8,1,0,52,4t4hod56fsj7utpjdor8so5q6,1,53.2,26.3,2022-08-13T15:01:21.721Z,2022-08-14T00:15:34Z,3702445127,56,Center,3704204523,178,,3703365701,385,,,,,,,,,,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377667,24,52,1,0,57,z1wbqtd0fz5t5eezjvrbld3h,1,6.1,67.4,2022-08-13T15:01:27.117Z,2022-08-14T00:15:34Z,3704204787,178,,3703366407,377,,,,,,,,,,,,,,,,,,,,cym4wbw14zw1jh4jsp3sbyk0l,S. Mandanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377691,25,1,1,0,58,z1wbqtd0fz5t5eezjvrbld3h,1,8.1,64.3,2022-08-13T15:01:28.132Z,2022-08-14T00:15:34Z,3702445393,213,5.2,3702445389,141,26.8,3702445383,123,,3702445387,140,22.5,3702445397,287,,3702445385,56,Back,3704205129,178,,3702445391,212,29.6,cym4wbw14zw1jh4jsp3sbyk0l,S. Mandanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377723,26,1,1,1,2,z1wbqtd0fz5t5eezjvrbld3h,1,23,28,2022-08-13T15:01:31.524Z,2022-08-14T00:15:32Z,3702445551,56,Back,3704205389,178,,3702445555,141,2.2,3702445557,212,18.2,3702445559,213,5.0,3702445553,140,27.6,,,,,,,otan631zzfnq2sektkl3ywo9,J. Rodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377747,27,1,1,1,4,z1wbqtd0fz5t5eezjvrbld3h,1,29.8,2.8,2022-08-13T15:01:33.950Z,2022-08-14T00:15:32Z,3702445703,212,38.9,3702445697,56,Right,3702445699,140,66.7,3702445707,1,,3702445705,213,0.1,3702445695,155,,3704205625,178,,3702445701,141,7.0,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377759,28,61,1,1,7,z1wbqtd0fz5t5eezjvrbld3h,0,67.7,6.6,2022-08-13T15:01:36.688Z,2022-08-14T00:15:31Z,3704207597,388,,3702445759,56,Right,,,,,,,,,,,,,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377755,7,49,1,1,8,4t4hod56fsj7utpjdor8so5q6,1,24.9,92.1,2022-08-13T15:01:37.969Z,2022-08-14T00:15:31Z,,,,,,,,,,,,,,,,,,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377785,8,1,1,1,9,4t4hod56fsj7utpjdor8so5q6,1,19.3,89.3,2022-08-13T15:01:39.243Z,2022-08-14T00:15:30Z,3702445879,141,63.7,3702445881,212,23.0,3702445877,140,5.0,3702445875,56,Back,3704208651,178,,3702445883,213,4.0,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377805,9,1,1,1,11,4t4hod56fsj7utpjdor8so5q6,0,4.4,70,2022-08-13T15:01:40.856Z,2022-08-14T00:15:30Z,3702446015,56,Back,3702446029,1,,3702446023,141,70.2,3704208997,178,,3702446027,213,0.0,3702446013,157,,3702446019,140,46.3,3702446025,212,44.0,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377815,29,49,1,1,13,z1wbqtd0fz5t5eezjvrbld3h,1,57.6,31.9,2022-08-13T15:01:42.703Z,2022-08-14T00:15:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377851,30,1,1,1,14,z1wbqtd0fz5t5eezjvrbld3h,1,61.4,32.4,2022-08-13T15:01:44.028Z,2022-08-14T00:15:29Z,3704209889,178,,3702446203,212,14.4,3702446205,213,1.1,3702446197,56,Center,3702446199,140,67.6,3702446201,141,51.3,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377891,31,1,1,1,18,z1wbqtd0fz5t5eezjvrbld3h,1,65.4,56.6,2022-08-13T15:01:47.311Z,2022-08-14T00:15:28Z,3702446405,212,15.5,3702446401,140,79.9,3704210821,178,,3702446399,56,Center,3702446403,141,61.2,3702446407,213,0.2,3702446881,210,15,,,,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377899,32,15,1,1,20,z1wbqtd0fz5t5eezjvrbld3h,1,81.2,67.2,2022-08-13T15:01:49.389Z,2022-08-14T00:15:28Z,3702446445,56,Center,3702446519,72,,3702446965,233,10,3702446901,102,51.4,3702446909,215,,3702446925,147,51,3702446915,328,,3702446891,29,,7fcq014jmdb0uqldcts6tglat,G. Laborde,3702446441,18,,,3702446905,103,9.5,3702446889,78,3702446921,146,97.3,3702446437,22,3704211247,178,3702446895,55,31,,,,,,,,,,,,,,,,,
2445377895,10,10,1,1,21,4t4hod56fsj7utpjdor8so5q6,1,2.4,47.8,2022-08-13T15:01:50.302Z,2022-08-14T00:15:27Z,3702446691,233,32,3702446421,182,,3702446611,177,,3702446423,56,Back,3702446613,180,,3703370993,376,,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445377901,11,52,1,1,21,4t4hod56fsj7utpjdor8so5q6,1,2.8,48.3,2022-08-13T15:01:50.593Z,2022-08-14T00:15:26Z,3704212689,389,,3703371487,376,,,,,,,,,,,,,,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445378111,12,1,1,1,38,4t4hod56fsj7utpjdor8so5q6,1,12.7,52.5,2022-08-13T15:02:08.069Z,2022-08-14T00:15:26Z,3702447429,141,70.9,3702447423,199,,3702447427,140,43.1,3702447433,213,0.4,3703372309,189,,3702447431,212,34.3,3702447425,56,Back,3702447435,1,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445378115,13,61,1,1,39,4t4hod56fsj7utpjdor8so5q6,1,46.8,70,2022-08-13T15:02:08.809Z,2022-08-14T00:15:26Z,3702447451,56,Back,3702447465,189,,3704212925,178,,,,,,,,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445378099,33,49,1,1,40,z1wbqtd0fz5t5eezjvrbld3h,1,56.5,30.8,2022-08-13T15:02:09.788Z,2022-08-14T00:15:25Z,,,,,,,,,,,,,,,,,,,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445378127,34,1,1,1,43,z1wbqtd0fz5t5eezjvrbld3h,1,54.8,11.6,2022-08-13T15:02:13.024Z,2022-08-14T00:15:24Z,3702447507,140,39.9,3702447509,141,6.8,3702447513,213,3.3,3702447511,212,16.0,3704214115,178,,3702447505,56,Back,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445378155,35,1,1,1,46,z1wbqtd0fz5t5eezjvrbld3h,1,40.4,10,2022-08-13T15:02:15.269Z,2022-08-14T00:15:24Z,3704214625,178,,3702447623,212,10.9,3702447617,56,Back,3702447621,141,25.1,3702447625,213,1.2,3702447619,140,43.9,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445378217,36,1,1,1,48,z1wbqtd0fz5t5eezjvrbld3h,1,43.5,28.2,2022-08-13T15:02:17.687Z,2022-08-14T00:15:23Z,3702447903,141,35.0,3702447905,212,18.5,3704214881,178,,3702447907,213,2.9,3702447899,56,Back,3702447901,140,26.4,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445378233,37,1,1,1,54,z1wbqtd0fz5t5eezjvrbld3h,1,27.5,42.6,2022-08-13T15:02:23.804Z,2022-08-14T00:15:21Z,3702448009,213,0.5,3702448003,140,34.3,3704215441,178,,3702448007,212,8.1,3702448005,141,48.2,3702448001,56,Back,,,,,,,otan631zzfnq2sektkl3ywo9,J. Rodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445378249,38,1,1,1,55,z1wbqtd0fz5t5eezjvrbld3h,1,37.8,47.8,2022-08-13T15:02:24.656Z,2022-08-14T00:15:21Z,3702448077,140,26.6,3702448079,141,42.4,3702448081,212,12.3,3702448083,213,3.4,3704215643,178,,3702448075,56,Back,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445378303,39,1,1,1,56,z1wbqtd0fz5t5eezjvrbld3h,1,28.6,46.4,2022-08-13T15:02:25.956Z,2022-08-14T00:15:20Z,3702448367,213,1.5,3702448359,56,Back,3704215957,178,,3702448363,141,73.5,3702448361,140,29.5,3702448365,212,18.5,,,,,,,otan631zzfnq2sektkl3ywo9,J. Rodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
