id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value,qualifier/13/value,qualifier/15/value,assist
2494440565,6,44,1,0,11,3adj8hkws0z1al232bg2h6tk0,1,45,68.2,2023-01-01T14:00:57.911Z,2023-01-02T00:34:50Z,3962458385,285,,3962458383,56,Back,3962458421,233,6,,,,,,,,,,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440573,6,44,1,0,11,4t4hod56fsj7utpjdor8so5q6,0,55,31.8,2023-01-01T14:00:57.912Z,2023-01-02T00:34:50Z,3962458419,286,,3962458417,56,Center,3962458451,233,6,,,,,,,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440579,7,1,1,0,11,3adj8hkws0z1al232bg2h6tk0,1,42.9,70.4,2023-01-01T14:00:57.987Z,2023-01-02T00:34:49Z,3962458447,213,6.1,3962458437,3,,3962458439,56,Center,3962458445,212,17.4,3962458441,140,59.3,3962458443,141,66.5,3962980547,388,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440583,8,1,1,0,12,3adj8hkws0z1al232bg2h6tk0,0,54.9,68.8,2023-01-01T14:00:59.590Z,2023-01-02T00:34:49Z,3962458471,168,,3962458473,56,Center,3962458481,213,0.3,3962458479,212,16.3,3962980577,388,,3962458469,3,,3962458477,141,75.0,3962458475,140,69.9,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440593,7,1,1,0,13,4t4hod56fsj7utpjdor8so5q6,1,40.8,27.6,2023-01-01T14:01:00.390Z,2023-01-02T00:34:48Z,3962458513,213,1.2,3962458509,141,52.3,3962458511,212,17.7,3962980603,178,,3962458503,3,,3962458505,56,Back,3962458507,140,46.2,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440597,8,43,1,0,17,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-01-01T14:01:04.843Z,2023-01-01T14:01:26Z,3962458931,144,49,,,,,,,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440613,10,1,1,0,18,4t4hod56fsj7utpjdor8so5q6,1,54.2,73.7,2023-01-01T14:01:04.921Z,2023-01-02T00:34:47Z,3962458621,212,13.8,3962458623,213,1.0,3962458619,141,90.7,3962980655,178,,3962458617,140,61.3,3962458615,56,Left,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440601,9,43,1,0,19,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-01-01T14:01:06.315Z,2023-01-01T16:46:56Z,3962878701,144,49,,,,,,,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440627,11,1,1,0,22,4t4hod56fsj7utpjdor8so5q6,1,66.7,86.2,2023-01-01T14:01:09.305Z,2023-01-02T00:34:45Z,3962980679,178,,3962458669,56,Left,3962458675,141,79.3,3962458671,140,52.8,3962458679,212,15.3,3962458683,213,3.5,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440637,12,1,1,0,24,4t4hod56fsj7utpjdor8so5q6,1,54.3,77.4,2023-01-01T14:01:11.646Z,2023-01-02T00:34:45Z,3962458737,140,51.3,3962458743,213,4.6,3962458735,56,Center,3962458741,212,22.7,3962458739,141,44.3,3962980699,178,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440645,13,1,1,0,27,4t4hod56fsj7utpjdor8so5q6,1,54.1,38.9,2023-01-01T14:01:14.689Z,2023-01-02T00:34:44Z,3962458805,213,5.0,3962458799,140,61.5,3962980717,178,,3962458797,56,Right,3962458803,212,25.6,3962458801,141,3.0,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440685,14,1,1,0,31,4t4hod56fsj7utpjdor8so5q6,1,63.9,7.2,2023-01-01T14:01:18.005Z,2023-01-02T00:34:42Z,3962458975,141,22.8,3962458977,212,46.0,3962980749,178,,3962458979,213,2.9,3962458981,1,,3962458973,140,21.3,3962458971,56,Back,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440701,15,1,1,0,38,4t4hod56fsj7utpjdor8so5q6,1,22.5,32.1,2023-01-01T14:01:25.319Z,2023-01-02T00:34:41Z,3962459055,56,Back,3962459057,140,27.0,3962459059,141,58.3,3962980793,178,,3962459061,212,18.4,3962459063,213,1.3,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440711,16,1,1,0,45,4t4hod56fsj7utpjdor8so5q6,1,47.9,80.3,2023-01-01T14:01:32.330Z,2023-01-02T00:34:39Z,3962459105,56,Left,3962459107,140,60.9,3962980811,178,,3962459113,213,0.6,3962459111,212,16.8,3962459109,141,94.8,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440721,17,1,1,0,47,4t4hod56fsj7utpjdor8so5q6,1,61.2,99.9,2023-01-01T14:01:34.472Z,2023-01-02T00:34:38Z,3962459171,213,5.9,3962459167,141,92.7,3962459165,140,74.1,3962459163,56,Left,3962459169,212,14.4,3962980817,178,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440725,18,1,1,0,48,4t4hod56fsj7utpjdor8so5q6,1,71.8,97,2023-01-01T14:01:35.524Z,2023-01-02T00:34:37Z,3962980841,178,,3962459189,168,,3962459195,141,91.8,3962459197,212,11.3,3962459191,56,Left,3962459193,140,82.0,3962459199,213,6.0,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494517991,909,3,1,0,50,4t4hod56fsj7utpjdor8so5q6,0,78.3,94.9,2023-01-01T14:01:36.862Z,2023-01-02T00:34:37Z,3962880627,467,dl4e5ojyhccj6w0vgksfzvmxh,3962880625,465,,3962880621,56,Left,3962880623,286,,3962980867,178,,,,,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440751,19,4,1,0,50,4t4hod56fsj7utpjdor8so5q6,1,83.2,95.4,2023-01-01T14:01:37.759Z,2023-01-02T00:34:36Z,3962459327,152,,3962459325,56,Left,3962459333,233,9,3962459331,286,,3962459329,265,,3962459323,13,,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440743,9,4,1,0,50,3adj8hkws0z1al232bg2h6tk0,0,16.8,4.6,2023-01-01T14:01:37.760Z,2023-01-02T00:34:36Z,3962459339,233,19,3962980907,178,,3962459285,265,,3962459287,285,,3962459279,13,,3962459283,152,,3962459281,56,Back,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440885,20,1,1,1,40,4t4hod56fsj7utpjdor8so5q6,0,89.3,99.1,2023-01-01T14:02:27.789Z,2023-01-02T00:34:35Z,3962460047,56,Center,3962460051,141,59.3,3962460053,212,27.1,3962460045,152,,3962980933,178,,3962882035,20,,3962460039,2,,3962460049,140,90.4,28x7i681wkjueanvkevew3bh1,A. Golovin,3962882033,223,3962460055,213,4.8,3962460043,155,3962460041,5,,,,,,,,,,,,,,,,,,,,,,,
2494440893,10,12,1,1,42,3adj8hkws0z1al232bg2h6tk0,1,6.9,41.9,2023-01-01T14:02:28.860Z,2023-01-02T00:34:35Z,3962460097,56,Back,3962460101,141,27.1,3962460103,212,31.9,3962460111,15,,3962980957,388,,3962460099,140,35.7,3962460105,213,6.0,,,,9jiectkc8rk0ivxn80l87ic45,I. Slimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440919,21,1,1,1,45,4t4hod56fsj7utpjdor8so5q6,1,62.4,69.9,2023-01-01T14:02:32.424Z,2023-01-02T00:34:34Z,3962460221,213,3.7,3962460213,56,Back,3962980979,178,,3962460219,212,17.2,3962460217,141,56.9,3962460215,140,48.3,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440927,22,1,1,1,47,4t4hod56fsj7utpjdor8so5q6,1,49.3,58,2023-01-01T14:02:34.254Z,2023-01-02T00:34:33Z,3962460289,141,49.5,3962981009,178,,3962460285,56,Back,3962460287,140,25.5,3962460293,213,3.4,3962460291,212,25.6,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440933,23,1,1,1,51,4t4hod56fsj7utpjdor8so5q6,0,23.5,51.2,2023-01-01T14:02:38.362Z,2023-01-02T00:34:32Z,3962460321,155,,3962460323,56,Right,3962460329,212,41.7,3962460333,1,,3962981035,178,,3962460331,213,5.8,3962460325,140,58.1,3962460327,141,21.0,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440937,11,44,1,1,54,3adj8hkws0z1al232bg2h6tk0,1,45.3,79.7,2023-01-01T14:02:41.306Z,2023-01-02T00:34:32Z,3962460341,56,Back,3962460343,285,,3962460577,233,24,,,,,,,,,,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440935,24,44,1,1,54,4t4hod56fsj7utpjdor8so5q6,0,54.7,20.3,2023-01-01T14:02:41.307Z,2023-01-02T00:34:31Z,3962460337,56,Right,3962460339,286,,3962460585,233,11,,,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440939,12,1,1,1,54,3adj8hkws0z1al232bg2h6tk0,0,45.5,78.4,2023-01-01T14:02:41.395Z,2023-01-02T00:34:31Z,3962460349,140,41.5,3962981075,388,,3962460355,213,3.2,3962460345,3,,3962460347,56,Back,3962460353,212,4.2,3962460351,141,78.3,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440941,25,61,1,1,54,4t4hod56fsj7utpjdor8so5q6,1,54.6,20.2,2023-01-01T14:02:41.396Z,2023-01-02T00:34:30Z,3962981121,388,,3962460357,56,Right,3962981119,15,,,,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440951,26,1,1,1,57,4t4hod56fsj7utpjdor8so5q6,1,47,20.1,2023-01-01T14:02:44.008Z,2023-01-02T00:34:30Z,3962460401,213,5.8,3962460395,140,66.1,3962460397,141,5.2,3962460391,3,,3962460393,56,Right,3962981165,178,,3962460399,212,22.5,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440959,28,1,1,1,58,4t4hod56fsj7utpjdor8so5q6,1,60.2,11.3,2023-01-01T14:02:45.585Z,2023-01-02T00:34:29Z,3962460449,212,19.4,3962981199,178,,3962460441,155,,3962460443,56,Center,3962460447,141,24.2,3962460445,140,76.7,3962460451,213,0.5,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440953,27,43,1,2,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-01-01T14:02:47.146Z,2023-01-01T14:04:31Z,3962462313,144,49,,,,,,,,,,,,,,,,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494519575,910,44,1,2,0,4t4hod56fsj7utpjdor8so5q6,1,72.7,23.8,2023-01-01T14:02:47.291Z,2023-01-02T00:34:29Z,3962889195,56,Center,3962889197,286,,3962941347,233,857,,,,,,,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494519335,857,44,1,2,0,3adj8hkws0z1al232bg2h6tk0,0,27.3,76.2,2023-01-01T14:02:47.292Z,2023-01-02T00:34:29Z,3962887933,56,Back,3962887935,285,,3962941355,233,910,,,,,,,,,,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494519585,858,45,1,2,2,3adj8hkws0z1al232bg2h6tk0,0,19.7,86.3,2023-01-01T14:02:48.998Z,2023-01-02T00:34:28Z,3962889223,285,,3962889221,56,Back,3962941285,233,911,,,,,,,,,,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494519645,911,3,1,2,2,4t4hod56fsj7utpjdor8so5q6,1,80.3,13.7,2023-01-01T14:02:48.998Z,2023-01-02T00:34:27Z,3962889575,56,Right,3962889577,286,,3962981241,178,,3962889579,465,,3962941281,233,858,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440963,29,1,1,2,4,4t4hod56fsj7utpjdor8so5q6,0,97.9,21.2,2023-01-01T14:02:51.764Z,2023-01-01T23:43:05Z,3962460467,213,1.6,3962460465,212,18.2,3962460461,140,97.3,3962460463,141,48.0,3962460459,56,Center,3962981279,178,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494440961,13,52,1,2,6,3adj8hkws0z1al232bg2h6tk0,1,1.8,54.2,2023-01-01T14:02:53.174Z,2023-01-02T00:34:27Z,3962892231,378,,3962981321,178,,,,,,,,,,,,,,,,,,,,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494441013,14,43,1,2,10,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-01-01T14:02:56.980Z,2023-01-01T16:50:29Z,3962460709,56,Back,3962891775,144,61,,,,,,,,,,,,,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494441019,15,1,1,2,24,3adj8hkws0z1al232bg2h6tk0,1,7.9,46.3,2023-01-01T14:03:11.492Z,2023-01-02T00:34:26Z,3962460809,213,5.3,3962460797,140,10.5,3962460789,123,,3962981343,178,,3962460805,212,4.6,3962460799,141,40.8,3962460793,56,Back,3962893529,189,,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494441025,16,1,1,2,25,3adj8hkws0z1al232bg2h6tk0,1,11.3,42.2,2023-01-01T14:03:12.785Z,2023-01-02T00:34:26Z,3962460859,212,25.3,3962460853,56,Back,3962460861,213,1.2,3962460857,141,76.5,3962460855,140,20.7,3962981493,178,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494441037,17,1,1,2,29,3adj8hkws0z1al232bg2h6tk0,1,19.8,81,2023-01-01T14:03:16.459Z,2023-01-02T00:34:24Z,3962981523,178,,3962460931,140,8.6,3962460933,141,54.2,3962460929,56,Back,3962460935,212,21.7,3962460937,213,4.1,,,,,,,3zyw4328iilwrttjoww1wctlh,C. Hérelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494441045,18,1,1,2,32,3adj8hkws0z1al232bg2h6tk0,1,8.6,48.6,2023-01-01T14:03:19.179Z,2023-01-02T00:34:23Z,3962460979,56,Back,3962460983,141,16.0,3962460981,140,12.6,3962981543,178,,3962460987,213,4.9,3962460985,212,22.6,,,,,,,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494441063,19,1,1,2,35,3adj8hkws0z1al232bg2h6tk0,1,18,14.4,2023-01-01T14:03:22.198Z,2023-01-02T00:34:23Z,3962461079,213,5.2,3962461071,56,Back,3962461073,140,21.5,3962461075,141,3.9,3962461077,212,8.0,3962981569,178,,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494441065,20,1,1,2,37,3adj8hkws0z1al232bg2h6tk0,1,25.6,1.1,2023-01-01T14:03:23.862Z,2023-01-02T00:34:22Z,3962461089,212,16.3,3962461083,56,Back,3962461091,213,2.8,3962461085,140,11.0,3962461087,141,9.2,3962981577,178,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494441081,21,1,1,2,39,3adj8hkws0z1al232bg2h6tk0,1,13.7,10.5,2023-01-01T14:03:25.854Z,2023-01-02T00:34:21Z,3962461179,212,17.4,3962461181,213,2.1,3962461173,56,Back,3962981599,388,,3962461175,140,5.9,3962461177,141,33.0,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494441091,22,1,1,2,41,3adj8hkws0z1al232bg2h6tk0,1,2.9,38.1,2023-01-01T14:03:28.751Z,2023-01-02T00:34:20Z,3962461249,141,83.8,3962981811,178,,3962461253,213,1.2,3962461251,212,32.9,3963084543,1,,3962461245,56,Back,3962461247,140,13.1,,,,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494441095,23,61,1,2,43,3adj8hkws0z1al232bg2h6tk0,0,15.1,83.6,2023-01-01T14:03:30.475Z,2023-01-02T00:34:19Z,3962982147,178,,3962461271,56,Back,,,,,,,,,,,,,,,,,,,3zyw4328iilwrttjoww1wctlh,C. Hérelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
