id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/13/value
2496607997,11,4,1,0,47,27xvwccz8kpmqsefjv2b2sc0o,0,60,57.9,2023-01-11T20:00:58.523Z,2023-01-12T07:01:35Z,3973887817,285,,3973887853,233,10,3974249807,178,,3973887815,152,,3973887809,13,,3973887811,295,,3973887813,56,Center,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608129,11,1,1,1,9,3unkqo2g6ag99gd5ynz1j7vse,1,41.4,42.4,2023-01-11T20:01:19.993Z,2023-01-12T07:01:34Z,3973888583,140,36.2,3973888581,56,Back,3974249843,178,,3973888585,141,61.5,3973888589,213,2.0,3973888577,5,,3973888587,212,14.1,3973888579,152,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608145,12,1,1,1,11,3unkqo2g6ag99gd5ynz1j7vse,1,36.2,59.9,2023-01-11T20:01:22.164Z,2023-01-12T07:01:33Z,3974249899,178,,3973888691,56,Back,3973888693,140,15.7,3973888699,213,3.4,3973888697,212,22.4,3973888695,141,50.6,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608169,13,1,1,1,15,3unkqo2g6ag99gd5ynz1j7vse,0,16.9,48,2023-01-11T20:01:26.075Z,2023-01-12T07:01:32Z,3973888843,140,69.8,3973888841,56,Left,3973888851,1,,3974249935,178,,3973888845,141,79.8,3973920859,157,,3973888849,213,0.4,3973888847,212,59.6,1bs4vwqye00mn2oaxrvfkkt7t,M. Lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608187,12,1,1,1,18,27xvwccz8kpmqsefjv2b2sc0o,1,35.2,24.9,2023-01-11T20:01:29.530Z,2023-01-12T07:01:32Z,3973888933,3,,3973888935,56,Back,3973888943,213,0.2,3974249985,388,,3973888937,140,43.6,3973888941,212,9.1,3973888939,141,27.9,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608189,13,49,1,1,19,27xvwccz8kpmqsefjv2b2sc0o,1,42.5,32.4,2023-01-11T20:01:30.201Z,2023-01-12T07:01:32Z,,,,,,,,,,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608199,14,1,1,1,19,27xvwccz8kpmqsefjv2b2sc0o,1,42.4,32.3,2023-01-11T20:01:30.254Z,2023-01-12T07:01:31Z,3974250091,178,,3973889005,140,45.7,3973889009,212,16.2,3973889007,141,9.1,3973889003,56,Back,3973889011,213,4.9,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608217,15,1,1,1,22,27xvwccz8kpmqsefjv2b2sc0o,1,43.9,12.8,2023-01-11T20:01:33.061Z,2023-01-12T07:01:30Z,3973889113,140,61.7,3973889111,56,Center,3973889115,141,26.5,3973889119,213,0.5,3974250189,178,,3973889117,212,20.9,,,,,,,2p70qo9oxplufwnhlrl2b8v3e,I. Kaboré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608247,16,1,1,1,23,27xvwccz8kpmqsefjv2b2sc0o,1,61.5,25.9,2023-01-11T20:01:34.791Z,2023-01-12T07:01:29Z,3973889283,213,6.2,3973889281,212,20.0,3974250283,178,,3973889275,56,Center,3973889277,140,80.4,3973889279,141,22.8,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608261,17,1,1,1,27,27xvwccz8kpmqsefjv2b2sc0o,0,78.1,26.5,2023-01-11T20:01:38.404Z,2023-01-12T07:01:28Z,3973889363,213,0.7,3973889353,155,,3973889361,212,19.9,3974250299,178,,3973889359,141,46.4,3973889357,140,92.0,3973889355,56,Center,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608289,14,4,1,1,29,3unkqo2g6ag99gd5ynz1j7vse,1,5.4,52.6,2023-01-11T20:01:40.372Z,2023-01-12T06:35:25Z,3973889557,152,,3973889559,285,,3973889555,56,Back,3973889551,13,,3973889607,233,18,3973889553,294,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608299,18,4,1,1,29,27xvwccz8kpmqsefjv2b2sc0o,0,94.6,47.4,2023-01-11T20:01:40.373Z,2023-01-12T06:35:25Z,3974250405,178,,3973889593,13,,3973889597,56,Center,3973889599,152,,3973889635,233,14,3973889595,294,,3973889601,286,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608769,15,27,1,1,34,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-01-11T20:01:45.564Z,2023-01-12T02:21:05Z,3973906799,233,19,3973892609,53,eznhm6o1jymvzaucjlngbaad,3973892607,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608691,19,27,1,1,34,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-01-11T20:01:45.564Z,2023-01-12T02:21:06Z,3973906847,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608781,16,28,1,2,51,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-01-11T20:03:02.244Z,2023-01-12T02:21:17Z,3973892777,233,20,3973892669,55,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608795,20,28,1,2,51,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-01-11T20:03:02.244Z,2023-01-12T02:21:17Z,3973892781,233,16,3973892773,55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608907,17,1,1,3,19,3unkqo2g6ag99gd5ynz1j7vse,0,5,53.9,2023-01-11T20:03:30.523Z,2023-01-12T07:01:27Z,3973893427,1,,3973893411,5,,3973893425,213,0.0,3973893413,157,,3974250903,178,,3973893419,140,54.3,3973893421,141,54.0,3973893417,56,Center,1bs4vwqye00mn2oaxrvfkkt7t,M. Lis,3973893415,152,3973893423,212,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608923,21,1,1,3,22,27xvwccz8kpmqsefjv2b2sc0o,1,45.4,43.9,2023-01-11T20:03:33.174Z,2023-01-12T07:01:27Z,3973893519,212,12.6,3973893521,213,0.7,3973893517,141,55.1,3973893515,140,54.9,3973893511,3,,3973893513,56,Center,3974250939,388,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608927,22,49,1,3,23,27xvwccz8kpmqsefjv2b2sc0o,1,53.5,56.6,2023-01-11T20:03:34.776Z,2023-01-12T07:01:26Z,,,,,,,,,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608953,23,1,1,3,25,27xvwccz8kpmqsefjv2b2sc0o,1,49,65,2023-01-11T20:03:36.178Z,2023-01-12T07:01:25Z,3973893659,140,45.1,3973893665,213,3.9,3973893657,56,Back,3974251145,178,,3973893663,212,5.5,3973893661,141,59.7,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608967,24,1,1,3,27,27xvwccz8kpmqsefjv2b2sc0o,1,44.5,61.3,2023-01-11T20:03:38.363Z,2023-01-12T07:01:24Z,3973893747,155,,3973893753,141,59.7,3974251175,178,,3973893755,212,17.8,3973893749,56,Back,3973893751,140,27.6,3973893757,213,3.2,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608981,25,1,1,3,29,27xvwccz8kpmqsefjv2b2sc0o,1,27.8,57.8,2023-01-11T20:03:40.611Z,2023-01-12T07:01:24Z,3973893845,141,71.8,3974251233,178,,3973893851,213,2.0,3973893847,212,10.6,3973893843,140,23.3,3973893841,56,Back,3973893839,3,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496609019,26,1,1,3,32,27xvwccz8kpmqsefjv2b2sc0o,1,23,72.4,2023-01-11T20:03:43.438Z,2023-01-12T07:01:23Z,3973894081,141,94.1,3973894083,212,16.3,3973894077,56,Back,3974251275,178,,3973894079,140,29.7,3973894085,213,1.1,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496609033,27,1,1,3,36,27xvwccz8kpmqsefjv2b2sc0o,1,32.7,91.5,2023-01-11T20:03:47.237Z,2023-01-12T07:01:22Z,3973894133,56,Back,3973894135,140,27.8,3973894141,213,4.4,3973894137,141,70.5,3974251345,178,,3973894139,212,15.2,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496609051,28,1,1,3,39,27xvwccz8kpmqsefjv2b2sc0o,1,29.4,68,2023-01-11T20:03:50.083Z,2023-01-12T07:01:21Z,3973894277,141,20.1,3973894279,212,32.9,3973894275,140,34.0,3973894281,213,4.9,3973894283,1,,3973894273,56,Back,3974251375,178,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496609057,29,1,1,3,44,27xvwccz8kpmqsefjv2b2sc0o,1,43.6,14.9,2023-01-11T20:03:54.940Z,2023-01-12T07:01:20Z,3973894309,56,Right,3973894313,141,2.2,3974251427,178,,3973894315,212,14.3,3973894317,213,5.6,3973894311,140,54.5,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496609075,30,1,1,3,45,27xvwccz8kpmqsefjv2b2sc0o,1,53.3,2.8,2023-01-11T20:03:55.940Z,2023-01-12T07:01:19Z,3973894423,141,7.9,3973894419,56,Back,3973894421,140,45.4,3973894425,212,9.0,3974251499,178,,3973894427,213,2.7,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496609109,31,1,1,3,48,27xvwccz8kpmqsefjv2b2sc0o,1,43.9,20.1,2023-01-11T20:03:59.364Z,2023-01-12T07:01:18Z,3974251545,178,,3973894661,141,53.3,3973894663,212,23.4,3973894659,140,38.1,3973894665,213,1.8,3973894657,56,Back,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496609151,32,1,1,3,53,27xvwccz8kpmqsefjv2b2sc0o,1,50.8,70.3,2023-01-11T20:04:04.149Z,2023-01-12T07:01:16Z,3973894899,212,16.6,3973894897,141,93.3,3973894901,213,1.2,3973894895,140,56.0,3974251577,178,,3973894893,56,Left,,,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496609179,33,1,1,3,57,27xvwccz8kpmqsefjv2b2sc0o,1,43.1,84.2,2023-01-11T20:04:08.372Z,2023-01-12T07:01:15Z,3973895085,141,59.0,3973895089,213,3.9,3973895087,212,25.4,3973895083,140,25.2,3974251605,178,,3973895081,56,Back,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496609199,34,1,1,4,0,27xvwccz8kpmqsefjv2b2sc0o,1,27,56.4,2023-01-11T20:04:11.523Z,2023-01-12T07:01:14Z,3973895207,212,20.9,3973895201,56,Back,3973895209,213,5.1,3973895205,141,28.2,3973895203,140,34.9,3974251627,178,,,,,,,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496609227,35,1,1,4,3,27xvwccz8kpmqsefjv2b2sc0o,1,40.5,30.2,2023-01-11T20:04:14.677Z,2023-01-12T07:01:12Z,3973895391,213,0.9,3973895389,212,59.0,3974251651,178,,3973895387,141,95.9,3973895379,155,,3973895385,140,77.2,3973895393,1,,3973895381,196,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,3973895383,56,,,,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496609253,36,1,1,4,8,27xvwccz8kpmqsefjv2b2sc0o,1,75.3,94.5,2023-01-11T20:04:19.794Z,2023-01-12T07:01:11Z,3973895551,56,Left,3973895553,140,69.4,3974251709,178,,3973895559,213,3.1,3973895557,212,6.2,3973895555,141,95.0,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
