id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2502011885,5,1,1,0,22,17o35s8assv3kamxowzz77k4r,1,20.6,28.1,2023-01-29T14:00:27.337Z,2023-01-30T08:45:00Z,4002218891,56,Back,4002218897,212,30.1,4002218895,141,68.2,4004009153,178,,4002218899,213,2.0,4002218893,140,8.5,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502011951,6,1,1,0,28,17o35s8assv3kamxowzz77k4r,1,13.1,59.5,2023-01-29T14:00:33.476Z,2023-01-30T08:44:58Z,4002219205,140,42.9,4002219207,141,68.8,4002219201,155,,4002219209,212,31.9,4002219211,213,0.2,4004009199,178,,4002219203,56,Back,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502011957,7,1,1,0,31,17o35s8assv3kamxowzz77k4r,1,44.5,73.1,2023-01-29T14:00:35.905Z,2023-01-30T08:44:57Z,4002219239,3,,4002219243,56,Center,4002219251,213,5.9,4002219241,168,,4002219247,141,68.4,4002219245,140,53.2,4004009325,178,,4002219249,212,9.7,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012001,8,1,1,0,32,17o35s8assv3kamxowzz77k4r,1,53.3,72.7,2023-01-29T14:00:37.315Z,2023-01-30T08:44:57Z,4002219451,213,4.4,4002219443,56,Back,4004009379,388,,4002219449,212,16.7,4002219445,140,47.7,4002219441,3,,4002219447,141,49.7,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012073,9,1,1,0,35,17o35s8assv3kamxowzz77k4r,1,53.9,50.9,2023-01-29T14:00:40.069Z,2023-01-30T08:44:56Z,4002219745,213,5.2,4002219741,141,10.9,4002219739,140,67.0,4002219737,56,Right,4004009481,178,,4002219743,212,30.5,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502147619,925,3,1,0,39,17o35s8assv3kamxowzz77k4r,0,75.6,9.9,2023-01-29T14:00:44.422Z,2023-01-30T08:44:54Z,4002927137,56,Right,4004009525,178,,4002927143,467,dzh403ofb9zatvornq0svb0gk,4002927139,286,,4002927141,465,,,,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012109,11,4,1,0,40,17o35s8assv3kamxowzz77k4r,1,76.9,13.2,2023-01-29T14:00:44.852Z,2023-01-30T08:44:54Z,4002219897,286,,4002219885,56,Right,4002219879,13,,4002219889,152,,4002219987,233,8,4002219893,265,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012115,8,4,1,0,40,750ustvk4jfqmo8q4gnrcxy7z,0,23.1,86.8,2023-01-29T14:00:44.853Z,2023-01-30T08:44:54Z,4004009561,178,,4002219923,285,,4002219919,152,,4002219915,56,Back,4002219913,13,,4002219921,265,,4002220031,233,11,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012079,7,43,1,0,40,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-01-29T14:00:45.340Z,2023-01-29T14:00:50Z,4002220107,144,45,4002219765,56,Back,4002219767,285,0,,,,,,,,,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012099,10,43,1,0,40,17o35s8assv3kamxowzz77k4r,1,0,0,2023-01-29T14:00:45.340Z,2023-01-29T14:00:56Z,4002219853,286,0,4002220527,144,3,4002219851,56,Right,,,,,,,,,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013003,12,1,1,1,36,17o35s8assv3kamxowzz77k4r,0,81.5,13.1,2023-01-29T14:01:41.457Z,2023-01-30T08:44:53Z,4002930921,72,,4002223723,2,,4004009651,178,,4002223731,155,,4002930917,223,,4002223727,5,,4002223749,213,1.1,4002223739,140,91.5,8s5u921me5pvsfyvysjgpu2qy,M. Cham,4002223737,56,Center,4002223745,212,21.2,4002223733,152,4002223741,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,
2502013035,9,12,1,1,37,750ustvk4jfqmo8q4gnrcxy7z,1,9.5,57.5,2023-01-29T14:01:42.396Z,2023-01-30T08:44:53Z,4002223877,56,Back,4002223885,213,1.6,4002223881,141,100.0,4002223879,140,7.3,4004009691,178,,4002223919,167,,4002223883,212,30.3,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013039,10,5,1,1,40,750ustvk4jfqmo8q4gnrcxy7z,0,8.7,101.5,2023-01-29T14:01:45.302Z,2023-01-30T04:04:38Z,4002223893,347,,4002224851,233,13,4002223891,56,Back,,,,,,,,,,,,,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013257,13,5,1,1,40,17o35s8assv3kamxowzz77k4r,1,91.3,-1.5,2023-01-29T14:01:45.302Z,2023-01-30T04:04:37Z,4002224713,347,,4002224711,56,Right,4002224749,233,10,,,,,,,,,,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013353,14,1,1,1,55,17o35s8assv3kamxowzz77k4r,1,93.4,0,2023-01-29T14:01:59.707Z,2023-01-30T08:44:52Z,4002225233,107,,4002225241,212,14.8,4002225237,140,88.3,4002225243,213,1.9,4002225235,56,Right,4002225239,141,19.5,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013399,15,1,1,1,56,17o35s8assv3kamxowzz77k4r,1,88.4,19.7,2023-01-29T14:02:01.260Z,2023-01-30T08:44:52Z,4002225473,56,Right,4002225479,212,13.2,4004009811,178,,4002225475,140,83.5,4002225481,213,4.3,4002225471,3,,4002225477,141,1.9,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502016253,34,61,1,1,57,17o35s8assv3kamxowzz77k4r,0,87.1,0.1,2023-01-29T14:02:02.247Z,2023-01-30T08:44:51Z,4004009939,178,,4002238843,56,Right,,,,,,,,,,,,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013523,11,5,1,1,58,750ustvk4jfqmo8q4gnrcxy7z,1,19.6,101.5,2023-01-29T14:02:03.284Z,2023-01-30T04:05:02Z,4002226055,56,Back,4002231617,233,16,4002226057,347,,,,,,,,,,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013513,16,5,1,1,58,17o35s8assv3kamxowzz77k4r,0,80.4,-1.5,2023-01-29T14:02:03.284Z,2023-01-30T04:05:02Z,4002226033,347,,4002226031,56,Right,4002231657,233,11,,,,,,,,,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013681,12,1,1,2,8,750ustvk4jfqmo8q4gnrcxy7z,0,22.4,100,2023-01-29T14:02:13.017Z,2023-01-30T08:44:51Z,4002226805,213,4.4,4002226801,141,93.1,4002226799,140,20.5,4002226803,212,6.4,4002226797,56,Back,4002226795,107,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502032165,151,1,1,2,9,750ustvk4jfqmo8q4gnrcxy7z,0,21.5,88.5,2023-01-29T14:02:13.882Z,2023-01-30T08:44:50Z,4002317123,56,Back,4002317131,213,0.3,4002317129,212,25.6,4002933973,155,,4004010065,178,,4002317125,140,44.4,4002317127,141,100.0,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013687,13,5,1,2,12,750ustvk4jfqmo8q4gnrcxy7z,0,45.7,101.3,2023-01-29T14:02:17.104Z,2023-01-30T04:05:14Z,4002227519,233,17,4002226821,56,Back,4002226823,347,,,,,,,,,,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013823,17,5,1,2,12,17o35s8assv3kamxowzz77k4r,1,54.3,-1.3,2023-01-29T14:02:17.104Z,2023-01-30T04:05:14Z,4002227509,233,13,4002227469,347,,4002227467,56,Right,,,,,,,,,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013873,18,1,1,2,21,17o35s8assv3kamxowzz77k4r,0,48.9,0,2023-01-29T14:02:25.724Z,2023-01-30T08:44:50Z,4002227683,141,3.4,4002227681,140,75.9,4002227687,213,0.1,4002227685,212,28.6,4002227677,107,,4002227679,56,Right,4002227689,1,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013911,14,1,1,2,23,750ustvk4jfqmo8q4gnrcxy7z,1,27,97.3,2023-01-29T14:02:27.704Z,2023-01-30T08:44:50Z,4002227863,213,4.9,4002227853,3,,4004010161,388,,4002227857,140,29.7,4002227855,56,Back,4002227861,212,13.4,4002227859,141,78.1,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013959,15,1,1,2,24,750ustvk4jfqmo8q4gnrcxy7z,1,28,83.9,2023-01-29T14:02:29.498Z,2023-01-30T08:44:49Z,4002228113,140,33.8,4002228115,141,71.7,4004010207,178,,4002228117,212,10.3,4002228111,56,Back,4002228119,213,5.3,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013965,16,49,1,2,26,750ustvk4jfqmo8q4gnrcxy7z,1,34.4,69.8,2023-01-29T14:02:30.716Z,2023-01-30T08:44:49Z,,,,,,,,,,,,,,,,,,,,,,,,,oc04nz0mrmzeqpcbql3rbhlh,M. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014015,17,1,1,2,26,750ustvk4jfqmo8q4gnrcxy7z,1,34.4,69.8,2023-01-29T14:02:30.728Z,2023-01-30T08:44:48Z,4002228355,213,1.2,4004010293,178,,4002228351,141,92.4,4002228349,140,40.8,4002228347,56,Back,4002935875,155,,4002228353,212,16.8,,,,oc04nz0mrmzeqpcbql3rbhlh,M. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014033,18,1,1,2,28,750ustvk4jfqmo8q4gnrcxy7z,1,38.9,89.8,2023-01-29T14:02:32.563Z,2023-01-30T08:44:47Z,4004010357,178,,4002228413,56,Back,4002228421,213,2.8,4002228419,212,7.2,4002228415,140,32.5,4002228417,141,93.5,,,,,,,6tedvat245ajkir9c4035i0np,M. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014043,19,1,1,2,29,750ustvk4jfqmo8q4gnrcxy7z,0,29.9,97.1,2023-01-29T14:02:33.786Z,2023-01-30T08:44:47Z,4002228467,56,Back,4002228473,212,12.3,4002228469,140,41.4,4004010573,178,,4002228471,141,93.8,4002228475,213,6.1,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014061,19,49,1,2,29,17o35s8assv3kamxowzz77k4r,1,59,6.7,2023-01-29T14:02:34.406Z,2023-01-30T08:44:47Z,,,,,,,,,,,,,,,,,,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014209,20,1,1,2,35,17o35s8assv3kamxowzz77k4r,1,57.8,6,2023-01-29T14:02:39.531Z,2023-01-30T08:44:44Z,4002229203,56,Right,4002229207,141,3.1,4002229205,140,62.7,4004010663,178,,4002229211,213,5.9,4002229209,212,5.5,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014251,21,1,1,2,35,17o35s8assv3kamxowzz77k4r,1,62.3,1.6,2023-01-29T14:02:40.209Z,2023-01-30T08:44:43Z,4002229445,140,63.1,4002229447,141,7.7,4002229449,212,4.2,4004010707,178,,4002937675,156,,4002229451,213,1.4,4002229443,56,Right,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014261,22,3,1,2,36,17o35s8assv3kamxowzz77k4r,0,64.6,9.5,2023-01-29T14:02:41.404Z,2023-01-30T08:44:42Z,4002229495,56,Right,4002938967,465,,4002236441,286,,4004010763,178,,4002236473,233,20,,,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014275,20,7,1,2,37,750ustvk4jfqmo8q4gnrcxy7z,1,35.4,90.5,2023-01-29T14:02:41.561Z,2023-01-30T08:44:42Z,4002939111,384,,4002229611,233,22,4002229557,285,,4002229555,56,Back,4004010785,178,,,,,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014291,21,49,1,2,37,750ustvk4jfqmo8q4gnrcxy7z,1,34,95.2,2023-01-29T14:02:42.241Z,2023-01-30T08:44:41Z,,,,,,,,,,,,,,,,,,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014353,22,4,1,2,41,750ustvk4jfqmo8q4gnrcxy7z,1,28.4,95,2023-01-29T14:02:45.817Z,2023-01-30T08:44:40Z,4002230075,233,23,4002940361,295,,4002229851,285,,4002229843,56,Back,4002229845,152,,4002229841,13,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014387,23,4,1,2,41,17o35s8assv3kamxowzz77k4r,0,71.6,5,2023-01-29T14:02:45.818Z,2023-01-30T08:44:39Z,4002230003,152,,4004010901,178,,4002230111,233,22,4002940247,295,,4002229999,13,,4002230001,56,Right,4002230007,286,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014857,23,1,1,3,13,750ustvk4jfqmo8q4gnrcxy7z,1,29.1,90.9,2023-01-29T14:03:17.625Z,2023-01-30T08:44:39Z,4002232309,189,,4004010917,178,,4002232237,157,,4002232251,213,6.0,4002232239,152,,4002232245,140,72.1,4002232243,56,Center,4002232231,5,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,4002232249,212,47.8,4002232247,141,68.0,4002232253,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502015015,24,44,1,3,15,750ustvk4jfqmo8q4gnrcxy7z,1,78.3,76.1,2023-01-29T14:03:20.435Z,2023-01-30T08:44:38Z,4002232957,56,Center,4002232959,286,,4002233071,233,24,,,,,,,,,,,,,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502015019,24,44,1,3,15,17o35s8assv3kamxowzz77k4r,0,21.7,23.9,2023-01-29T14:03:20.436Z,2023-01-30T08:44:38Z,4002232969,56,Back,4002232971,285,,4002233121,233,24,,,,,,,,,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502015033,25,1,1,3,15,750ustvk4jfqmo8q4gnrcxy7z,0,78.2,77.3,2023-01-29T14:03:20.464Z,2023-01-30T08:44:37Z,4002233069,213,1.8,4004011049,388,,4002233065,141,100.0,4002233061,56,Left,4002233059,3,,4002233067,212,16.8,4002233063,140,74.5,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502015355,25,5,1,3,18,17o35s8assv3kamxowzz77k4r,1,22.8,-1.2,2023-01-29T14:03:23.388Z,2023-01-30T04:06:43Z,4002234609,233,26,4002234581,347,,4002234579,56,Back,,,,,,,,,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502015043,26,5,1,3,18,750ustvk4jfqmo8q4gnrcxy7z,0,77.2,101.2,2023-01-29T14:03:23.388Z,2023-01-30T04:06:44Z,4002233119,347,,4002234635,233,25,4002233117,56,Left,,,,,,,,,,,,,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502015401,26,1,1,3,36,17o35s8assv3kamxowzz77k4r,1,12.9,0,2023-01-29T14:03:40.938Z,2023-01-30T08:44:37Z,4002234773,107,,4002234783,213,0.6,4002234779,141,8.5,4002234777,140,23.7,4002234775,56,Back,4002234781,212,13.4,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502015445,27,1,1,3,38,17o35s8assv3kamxowzz77k4r,1,19.6,8.7,2023-01-29T14:03:43.355Z,2023-01-30T08:44:36Z,4002235013,212,9.7,4002235007,56,Back,4002235011,141,10.9,4002235015,213,3.0,4004011247,178,,4002235009,140,10.5,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
