id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2518745765,859,67,1,0,9,9bxav814mkuhueiyivyive82d,0,33.7,14.8,2023-03-11T16:00:18.515Z,2023-03-12T01:41:22Z,4090521457,233,1490,,,,,,,,,,,,,,,,,,,,,,co59rv08x22hk5itwibbwq191,G. Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437403,7,1,1,0,9,z1wbqtd0fz5t5eezjvrbld3h,1,66.5,87.4,2023-03-11T16:00:18.554Z,2023-03-12T01:41:21Z,4088856375,213,0.1,4088856359,155,,4088856371,141,89.2,4088856373,212,10.2,4088856363,56,Left,4088856367,140,76.1,4090416043,388,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437417,8,1,1,0,11,z1wbqtd0fz5t5eezjvrbld3h,1,75.5,93.4,2023-03-11T16:00:20.356Z,2023-03-12T01:41:21Z,4088856447,213,3.0,4088856443,141,94.4,4090416625,178,,4088856439,56,Left,4088856441,140,71.7,4088856445,212,4.0,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518746175,871,83,1,0,13,9bxav814mkuhueiyivyive82d,1,25.3,1.5,2023-03-11T16:00:22.198Z,2023-03-12T01:41:19Z,4090523309,399,494521,,,,,,,,,,,,,,,,,,,,,,co59rv08x22hk5itwibbwq191,G. Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437421,9,1,1,0,13,z1wbqtd0fz5t5eezjvrbld3h,0,74.6,98.1,2023-03-11T16:00:22.528Z,2023-03-12T01:41:19Z,4089841233,141,93.6,4090417145,178,,4089841235,212,3.5,4089841229,140,76.2,4088856471,56,Left,4089841239,213,5.2,,,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437429,4,49,1,0,14,9bxav814mkuhueiyivyive82d,1,28.5,3.9,2023-03-11T16:00:23.778Z,2023-03-12T01:41:18Z,,,,,,,,,,,,,,,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437447,5,1,1,0,14,9bxav814mkuhueiyivyive82d,1,28.6,4,2023-03-11T16:00:23.856Z,2023-03-12T01:41:18Z,4088856623,212,20.5,4088856625,213,0.3,4088856621,141,12.2,4090417775,178,,4088856617,56,Back,4088856619,140,47.4,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437451,6,61,1,0,15,9bxav814mkuhueiyivyive82d,0,43.2,12.9,2023-03-11T16:00:24.848Z,2023-03-12T01:41:17Z,4090418375,388,,4088856637,56,Back,,,,,,,,,,,,,,,,,,,9qk1hoxri8dee6yat0cateqxh,M. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437541,10,1,1,0,17,z1wbqtd0fz5t5eezjvrbld3h,1,50.4,98.4,2023-03-11T16:00:26.712Z,2023-03-12T01:41:17Z,4088857115,213,6.0,4088857111,141,82.9,4088857105,157,,4090418691,178,,4088857113,212,32.6,4088857117,1,,4088857107,56,Left,4088857109,140,79.8,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437547,11,49,1,0,20,z1wbqtd0fz5t5eezjvrbld3h,1,75.6,88,2023-03-11T16:00:29.871Z,2023-03-12T01:41:17Z,,,,,,,,,,,,,,,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518746533,1539,43,1,0,20,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2023-03-11T16:00:29.914Z,2023-03-11T21:52:43Z,4090525137,233,879,4090525219,144,67,,,,,,,,,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518746527,879,43,1,0,20,9bxav814mkuhueiyivyive82d,1,0,0,2023-03-11T16:00:29.915Z,2023-03-11T21:52:43Z,4090525211,144,67,4090525157,233,1539,,,,,,,,,,,,,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518746607,1546,67,1,0,20,z1wbqtd0fz5t5eezjvrbld3h,1,76,87.9,2023-03-11T16:00:29.936Z,2023-03-12T01:41:16Z,4090525521,233,882,,,,,,,,,,,,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518746605,882,67,1,0,20,9bxav814mkuhueiyivyive82d,0,24,12.1,2023-03-11T16:00:29.937Z,2023-03-12T01:41:16Z,4090525525,233,1546,,,,,,,,,,,,,,,,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437555,12,3,1,0,22,z1wbqtd0fz5t5eezjvrbld3h,0,77.5,76.2,2023-03-11T16:00:31.547Z,2023-03-12T03:02:29Z,4089392269,286,,4089392331,233,7,4088857171,56,Center,4089862473,465,,4090419739,178,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437573,7,7,1,0,23,9bxav814mkuhueiyivyive82d,1,22.5,23.8,2023-03-11T16:00:32.184Z,2023-03-12T03:02:29Z,4090420119,178,,4089030031,285,,4088857269,233,12,4089862593,384,,4088857239,56,Back,,,,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437581,8,49,1,0,23,9bxav814mkuhueiyivyive82d,1,19.3,25.3,2023-03-11T16:00:33.084Z,2023-03-12T01:41:14Z,,,,,,,,,,,,,,,,,,,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437595,9,1,1,0,24,9bxav814mkuhueiyivyive82d,0,19.4,24.8,2023-03-11T16:00:33.567Z,2023-03-12T01:41:13Z,4088857323,213,0.1,4088857309,56,Back,4088857315,141,27.7,4088857311,140,36.1,4088857319,212,17.6,4090420503,178,,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437591,13,49,1,0,25,z1wbqtd0fz5t5eezjvrbld3h,1,70.8,77,2023-03-11T16:00:34.575Z,2023-03-12T01:41:13Z,,,,,,,,,,,,,,,,,,,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437637,14,1,1,0,25,z1wbqtd0fz5t5eezjvrbld3h,1,71.1,77.3,2023-03-11T16:00:34.661Z,2023-03-12T01:41:13Z,4090421007,178,,4088857497,213,0.9,4088857489,56,Left,4088857493,141,92.3,4088857495,212,13.6,4088857491,140,79.6,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437683,15,1,1,0,28,z1wbqtd0fz5t5eezjvrbld3h,1,79.3,94.7,2023-03-11T16:00:37.647Z,2023-03-12T01:41:12Z,4088857783,213,3.7,4088857775,56,Left,4088857781,212,13.4,4088857779,141,83.6,4088857777,140,68.8,4090421491,178,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437733,16,1,1,0,32,z1wbqtd0fz5t5eezjvrbld3h,1,63.8,74.8,2023-03-11T16:00:41.452Z,2023-03-12T01:41:10Z,4088858047,140,54.0,4088858049,141,49.9,4090421807,178,,4088858051,212,19.8,4088858053,213,4.2,4088858045,56,Center,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437813,17,1,1,0,35,z1wbqtd0fz5t5eezjvrbld3h,1,52.8,37.7,2023-03-11T16:00:44.647Z,2023-03-12T01:41:09Z,4088858423,141,9.8,4088858419,56,Right,4088858421,140,60.7,4088858425,212,20.7,4090422865,178,,4088858427,213,5.1,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437869,18,1,1,0,40,z1wbqtd0fz5t5eezjvrbld3h,1,60,7.5,2023-03-11T16:00:49.364Z,2023-03-12T01:41:08Z,4088858735,56,Back,4088858743,213,2.7,4088858737,140,42.3,4090423095,178,,4088858739,141,18.9,4088858741,212,20.1,,,,,,,9irgn82qm11logbhup51rg5wp,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518437973,19,1,1,0,43,z1wbqtd0fz5t5eezjvrbld3h,1,41.1,26.8,2023-03-11T16:00:52.301Z,2023-03-12T01:41:07Z,4090423241,178,,4088859225,140,36.3,4088859231,213,1.7,4088859223,56,Back,4088859229,212,30.5,4088859227,141,71.1,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438013,20,1,1,0,49,z1wbqtd0fz5t5eezjvrbld3h,1,36.5,82.6,2023-03-11T16:00:58.463Z,2023-03-12T01:41:05Z,4088859455,140,19.4,4088859453,56,Back,4088859457,141,59.1,4088859459,212,24.0,4088859461,213,3.9,4090423415,178,,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438075,21,1,1,0,52,z1wbqtd0fz5t5eezjvrbld3h,1,22.7,53,2023-03-11T16:01:01.950Z,2023-03-12T01:41:04Z,4088859809,56,Back,4088859813,141,28.5,4088859815,212,16.8,4088859817,213,4.9,4088859811,140,25.0,4090423689,178,,,,,,,,cym4wbw14zw1jh4jsp3sbyk0l,S. Mandanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438119,22,1,1,0,58,z1wbqtd0fz5t5eezjvrbld3h,1,34.7,32.7,2023-03-11T16:01:07.904Z,2023-03-12T01:41:03Z,4088859987,213,5.2,4088859979,56,Back,4090424277,178,,4088859985,212,21.1,4088859981,140,44.1,4088859983,141,5.3,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438163,23,1,1,1,1,z1wbqtd0fz5t5eezjvrbld3h,1,39.2,6.2,2023-03-11T16:01:11.093Z,2023-03-12T01:41:02Z,4088860157,140,30.5,4090424485,178,,4088860165,212,16.7,4088860161,141,26.8,4088860155,56,Back,4088860169,213,2.1,,,,,,,9irgn82qm11logbhup51rg5wp,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438223,24,1,1,1,5,z1wbqtd0fz5t5eezjvrbld3h,1,27.8,31.8,2023-03-11T16:01:14.220Z,2023-03-12T01:41:01Z,4088860459,56,Back,4088860461,140,29.4,4088860465,141,67.2,4090424755,178,,4088860469,213,1.5,4088860467,212,24.1,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438259,25,1,1,1,9,z1wbqtd0fz5t5eezjvrbld3h,1,38.2,77.8,2023-03-11T16:01:18.252Z,2023-03-12T01:41:00Z,4090425057,178,,4088860647,213,0.7,4088860643,141,95.6,4088860639,56,Left,4088860641,140,52.1,4088860645,212,19.0,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518747701,907,83,1,1,11,9bxav814mkuhueiyivyive82d,1,47.1,2.8,2023-03-11T16:01:20.172Z,2023-03-12T01:40:59Z,4090530867,399,494521,,,,,,,,,,,,,,,,,,,,,,co59rv08x22hk5itwibbwq191,G. Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438329,26,1,1,1,11,z1wbqtd0fz5t5eezjvrbld3h,1,52.9,97.2,2023-03-11T16:01:20.184Z,2023-03-12T01:40:59Z,4090425569,178,,4088860997,213,5.4,4088860989,56,Left,4088860993,141,82.0,4088860991,140,61.5,4088860995,212,13.7,,,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438349,27,1,1,1,11,z1wbqtd0fz5t5eezjvrbld3h,1,59.8,86.2,2023-03-11T16:01:20.838Z,2023-03-12T01:40:58Z,4090426519,178,,4088861079,141,88.0,4088861077,140,57.8,4088861083,213,2.6,4088861075,56,Left,4088861081,212,2.4,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438357,28,1,1,1,13,z1wbqtd0fz5t5eezjvrbld3h,1,54,88.8,2023-03-11T16:01:22.608Z,2023-03-12T01:40:57Z,4088861107,140,56.1,4088861109,141,77.0,4088861105,56,Center,4088861113,213,5.0,4088861111,212,8.3,4090427177,178,,,,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438373,29,1,1,1,15,z1wbqtd0fz5t5eezjvrbld3h,1,52.2,76.2,2023-03-11T16:01:24.570Z,2023-03-12T01:40:56Z,4088861195,140,55.4,4088861191,56,Left,4088861199,141,97.7,4088861207,213,1.3,4090427595,178,,4088861203,212,15.0,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438491,30,1,1,1,16,z1wbqtd0fz5t5eezjvrbld3h,1,54.1,93.3,2023-03-11T16:01:25.667Z,2023-03-12T01:40:56Z,4088861759,56,Back,4090427889,178,,4088861763,141,84.2,4088861767,213,3.6,4088861765,212,12.9,4088861761,140,43.3,,,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438561,31,1,1,1,25,z1wbqtd0fz5t5eezjvrbld3h,1,47.7,79.9,2023-03-11T16:01:34.166Z,2023-03-12T01:40:52Z,4088862119,213,0.1,4088862117,212,15.5,4090428063,178,,4088862111,56,Left,4088862115,141,81.7,4088862113,140,62.4,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438573,32,1,1,1,25,z1wbqtd0fz5t5eezjvrbld3h,0,60.8,82.8,2023-03-11T16:01:34.993Z,2023-03-12T01:40:52Z,4088862181,56,Left,4088862185,141,89.6,4088862191,213,0.2,4088862183,140,80.8,4088862187,212,21.5,4090429197,178,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438577,10,49,1,1,29,9bxav814mkuhueiyivyive82d,1,15.7,4.7,2023-03-11T16:01:39.049Z,2023-03-12T01:40:52Z,,,,,,,,,,,,,,,,,,,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438637,11,1,1,1,33,9bxav814mkuhueiyivyive82d,0,2.8,1.2,2023-03-11T16:01:42.721Z,2023-03-12T01:40:50Z,4088862519,212,33.3,4088862517,141,4.4,4088862521,213,0.1,4088862523,1,,4088862515,140,34.4,4090429997,178,,4088862513,56,Back,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438679,33,1,1,1,35,z1wbqtd0fz5t5eezjvrbld3h,1,77.2,94.9,2023-03-11T16:01:44.780Z,2023-03-12T01:40:49Z,4088862767,140,70.7,4088862769,141,83.0,4088862773,213,4.0,4090430453,178,,4088862765,56,Left,4088862771,212,10.6,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438685,34,49,1,1,37,z1wbqtd0fz5t5eezjvrbld3h,1,70.1,81.4,2023-03-11T16:01:47.017Z,2023-03-12T01:40:49Z,,,,,,,,,,,,,,,,,,,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438729,35,1,1,1,40,z1wbqtd0fz5t5eezjvrbld3h,0,68.5,70.2,2023-03-11T16:01:49.667Z,2023-03-12T01:40:47Z,4088863001,212,35.1,4090430961,178,,4091050599,1,,4088862997,140,95.3,4088863003,213,0.6,4088862999,141,100.0,4088862995,56,Left,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438757,12,5,1,1,43,9bxav814mkuhueiyivyive82d,1,5.1,-0.8,2023-03-11T16:01:52.916Z,2023-03-11T21:14:45Z,4088863111,347,,4088863109,56,Back,4088863167,233,36,,,,,,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438739,36,5,1,1,43,z1wbqtd0fz5t5eezjvrbld3h,0,94.9,100.8,2023-03-11T16:01:52.916Z,2023-03-11T21:14:46Z,4088863051,347,,4088863049,56,Left,4088863203,233,12,,,,,,,,,,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518438903,13,1,1,1,57,9bxav814mkuhueiyivyive82d,1,6,0,2023-03-11T16:02:06.230Z,2023-03-12T01:40:47Z,4088863911,213,1.9,4088863903,56,Back,4088863905,140,3.0,4088863901,107,,4088863909,212,11.2,4088863907,141,13.8,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
