id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/12/value,keyPass,qualifier/13/value,qualifier/10/value,qualifier/14/value
2468484445,8,45,1,0,42,4aghw9tyi8ba3ju1ne83gmf9w,0,14.8,19.4,2022-10-07T19:01:15.499Z,2022-10-08T02:49:22Z,3825354435,56,Back,3825354437,285,,3825354745,233,12,,,,,,,,,,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484481,12,3,1,0,42,121le8unjfzug3iu9pgkqa1c7,1,85.2,80.6,2022-10-07T19:01:15.499Z,2022-10-08T02:49:21Z,3825869759,178,,3825354721,233,8,3825813245,464,,3825354677,286,,3825354675,56,Left,,,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484505,13,1,1,0,45,121le8unjfzug3iu9pgkqa1c7,1,99.9,89.8,2022-10-07T19:01:18.496Z,2022-10-08T02:49:21Z,3825354869,56,Left,3825869813,178,,3825354873,141,95.0,3825354877,213,3.0,3825354871,140,72.7,3825354875,212,28.8,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484529,14,1,1,0,48,121le8unjfzug3iu9pgkqa1c7,1,74.6,92.8,2022-10-07T19:01:22.136Z,2022-10-08T02:49:19Z,3825869859,178,,3825355013,56,Left,3825355019,212,11.8,3825355015,140,64.9,3825355017,141,83.9,3825355021,213,3.7,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468578871,860,83,1,0,50,4aghw9tyi8ba3ju1ne83gmf9w,1,33.7,16.1,2022-10-07T19:01:24.366Z,2022-10-08T02:49:18Z,3825881569,399,168568,,,,,,,,,,,,,,,,,,,,,,eswivc2a0iwwdly6ft8eh0ogl,B. Dejaegere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484585,15,1,1,0,50,121le8unjfzug3iu9pgkqa1c7,1,66.2,83.7,2022-10-07T19:01:24.371Z,2022-10-08T02:49:18Z,3825355347,56,Center,3825355353,212,26.0,3825355349,140,62.7,3825355355,213,4.6,3825355351,141,45.8,3825869909,178,,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468578877,1085,43,1,0,52,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-10-07T19:01:26.187Z,2022-10-08T00:24:41Z,3825881633,144,82,3825881613,178,0,,,,,,,,,,,,,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484607,16,1,1,0,53,121le8unjfzug3iu9pgkqa1c7,1,60.3,35.8,2022-10-07T19:01:27.280Z,2022-10-08T02:49:18Z,3825355471,212,19.1,3825869931,178,,3825355467,140,48.8,3825355473,213,2.3,3825355465,56,Back,3825355469,141,57.6,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484685,17,1,1,0,56,121le8unjfzug3iu9pgkqa1c7,1,49.3,57.7,2022-10-07T19:01:29.850Z,2022-10-08T02:49:17Z,3825355861,141,95.6,3825355865,213,1.2,3825869971,178,,3825355863,212,27.4,3825355859,140,58.3,3825355857,56,Left,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484715,18,1,1,1,2,121le8unjfzug3iu9pgkqa1c7,1,58.8,91.3,2022-10-07T19:01:35.818Z,2022-10-08T02:49:15Z,3825356013,213,3.9,3825356007,140,51.2,3825869975,178,,3825356005,56,Left,3825356011,212,10.7,3825356009,141,80.8,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484735,19,1,1,1,4,121le8unjfzug3iu9pgkqa1c7,1,50.6,77.9,2022-10-07T19:01:37.492Z,2022-10-08T02:49:14Z,3825356143,56,Back,3825356151,213,3.9,3825870011,178,,3825356147,141,61.8,3825356145,140,39.9,3825356149,212,15.7,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484799,20,1,1,1,6,121le8unjfzug3iu9pgkqa1c7,1,39.4,64.2,2022-10-07T19:01:39.988Z,2022-10-08T02:49:14Z,3825356471,213,4.8,3825356463,140,40.6,3825356459,56,Back,3825870075,178,,3825356469,212,21.6,3825356467,141,32.5,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484847,21,1,1,1,13,121le8unjfzug3iu9pgkqa1c7,1,49.8,28,2022-10-07T19:01:47.023Z,2022-10-08T02:49:12Z,3825356719,213,5.7,3825356717,212,27.3,3825356715,141,4.6,3825356711,56,Right,3825870141,178,,3825356713,140,70.9,,,,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484861,22,1,1,1,14,121le8unjfzug3iu9pgkqa1c7,0,64.8,0.4,2022-10-07T19:01:48.211Z,2022-10-08T02:49:11Z,3825356783,212,19.2,3825356779,140,80.5,3825356777,56,Right,3825870155,178,,3825356781,141,15.0,3825813631,168,,3825356785,213,0.5,,,,79nno03ww57p02dz5o0g60rqi,Tetê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484859,9,49,1,1,17,4aghw9tyi8ba3ju1ne83gmf9w,1,24.2,82.8,2022-10-07T19:01:50.737Z,2022-10-08T02:49:11Z,,,,,,,,,,,,,,,,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484963,10,1,1,1,17,4aghw9tyi8ba3ju1ne83gmf9w,0,24.2,83,2022-10-07T19:01:50.773Z,2022-10-08T02:49:10Z,3825870203,178,,3825357229,212,50.6,3825357227,141,69.1,3825357233,1,,3825357221,157,,3825357225,140,71.5,3825357223,56,Center,3825357231,213,6.1,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468484991,23,49,1,1,23,121le8unjfzug3iu9pgkqa1c7,1,26.1,27.1,2022-10-07T19:01:56.584Z,2022-10-08T02:49:10Z,,,,,,,,,,,,,,,,,,,,,,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485015,24,1,1,1,24,121le8unjfzug3iu9pgkqa1c7,1,28,34.3,2022-10-07T19:01:58.130Z,2022-10-08T02:49:09Z,3825357489,140,38.2,3825870347,178,,3825357493,212,21.0,3825357487,56,Back,3825357491,141,60.8,3825357495,213,1.0,,,,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485031,25,1,1,1,26,121le8unjfzug3iu9pgkqa1c7,1,40.1,59.8,2022-10-07T19:01:59.649Z,2022-10-08T02:49:09Z,3825357573,56,Back,3825357581,213,3.2,3825870437,178,,3825357577,141,59.4,3825357575,140,31.4,3825357579,212,9.1,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485059,26,1,1,1,29,121le8unjfzug3iu9pgkqa1c7,1,33,53.2,2022-10-07T19:02:02.539Z,2022-10-08T02:49:08Z,3825357763,141,34.8,3825357759,56,Back,3825357767,213,5.0,3825357765,212,12.9,3825357761,140,36.0,3825870471,178,,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485101,27,1,1,1,31,121le8unjfzug3iu9pgkqa1c7,1,38.2,34.3,2022-10-07T19:02:04.876Z,2022-10-08T02:49:07Z,3825357979,213,5.9,3825357975,212,8.2,3825870553,178,,3825357969,141,30.3,3825357967,140,45.6,3825357965,56,Back,,,,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485125,28,1,1,1,33,121le8unjfzug3iu9pgkqa1c7,1,46.5,29.6,2022-10-07T19:02:06.963Z,2022-10-08T02:49:06Z,3825358095,141,58.4,3825358083,56,Back,3825358097,212,21.3,3825358099,213,2.0,3825358093,140,38.5,3825870591,178,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485161,29,1,1,1,36,121le8unjfzug3iu9pgkqa1c7,1,37.5,56.9,2022-10-07T19:02:09.683Z,2022-10-08T02:49:05Z,3825358345,213,1.1,3825358341,141,88.4,3825870629,178,,3825358339,140,46.8,3825358343,212,23.5,3825358337,56,Back,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485167,30,1,1,1,38,121le8unjfzug3iu9pgkqa1c7,1,47.4,87.8,2022-10-07T19:02:12.323Z,2022-10-08T02:49:04Z,3825358367,56,Left,3825870669,178,,3825358373,212,22.9,3825358369,140,68.7,3825358371,141,94.7,3825358375,213,0.2,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485187,31,1,1,1,40,121le8unjfzug3iu9pgkqa1c7,1,65.1,98.2,2022-10-07T19:02:13.846Z,2022-10-08T02:49:04Z,3825358489,56,Left,3825358493,141,88.0,3825358497,213,4.0,3825358491,140,59.0,3825870707,178,,3825358495,212,9.4,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485215,32,1,1,1,44,121le8unjfzug3iu9pgkqa1c7,1,55.8,78.1,2022-10-07T19:02:18.234Z,2022-10-08T02:49:03Z,3825358663,56,Back,3825358671,213,4.3,3825358669,212,25.1,3825870759,178,,3825358667,141,43.7,3825358665,140,47.1,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485233,33,1,1,1,47,121le8unjfzug3iu9pgkqa1c7,1,48.3,40.9,2022-10-07T19:02:20.752Z,2022-10-08T02:49:01Z,3825358783,141,29.8,3825358779,56,Center,3825358787,213,5.9,3825358781,140,65.2,3825358785,212,19.3,3825870781,178,,,,,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485249,34,1,1,1,48,121le8unjfzug3iu9pgkqa1c7,1,64,29,2022-10-07T19:02:21.971Z,2022-10-08T02:49:01Z,3825358867,141,7.0,3825358865,140,58.3,3825870823,178,,3825358869,212,16.1,3825358863,56,Right,3825358871,213,4.3,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485285,35,1,1,1,51,121le8unjfzug3iu9pgkqa1c7,1,56,10.1,2022-10-07T19:02:24.834Z,2022-10-08T02:49:00Z,3825359003,56,Center,3825359011,212,25.1,3825359015,213,0.7,3825359005,140,73.7,3825359007,141,34.9,3825870849,178,,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485293,36,1,1,1,54,121le8unjfzug3iu9pgkqa1c7,1,69.9,33.7,2022-10-07T19:02:27.410Z,2022-10-08T02:48:59Z,3825359039,141,38.0,3825359043,213,2.2,3825359035,56,Center,3825359037,140,68.0,3825359047,156,,3825359041,212,3.5,3825870885,178,,,,,d9zax4y92d85x7j63kg7ckvkl,M. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485345,37,1,1,1,54,121le8unjfzug3iu9pgkqa1c7,1,66.6,37.2,2022-10-07T19:02:27.995Z,2022-10-10T13:48:35Z,3825359305,212,19.3,3825359301,140,84.2,3825359307,213,0.3,3825870921,178,,3825362219,22,,3825359299,56,Center,3825362449,4,,3825359303,141,45.2,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,1,3825362217,154,3825362215,210,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2468579133,890,43,1,1,56,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-10-07T19:02:30.074Z,2022-10-08T02:22:39Z,3825950627,144,83,3825883193,399,225295,,,,,,,,,,,,,,,,,,,eu71261se8nv26xcd39nrdous,K. Keben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468485355,38,16,1,1,57,121le8unjfzug3iu9pgkqa1c7,1,82.5,44.1,2022-10-07T19:02:31.060Z,2022-10-10T13:48:35Z,3825362293,55,37,3825814187,396,50,3825814185,395,95.1,3825359347,22,,3825361385,375,01:56.606,3825362291,133,,3825362289,154,,3825362301,230,94.1,79nno03ww57p02dz5o0g60rqi,Tetê,,3835094815,18,3825362299,103,1.3,3825361377,72,3825359351,56,Center,3825362285,78,3825871101,178,3825362287,29,3825362297,102,48.7,3825362303,231,46.4,3825361381,374,2022-10-07 20:02:30.013,,,,,,
2468486037,12,1,1,2,50,4aghw9tyi8ba3ju1ne83gmf9w,1,50.3,49.9,2022-10-07T19:03:23.443Z,2022-10-07T23:56:22Z,3825363001,212,17.4,3825363005,279,G,3825362999,141,53.3,3825362995,56,Back,3825362997,140,33.9,3825871187,178,,3825363003,213,3.0,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468486157,13,1,1,2,55,4aghw9tyi8ba3ju1ne83gmf9w,0,32.1,70.1,2022-10-07T19:03:28.586Z,2022-10-08T02:48:57Z,3825871243,178,,3825363623,212,74.9,3825363619,140,100.0,3825363617,56,Left,3825363621,141,97.1,3825363625,213,0.2,3825363627,1,,3825363615,155,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468486151,39,56,1,3,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-10-07T19:03:34.049Z,2022-10-08T02:48:57Z,3825363587,56,Back,,,,,,,,,,,,,,,,,,,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468486165,14,5,1,3,3,4aghw9tyi8ba3ju1ne83gmf9w,0,101,96.7,2022-10-07T19:03:37.299Z,2022-10-07T23:56:51Z,3825363657,56,Left,3825363659,346,,3825363737,233,40,,,,,,,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
