id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value,qualifier/13/value
2526378525,8,1,1,0,10,97jxqfbi28yoeedjbbw5xqhyi,1,27.3,60.3,2023-04-01T11:46:38.756Z,2023-04-01T11:46:42Z,4151728079,141,37.1,4151728085,213,5.3,4151728083,212,18.8,4151728073,140,37.1,4151728069,56,Back,,,,,,,,,,cf88cbpwlbfw6ampeklh3kcbu,C. Swaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526378587,9,1,1,0,14,97jxqfbi28yoeedjbbw5xqhyi,1,37.5,37.1,2023-04-01T11:46:42.636Z,2023-04-01T11:46:45Z,4151728369,213,1.9,4151728359,56,Back,4151728367,212,19.5,4151728365,141,64.6,4151728361,140,32.1,,,,,,,,,,akldj20vfqfopuvurujsgtsd1,L. Le Garrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526378603,10,1,1,0,17,97jxqfbi28yoeedjbbw5xqhyi,1,37.7,65.4,2023-04-01T11:46:45.677Z,2023-04-01T11:46:47Z,4151728439,56,Center,4151728443,141,66.9,4151728445,212,25.7,4151728441,140,62.2,4151728447,213,0.0,,,,,,,,,,cf88cbpwlbfw6ampeklh3kcbu,C. Swaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526378651,11,1,1,0,18,97jxqfbi28yoeedjbbw5xqhyi,1,61.5,67.2,2023-04-01T11:46:47.005Z,2023-04-01T11:46:50Z,4151728705,212,21.8,4151728693,56,Back,4151728709,213,3.1,4151728701,141,69.9,4151728697,140,40.8,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526378699,12,1,1,0,22,97jxqfbi28yoeedjbbw5xqhyi,1,37.1,68.7,2023-04-01T11:46:50.373Z,2023-04-01T11:46:53Z,4151728999,212,18.2,4151728997,141,57.2,4151729001,213,3.6,4151728993,56,Back,4151728995,140,21.4,,,,,,,,,,cf88cbpwlbfw6ampeklh3kcbu,C. Swaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526378709,13,1,1,0,25,97jxqfbi28yoeedjbbw5xqhyi,1,22.2,53.1,2023-04-01T11:46:53.685Z,2023-04-01T11:46:55Z,4151729059,213,5.2,4151729055,141,29.5,4151729051,56,Back,4151729053,140,30.1,4151729057,212,18.1,,,,,,,,,,7ei82jx0voz3m7g64d9ewmggl,M. Heil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526378761,14,1,1,0,29,97jxqfbi28yoeedjbbw5xqhyi,1,35.1,11,2023-04-01T11:46:57.453Z,2023-04-01T11:46:59Z,4151729235,56,Back,4151729241,141,4.9,4151729245,213,5.6,4151729243,212,6.5,4151729239,140,39.9,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526378807,15,1,1,0,31,97jxqfbi28yoeedjbbw5xqhyi,1,41.5,2.8,2023-04-01T11:46:59.645Z,2023-04-01T11:47:53Z,4151729471,213,2.6,4151729463,56,Back,4151729465,140,32.5,4151729469,212,11.1,4151729467,141,11.3,,,,,,,,,,9k44thez31exd8pbq7i5wdbs9,M. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526378853,16,1,1,0,34,97jxqfbi28yoeedjbbw5xqhyi,1,32.1,13.1,2023-04-01T11:47:02.428Z,2023-04-01T11:47:06Z,4151729655,212,23.1,4151729653,141,46.6,4151729651,140,35.7,4151729649,56,Back,4151729657,213,1.4,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526378905,17,1,1,0,38,97jxqfbi28yoeedjbbw5xqhyi,1,37.3,66.1,2023-04-01T11:47:06.750Z,2023-04-01T11:47:10Z,4151729885,56,Left,4151729893,213,0.8,4151729887,140,54.3,4151729891,212,25.8,4151729889,141,93.5,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526378955,18,1,1,0,42,97jxqfbi28yoeedjbbw5xqhyi,1,45.1,92.4,2023-04-01T11:47:10.853Z,2023-04-01T11:47:14Z,4151730159,213,4.1,4151730157,212,19.5,4151730151,56,Back,4151730155,141,69.4,4151730153,140,34.0,,,,,,,,,,7mehuya25b282lf1aqllzc3px,C. Meffometou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379023,19,1,1,0,46,97jxqfbi28yoeedjbbw5xqhyi,1,35.1,68.4,2023-04-01T11:47:14.541Z,2023-04-01T11:47:19Z,4151730499,56,Back,4151730501,140,21.5,4151730505,212,18.2,4151730503,141,51.8,4151730507,213,3.8,,,,,,,,,,cf88cbpwlbfw6ampeklh3kcbu,C. Swaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379055,20,1,1,0,53,97jxqfbi28yoeedjbbw5xqhyi,1,22.2,50.7,2023-04-01T11:47:21.653Z,2023-04-01T11:47:40Z,4151730703,56,Back,4151730705,140,28.0,4151730707,141,27.0,4151730711,213,5.1,4151730709,212,17.2,,,,,,,,,,7ei82jx0voz3m7g64d9ewmggl,M. Heil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379105,21,1,1,0,55,97jxqfbi28yoeedjbbw5xqhyi,1,29.7,26.2,2023-04-01T11:47:23.517Z,2023-04-01T11:47:27Z,4151731001,141,65.5,4151731005,213,1.1,4151731003,212,30.3,4151730995,56,Back,4151730999,140,43.3,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379149,22,1,1,0,59,97jxqfbi28yoeedjbbw5xqhyi,1,55.1,68.8,2023-04-01T11:47:27.132Z,2023-04-01T11:47:29Z,4151731227,56,Left,4151731235,213,0.8,4151731231,141,92.6,4151731233,212,22.4,4151731229,140,69.9,,,,,,,,,,akldj20vfqfopuvurujsgtsd1,L. Le Garrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379167,23,1,1,1,1,97jxqfbi28yoeedjbbw5xqhyi,1,69.8,92.7,2023-04-01T11:47:29.341Z,2023-04-01T11:47:30Z,4151731329,213,5.4,4151731323,140,72.8,4151731325,141,86.9,4151731321,56,Left,4151731327,212,5.0,,,,,,,,,,7mehuya25b282lf1aqllzc3px,C. Meffometou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379179,24,1,1,1,2,97jxqfbi28yoeedjbbw5xqhyi,1,72.9,86.9,2023-04-01T11:47:30.605Z,2023-04-01T11:47:31Z,4151731377,141,81.7,4151731417,156,,4151731379,212,8.8,4151731383,213,3.6,4151731373,56,Left,4151731375,140,65.2,,,,,,,8ls23zdsn7vn3bsx8o3gzwrh0,A. Fontaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379237,25,1,1,1,4,97jxqfbi28yoeedjbbw5xqhyi,0,67.9,81.8,2023-04-01T11:47:32.117Z,2023-04-01T11:47:36Z,4151731671,213,0.2,4151731665,140,100.0,4151731669,212,35.5,4151731673,1,,4151731661,56,Left,4151731667,141,91.5,,,,,,,7mehuya25b282lf1aqllzc3px,C. Meffometou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379243,4,56,1,1,5,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2023-04-01T11:47:33.543Z,2023-04-01T12:23:15Z,4151731701,56,Back,,,,,,,,,,,,,,,,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379257,5,5,1,1,8,axvm5zg0mk4bp06wpec9vw27e,1,-1.2,11,2023-04-01T11:47:36.111Z,2023-04-01T12:21:11Z,4151731773,233,26,4151731771,346,,4151731769,56,Back,,,,,,,,,,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379239,26,5,1,1,8,97jxqfbi28yoeedjbbw5xqhyi,0,101.2,89,2023-04-01T11:47:36.111Z,2023-04-01T11:47:38Z,4151731791,233,5,4151731681,56,Left,4151731683,346,,,,,,,,,,,,,,,,,7mehuya25b282lf1aqllzc3px,C. Meffometou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379579,6,1,1,1,29,axvm5zg0mk4bp06wpec9vw27e,0,5,41.3,2023-04-01T11:47:57.838Z,2023-04-01T11:48:02Z,4151733409,213,6.1,4151733399,124,,4151733411,1,,4151733401,56,Back,4151733407,212,40.3,4151733415,74,,4151733403,140,43.0,4151733405,141,33.3,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379587,7,44,1,1,32,axvm5zg0mk4bp06wpec9vw27e,1,42.4,32.8,2023-04-01T11:48:00.356Z,2023-04-01T12:02:47Z,4151734283,233,27,4151733447,56,Back,4151733449,285,,,,,,,,,,,,,,,,,7lqdu42zczlrnowx70hu12sb9,L. Declercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379569,27,44,1,1,32,97jxqfbi28yoeedjbbw5xqhyi,0,57.6,67.2,2023-04-01T11:48:00.357Z,2023-04-01T11:48:15Z,4151734295,233,7,4151733329,56,Center,4151733331,286,,,,,,,,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379697,9,1,1,1,32,axvm5zg0mk4bp06wpec9vw27e,1,38.9,39.8,2023-04-01T11:48:00.454Z,2023-04-01T12:02:48Z,4151733961,56,Back,4151770765,141,32.0,4151770763,140,47.2,4151770771,213,5.7,4151770767,212,10.2,4151770761,168,,,,,,,,7lqdu42zczlrnowx70hu12sb9,L. Declercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379613,8,1,1,1,35,axvm5zg0mk4bp06wpec9vw27e,0,51.9,31.8,2023-04-01T11:48:03.806Z,2023-04-01T12:02:57Z,4151733557,213,0.3,4151733549,56,Center,4151733553,141,36.1,4151733555,212,10.9,4151733551,140,61.9,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379619,28,49,1,1,36,97jxqfbi28yoeedjbbw5xqhyi,1,34.1,65.2,2023-04-01T11:48:04.892Z,2023-04-01T11:48:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379663,29,1,1,1,37,97jxqfbi28yoeedjbbw5xqhyi,1,34.1,65.2,2023-04-01T11:48:05.254Z,2023-04-01T11:48:08Z,4151733799,141,53.7,4151733797,140,19.7,4151733801,212,17.0,4151733803,213,3.6,4151733795,56,Back,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379759,30,1,1,1,40,97jxqfbi28yoeedjbbw5xqhyi,1,18,45.7,2023-04-01T11:48:08.733Z,2023-04-01T11:48:36Z,4151734259,213,5.2,4151734255,141,14.9,4151734253,140,28.3,4151734251,56,Back,4151734257,212,23.6,,,,,,,,,,7ei82jx0voz3m7g64d9ewmggl,M. Heil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379803,31,1,1,1,46,97jxqfbi28yoeedjbbw5xqhyi,1,29,17,2023-04-01T11:48:15.013Z,2023-04-01T11:48:16Z,4151734475,212,15.9,4151734471,140,23.8,4151734473,141,38.9,4151734477,213,1.9,4151734469,56,Back,,,,,,,,,,9k44thez31exd8pbq7i5wdbs9,M. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379861,32,1,1,1,48,97jxqfbi28yoeedjbbw5xqhyi,1,24.5,40.7,2023-04-01T11:48:16.629Z,2023-04-01T11:48:21Z,4151734719,141,68.4,4151734723,213,1.5,4151734717,140,26.2,4151734721,212,18.9,4151734715,56,Back,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379911,33,1,1,1,53,97jxqfbi28yoeedjbbw5xqhyi,1,41.8,75.7,2023-04-01T11:48:21.213Z,2023-04-01T11:48:23Z,4151734951,213,5.8,4151734943,56,Center,4151734945,140,52.5,4151734949,212,12.8,4151734947,141,66.6,,,,,,,,,,cf88cbpwlbfw6ampeklh3kcbu,C. Swaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526379945,34,1,1,1,55,97jxqfbi28yoeedjbbw5xqhyi,1,45,64.9,2023-04-01T11:48:23.805Z,2023-04-01T11:48:26Z,4151735119,213,3.5,4151735117,212,26.8,4151735111,56,Back,4151735115,141,49.7,4151735113,140,21.4,,,,,,,,,,3o1we6pb4axflmhkn1r0b01xx,E. Kamczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380031,35,1,1,1,58,97jxqfbi28yoeedjbbw5xqhyi,1,24.8,48.4,2023-04-01T11:48:26.517Z,2023-04-01T11:48:35Z,4151735515,141,15.0,4151735513,140,33.9,4151735511,56,Back,4151735517,212,24.6,4151735519,213,5.1,,,,,,,,,,7ei82jx0voz3m7g64d9ewmggl,M. Heil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380067,36,1,1,2,3,97jxqfbi28yoeedjbbw5xqhyi,1,38.3,26.7,2023-04-01T11:48:31.780Z,2023-04-01T11:48:34Z,4151735657,140,27.4,4151735655,56,Back,4151735663,212,15.8,4151735665,213,2.4,4151735661,141,42.7,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380119,37,1,1,2,9,97jxqfbi28yoeedjbbw5xqhyi,1,24.4,48.5,2023-04-01T11:48:37.469Z,2023-04-01T12:03:03Z,4151735937,140,33.9,4151735935,56,Back,4151735943,212,15.8,4151735947,213,0.9,4151735939,141,66.6,,,,,,,,,,7ei82jx0voz3m7g64d9ewmggl,M. Heil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380165,38,1,1,2,11,97jxqfbi28yoeedjbbw5xqhyi,1,41.4,71.2,2023-04-01T11:48:39.150Z,2023-04-01T11:48:43Z,4151736239,56,Center,4151736247,213,6.1,4151736245,212,14.0,4151736243,141,68.1,4151736241,140,54.6,,,,,,,,,,cf88cbpwlbfw6ampeklh3kcbu,C. Swaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380171,39,50,1,2,13,97jxqfbi28yoeedjbbw5xqhyi,1,56.9,68.2,2023-04-01T11:48:41.614Z,2023-04-01T11:48:46Z,4151736487,233,10,4151736261,56,Center,4151736265,286,,,,,,,,,,,,,,,,,8ls23zdsn7vn3bsx8o3gzwrh0,A. Fontaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380197,10,7,1,2,13,axvm5zg0mk4bp06wpec9vw27e,1,43.1,31.8,2023-04-01T11:48:41.615Z,2023-04-01T11:48:46Z,4151736415,285,,4151736413,56,Back,4151736469,233,39,,,,,,,,,,,,,,,,9k4n3testzamjmqoda5g4k3x1,María Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380201,11,49,1,2,17,axvm5zg0mk4bp06wpec9vw27e,1,38.4,50.1,2023-04-01T11:48:45.502Z,2023-04-01T11:48:45Z,,,,,,,,,,,,,,,,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380237,12,1,1,2,17,axvm5zg0mk4bp06wpec9vw27e,1,38.4,50.1,2023-04-01T11:48:45.886Z,2023-04-01T12:03:28Z,4151736669,213,6.0,4151736667,212,12.4,4151736665,141,44.6,4151736661,56,Back,4151736663,140,49.7,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380243,13,1,1,2,18,axvm5zg0mk4bp06wpec9vw27e,0,59.7,39,2023-04-01T11:48:46.558Z,2023-04-01T12:03:34Z,4151773627,213,5.8,4151773625,212,10.4,4151773621,140,68.4,4151773623,141,31.6,4151736697,56,Center,,,,,,,,,,epgsg9k2x61xgkksj1kzdum6t,J. Dear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380257,40,49,1,2,21,97jxqfbi28yoeedjbbw5xqhyi,1,35.8,64.3,2023-04-01T11:48:49.670Z,2023-04-01T11:48:49Z,,,,,,,,,,,,,,,,,,,,,,,,,7mehuya25b282lf1aqllzc3px,C. Meffometou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380281,41,1,1,2,21,97jxqfbi28yoeedjbbw5xqhyi,1,36,64.2,2023-04-01T11:48:50.013Z,2023-04-01T11:48:51Z,4151736879,56,Back,4151736881,140,30.0,4151736887,213,4.1,4151736883,141,52.1,4151736885,212,10.4,,,,,,,,,,7mehuya25b282lf1aqllzc3px,C. Meffometou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380311,42,1,1,2,22,97jxqfbi28yoeedjbbw5xqhyi,1,30.1,49.1,2023-04-01T11:48:50.981Z,2023-04-01T11:48:53Z,4151737005,141,44.0,4151737003,140,43.5,4151737009,213,6.0,4151737001,56,Back,4151737007,212,14.5,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380359,43,1,1,2,25,97jxqfbi28yoeedjbbw5xqhyi,1,45.4,40,2023-04-01T11:48:53.253Z,2023-04-01T11:48:57Z,4151737267,56,Back,4151737269,140,38.1,4151737275,213,4.1,4151737271,141,25.2,4151737273,212,12.7,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380397,44,1,1,2,29,97jxqfbi28yoeedjbbw5xqhyi,0,41.7,24.6,2023-04-01T11:48:57.189Z,2023-04-01T11:49:00Z,4151737437,155,,4151737445,212,57.4,4151737441,140,96.4,4151737443,141,25.8,4151737447,213,0.0,4151737449,1,,4151737439,56,Center,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380405,14,52,1,2,32,axvm5zg0mk4bp06wpec9vw27e,1,0.9,64.3,2023-04-01T11:49:00.862Z,2023-04-01T11:49:00Z,,,,,,,,,,,,,,,,,,,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526380475,15,1,1,2,34,axvm5zg0mk4bp06wpec9vw27e,1,1.5,65.5,2023-04-01T11:49:02.255Z,2023-04-01T11:49:07Z,4151737773,140,18.1,4151737775,141,37.1,4151737769,123,,4151737771,56,Back,4151737777,212,26.0,4151737779,213,5.4,,,,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
