id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2483516343,7,1,1,0,14,97jxqfbi28yoeedjbbw5xqhyi,1,4.2,95.3,2022-11-09T07:10:13.643Z,2022-11-09T07:10:17Z,3904843801,212,18.6,3904843803,213,6.2,3904843795,56,Back,3904843799,141,94.1,3904843797,140,21.9,,,,,,,,,,ejzz3wi6gxujl6idun7k9wmvp,M. Levasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516347,8,1,1,0,17,97jxqfbi28yoeedjbbw5xqhyi,0,22,96.6,2022-11-09T07:10:17.468Z,2022-11-09T07:10:18Z,3904843833,140,17.1,3904843837,212,6.2,3904843839,213,2.6,3904843835,141,100.0,3904843831,56,Back,,,,,,,,,,8ls23zdsn7vn3bsx8o3gzwrh0,A. Fontaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516409,5,5,1,0,18,2gmv49xieg3zee2hx0lhcp17u,1,80.8,-1.8,2022-11-09T07:10:18.215Z,2022-11-09T07:12:45Z,3904844217,347,,3904844231,233,9,3904844215,56,Right,,,,,,,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516351,9,5,1,0,18,97jxqfbi28yoeedjbbw5xqhyi,0,19.2,101.8,2022-11-09T07:10:18.215Z,2022-11-09T07:10:30Z,3904844245,233,5,3904843849,56,Back,3904843851,347,,,,,,,,,,,,,,,,,8ls23zdsn7vn3bsx8o3gzwrh0,A. Fontaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516433,6,1,1,0,29,2gmv49xieg3zee2hx0lhcp17u,1,80.7,0,2022-11-09T07:10:28.896Z,2022-11-09T07:12:58Z,3904844411,213,0.8,3904844407,141,18.5,3904844405,140,93.7,3904844409,212,19.5,3904844401,107,,3904844403,56,Right,3904844635,210,15,,,,ah7sbrjt4lz1t4zww2l4sf1ex,L. Rueda,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516437,7,15,1,0,34,2gmv49xieg3zee2hx0lhcp17u,1,91.7,26.2,2022-11-09T07:10:34.209Z,2022-11-09T07:12:58Z,3904844679,233,11,3904844655,160,,3904844671,147,45.5,3904844657,80,,3904844425,56,Center,3904844661,55,6,3904844669,146,98.4,3904844659,29,,87fq93e9x1yy4thmeituciycq,S. Gordon,,3904847613,72,3904844665,102,47.1,3904844423,63,3904844667,103,10.8,,,,,,,,,,,,,,,,,,,,,
2483516463,11,10,1,0,34,97jxqfbi28yoeedjbbw5xqhyi,1,1.4,54.9,2022-11-09T07:10:34.309Z,2022-11-09T07:10:39Z,3904844561,233,7,3904844527,177,,3904844533,56,Back,3904844529,180,,3904844531,182,,,,,,,,,,,7ei82jx0voz3m7g64d9ewmggl,M. Heil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516459,10,52,1,0,35,97jxqfbi28yoeedjbbw5xqhyi,1,1.4,54.9,2022-11-09T07:10:35.398Z,2022-11-09T07:10:38Z,,,,,,,,,,,,,,,,,,,,,,,,,7ei82jx0voz3m7g64d9ewmggl,M. Heil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516491,12,1,1,0,44,97jxqfbi28yoeedjbbw5xqhyi,0,4.6,54.2,2022-11-09T07:10:44.172Z,2022-11-09T07:10:45Z,3904844711,213,6.1,3904844705,140,77.6,3904844709,212,77.4,3904844701,199,,3904844707,141,38.6,3904844703,56,Center,3904844713,1,,,,,7ei82jx0voz3m7g64d9ewmggl,M. Heil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516497,8,49,1,0,46,2gmv49xieg3zee2hx0lhcp17u,1,22.4,54.6,2022-11-09T07:10:46.480Z,2022-11-09T07:10:46Z,,,,,,,,,,,,,,,,,,,,,,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516503,9,1,1,0,47,2gmv49xieg3zee2hx0lhcp17u,1,22.4,54.6,2022-11-09T07:10:46.881Z,2022-11-09T07:10:48Z,3904844753,212,13.4,3904844749,140,24.8,3904844747,56,Back,3904844751,141,73.9,3904844755,213,1.4,,,,,,,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516505,10,1,1,0,48,2gmv49xieg3zee2hx0lhcp17u,0,24.8,73.9,2022-11-09T07:10:47.903Z,2022-11-09T07:10:48Z,3904844765,140,38.6,3904844767,141,65.2,3904844771,212,15.7,3904844773,213,5.9,3904844763,56,Back,,,,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516507,13,49,1,0,49,97jxqfbi28yoeedjbbw5xqhyi,1,60.2,31.5,2022-11-09T07:10:49.197Z,2022-11-09T07:10:49Z,,,,,,,,,,,,,,,,,,,,,,,,,akldj20vfqfopuvurujsgtsd1,L. Le Garrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516551,14,1,1,0,49,97jxqfbi28yoeedjbbw5xqhyi,1,60.2,31.5,2022-11-09T07:10:49.550Z,2022-11-09T07:10:57Z,3904844965,140,72.2,3904844969,212,14.7,3904844967,141,42.5,3904844971,213,0.5,3904844963,56,Center,,,,,,,,,,akldj20vfqfopuvurujsgtsd1,L. Le Garrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516561,15,1,1,0,57,97jxqfbi28yoeedjbbw5xqhyi,1,75.4,40,2022-11-09T07:10:57.165Z,2022-11-09T07:12:52Z,3904845013,140,96.5,3904845019,213,5.7,3904845015,141,17.3,3904845011,56,Right,3904845017,212,27.0,,,,,,,,,,7ei82jx0voz3m7g64d9ewmggl,M. Heil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516571,16,1,1,1,0,97jxqfbi28yoeedjbbw5xqhyi,0,97.4,18.2,2022-11-09T07:11:00.239Z,2022-11-09T07:11:01Z,3904845055,212,35.3,3904845059,1,,3904845051,140,84.4,3904845057,213,2.0,3904845053,141,66.1,3904845045,2,,3904845049,56,Center,3904845047,155,,996uvthtn0ho4doic5mcty6z9,B. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516585,11,1,1,1,2,2gmv49xieg3zee2hx0lhcp17u,1,15.8,43.9,2022-11-09T07:11:01.761Z,2022-11-09T07:11:03Z,3904845119,56,Back,3904845123,141,35.1,3904845117,3,,3904845121,140,15.9,3904845125,212,6.0,3904845127,213,4.7,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516589,12,49,1,1,3,2gmv49xieg3zee2hx0lhcp17u,1,15.8,34.9,2022-11-09T07:11:03.136Z,2022-11-09T07:11:03Z,,,,,,,,,,,,,,,,,,,,,,,,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516599,13,1,1,1,3,2gmv49xieg3zee2hx0lhcp17u,0,15.8,34.9,2022-11-09T07:11:03.567Z,2022-11-09T07:11:05Z,3904845173,212,25.2,3904845171,141,12.3,3904845175,213,5.6,3904845167,56,Back,3904845169,140,34.8,,,,,,,,,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516615,17,49,1,1,8,97jxqfbi28yoeedjbbw5xqhyi,1,63,92.4,2022-11-09T07:11:07.967Z,2022-11-09T07:11:08Z,,,,,,,,,,,,,,,,,,,,,,,,,ejzz3wi6gxujl6idun7k9wmvp,M. Levasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516645,18,1,1,1,8,97jxqfbi28yoeedjbbw5xqhyi,1,63,92.4,2022-11-09T07:11:08.239Z,2022-11-09T07:11:14Z,3904845369,212,12.7,3904845365,140,74.8,3904845367,141,96.6,3904845371,213,0.2,3904845363,56,Left,,,,,,,,,,ejzz3wi6gxujl6idun7k9wmvp,M. Levasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516653,19,1,1,1,14,97jxqfbi28yoeedjbbw5xqhyi,1,69.2,94.5,2022-11-09T07:11:14.284Z,2022-11-09T07:11:15Z,3904845413,213,3.3,3904845405,56,Left,3904845409,141,90.6,3904845407,140,50.6,3904845411,212,19.7,,,,,,,,,,8ls23zdsn7vn3bsx8o3gzwrh0,A. Fontaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516669,20,1,1,1,16,97jxqfbi28yoeedjbbw5xqhyi,1,49.8,87.5,2022-11-09T07:11:15.726Z,2022-11-09T07:11:19Z,3904845483,1,,3904845481,213,4.7,3904845477,141,33.4,3904845479,212,36.8,3904845475,140,48.0,3904845473,56,Back,,,,,,,cf88cbpwlbfw6ampeklh3kcbu,C. Swaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516685,21,1,1,1,19,97jxqfbi28yoeedjbbw5xqhyi,1,56.3,31.3,2022-11-09T07:11:19.279Z,2022-11-09T07:11:21Z,3904845563,213,0.1,3904845561,212,14.1,3904845559,141,33.1,3904845555,56,Center,3904845557,140,69.7,,,,,,,,,,3taxlkn9lb7otwvgbx9gyo82x,J. Piga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516693,22,1,1,1,22,97jxqfbi28yoeedjbbw5xqhyi,0,65.8,30.4,2022-11-09T07:11:21.787Z,2022-11-09T07:11:22Z,3904845583,141,11.1,3904845579,56,Right,3904845585,212,19.3,3904845581,140,79.3,3904845587,213,5.5,,,,,,,,,,63atfboq056luh7gzplxooyui,O. Fulutudilu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516703,14,1,1,1,23,2gmv49xieg3zee2hx0lhcp17u,0,29.5,78.8,2022-11-09T07:11:23.599Z,2022-11-09T07:11:24Z,3904845651,157,,3904845659,212,14.9,3904845655,140,42.8,3904845657,141,71.1,3904845661,213,5.9,3904845663,1,,3904845653,56,Back,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516721,23,1,1,1,25,97jxqfbi28yoeedjbbw5xqhyi,1,61.6,22.2,2022-11-09T07:11:25.261Z,2022-11-09T07:11:29Z,3904845777,212,17.9,3904845779,213,0.1,3904845775,141,24.7,3904845771,56,Center,3904845773,140,78.6,,,,,,,,,,akldj20vfqfopuvurujsgtsd1,L. Le Garrec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516723,24,1,1,1,29,97jxqfbi28yoeedjbbw5xqhyi,0,78.5,25.8,2022-11-09T07:11:29.355Z,2022-11-09T07:11:30Z,3904845797,213,1.6,3904845795,212,12.8,3904845791,140,78.6,3904845789,56,Center,3904845793,141,44.6,,,,,,,,,,3o1we6pb4axflmhkn1r0b01xx,E. Kamczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516727,15,49,1,1,31,2gmv49xieg3zee2hx0lhcp17u,1,27.5,36.3,2022-11-09T07:11:31.425Z,2022-11-09T07:11:31Z,,,,,,,,,,,,,,,,,,,,,,,,,ah7sbrjt4lz1t4zww2l4sf1ex,L. Rueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516731,16,1,1,1,32,2gmv49xieg3zee2hx0lhcp17u,1,27.5,36.3,2022-11-09T07:11:31.840Z,2022-11-09T07:11:34Z,3904845849,56,Back,3904845857,213,1.7,3904845855,212,10.3,3904845851,140,26.4,3904845853,141,51.3,,,,,,,,,,ah7sbrjt4lz1t4zww2l4sf1ex,L. Rueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516733,17,61,1,1,34,2gmv49xieg3zee2hx0lhcp17u,0,27,48.4,2022-11-09T07:11:34.017Z,2022-11-09T07:11:34Z,3904845863,56,Back,,,,,,,,,,,,,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516759,25,50,1,1,39,97jxqfbi28yoeedjbbw5xqhyi,1,68.9,65.2,2022-11-09T07:11:39.087Z,2022-11-09T07:11:43Z,3904846027,233,18,3904845951,286,,3904845949,56,Center,,,,,,,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516771,18,7,1,1,39,2gmv49xieg3zee2hx0lhcp17u,1,31.1,34.8,2022-11-09T07:11:39.088Z,2022-11-09T07:11:43Z,3904846015,285,,3904846013,56,Back,3904846021,233,25,,,,,,,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516791,19,1,1,1,43,2gmv49xieg3zee2hx0lhcp17u,0,60.9,11.3,2022-11-09T07:11:43.072Z,2022-11-09T07:11:48Z,3904846093,213,6.1,3904846087,140,73.4,3904846085,56,Right,3904846091,212,13.4,3904846089,141,7.4,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516797,26,8,1,1,51,97jxqfbi28yoeedjbbw5xqhyi,1,24.1,92.6,2022-11-09T07:11:50.955Z,2022-11-09T07:11:51Z,3904846135,56,Back,,,,,,,,,,,,,,,,,,,,,,ejzz3wi6gxujl6idun7k9wmvp,M. Levasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516817,20,5,1,1,52,2gmv49xieg3zee2hx0lhcp17u,1,68.8,-2,2022-11-09T07:11:51.787Z,2022-11-09T07:12:46Z,3904846229,233,27,3904846225,347,,3904846223,56,Right,,,,,,,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516801,27,5,1,1,52,97jxqfbi28yoeedjbbw5xqhyi,0,31.2,102,2022-11-09T07:11:51.787Z,2022-11-09T07:11:58Z,3904846145,56,Back,3904846147,347,,3904846237,233,20,,,,,,,,,,,,,,,,ejzz3wi6gxujl6idun7k9wmvp,M. Levasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516823,21,1,1,1,57,2gmv49xieg3zee2hx0lhcp17u,1,69.9,0,2022-11-09T07:11:57.632Z,2022-11-09T07:11:59Z,3904846255,56,Right,3904846259,141,12.5,3904846257,140,71.1,3904846253,107,,3904846261,212,9.9,3904846263,213,1.4,,,,,,,6rcnj96do9ermnza1covi9ujt,E. Kouache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516835,22,1,1,1,59,2gmv49xieg3zee2hx0lhcp17u,1,73.3,13.2,2022-11-09T07:11:59.568Z,2022-11-09T07:12:01Z,3904846313,140,65.0,3904846319,213,3.7,3904846311,56,Right,3904846315,141,5.2,3904846317,212,10.3,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516837,23,3,1,2,1,2gmv49xieg3zee2hx0lhcp17u,1,61.2,4.5,2022-11-09T07:12:01.360Z,2022-11-09T07:12:02Z,3904846363,233,28,3904846335,56,Right,3904846337,286,,,,,,,,,,,,,,,,,6rcnj96do9ermnza1covi9ujt,E. Kouache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516841,28,45,1,2,1,97jxqfbi28yoeedjbbw5xqhyi,0,38.8,95.5,2022-11-09T07:12:01.360Z,2022-11-09T07:12:03Z,3904846373,233,23,3904846343,56,Back,3904846345,285,,,,,,,,,,,,,,,,,3o1we6pb4axflmhkn1r0b01xx,E. Kamczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516861,24,1,1,2,2,2gmv49xieg3zee2hx0lhcp17u,1,65.8,3.1,2022-11-09T07:12:01.904Z,2022-11-09T07:12:05Z,3904846441,212,4.3,3904846443,213,1.1,3904846439,141,8.8,3904846435,56,Right,3904846437,140,67.6,,,,,,,,,,6rcnj96do9ermnza1covi9ujt,E. Kouache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516871,25,1,1,2,5,2gmv49xieg3zee2hx0lhcp17u,1,68.5,10.4,2022-11-09T07:12:05.056Z,2022-11-09T07:12:07Z,3904846487,140,62.9,3904846491,212,28.8,3904846485,56,Center,3904846489,141,51.9,3904846493,213,1.8,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516877,26,1,1,2,7,2gmv49xieg3zee2hx0lhcp17u,1,60.2,53.6,2022-11-09T07:12:07.600Z,2022-11-09T07:12:11Z,3904846529,212,11.7,3904846525,140,69.8,3904846527,141,62.3,3904846531,213,0.5,3904846523,56,Center,,,,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516879,27,3,1,2,11,2gmv49xieg3zee2hx0lhcp17u,0,72.8,67.2,2022-11-09T07:12:10.960Z,2022-11-09T07:12:13Z,3904846537,56,Center,3904846539,286,,3904846581,233,29,,,,,,,,,,,,,,,,ah7sbrjt4lz1t4zww2l4sf1ex,L. Rueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516885,29,7,1,2,11,97jxqfbi28yoeedjbbw5xqhyi,0,27.2,32.8,2022-11-09T07:12:10.961Z,2022-11-09T07:12:12Z,3904846553,56,Back,3904846557,233,27,3904846555,285,,,,,,,,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516899,28,1,1,2,15,2gmv49xieg3zee2hx0lhcp17u,1,66,53.3,2022-11-09T07:12:15.440Z,2022-11-09T07:12:17Z,3904846659,141,39.1,3904846655,56,Center,3904846657,140,69.9,3904846663,213,5.1,3904846661,212,10.5,,,,,,,,,,ah7sbrjt4lz1t4zww2l4sf1ex,L. Rueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516913,29,1,1,2,17,2gmv49xieg3zee2hx0lhcp17u,1,70.7,38.3,2022-11-09T07:12:17.552Z,2022-11-09T07:12:21Z,3904846751,141,8.0,3904846755,213,4.4,3904846749,140,65.3,3904846747,56,Right,3904846753,212,21.4,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483516921,30,1,1,2,21,2gmv49xieg3zee2hx0lhcp17u,0,67.6,6.4,2022-11-09T07:12:21.585Z,2022-11-09T07:12:23Z,3904846813,213,0.3,3904846803,155,,3904846807,140,76.3,3904846801,2,,3904846809,141,11.0,3904846805,56,Right,3904846811,212,9.7,,,,6rcnj96do9ermnza1covi9ujt,E. Kouache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
