id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist
2552271893,8,1,1,0,21,2w4xxgpg4t4h5b3yl74egastz,1,34.2,34.3,2023-05-21T10:30:41.562Z,2023-05-21T10:30:43Z,4296494715,140,38.4,4296494713,56,Back,4296494717,141,62.7,4296494719,212,19.8,4296494721,213,1.3,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271917,9,1,1,0,23,2w4xxgpg4t4h5b3yl74egastz,1,39.2,64.2,2023-05-21T10:30:43.649Z,2023-05-21T10:30:48Z,4296494837,212,12.5,4296494833,140,42.1,4296494831,56,Back,4296494835,141,82.1,4296494839,213,1.3,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271935,10,1,1,0,28,2w4xxgpg4t4h5b3yl74egastz,1,44.8,75.1,2023-05-21T10:30:48.441Z,2023-05-21T10:30:51Z,4296494955,141,30.3,4296494953,140,38.1,4296494951,56,Back,4296494957,212,31.3,4296494959,213,4.5,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271951,11,1,1,0,31,2w4xxgpg4t4h5b3yl74egastz,1,37.6,35.7,2023-05-21T10:30:51.425Z,2023-05-21T10:30:52Z,4296495007,56,Back,4296495013,212,8.8,4296495011,141,34.8,4296495009,140,46.0,4296495015,213,6.2,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552271993,12,1,1,0,32,2w4xxgpg4t4h5b3yl74egastz,1,46,34.8,2023-05-21T10:30:52.562Z,2023-05-21T10:30:57Z,4296495235,212,20.8,4296495229,56,Back,4296495231,140,43.0,4296495237,213,1.7,4296495233,141,65.1,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272019,13,1,1,0,38,2w4xxgpg4t4h5b3yl74egastz,1,64.8,68.8,2023-05-21T10:30:57.842Z,2023-05-21T10:31:00Z,4296495355,212,16.7,4296495345,56,Left,4296495357,213,1.9,4296495353,141,92.3,4296495351,140,60.3,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272049,14,1,1,0,41,2w4xxgpg4t4h5b3yl74egastz,1,60.3,92.3,2023-05-21T10:31:00.834Z,2023-05-21T10:31:05Z,4296495501,140,65.7,4296495507,213,6.2,4296495503,141,92.0,4296495505,212,5.7,4296495499,56,Left,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272077,15,1,1,0,45,2w4xxgpg4t4h5b3yl74egastz,1,62.6,91.1,2023-05-21T10:31:04.938Z,2023-05-21T10:31:07Z,4296495599,140,50.5,4296495603,212,13.3,4296495601,141,85.4,4296495605,213,3.4,4296495597,56,Left,,,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272117,16,1,1,0,47,2w4xxgpg4t4h5b3yl74egastz,1,48.7,84.1,2023-05-21T10:31:07.450Z,2023-05-21T10:31:11Z,4296495781,212,21.1,4296495783,213,3.9,4296495779,141,62.1,4296495777,140,34.5,4296495775,56,Back,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272153,17,1,1,0,51,2w4xxgpg4t4h5b3yl74egastz,1,33.6,43.9,2023-05-21T10:31:10.938Z,2023-05-21T10:31:15Z,4296495965,140,39.9,4296495967,141,18.6,4296495963,56,Back,4296495971,213,5.1,4296495969,212,18.4,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272179,18,1,1,0,55,2w4xxgpg4t4h5b3yl74egastz,1,45.5,32.7,2023-05-21T10:31:14.906Z,2023-05-21T10:31:18Z,4296496075,140,44.3,4296496073,56,Back,4296496077,141,66.3,4296496079,212,22.9,4296496081,213,1.6,,,,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272203,19,1,1,0,58,2w4xxgpg4t4h5b3yl74egastz,1,44.3,66.3,2023-05-21T10:31:18.002Z,2023-05-21T10:31:22Z,4296496203,213,0.8,4296496201,212,26.4,4296496199,141,95.4,4296496195,56,Left,4296496197,140,61.0,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272221,20,1,1,1,2,2w4xxgpg4t4h5b3yl74egastz,1,58.5,90.3,2023-05-21T10:31:22.098Z,2023-05-21T10:31:25Z,4296496301,56,Center,4296496307,212,12.1,4296496303,140,63.6,4296496305,141,74.4,4296496309,213,5.2,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272231,4,45,1,1,5,2gmv49xieg3zee2hx0lhcp17u,0,35.7,25.8,2023-05-21T10:31:25.050Z,2023-05-21T10:37:23Z,4296496339,285,,4296496423,233,21,4296496337,56,Back,,,,,,,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272227,21,3,1,1,5,2w4xxgpg4t4h5b3yl74egastz,1,64.3,74.2,2023-05-21T10:31:25.050Z,2023-05-21T10:31:27Z,4296496387,233,4,4296496321,56,Center,4296496323,286,,,,,,,,,,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272235,22,1,1,1,6,2w4xxgpg4t4h5b3yl74egastz,0,66.6,64.2,2023-05-21T10:31:25.946Z,2023-05-21T10:31:26Z,4296496355,213,5.6,4296496345,155,,4296496347,56,Center,4296496351,141,21.9,4296496353,212,46.4,4296496357,1,,4296496349,140,100.0,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272269,5,5,1,1,6,2gmv49xieg3zee2hx0lhcp17u,1,-1.3,74.6,2023-05-21T10:31:26.684Z,2023-05-21T10:32:41Z,4296496547,346,,4296496557,233,23,4296496545,56,Back,,,,,,,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272241,23,5,1,1,6,2w4xxgpg4t4h5b3yl74egastz,0,101.3,25.4,2023-05-21T10:31:26.684Z,2023-05-21T10:31:31Z,4296496565,233,5,4296496375,56,Center,4296496377,346,,,,,,,,,,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272407,6,1,1,1,30,2gmv49xieg3zee2hx0lhcp17u,0,4.7,49.1,2023-05-21T10:31:49.798Z,2023-05-21T10:31:51Z,4296497225,140,43.1,4296497227,141,69.9,4296497221,124,,4296497223,56,Back,4296497229,212,42.7,4296497235,74,,4296497231,213,0.3,4296497233,1,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272429,24,44,1,1,33,2w4xxgpg4t4h5b3yl74egastz,1,55.5,29.4,2023-05-21T10:31:52.964Z,2023-05-21T10:31:55Z,4296497411,233,7,4296497375,56,Center,4296497377,286,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272417,7,44,1,1,33,2gmv49xieg3zee2hx0lhcp17u,0,44.5,70.6,2023-05-21T10:31:52.965Z,2023-05-21T10:31:55Z,4296497421,233,24,4296497313,56,Back,4296497315,285,,,,,,,,,,,,,,,,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272445,25,1,1,1,33,2w4xxgpg4t4h5b3yl74egastz,1,54.1,28.8,2023-05-21T10:31:53.610Z,2023-05-21T10:33:31Z,4296497505,141,33.1,4296497499,3,,4296497503,140,62.6,4296497507,212,9.4,4296497501,56,Center,4296497509,213,0.3,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272451,26,49,1,1,34,2w4xxgpg4t4h5b3yl74egastz,1,62.6,33.1,2023-05-21T10:31:54.017Z,2023-05-21T10:38:28Z,,,,,,,,,,,,,,,,,,,,,,,,,9gk2t1276n9yt0nvgakzr82c5,L. Petermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272479,27,61,1,1,35,2w4xxgpg4t4h5b3yl74egastz,0,62.6,33.1,2023-05-21T10:31:55.097Z,2023-05-21T10:38:29Z,4296497655,56,Center,,,,,,,,,,,,,,,,,,,,,,9gk2t1276n9yt0nvgakzr82c5,L. Petermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272459,8,49,1,1,36,2gmv49xieg3zee2hx0lhcp17u,1,28.6,55.1,2023-05-21T10:31:56.509Z,2023-05-21T10:38:31Z,,,,,,,,,,,,,,,,,,,,,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272477,9,1,1,1,37,2gmv49xieg3zee2hx0lhcp17u,1,28.8,55.1,2023-05-21T10:31:56.838Z,2023-05-21T10:38:40Z,4296497649,212,5.5,4296497645,140,33.6,4296497643,56,Back,4296497647,141,51.9,4296497651,213,5.9,,,,,,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552275633,77,81,1,1,38,2gmv49xieg3zee2hx0lhcp17u,1,33.9,54.8,2023-05-21T10:31:57.777Z,2023-05-21T10:39:15Z,4296515681,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272489,28,49,1,1,39,2w4xxgpg4t4h5b3yl74egastz,1,60.9,35.5,2023-05-21T10:31:59.530Z,2023-05-21T10:38:52Z,,,,,,,,,,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552275641,85,1,1,1,40,2w4xxgpg4t4h5b3yl74egastz,1,69.1,59.6,2023-05-21T10:31:59.963Z,2023-05-21T10:40:04Z,4296517485,210,14,4296516677,56,Center,4296516683,212,7.8,4296516681,141,49.9,4296516679,140,65.2,4296516685,213,4.2,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272497,10,43,1,1,41,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-05-21T10:32:00.823Z,2023-05-21T10:32:30Z,4296497743,380,0,4296498889,144,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272513,29,14,1,1,43,2w4xxgpg4t4h5b3yl74egastz,1,68.4,40.2,2023-05-21T10:32:02.841Z,2023-05-21T10:40:03Z,4296498995,215,,4296497801,22,,4296498791,18,,4296498789,20,,4296499001,231,49.8,4296498999,230,98.4,4296498993,103,39.9,4296498991,102,53.6,dll89ri6yl7ufipj37pyfmzmd,C. Bilbault,,4296498989,74,4296497805,56,Center,4296517493,55,85,4296517491,29,,,,,,,,,,,,,,,,,,
2552272535,11,43,1,1,46,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-05-21T10:32:06.343Z,2023-05-21T10:32:26Z,4296497927,56,Back,4296497923,178,0,4296497921,173,0,4296498721,144,10,4296497925,182,0,,,,,,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272701,12,5,1,2,8,2gmv49xieg3zee2hx0lhcp17u,1,-1.2,58.5,2023-05-21T10:32:27.967Z,2023-05-21T10:32:41Z,4296499353,233,30,4296498829,346,,4296498827,56,Back,,,,,,,,,,,,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272749,30,5,1,2,8,2w4xxgpg4t4h5b3yl74egastz,0,101.2,41.5,2023-05-21T10:32:27.967Z,2023-05-21T10:32:41Z,4296499361,233,12,4296499121,56,Center,4296499123,346,,,,,,,,,,,,,,,,,dll89ri6yl7ufipj37pyfmzmd,C. Bilbault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272743,13,1,1,2,13,2gmv49xieg3zee2hx0lhcp17u,1,4.7,49.1,2023-05-21T10:32:33.455Z,2023-05-21T10:32:35Z,4296499053,56,Back,4296499057,141,74.8,4296499051,124,,4296499055,140,9.2,4296499065,237,,4296499061,213,1.3,4296499059,212,18.1,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272747,14,1,1,2,15,2gmv49xieg3zee2hx0lhcp17u,1,9.2,75,2023-05-21T10:32:35.557Z,2023-05-21T10:32:36Z,4296499101,56,Back,4296499107,212,13.5,4296499103,140,13.0,4296499105,141,93.9,4296499109,213,1.3,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272759,15,1,1,2,16,2gmv49xieg3zee2hx0lhcp17u,0,15.3,95.7,2023-05-21T10:32:36.654Z,2023-05-21T10:32:37Z,4296499189,213,0.3,4296499185,141,100.0,4296499187,212,10.5,4296499181,56,Back,4296499183,140,24.8,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272763,16,5,1,2,17,2gmv49xieg3zee2hx0lhcp17u,0,25.9,100.9,2023-05-21T10:32:37.408Z,2023-05-21T10:32:40Z,4296499339,233,31,4296499203,56,Back,4296499207,347,,,,,,,,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272779,31,5,1,2,17,2w4xxgpg4t4h5b3yl74egastz,1,74.1,-0.9,2023-05-21T10:32:37.408Z,2023-05-21T10:32:41Z,4296499273,56,Right,4296499331,233,16,4296499275,347,,,,,,,,,,,,,,,,,dll89ri6yl7ufipj37pyfmzmd,C. Bilbault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272823,32,1,1,2,23,2w4xxgpg4t4h5b3yl74egastz,1,72.9,0,2023-05-21T10:32:42.777Z,2023-05-21T10:32:45Z,4296499529,141,15.3,4296499533,213,0.7,4296499531,212,17.4,4296499525,56,Right,4296499527,140,85.6,4296499523,107,,,,,,,,1n48nxf4v6reoxuyai88haw6i,M. Mpomé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272881,33,1,1,2,25,2w4xxgpg4t4h5b3yl74egastz,1,85.6,15.3,2023-05-21T10:32:44.961Z,2023-05-21T10:40:33Z,4296499815,140,80.5,4296499817,141,14.9,4296499813,56,Right,4296499819,212,5.4,4296499821,213,3.2,,,,,,,,,,9gk2t1276n9yt0nvgakzr82c5,L. Petermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272891,35,50,1,2,32,2w4xxgpg4t4h5b3yl74egastz,1,85.1,7.6,2023-05-21T10:32:52.045Z,2023-05-21T10:32:54Z,4296499853,56,Right,4296499933,233,17,4296499855,286,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272899,17,7,1,2,32,2gmv49xieg3zee2hx0lhcp17u,1,14.9,92.4,2023-05-21T10:32:52.046Z,2023-05-21T10:32:53Z,4296499907,233,35,4296499901,56,Back,4296499903,285,,,,,,,,,,,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272883,34,43,1,2,32,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2023-05-21T10:32:52.194Z,2023-05-21T10:32:55Z,4296500071,144,61,4296499829,56,Right,,,,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272925,18,1,1,2,33,2gmv49xieg3zee2hx0lhcp17u,1,17.5,92.9,2023-05-21T10:32:53.374Z,2023-05-21T10:32:55Z,4296500037,212,9.9,4296500031,56,Back,4296500033,140,26.7,4296500035,141,89.6,4296500039,213,6.1,,,,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272933,19,49,1,2,35,2gmv49xieg3zee2hx0lhcp17u,1,27.6,89,2023-05-21T10:32:55.447Z,2023-05-21T10:40:41Z,,,,,,,,,,,,,,,,,,,,,,,,,2pd1juglwcvhspyva4soomyy2,N. Ali Nadjim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272973,20,1,1,2,36,2gmv49xieg3zee2hx0lhcp17u,0,27.6,92.3,2023-05-21T10:32:55.838Z,2023-05-21T10:41:13Z,4296500305,56,Back,4296500307,140,36.6,4296500303,155,,4296500309,141,59.6,4296500311,212,24.2,4296500313,213,5.1,,,,,,,2pd1juglwcvhspyva4soomyy2,N. Ali Nadjim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552276917,122,8,1,2,37,2w4xxgpg4t4h5b3yl74egastz,1,67,48,2023-05-21T10:32:57.193Z,2023-05-21T10:41:37Z,4296521577,56,Center,,,,,,,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273015,21,61,1,2,41,2gmv49xieg3zee2hx0lhcp17u,1,59.1,73.3,2023-05-21T10:33:01.518Z,2023-05-21T10:41:59Z,4296500547,56,Center,,,,,,,,,,,,,,,,,,,,,,87fq93e9x1yy4thmeituciycq,S. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273021,22,1,1,2,45,2gmv49xieg3zee2hx0lhcp17u,0,52.5,66.4,2023-05-21T10:33:05.678Z,2023-05-21T10:42:14Z,4296500577,141,53.3,4296500581,213,4.6,4296500573,56,Center,4296500575,140,51.5,4296500579,212,9.0,,,,,,,,,,bly2raemyl0xp39jiktm4u5sl,S. Demeyere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273027,36,49,1,2,47,2w4xxgpg4t4h5b3yl74egastz,1,53.6,48.4,2023-05-21T10:33:06.938Z,2023-05-21T10:33:07Z,,,,,,,,,,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
