id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,assist,qualifier/13/value,qualifier/15/value,qualifier/14/value
2497120645,6,1,1,0,13,e5hsx8fzufp57tv4oehbz0qht,1,56,8.9,2023-01-14T12:45:42.028Z,2023-01-14T12:45:42Z,3976548517,213,1.7,3976548509,56,Center,3976548511,140,54.6,3976548513,141,32.8,3976548515,212,16.3,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497120667,7,1,1,0,14,e5hsx8fzufp57tv4oehbz0qht,1,54.6,32.8,2023-01-14T12:45:42.861Z,2023-01-14T12:45:46Z,3976548609,141,5.5,3976548607,140,60.3,3976548613,213,5.0,3976548611,212,19.5,3976548605,56,Right,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497120685,8,1,1,0,18,e5hsx8fzufp57tv4oehbz0qht,0,76.9,2.9,2023-01-14T12:45:46.365Z,2023-01-14T12:45:48Z,3976548701,212,13.0,3976548695,56,Right,3976548703,213,0.3,3976548697,140,88.6,3976548699,141,9.2,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497120711,6,12,1,0,21,dgpni8xwxjhgekjmg0m8bb6nv,1,7.1,90.3,2023-01-14T12:45:49.901Z,2023-01-14T12:46:37Z,3976548843,213,1.0,3976548871,167,,3976548841,212,9.1,3976548835,56,Back,3976548839,141,100.0,3976548837,140,12.0,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497120715,7,5,1,0,21,dgpni8xwxjhgekjmg0m8bb6nv,0,17.2,102,2023-01-14T12:45:49.909Z,2023-01-14T12:48:28Z,3976548913,233,9,3976548861,347,,3976548859,56,Back,,,,,,,,,,,,,,,,a36nwipwjfluk0rjfjzdiflk9,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497120717,9,5,1,0,21,e5hsx8fzufp57tv4oehbz0qht,1,82.8,-2,2023-01-14T12:45:49.909Z,2023-01-14T12:45:51Z,3976548865,347,,3976548895,233,7,3976548863,56,Right,,,,,,,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121013,10,1,1,0,50,e5hsx8fzufp57tv4oehbz0qht,0,87.4,0,2023-01-14T12:46:18.853Z,2023-01-14T12:46:20Z,3976550297,56,Right,3976550303,212,13.6,3976550299,140,90.0,3976550295,107,,3976550301,141,18.6,3976550305,213,1.4,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121025,8,8,1,0,52,dgpni8xwxjhgekjmg0m8bb6nv,1,26.5,82.7,2023-01-14T12:46:21.156Z,2023-01-14T12:46:21Z,3976550367,56,Back,3976550397,15,,,,,,,,,,,,,,,,,,,,3w9nqzmvm6df5becqtvypo5w5,C. Couturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121045,9,5,1,0,54,dgpni8xwxjhgekjmg0m8bb6nv,0,15.6,101.4,2023-01-14T12:46:22.541Z,2023-01-14T12:48:28Z,3976550435,347,,3976550473,233,11,3976550433,56,Back,,,,,,,,,,,,,,,,3w9nqzmvm6df5becqtvypo5w5,C. Couturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121049,11,5,1,0,54,e5hsx8fzufp57tv4oehbz0qht,1,84.4,-1.4,2023-01-14T12:46:22.541Z,2023-01-14T12:46:23Z,3976550449,347,,3976550447,56,Right,3976550463,233,9,,,,,,,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121123,12,1,1,1,0,e5hsx8fzufp57tv4oehbz0qht,0,84.8,0,2023-01-14T12:46:28.717Z,2023-01-14T12:46:30Z,3976550817,212,12.6,3976550809,107,,3976550819,213,0.6,3976550815,141,9.1,3976550813,140,94.7,3976550811,56,Right,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121137,10,8,1,1,3,dgpni8xwxjhgekjmg0m8bb6nv,1,13.5,92.9,2023-01-14T12:46:31.700Z,2023-01-14T12:46:31Z,3976550893,56,Back,,,,,,,,,,,,,,,,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121147,11,5,1,1,3,dgpni8xwxjhgekjmg0m8bb6nv,0,5.9,101.4,2023-01-14T12:46:31.806Z,2023-01-14T12:48:28Z,3976550935,56,Back,3976550975,233,13,3976550937,347,,,,,,,,,,,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121143,13,5,1,1,3,e5hsx8fzufp57tv4oehbz0qht,1,94.1,-1.4,2023-01-14T12:46:31.806Z,2023-01-14T12:46:33Z,3976550959,233,11,3976550917,347,,3976550915,56,Right,,,,,,,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121219,14,1,1,1,10,e5hsx8fzufp57tv4oehbz0qht,0,91,0,2023-01-14T12:46:38.221Z,2023-01-14T12:46:39Z,3976551299,212,11.3,3976551297,141,15.0,3976551293,56,Right,3976551291,107,,3976551295,140,91.9,3976551301,213,1.5,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121225,12,8,1,1,11,dgpni8xwxjhgekjmg0m8bb6nv,1,6.2,88.9,2023-01-14T12:46:39.980Z,2023-01-14T12:46:40Z,3976551335,56,Back,,,,,,,,,,,,,,,,,,,,,,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121235,13,49,1,1,12,dgpni8xwxjhgekjmg0m8bb6nv,1,5.1,90.2,2023-01-14T12:46:40.564Z,2023-01-14T12:46:40Z,,,,,,,,,,,,,,,,,,,,,,,,,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121247,14,1,1,1,12,dgpni8xwxjhgekjmg0m8bb6nv,0,5.1,90.2,2023-01-14T12:46:40.724Z,2023-01-14T12:46:43Z,3976551421,140,10.6,3976551617,233,15,3976551429,1,,3976551419,56,Back,3976551615,236,,3976551425,212,6.0,3976551423,141,92.4,3976551427,213,0.3,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,3976551417,157,3976551621,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121277,15,74,1,1,12,e5hsx8fzufp57tv4oehbz0qht,1,97.2,6.7,2023-01-14T12:46:40.725Z,2023-01-14T12:53:19Z,3976551583,285,,3976551581,56,Right,3976551627,233,14,,,,,,,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121303,15,5,1,1,16,dgpni8xwxjhgekjmg0m8bb6nv,1,3.1,101.6,2023-01-14T12:46:45.051Z,2023-01-14T12:46:46Z,3976551701,56,Back,3976551703,347,,3976551777,233,16,,,,,,,,,,,,,,,,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121311,16,5,1,1,16,e5hsx8fzufp57tv4oehbz0qht,0,96.9,-1.6,2023-01-14T12:46:45.051Z,2023-01-14T12:48:29Z,3976551737,56,Right,3976551739,347,,3976551799,233,15,,,,,,,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121455,16,1,1,1,32,dgpni8xwxjhgekjmg0m8bb6nv,0,2.6,100,2023-01-14T12:47:00.324Z,2023-01-14T12:47:03Z,3976552471,140,24.2,3976552473,141,88.4,3976552467,107,,3976552469,56,Back,3976552475,212,24.5,3976552479,1,,3976552477,213,5.9,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121483,17,44,1,1,34,e5hsx8fzufp57tv4oehbz0qht,1,80.2,9.2,2023-01-14T12:47:03.027Z,2023-01-14T12:47:05Z,3976552593,56,Right,3976552595,286,,3976552647,233,17,,,,,,,,,,,,,,,,1loi315glota15qd57q6e0xrd,D. Egurrola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121457,17,44,1,1,34,dgpni8xwxjhgekjmg0m8bb6nv,0,19.8,90.8,2023-01-14T12:47:03.028Z,2023-01-14T12:50:16Z,3976552485,285,,3976552681,233,17,3976552483,56,Back,,,,,,,,,,,,,,,,58zv1pd350niecmu275p4xyqc,S. Tapé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497122827,47,1,1,1,35,e5hsx8fzufp57tv4oehbz0qht,0,74.6,10.4,2023-01-14T12:47:03.783Z,2023-01-14T12:51:25Z,3976561233,212,11.1,3976561231,141,0.0,3976561235,213,4.0,3976561227,56,Right,3976561229,140,67.5,3976561225,3,,,,,,,,1loi315glota15qd57q6e0xrd,D. Egurrola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121497,18,5,1,1,37,dgpni8xwxjhgekjmg0m8bb6nv,1,14.8,101.2,2023-01-14T12:47:05.756Z,2023-01-14T12:47:07Z,3976552755,233,18,3976552663,56,Back,3976552665,347,,,,,,,,,,,,,,,,,58zv1pd350niecmu275p4xyqc,S. Tapé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121505,18,5,1,1,37,e5hsx8fzufp57tv4oehbz0qht,0,85.2,-1.2,2023-01-14T12:47:05.756Z,2023-01-14T12:48:29Z,3976552765,233,18,3976552699,56,Right,3976552701,347,,,,,,,,,,,,,,,,,1loi315glota15qd57q6e0xrd,D. Egurrola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121569,19,1,1,1,45,dgpni8xwxjhgekjmg0m8bb6nv,1,13.5,100,2023-01-14T12:47:13.875Z,2023-01-14T12:47:15Z,3976553055,140,29.8,3976553061,213,5.9,3976553053,56,Back,3976553051,107,,3976553057,141,90.5,3976553059,212,18.7,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121611,20,1,1,1,47,dgpni8xwxjhgekjmg0m8bb6nv,1,29.8,90.5,2023-01-14T12:47:15.420Z,2023-01-14T12:47:20Z,3976553271,3,,3976553273,168,,3976553275,56,Back,3976553283,213,6.2,3976553281,212,15.6,3976553279,141,88.9,3976553277,140,44.6,,,,aeoazf90glk79a2puhpm06pyh,D. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121617,21,50,1,1,52,dgpni8xwxjhgekjmg0m8bb6nv,1,31.7,94.2,2023-01-14T12:47:20.356Z,2023-01-14T12:47:23Z,3976553469,233,19,3976553305,56,Back,3976553473,285,,,,,,,,,,,,,,,,,58zv1pd350niecmu275p4xyqc,S. Tapé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121639,19,7,1,1,52,e5hsx8fzufp57tv4oehbz0qht,1,68.3,5.8,2023-01-14T12:47:20.357Z,2023-01-14T12:47:23Z,3976553415,56,Right,3976553421,286,,3976553435,233,21,,,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121643,20,49,1,1,54,e5hsx8fzufp57tv4oehbz0qht,1,52.8,18,2023-01-14T12:47:22.990Z,2023-01-14T12:47:23Z,,,,,,,,,,,,,,,,,,,,,,,,,1loi315glota15qd57q6e0xrd,D. Egurrola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121679,21,1,1,1,55,e5hsx8fzufp57tv4oehbz0qht,1,52.8,18,2023-01-14T12:47:23.494Z,2023-01-14T12:47:26Z,3976553635,212,19.1,3976553629,56,Back,3976553633,141,41.9,3976553631,140,43.3,3976553637,213,2.1,,,,,,,,,,1loi315glota15qd57q6e0xrd,D. Egurrola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121723,22,1,1,1,57,e5hsx8fzufp57tv4oehbz0qht,1,46.9,54.9,2023-01-14T12:47:25.973Z,2023-01-14T12:47:30Z,3976553825,140,49.0,3976553827,141,91.8,3976553829,212,25.2,3976553823,56,Back,3976553831,213,1.5,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121737,23,1,1,2,1,e5hsx8fzufp57tv4oehbz0qht,0,49.3,91.8,2023-01-14T12:47:29.989Z,2023-01-14T12:47:31Z,3976553901,212,10.3,3976553903,213,0.2,3976553897,140,58.9,3976553899,141,94.8,3976553895,56,Left,,,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121733,22,61,1,2,2,dgpni8xwxjhgekjmg0m8bb6nv,1,40.4,15.5,2023-01-14T12:47:30.634Z,2023-01-14T12:47:30Z,3976553875,56,Back,,,,,,,,,,,,,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121749,23,5,1,2,3,dgpni8xwxjhgekjmg0m8bb6nv,0,45,-2,2023-01-14T12:47:32.110Z,2023-01-14T12:48:29Z,3976553955,347,,3976553995,233,24,3976553953,56,Back,,,,,,,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121753,24,5,1,2,3,e5hsx8fzufp57tv4oehbz0qht,1,55,102,2023-01-14T12:47:32.110Z,2023-01-14T12:47:33Z,3976553991,233,23,3976553959,347,,3976553957,56,Left,,,,,,,,,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121793,25,1,1,2,7,e5hsx8fzufp57tv4oehbz0qht,1,55.4,100,2023-01-14T12:47:36.037Z,2023-01-14T12:47:38Z,3976554181,140,64.6,3976554183,141,93.3,3976554179,56,Left,3976554177,107,,3976554185,212,11.2,3976554187,213,5.7,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121803,26,1,1,2,9,e5hsx8fzufp57tv4oehbz0qht,0,65.6,93.6,2023-01-14T12:47:38.086Z,2023-01-14T12:47:40Z,3976554221,56,Left,3976554333,156,,3976554223,140,63.4,3976554229,213,3.8,3976554227,212,3.0,3976554225,141,90.9,,,,,,,ct4fyrkcvk3i01xiz1wpsyuw9,M. Malard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121807,24,49,1,2,10,dgpni8xwxjhgekjmg0m8bb6nv,1,37.4,19.8,2023-01-14T12:47:39.085Z,2023-01-14T12:47:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121823,25,1,1,2,11,dgpni8xwxjhgekjmg0m8bb6nv,1,37.4,19.8,2023-01-14T12:47:39.364Z,2023-01-14T12:47:40Z,3976554315,140,29.7,3976554321,213,2.9,3976554311,56,Back,3976554319,212,8.2,3976554317,141,22.2,,,,,,,,,,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121831,26,1,1,2,12,dgpni8xwxjhgekjmg0m8bb6nv,0,29.7,22.2,2023-01-14T12:47:40.325Z,2023-01-14T12:47:42Z,3976554393,212,39.5,3976554391,141,23.4,3976554387,56,Center,3976554389,140,67.3,3976554395,213,0.0,3976554385,157,,3976554397,1,,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121863,27,1,1,2,14,e5hsx8fzufp57tv4oehbz0qht,1,36.1,85,2023-01-14T12:47:42.302Z,2023-01-14T12:47:45Z,3976554557,141,64.9,3976554559,212,16.6,3976554553,56,Back,3976554551,3,,3976554555,140,45.0,3976554561,213,5.3,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121881,28,1,1,2,17,e5hsx8fzufp57tv4oehbz0qht,1,45.1,64.9,2023-01-14T12:47:45.341Z,2023-01-14T12:47:59Z,3976554649,213,3.8,3976554647,212,17.8,3976554645,141,48.2,3976554641,56,Back,3976554643,140,32.0,,,,,,,,,,1loi315glota15qd57q6e0xrd,D. Egurrola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121883,29,49,1,2,19,e5hsx8fzufp57tv4oehbz0qht,1,31.2,46.6,2023-01-14T12:47:47.309Z,2023-01-14T12:47:47Z,,,,,,,,,,,,,,,,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121917,30,1,1,2,19,e5hsx8fzufp57tv4oehbz0qht,1,31,45.1,2023-01-14T12:47:48.133Z,2023-01-14T12:47:53Z,3976554785,212,19.7,3976554779,56,Back,3976554783,141,16.4,3976554781,140,33.3,3976554787,213,4.8,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121953,31,1,1,2,25,e5hsx8fzufp57tv4oehbz0qht,1,43.2,7.3,2023-01-14T12:47:53.198Z,2023-01-14T12:47:57Z,3976554983,212,17.4,3976554981,141,24.1,3976554977,56,Center,3976554985,213,0.7,3976554979,140,55.7,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497121983,32,1,1,2,29,e5hsx8fzufp57tv4oehbz0qht,1,45,17.9,2023-01-14T12:47:57.718Z,2023-01-14T12:48:01Z,3976555105,213,2.9,3976555101,141,27.4,3976555103,212,22.7,3976555097,56,Back,3976555099,140,24.3,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497122023,33,1,1,2,33,e5hsx8fzufp57tv4oehbz0qht,1,23.8,31,2023-01-14T12:48:01.206Z,2023-01-14T12:48:05Z,3976555323,140,34.2,3976555321,56,Back,3976555325,141,68.1,3976555329,213,1.2,3976555327,212,27.5,,,,,,,,,,cma46vvprpduachdlb2ruakx6,V. Gilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
