id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2488779655,9,1,1,0,12,e5hsx8fzufp57tv4oehbz0qht,1,67.9,19.1,2022-12-03T13:30:54.588Z,2022-12-03T13:31:01Z,3932434077,140,83.5,3932434083,213,6.0,3932434079,141,12.5,3932434075,56,Right,3932434081,212,17.0,,,,,,,,,,2fg7mgljmrqedc61uiff36ytx,S. Bruun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779665,10,1,1,0,18,e5hsx8fzufp57tv4oehbz0qht,1,90.3,24.7,2022-12-03T13:31:01.076Z,2022-12-03T13:31:10Z,3932434135,141,45.2,3932434133,140,86.9,3932434553,210,13,3932434555,154,,3932434137,212,14.4,3932434131,56,Center,3932434139,213,1.8,,,,3gu9gaz6w7eq79qnaqj3b7jdh,D. Cascarino,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779667,11,13,1,0,20,e5hsx8fzufp57tv4oehbz0qht,1,86.9,45.2,2022-12-03T13:31:02.578Z,2022-12-03T13:31:11Z,3932434561,154,,3932434569,103,2.8,3932434153,56,Center,3932434313,20,,3932434567,102,61.8,3932434573,230,99.5,3932434557,73,,3932434575,231,48.2,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,3932434559,29,3932434149,22,3932434571,328,3932434563,55,10,3932434151,17,,,,,,,,,,,,,,,,,,,,,,
2488779675,3,5,1,0,21,axvm5zg0mk4bp06wpec9vw27e,1,-1.2,41.1,2022-12-03T13:31:03.717Z,2022-12-03T13:38:13Z,3932434211,56,Back,3932434213,346,,3932434215,233,12,,,,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779673,12,5,1,0,21,e5hsx8fzufp57tv4oehbz0qht,0,101.2,58.9,2022-12-03T13:31:03.717Z,2022-12-03T13:31:05Z,3932434199,56,Center,3932434201,346,,3932434227,233,3,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779845,4,1,1,0,38,axvm5zg0mk4bp06wpec9vw27e,1,5,47.8,2022-12-03T13:31:20.291Z,2022-12-03T13:31:22Z,3932435197,56,Back,3932435201,141,74.2,3932435209,237,,3932435199,140,8.0,3932435195,124,,3932435203,212,18.2,3932435205,213,1.4,,,,cc9j8gbv04g55nbv83rgckf84,E. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779857,5,1,1,0,40,axvm5zg0mk4bp06wpec9vw27e,0,8,74.2,2022-12-03T13:31:22.340Z,2022-12-03T13:31:24Z,3932435251,140,36.4,3932435249,56,Back,3932435247,155,,3932435253,141,78.5,3932435257,213,0.1,3932435255,212,30.0,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779869,13,49,1,0,42,e5hsx8fzufp57tv4oehbz0qht,1,71.1,18.5,2022-12-03T13:31:24.777Z,2022-12-03T13:31:25Z,,,,,,,,,,,,,,,,,,,,,,,,,15ueea8j21zale5d23rifkct1,J. Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779919,14,1,1,0,42,e5hsx8fzufp57tv4oehbz0qht,1,71.1,18.5,2022-12-03T13:31:25.018Z,2022-12-03T13:31:31Z,3932435571,212,9.3,3932435567,140,68.3,3932435565,56,Center,3932435573,213,1.9,3932435569,141,31.5,,,,,,,,,,15ueea8j21zale5d23rifkct1,J. Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779931,15,1,1,0,48,e5hsx8fzufp57tv4oehbz0qht,1,68.3,31.5,2022-12-03T13:31:30.885Z,2022-12-03T13:31:32Z,3932435653,212,30.0,3932435647,56,Back,3932435655,213,2.4,3932435651,141,59.7,3932435649,140,46.3,,,,,,,,,,b9mxbxkxacng270g0cs3w1jh1,D. Marozsán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779943,16,1,1,0,50,e5hsx8fzufp57tv4oehbz0qht,1,46.3,59.7,2022-12-03T13:31:32.273Z,2022-12-03T13:31:34Z,3932435723,213,1.0,3932435719,141,93.0,3932435717,140,61.7,3932435715,56,Left,3932435721,212,27.8,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779963,17,1,1,0,52,e5hsx8fzufp57tv4oehbz0qht,1,61.3,93.9,2022-12-03T13:31:34.462Z,2022-12-03T13:31:37Z,3932435827,140,68.0,3932435833,213,6.2,3932435825,56,Left,3932435831,212,7.1,3932435829,141,92.7,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779969,18,1,1,0,55,e5hsx8fzufp57tv4oehbz0qht,1,68,92.7,2022-12-03T13:31:37.450Z,2022-12-03T13:31:38Z,3932435849,140,71.3,3932435851,141,75.7,3932435855,213,5.0,3932435847,56,Center,3932435853,212,12.1,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779971,19,1,1,0,56,e5hsx8fzufp57tv4oehbz0qht,0,71.3,75.7,2022-12-03T13:31:38.368Z,2022-12-03T13:31:39Z,3932435861,140,65.5,3932435863,141,84.5,3932435865,212,8.5,3932435859,56,Left,3932435867,213,2.4,,,,,,,,,,2fg7mgljmrqedc61uiff36ytx,S. Bruun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779985,6,8,1,0,59,axvm5zg0mk4bp06wpec9vw27e,1,40.2,25.3,2022-12-03T13:31:41.619Z,2022-12-03T13:31:41Z,3932435945,56,Back,,,,,,,,,,,,,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779991,7,49,1,0,59,axvm5zg0mk4bp06wpec9vw27e,1,40.2,25.3,2022-12-03T13:31:42.116Z,2022-12-03T13:31:42Z,,,,,,,,,,,,,,,,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780027,8,1,1,1,0,axvm5zg0mk4bp06wpec9vw27e,1,40.1,25.5,2022-12-03T13:31:42.435Z,2022-12-03T13:31:45Z,3932436111,213,3.5,3932436105,140,34.0,3932436103,56,Back,3932436109,212,6.9,3932436107,141,21.9,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780037,9,1,1,1,1,axvm5zg0mk4bp06wpec9vw27e,0,35.4,24.6,2022-12-03T13:31:43.235Z,2022-12-03T13:38:00Z,3932436173,213,6.3,3932436169,141,24.1,3932436171,212,31.2,3932436165,56,Center,3932436167,140,65.1,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780011,20,49,1,1,2,e5hsx8fzufp57tv4oehbz0qht,1,30.8,83,2022-12-03T13:31:44.954Z,2022-12-03T13:38:01Z,,,,,,,,,,,,,,,,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780067,21,1,1,1,3,e5hsx8fzufp57tv4oehbz0qht,1,30.3,80.3,2022-12-03T13:31:45.455Z,2022-12-03T13:31:50Z,3932436307,140,9.9,3932436313,213,3.9,3932436305,56,Back,3932436309,141,50.7,3932436311,212,29.4,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780083,22,1,1,1,7,e5hsx8fzufp57tv4oehbz0qht,1,9.9,50.7,2022-12-03T13:31:49.630Z,2022-12-03T13:31:53Z,3932436421,140,22.6,3932436427,213,0.9,3932436419,56,Back,3932436425,212,22.8,3932436423,141,77.9,,,,,,,,,,2mgpfhn8c4e7gt4oce452j7x1,E. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780101,23,1,1,1,11,e5hsx8fzufp57tv4oehbz0qht,1,22.6,77.9,2022-12-03T13:31:53.190Z,2022-12-03T13:31:56Z,3932436531,140,36.9,3932436537,213,0.7,3932436529,56,Back,3932436535,212,20.3,3932436533,141,98.0,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780137,24,1,1,1,14,e5hsx8fzufp57tv4oehbz0qht,1,37.7,96.3,2022-12-03T13:31:56.210Z,2022-12-03T13:32:01Z,3932436721,212,9.8,3932436715,56,Back,3932436717,140,46.4,3932436719,141,91.1,3932436723,213,5.9,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780155,25,1,1,1,19,e5hsx8fzufp57tv4oehbz0qht,1,40.4,93.2,2022-12-03T13:32:01.284Z,2022-12-03T13:32:04Z,3932436793,213,3.6,3932436789,141,82.9,3932436785,56,Back,3932436787,140,26.8,3932436791,212,15.9,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780191,26,1,1,1,21,e5hsx8fzufp57tv4oehbz0qht,1,29.3,78.2,2022-12-03T13:32:03.905Z,2022-12-03T13:32:09Z,3932437031,56,Back,3932437039,213,4.8,3932437037,212,41.2,3932437029,196,,3932437035,141,18.2,3932437027,155,,3932437041,1,,3932437033,140,34.5,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780211,27,1,1,1,26,e5hsx8fzufp57tv4oehbz0qht,1,44.2,17.6,2022-12-03T13:32:08.997Z,2022-12-03T13:32:12Z,3932437197,213,5.9,3932437195,212,24.0,3932437189,141,5.5,3932437181,56,Right,3932437185,140,65.7,,,,,,,,,,15ueea8j21zale5d23rifkct1,J. Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780231,28,1,1,1,29,e5hsx8fzufp57tv4oehbz0qht,1,65.7,5.5,2022-12-03T13:32:11.798Z,2022-12-03T13:32:15Z,3932437327,56,Right,3932437333,212,22.6,3932437335,213,0.0,3932437331,141,7.0,3932437329,140,87.2,,,,,,,,,,3gu9gaz6w7eq79qnaqj3b7jdh,D. Cascarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780257,29,1,1,1,32,e5hsx8fzufp57tv4oehbz0qht,1,89.1,8.6,2022-12-03T13:32:15.088Z,2022-12-03T13:32:18Z,3932437449,140,91.0,3932437451,141,20.6,3932437455,213,1.3,3932437453,212,8.4,3932437447,56,Right,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780281,30,1,1,1,36,e5hsx8fzufp57tv4oehbz0qht,1,91,20.6,2022-12-03T13:32:18.457Z,2022-12-03T13:32:26Z,3932437733,154,,3932437565,140,88.5,3932437563,56,Center,3932437569,212,13.1,3932437567,141,39.4,3932437731,210,15,3932437571,213,1.8,,,,3gu9gaz6w7eq79qnaqj3b7jdh,D. Cascarino,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780285,31,15,1,1,37,e5hsx8fzufp57tv4oehbz0qht,1,88.5,39.4,2022-12-03T13:32:20.060Z,2022-12-03T13:32:26Z,3932437593,56,Center,3932437757,146,98.4,3932437751,103,22.2,3932437761,147,48.0,3932437741,29,,3932437629,20,,3932437749,102,49.8,3932437809,233,10,2fg7mgljmrqedc61uiff36ytx,S. Bruun,,3932437745,55,3932437743,154,3932437737,79,3932437753,328,,3932437589,22,30,3932437591,17,,,,,,,,,,,,,,,,,,,
2488780299,10,10,1,1,38,axvm5zg0mk4bp06wpec9vw27e,1,4.1,54.5,2022-12-03T13:32:20.160Z,2022-12-03T13:32:24Z,3932437675,178,,3932437723,233,31,3932437673,381,,3932437677,182,,3932437671,174,,3932437679,56,Back,,,,,,,cc9j8gbv04g55nbv83rgckf84,E. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780309,11,52,1,1,42,axvm5zg0mk4bp06wpec9vw27e,1,4.4,50,2022-12-03T13:32:24.900Z,2022-12-03T13:32:25Z,,,,,,,,,,,,,,,,,,,,,,,,,cc9j8gbv04g55nbv83rgckf84,E. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780431,12,1,1,1,56,axvm5zg0mk4bp06wpec9vw27e,0,17.5,34.2,2022-12-03T13:32:38.563Z,2022-12-03T13:37:45Z,3932438395,140,51.3,3932438401,213,5.8,3932438393,56,Right,3932438397,141,9.4,3932438403,1,,3932438399,212,39.3,3932438391,199,,,,,cc9j8gbv04g55nbv83rgckf84,E. Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780445,32,61,1,2,1,e5hsx8fzufp57tv4oehbz0qht,0,41.9,79.3,2022-12-03T13:32:43.564Z,2022-12-03T13:32:44Z,3932438461,56,Back,,,,,,,,,,,,,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780473,13,1,1,2,3,axvm5zg0mk4bp06wpec9vw27e,1,46.5,20.7,2022-12-03T13:32:45.395Z,2022-12-03T13:32:48Z,3932438617,141,11.1,3932438621,213,3.8,3932438619,212,10.9,3932438615,140,38.2,3932438613,56,Back,,,,,,,,,,desenv3bwtw96iiwqb1gnvth,R. Lavaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780477,14,43,1,2,6,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-12-03T13:32:48.275Z,2022-12-03T13:33:04Z,3932439541,144,49,,,,,,,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780501,15,1,1,2,6,axvm5zg0mk4bp06wpec9vw27e,0,38.2,11.1,2022-12-03T13:32:48.547Z,2022-12-03T13:32:51Z,3932438765,141,6.8,3932438759,155,,3932438763,140,86.5,3932438767,212,50.8,3932438771,1,,3932438761,56,Right,3932438769,213,6.2,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780503,33,49,1,2,8,e5hsx8fzufp57tv4oehbz0qht,1,15.2,93.5,2022-12-03T13:32:51.044Z,2022-12-03T13:32:51Z,,,,,,,,,,,,,,,,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780527,34,1,1,2,10,e5hsx8fzufp57tv4oehbz0qht,0,15.2,93.5,2022-12-03T13:32:52.393Z,2022-12-03T13:32:55Z,3932439007,236,,3932439013,286,,3932438889,140,17.6,3932438887,56,Back,3932438891,141,93.8,3932439009,233,16,3932438895,213,0.1,3932438893,212,2.5,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780545,16,74,1,2,10,axvm5zg0mk4bp06wpec9vw27e,1,85,3.5,2022-12-03T13:32:52.394Z,2022-12-03T13:38:15Z,3932439039,233,34,3932438975,56,Right,3932438977,285,,,,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780563,17,5,1,2,12,axvm5zg0mk4bp06wpec9vw27e,0,81.5,-1.6,2022-12-03T13:32:54.227Z,2022-12-03T13:38:14Z,3932439081,347,,3932439079,56,Right,3932458293,233,35,,,,,,,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780549,35,5,1,2,12,e5hsx8fzufp57tv4oehbz0qht,1,18.5,101.6,2022-12-03T13:32:54.227Z,2022-12-03T13:38:11Z,3932438987,56,Back,3932438989,347,,3932458257,233,17,,,,,,,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780677,36,1,1,2,21,e5hsx8fzufp57tv4oehbz0qht,1,22.2,100,2022-12-03T13:33:03.592Z,2022-12-03T13:38:10Z,3932439685,140,27.9,3932439683,56,Back,3932439689,212,13.6,3932439681,107,,3932439687,141,84.1,3932439691,213,5.2,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780685,37,1,1,2,24,e5hsx8fzufp57tv4oehbz0qht,1,27.9,84.1,2022-12-03T13:33:06.399Z,2022-12-03T13:33:07Z,3932439733,140,23.0,3932439741,212,8.1,3932439737,141,93.3,3932439743,213,2.3,3932439729,56,Back,,,,,,,,,,2fg7mgljmrqedc61uiff36ytx,S. Bruun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780705,38,1,1,2,24,e5hsx8fzufp57tv4oehbz0qht,1,23,93.3,2022-12-03T13:33:07.131Z,2022-12-03T13:33:09Z,3932439849,140,36.2,3932439851,141,89.6,3932439855,213,6.1,3932439847,56,Back,3932439853,212,14.1,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780709,39,1,1,2,27,e5hsx8fzufp57tv4oehbz0qht,1,36.2,89.6,2022-12-03T13:33:09.304Z,2022-12-03T13:33:10Z,3932439877,212,7.9,3932439871,56,Back,3932439879,213,2.8,3932439873,140,29.1,3932439875,141,93.3,,,,,,,,,,2fg7mgljmrqedc61uiff36ytx,S. Bruun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780719,40,1,1,2,27,e5hsx8fzufp57tv4oehbz0qht,1,29.1,93.3,2022-12-03T13:33:10.075Z,2022-12-03T13:33:11Z,3932439933,140,26.7,3932439935,141,86.3,3932439931,56,Back,3932439939,213,4.2,3932439937,212,5.4,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780735,41,1,1,2,28,e5hsx8fzufp57tv4oehbz0qht,1,26.7,86.3,2022-12-03T13:33:10.962Z,2022-12-03T13:33:12Z,3932440021,140,22.4,3932440019,56,Back,3932440027,213,2.2,3932440023,141,94.7,3932440025,212,7.3,,,,,,,,,,b9mxbxkxacng270g0cs3w1jh1,D. Marozsán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
