id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2490100267,353,1,1,40,40,86c88s72zckr0kdwv0mu7kn3d,1,24,23.4,2022-12-10T14:11:29.935Z,2022-12-10T14:11:31Z,3939428509,212,15.9,3939428511,213,0.5,3939428503,56,Back,3939428505,140,37.4,3939428501,3,,3939428507,141,34.2,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100269,354,49,1,40,42,86c88s72zckr0kdwv0mu7kn3d,1,37.4,34.2,2022-12-10T14:11:31.279Z,2022-12-10T14:11:31Z,,,,,,,,,,,,,,,,,,,,,,,,,ezhkluh7xo0zv6t8zf5oab0q2,T. Eninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100289,355,1,1,40,42,86c88s72zckr0kdwv0mu7kn3d,1,37.4,34.2,2022-12-10T14:11:31.679Z,2022-12-10T14:11:34Z,3939428637,56,Back,3939428643,212,13.5,3939428645,213,1.5,3939428639,140,38.0,3939428641,141,54.0,,,,,,,,,,ezhkluh7xo0zv6t8zf5oab0q2,T. Eninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100313,356,1,1,40,45,86c88s72zckr0kdwv0mu7kn3d,1,44.2,48.1,2022-12-10T14:11:34.686Z,2022-12-10T14:11:37Z,3939428767,212,13.4,3939428761,56,Back,3939428763,140,38.3,3939428765,141,65.5,3939428769,213,2.1,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100357,357,1,1,40,47,86c88s72zckr0kdwv0mu7kn3d,1,39.2,68.1,2022-12-10T14:11:37.071Z,2022-12-10T14:11:45Z,3939429017,212,34.3,3939429015,141,87.5,3939429013,140,69.4,3939429019,213,0.4,3939429009,155,,3939429011,56,Left,3939429021,1,,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100367,358,1,1,40,56,86c88s72zckr0kdwv0mu7kn3d,0,62.5,96.3,2022-12-10T14:11:45.343Z,2022-12-10T14:11:46Z,3939429079,213,4.8,3939429071,56,Left,3939429077,212,2.5,3939429075,141,92.7,3939429073,140,62.6,,,,,,,,,,cuy5d1nzj2yd36g3fydirt562,K. Bussy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100371,330,49,1,40,57,axvm5zg0mk4bp06wpec9vw27e,1,32,4.6,2022-12-10T14:11:46.867Z,2022-12-10T14:11:46Z,,,,,,,,,,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100383,331,1,1,40,58,axvm5zg0mk4bp06wpec9vw27e,0,32,4.6,2022-12-10T14:11:47.232Z,2022-12-10T14:11:48Z,3939429157,140,54.1,3939429155,56,Right,3939429163,213,0.1,3939429159,141,9.7,3939429161,212,23.5,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100395,359,49,1,41,1,86c88s72zckr0kdwv0mu7kn3d,1,33.6,86.2,2022-12-10T14:11:50.384Z,2022-12-10T14:11:50Z,,,,,,,,,,,,,,,,,,,,,,,,,dq65c3jm6mlu3mzug9b0z3ytw,B. Demehin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100413,360,1,1,41,1,86c88s72zckr0kdwv0mu7kn3d,1,33.6,86.2,2022-12-10T14:11:50.703Z,2022-12-10T14:11:52Z,3939429273,140,43.4,3939429275,141,73.2,3939429279,213,5.6,3939429277,212,13.6,3939429271,56,Back,,,,,,,,,,dq65c3jm6mlu3mzug9b0z3ytw,B. Demehin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100437,361,61,1,41,6,86c88s72zckr0kdwv0mu7kn3d,1,44.1,72.3,2022-12-10T14:11:55.675Z,2022-12-10T14:11:55Z,3939429431,56,Back,,,,,,,,,,,,,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100447,362,4,1,41,6,86c88s72zckr0kdwv0mu7kn3d,1,47,52.2,2022-12-10T14:11:56.191Z,2022-12-10T14:11:58Z,3939429509,233,332,3939429469,13,,3939429471,56,Back,3939429477,286,,3939429473,152,,3939429475,265,,,,,,,,ezhkluh7xo0zv6t8zf5oab0q2,T. Eninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100449,332,4,1,41,6,axvm5zg0mk4bp06wpec9vw27e,0,53,47.8,2022-12-10T14:11:56.192Z,2022-12-10T14:11:58Z,3939429533,233,362,3939429485,265,,3939429483,152,,3939429487,285,,3939429479,13,,3939429481,56,Center,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100541,363,1,1,41,20,86c88s72zckr0kdwv0mu7kn3d,0,46.2,54.8,2022-12-10T14:12:09.535Z,2022-12-10T14:12:10Z,3939429959,141,43.7,3939429953,152,,3939429963,213,5.6,3939429955,56,Center,3939429951,5,,3939429999,189,,3939429961,212,12.0,3939429957,140,55.1,2o9qsqvvvl3x6oeacd8iugbv8,L. Notel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100587,333,1,1,41,24,axvm5zg0mk4bp06wpec9vw27e,0,40.2,65.5,2022-12-10T14:12:13.377Z,2022-12-10T14:12:20Z,3939430183,56,Center,3939430191,213,5.8,3939430185,140,74.7,3939430189,212,40.8,3939430187,141,37.9,3939430193,1,,3939430181,155,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100613,364,1,1,41,25,86c88s72zckr0kdwv0mu7kn3d,1,20.8,53,2022-12-10T14:12:14.879Z,2022-12-10T14:12:19Z,3939430327,213,1.5,3939430323,141,80.9,3939430325,212,19.0,3939430319,56,Back,3939430321,140,22.3,,,,,,,,,,dq65c3jm6mlu3mzug9b0z3ytw,B. Demehin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100623,365,1,1,41,29,86c88s72zckr0kdwv0mu7kn3d,1,22.3,80.9,2022-12-10T14:12:19.038Z,2022-12-10T14:12:20Z,3939430387,141,58.1,3939430391,213,5.4,3939430385,140,33.3,3939430383,56,Back,3939430389,212,19.3,,,,,,,,,,2o9qsqvvvl3x6oeacd8iugbv8,L. Notel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100645,366,1,1,41,31,86c88s72zckr0kdwv0mu7kn3d,1,33.3,58.1,2022-12-10T14:12:20.862Z,2022-12-10T14:12:26Z,3939430491,56,Back,3939430499,213,3.8,3939430495,141,44.6,3939430493,140,22.6,3939430497,212,14.5,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100707,367,1,1,41,36,86c88s72zckr0kdwv0mu7kn3d,1,29.8,20.6,2022-12-10T14:12:26.032Z,2022-12-10T14:12:35Z,3939430841,213,0.1,3939430831,155,,3939430837,141,24.4,3939430839,212,46.5,3939430835,140,74.0,3939430833,56,Center,3939430843,1,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100713,368,61,1,41,46,86c88s72zckr0kdwv0mu7kn3d,0,90,25,2022-12-10T14:12:35.758Z,2022-12-10T14:12:36Z,3939430871,56,Center,,,,,,,,,,,,,,,,,,,,,,4jxsimbrhvzfwfc3krnld59wq,M. Dumornay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100729,334,61,1,41,48,axvm5zg0mk4bp06wpec9vw27e,0,4.1,75.3,2022-12-10T14:12:37.296Z,2022-12-10T14:12:37Z,3939430971,56,Back,,,,,,,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100743,335,6,1,41,49,axvm5zg0mk4bp06wpec9vw27e,0,7,75.2,2022-12-10T14:12:38.256Z,2022-12-10T14:12:40Z,3939431033,73,,3939431179,233,369,3939431031,56,Back,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490100761,369,6,1,41,49,86c88s72zckr0kdwv0mu7kn3d,1,93,24.8,2022-12-10T14:12:38.256Z,2022-12-10T14:12:49Z,3939431141,233,335,3939431123,75,,3939431121,56,Center,,,,,,,,,,,,,,,,4jxsimbrhvzfwfc3krnld59wq,M. Dumornay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101443,370,1,1,42,58,86c88s72zckr0kdwv0mu7kn3d,1,99.5,0.5,2022-12-10T14:13:47.777Z,2022-12-10T14:16:03Z,3939434367,212,37.5,3939434357,155,,3939434361,56,Center,3939434355,6,,3939434365,141,54.3,3939434353,2,,3939434363,140,91.6,3939434371,1,,aga4leu1tmnv7kibufwr119be,R. Corboz,3939434359,225,3939434369,213,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,
2490101447,371,1,1,42,59,86c88s72zckr0kdwv0mu7kn3d,0,86,47.6,2022-12-10T14:13:48.567Z,2022-12-10T14:16:52Z,3939440607,213,0.4,3939440603,141,50.7,3939440605,212,5.7,3939440599,3,,3939434393,56,Center,3939440601,140,91.0,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101459,337,12,1,43,0,axvm5zg0mk4bp06wpec9vw27e,1,11.4,47.6,2022-12-10T14:13:49.667Z,2022-12-10T14:17:52Z,3939440919,213,2.6,3939440915,141,54.4,3939440913,140,4.4,3939434443,56,Back,3939440917,212,8.7,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490103135,359,12,1,43,1,axvm5zg0mk4bp06wpec9vw27e,1,4.4,55.7,2022-12-10T14:13:50.201Z,2022-12-10T14:17:36Z,3939443797,141,61.6,3939443801,212,6.9,3939443793,140,9.7,3939443805,213,0.6,3939443787,56,Back,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101519,338,12,1,43,2,axvm5zg0mk4bp06wpec9vw27e,1,9.4,57.9,2022-12-10T14:13:51.776Z,2022-12-10T14:18:02Z,3939434787,212,21.6,3939434783,140,26.5,3939434785,141,75.6,3939434789,213,0.6,3939434781,56,Back,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101489,372,1,1,43,7,86c88s72zckr0kdwv0mu7kn3d,1,71.5,37,2022-12-10T14:13:57.135Z,2022-12-10T14:13:58Z,3939434591,141,3.8,3939434589,140,81.1,3939434587,56,Right,3939434593,212,24.7,3939434595,213,5.1,,,,,,,,,,2o9qsqvvvl3x6oeacd8iugbv8,L. Notel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101503,373,1,1,43,8,86c88s72zckr0kdwv0mu7kn3d,0,81.1,3.8,2022-12-10T14:13:58.159Z,2022-12-10T14:13:59Z,3939434669,141,19.4,3939434671,212,15.7,3939434667,140,92.1,3939434665,56,Right,3939434673,213,0.7,,,,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101543,339,12,1,43,12,axvm5zg0mk4bp06wpec9vw27e,1,6.1,88.7,2022-12-10T14:14:01.472Z,2022-12-10T14:14:08Z,3939434897,213,1.7,3939434927,167,,3939434895,212,9.2,3939434893,141,100.0,3939434887,56,Back,3939434891,140,4.6,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101549,340,5,1,43,13,axvm5zg0mk4bp06wpec9vw27e,0,6.9,101.7,2022-12-10T14:14:02.767Z,2022-12-10T14:14:38Z,3939434911,347,,3939434909,56,Back,3939434973,233,374,,,,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101545,374,5,1,43,13,86c88s72zckr0kdwv0mu7kn3d,1,93.1,-1.7,2022-12-10T14:14:02.767Z,2022-12-10T14:14:04Z,3939434903,347,,3939434945,233,340,3939434901,56,Right,,,,,,,,,,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101743,375,1,1,43,35,86c88s72zckr0kdwv0mu7kn3d,1,90.8,0,2022-12-10T14:14:24.399Z,2022-12-10T14:14:31Z,3939436089,107,,3939436097,212,15.3,3939436091,56,Right,3939436095,141,20.4,3939436093,140,89.0,3939436099,213,1.7,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101745,376,61,1,43,40,86c88s72zckr0kdwv0mu7kn3d,0,94.2,7.1,2022-12-10T14:14:29.648Z,2022-12-10T14:14:47Z,3939436103,56,Right,,,,,,,,,,,,,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101749,341,49,1,43,41,axvm5zg0mk4bp06wpec9vw27e,1,7.1,97.4,2022-12-10T14:14:31.073Z,2022-12-10T14:14:37Z,,,,,,,,,,,,,,,,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101755,342,4,1,43,43,axvm5zg0mk4bp06wpec9vw27e,1,6.3,96.8,2022-12-10T14:14:32.447Z,2022-12-10T14:14:35Z,3939436187,285,,3939436179,13,,3939436181,56,Back,3939436183,152,,3939436185,265,,3939436197,233,377,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101747,377,4,1,43,43,86c88s72zckr0kdwv0mu7kn3d,0,93.7,3.2,2022-12-10T14:14:32.448Z,2022-12-10T14:14:35Z,3939436121,286,,3939436223,233,342,3939436117,152,,3939436119,265,,3939436115,56,Right,3939436113,13,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101949,343,1,1,44,10,axvm5zg0mk4bp06wpec9vw27e,0,6.1,95.6,2022-12-10T14:14:59.553Z,2022-12-10T14:15:01Z,3939437277,213,6.0,3939437265,155,,3939437263,5,,3939437269,56,Back,3939437271,140,40.4,3939437267,152,,3939437275,212,37.1,3939437273,141,82.6,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,3939437279,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490101997,378,1,1,44,14,86c88s72zckr0kdwv0mu7kn3d,0,59.1,13.4,2022-12-10T14:15:03.263Z,2022-12-10T14:15:06Z,3939437579,3,,3939437593,212,11.9,3939437581,56,Center,3939437585,140,58.9,3939437589,141,30.9,3939437597,213,1.6,,,,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102021,344,61,1,44,18,axvm5zg0mk4bp06wpec9vw27e,1,48.1,58.1,2022-12-10T14:15:08.144Z,2022-12-10T14:15:08Z,3939437705,56,Back,,,,,,,,,,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102047,379,1,1,44,19,86c88s72zckr0kdwv0mu7kn3d,0,48.1,40.4,2022-12-10T14:15:08.785Z,2022-12-10T14:15:10Z,3939437835,213,0.3,3939437833,212,29.3,3939437827,56,Center,3939437829,140,74.4,3939437837,1,,3939437825,157,,3939437831,141,54.6,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102073,345,1,1,44,21,axvm5zg0mk4bp06wpec9vw27e,1,20.4,37.7,2022-12-10T14:15:10.817Z,2022-12-10T14:15:13Z,3939438007,140,24.0,3939438013,213,1.2,3939438009,141,51.3,3939438011,212,10.0,3939438003,3,,3939438005,56,Back,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102095,346,1,1,44,24,axvm5zg0mk4bp06wpec9vw27e,1,24.8,55.4,2022-12-10T14:15:13.873Z,2022-12-10T14:15:16Z,3939438125,141,67.5,3939438123,140,20.5,3939438127,212,9.4,3939438121,56,Back,3939438129,213,2.1,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102105,347,1,1,44,26,axvm5zg0mk4bp06wpec9vw27e,1,20.3,67.9,2022-12-10T14:15:15.889Z,2022-12-10T14:15:17Z,3939438171,212,16.8,3939438167,141,90.8,3939438165,140,26.4,3939438175,213,1.2,3939438163,56,Back,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102121,348,1,1,44,28,axvm5zg0mk4bp06wpec9vw27e,1,26.4,90.8,2022-12-10T14:15:17.392Z,2022-12-10T14:15:18Z,3939438249,140,27.0,3939438251,141,82.1,3939438255,213,4.8,3939438253,212,5.9,3939438247,56,Back,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102127,349,1,1,44,29,axvm5zg0mk4bp06wpec9vw27e,0,27,82.1,2022-12-10T14:15:18.880Z,2022-12-10T14:15:19Z,3939438279,212,3.7,3939438277,141,84.5,3939438281,213,0.5,3939438273,56,Back,3939438275,140,30.2,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102133,380,49,1,44,30,86c88s72zckr0kdwv0mu7kn3d,1,65.4,14.6,2022-12-10T14:15:19.968Z,2022-12-10T14:15:20Z,,,,,,,,,,,,,,,,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102191,381,1,1,44,31,86c88s72zckr0kdwv0mu7kn3d,1,64.8,33.3,2022-12-10T14:15:21.039Z,2022-12-10T14:15:28Z,3939438631,140,65.2,3939438629,56,Center,3939438637,213,1.5,3939438635,212,11.6,3939438633,141,50.3,,,,,,,,,,dpyv59tmgrenfals4e16d5lre,M. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102213,382,1,1,44,39,86c88s72zckr0kdwv0mu7kn3d,1,63.9,29.2,2022-12-10T14:15:28.511Z,2022-12-10T14:15:31Z,3939438777,141,52.8,3939438773,56,Center,3939438775,140,51.6,3939438781,213,2.2,3939438779,212,20.6,,,,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102271,383,1,1,44,41,86c88s72zckr0kdwv0mu7kn3d,1,57.1,61.4,2022-12-10T14:15:31.008Z,2022-12-10T14:15:36Z,3939439107,140,69.4,3939439113,213,1.1,3939439105,56,Left,3939439109,141,96.2,3939439111,212,27.0,,,,,,,,,,dq65c3jm6mlu3mzug9b0z3ytw,B. Demehin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102291,384,1,1,44,47,86c88s72zckr0kdwv0mu7kn3d,1,71.2,89,2022-12-10T14:15:36.575Z,2022-12-10T14:15:38Z,3939439217,141,68.2,3939439213,56,Center,3939439215,140,62.7,3939439219,212,16.7,3939439221,213,4.1,,,,,,,,,,cuy5d1nzj2yd36g3fydirt562,K. Bussy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102303,385,1,1,44,49,86c88s72zckr0kdwv0mu7kn3d,1,62.7,68.2,2022-12-10T14:15:38.799Z,2022-12-10T14:15:40Z,3939439281,141,58.7,3939439277,56,Center,3939439279,140,71.4,3939439285,213,5.7,3939439283,212,11.2,,,,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102327,386,1,1,44,51,86c88s72zckr0kdwv0mu7kn3d,1,71.4,58.7,2022-12-10T14:15:40.207Z,2022-12-10T14:15:42Z,3939439399,140,61.6,3939439401,141,63.3,3939439405,213,2.8,3939439397,56,Center,3939439403,212,10.8,,,,,,,,,,4jxsimbrhvzfwfc3krnld59wq,M. Dumornay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102365,387,1,1,44,53,86c88s72zckr0kdwv0mu7kn3d,1,61.6,63.3,2022-12-10T14:15:42.752Z,2022-12-10T14:15:59Z,3939439687,56,Center,3939439695,213,4.8,3939439693,212,16.9,3939439691,141,38.6,3939439689,140,63.2,,,,,,,,,,4rdywd4n4j0cdzfoifpd35ujt,S. Ouchène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102401,388,1,1,44,57,86c88s72zckr0kdwv0mu7kn3d,1,59,32.8,2022-12-10T14:15:46.879Z,2022-12-10T14:16:01Z,3939439841,56,Back,3939439847,212,14.6,3939439849,213,3.9,3939439843,140,48.7,3939439845,141,18.3,,,,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102411,389,1,1,45,1,86c88s72zckr0kdwv0mu7kn3d,1,52.6,18.8,2022-12-10T14:15:50.447Z,2022-12-10T14:15:51Z,3939439901,56,Center,3939439907,212,23.4,3939439909,213,0.3,3939439903,140,73.7,3939439905,141,30.1,,,,,,,,,,dvyjggz5eiinhhozhb17s707p,J. Pasquereau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102435,390,1,1,45,2,86c88s72zckr0kdwv0mu7kn3d,1,73.7,30.1,2022-12-10T14:15:51.728Z,2022-12-10T14:15:53Z,3939440029,212,11.6,3939440025,140,73.7,3939440023,56,Center,3939440031,213,1.6,3939440027,141,47.2,,,,,,,,,,ezhkluh7xo0zv6t8zf5oab0q2,T. Eninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102477,391,1,1,45,4,86c88s72zckr0kdwv0mu7kn3d,1,73.7,47.2,2022-12-10T14:15:53.439Z,2022-12-10T14:15:56Z,3939440219,213,3.2,3939440211,56,Center,3939440217,212,11.1,3939440215,141,46.9,3939440213,140,63.1,,,,,,,,,,4jxsimbrhvzfwfc3krnld59wq,M. Dumornay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102479,392,50,1,45,6,86c88s72zckr0kdwv0mu7kn3d,1,64.7,53.8,2022-12-10T14:15:55.887Z,2022-12-10T14:15:58Z,3939440337,233,350,3939440223,56,Center,3939440225,286,,,,,,,,,,,,,,,,,uspe8sp6q4a5o6kc9n6rnyp6,L. Joly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102489,350,7,1,45,6,axvm5zg0mk4bp06wpec9vw27e,1,35.3,46.2,2022-12-10T14:15:55.888Z,2022-12-10T14:15:58Z,3939440275,56,Back,3939440277,285,,3939440305,233,392,,,,,,,,,,,,,,,,4x3fxr67fofstbqjpkoxra7rp,E. Tyryshkina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102493,351,49,1,45,8,axvm5zg0mk4bp06wpec9vw27e,1,46.5,55.4,2022-12-10T14:15:57.376Z,2022-12-10T14:15:57Z,,,,,,,,,,,,,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102527,352,1,1,45,8,axvm5zg0mk4bp06wpec9vw27e,1,46.5,55.4,2022-12-10T14:15:57.712Z,2022-12-10T14:16:01Z,3939440501,141,69.6,3939440499,140,56.0,3939440497,56,Center,3939440503,212,13.9,3939440505,213,0.8,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102551,353,1,1,45,11,axvm5zg0mk4bp06wpec9vw27e,0,55.7,65.4,2022-12-10T14:16:00.912Z,2022-12-10T14:16:03Z,3939440625,212,22.6,3939440623,141,32.2,3939440627,213,4.8,3939440621,140,56.8,3939440619,56,Center,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102569,393,49,1,45,15,86c88s72zckr0kdwv0mu7kn3d,1,46.5,81.7,2022-12-10T14:16:04.720Z,2022-12-10T14:16:04Z,,,,,,,,,,,,,,,,,,,,,,,,,cuy5d1nzj2yd36g3fydirt562,K. Bussy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102575,394,1,1,45,15,86c88s72zckr0kdwv0mu7kn3d,1,46.5,81.7,2022-12-10T14:16:04.896Z,2022-12-10T14:16:05Z,3939440771,140,43.9,3939440769,56,Back,3939440777,213,4.4,3939440773,141,67.5,3939440775,212,10.0,,,,,,,,,,cuy5d1nzj2yd36g3fydirt562,K. Bussy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102605,395,1,1,45,16,86c88s72zckr0kdwv0mu7kn3d,1,43.9,67.5,2022-12-10T14:16:05.711Z,2022-12-10T14:16:09Z,3939440903,140,29.7,3939440905,141,79.4,3939440909,213,2.6,3939440907,212,17.0,3939440899,56,Back,,,,,,,,,,aga4leu1tmnv7kibufwr119be,R. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490102625,396,1,1,45,19,86c88s72zckr0kdwv0mu7kn3d,1,36.9,84.4,2022-12-10T14:16:08.959Z,2022-12-10T14:16:13Z,3939441059,56,Back,3939441063,141,96.2,3939441065,212,13.4,3939441061,140,47.1,3939441067,213,0.6,,,,,,,,,,2o9qsqvvvl3x6oeacd8iugbv8,L. Notel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
