id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2463775751,8,1,1,0,24,9s9jvki6htleffykj88qcpwpy,0,26.8,27.9,2022-09-24T12:31:34.304Z,2022-09-24T12:31:37Z,3800258747,140,86.9,3800258749,141,52.1,3800258743,155,,3800258755,1,,3800258745,56,Center,3800258753,213,0.3,3800258751,212,65.2,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775753,7,49,1,0,27,dgpni8xwxjhgekjmg0m8bb6nv,1,14.8,46.9,2022-09-24T12:31:37.461Z,2022-09-24T12:31:37Z,,,,,,,,,,,,,,,,,,,,,,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775773,8,1,1,0,28,dgpni8xwxjhgekjmg0m8bb6nv,1,15.6,48.7,2022-09-24T12:31:38.549Z,2022-09-24T12:31:42Z,3800258833,212,24.7,3800258829,140,22.3,3800258827,56,Back,3800258831,141,83.5,3800258835,213,1.3,,,,,,,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775779,9,1,1,0,31,dgpni8xwxjhgekjmg0m8bb6nv,1,24.3,86.9,2022-09-24T12:31:42.005Z,2022-09-24T12:31:43Z,3800258863,212,7.7,3800258861,141,86.9,3800258857,56,Back,3800258859,140,31.6,3800258865,213,0,,,,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775793,10,1,1,0,33,dgpni8xwxjhgekjmg0m8bb6nv,1,31.9,87.1,2022-09-24T12:31:43.477Z,2022-09-24T12:31:45Z,3800258947,212,8.7,3800258945,141,88.7,3800258941,56,Back,3800258949,213,3.0,3800258943,140,23.7,,,,,,,,,,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775841,11,1,1,0,35,dgpni8xwxjhgekjmg0m8bb6nv,1,24.4,87.5,2022-09-24T12:31:45.525Z,2022-09-24T12:31:54Z,3800259071,141,66.4,3800259073,212,18.6,3800259075,213,4.0,3800259069,140,13.1,3800259067,56,Back,,,,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775859,12,1,1,0,43,dgpni8xwxjhgekjmg0m8bb6nv,1,13.5,60.5,2022-09-24T12:31:53.877Z,2022-09-24T12:31:56Z,3800259171,56,Back,3800259177,212,31.5,3800259175,141,92.9,3800259181,213,0.8,3800259173,140,34.9,3800259169,155,,,,,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775863,13,1,1,0,46,dgpni8xwxjhgekjmg0m8bb6nv,0,34.9,92.9,2022-09-24T12:31:56.693Z,2022-09-24T12:32:01Z,3800259215,141,100.0,3800259217,212,14.0,3800259211,56,Back,3800259219,213,0.5,3800259213,140,46.9,3800259207,3,,,,,,,,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775887,9,5,1,0,47,9s9jvki6htleffykj88qcpwpy,1,60.6,-1.5,2022-09-24T12:31:57.260Z,2022-09-24T12:48:25Z,3800259365,233,14,3800259353,56,Right,3800259357,347,,,,,,,,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775867,14,5,1,0,47,dgpni8xwxjhgekjmg0m8bb6nv,0,39.4,101.5,2022-09-24T12:31:57.260Z,2022-09-24T12:32:00Z,3800259225,56,Back,3800259227,347,,3800259369,233,9,,,,,,,,,,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775939,10,1,1,0,56,9s9jvki6htleffykj88qcpwpy,0,67.9,0,2022-09-24T12:32:07.136Z,2022-09-24T12:32:09Z,3800259607,212,6.5,3800259601,56,Right,3800259605,141,6.2,3800259599,107,,3800259609,213,1.0,3800259603,140,71.4,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775947,15,8,1,0,59,dgpni8xwxjhgekjmg0m8bb6nv,1,31.9,90.3,2022-09-24T12:32:10.134Z,2022-09-24T12:32:10Z,3800259629,56,Back,,,,,,,,,,,,,,,,,,,,,,9r0t3f2nw0d1a17c9onvjgd05,S. Tandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775967,16,12,1,1,4,dgpni8xwxjhgekjmg0m8bb6nv,1,24.4,91.5,2022-09-24T12:32:14.710Z,2022-09-24T12:32:15Z,3800259665,140,37.2,3800259671,213,0.5,3800259703,167,,3800259667,141,100.0,3800259669,212,15.2,3800259663,56,Back,,,,,,,9r0t3f2nw0d1a17c9onvjgd05,S. Tandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775973,11,5,1,1,4,9s9jvki6htleffykj88qcpwpy,1,72.6,-2,2022-09-24T12:32:15.072Z,2022-09-24T12:48:25Z,3800259715,233,17,3800259695,347,,3800259693,56,Right,,,,,,,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775971,17,5,1,1,4,dgpni8xwxjhgekjmg0m8bb6nv,0,27.4,102,2022-09-24T12:32:15.072Z,2022-09-24T12:32:16Z,3800259689,56,Back,3800259733,233,11,3800259691,347,,,,,,,,,,,,,,,,,9r0t3f2nw0d1a17c9onvjgd05,S. Tandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776007,12,1,1,1,10,9s9jvki6htleffykj88qcpwpy,1,80.5,0,2022-09-24T12:32:21.024Z,2022-09-24T12:32:24Z,3800259891,141,10.7,3800259887,56,Right,3800259893,212,9.2,3800259889,140,76.8,3800259895,213,2.0,3800259885,107,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776025,13,1,1,1,13,9s9jvki6htleffykj88qcpwpy,1,70.9,5.8,2022-09-24T12:32:24.016Z,2022-09-24T12:32:26Z,3800259957,212,5.7,3800259955,141,5.5,3800259951,56,Right,3800259959,213,6.2,3800259953,140,76.3,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776029,14,4,1,1,15,9s9jvki6htleffykj88qcpwpy,1,72,4,2022-09-24T12:32:25.812Z,2022-09-24T12:32:27Z,3800259967,152,,3800259969,265,,3800259963,13,,3800259965,56,Right,3800260007,233,18,3800259971,286,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776033,18,4,1,1,15,dgpni8xwxjhgekjmg0m8bb6nv,0,28,96,2022-09-24T12:32:25.813Z,2022-09-24T12:32:27Z,3800259985,152,,3800259979,13,,3800259981,56,Back,3800259993,285,,3800259989,265,,3800260015,233,14,,,,,,,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776291,15,1,1,2,3,9s9jvki6htleffykj88qcpwpy,1,75.5,5.9,2022-09-24T12:33:13.728Z,2022-09-24T12:33:19Z,3800261381,141,53.9,3800261371,5,,3800261383,212,33.9,3800261373,155,,3800261385,213,1.3,3800261375,152,,3800261379,140,84.2,3800261387,1,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,3800261377,56,Center,3800261369,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776293,16,61,1,2,9,9s9jvki6htleffykj88qcpwpy,1,84.2,53.9,2022-09-24T12:33:19.410Z,2022-09-24T12:33:19Z,3800261391,56,Center,,,,,,,,,,,,,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776297,19,49,1,2,9,dgpni8xwxjhgekjmg0m8bb6nv,1,11.5,57.5,2022-09-24T12:33:19.701Z,2022-09-24T12:33:19Z,,,,,,,,,,,,,,,,,,,,,,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776303,20,1,1,2,9,dgpni8xwxjhgekjmg0m8bb6nv,0,11.5,57.5,2022-09-24T12:33:19.861Z,2022-09-24T12:33:20Z,3800261419,140,17.2,3800261423,212,10.4,3800261417,56,Back,3800261425,213,1.0,3800261421,141,70.0,,,,,,,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776307,17,61,1,2,10,9s9jvki6htleffykj88qcpwpy,0,84.2,53.9,2022-09-24T12:33:21.025Z,2022-09-24T12:33:21Z,3800261429,56,Center,,,,,,,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776355,18,3,1,2,19,9s9jvki6htleffykj88qcpwpy,0,97.3,15.6,2022-09-24T12:33:29.777Z,2022-09-24T12:33:32Z,3800261603,286,,3800261639,233,21,3800261601,56,Right,,,,,,,,,,,,,,,,b0a55g6cu6u3fl9vbuvynx05,M. Tarrieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776359,21,7,1,2,19,dgpni8xwxjhgekjmg0m8bb6nv,0,2.7,84.4,2022-09-24T12:33:29.778Z,2022-09-24T12:33:32Z,3800261633,233,18,3800261615,56,Back,3800261617,285,,,,,,,,,,,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776363,19,61,1,2,21,9s9jvki6htleffykj88qcpwpy,1,96.8,16.7,2022-09-24T12:33:31.983Z,2022-09-24T12:33:32Z,3800261637,56,Right,,,,,,,,,,,,,,,,,,,,,,b0a55g6cu6u3fl9vbuvynx05,M. Tarrieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776379,20,5,1,2,22,9s9jvki6htleffykj88qcpwpy,0,101.4,36.2,2022-09-24T12:33:33.254Z,2022-09-24T12:48:25Z,3800261769,233,22,3800261717,56,Center,3800261719,346,,,,,,,,,,,,,,,,,b0a55g6cu6u3fl9vbuvynx05,M. Tarrieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776371,22,5,1,2,22,dgpni8xwxjhgekjmg0m8bb6nv,1,-1.4,63.8,2022-09-24T12:33:33.254Z,2022-09-24T12:33:34Z,3800261755,233,20,3800261679,346,,3800261677,56,Back,,,,,,,,,,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776559,23,1,1,2,41,dgpni8xwxjhgekjmg0m8bb6nv,1,5,63,2022-09-24T12:33:51.749Z,2022-09-24T12:33:59Z,3800262635,140,12.0,3800262645,237,,3800262637,141,37.4,3800262631,124,,3800262639,212,18.9,3800262641,213,5.1,3800262633,56,Back,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776575,24,1,1,2,49,dgpni8xwxjhgekjmg0m8bb6nv,1,11.8,24.7,2022-09-24T12:33:59.446Z,2022-09-24T12:34:02Z,3800262715,213,5.9,3800262707,56,Back,3800262709,140,39.4,3800262711,141,7.7,3800262713,212,31.2,3800262705,155,,,,,,,,9r0t3f2nw0d1a17c9onvjgd05,S. Tandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776583,25,1,1,2,51,dgpni8xwxjhgekjmg0m8bb6nv,0,39.4,7.7,2022-09-24T12:34:02.181Z,2022-09-24T12:34:03Z,3800262753,140,64.2,3800262757,212,27.2,3800262751,56,Right,3800262759,213,0.3,3800262749,168,,3800262747,3,,3800262755,141,19.1,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776595,21,1,1,2,56,9s9jvki6htleffykj88qcpwpy,0,32.2,85,2022-09-24T12:34:07.168Z,2022-09-24T12:34:08Z,3800262855,286,,3800262849,236,,3800262795,157,,3800262805,213,0.6,3800262851,233,26,3800262803,212,5.3,3800262799,140,36.4,3800262807,1,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,3800262801,141,89.4,3800262797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776597,26,74,1,2,56,dgpni8xwxjhgekjmg0m8bb6nv,1,61.4,12.3,2022-09-24T12:34:07.169Z,2022-09-24T12:48:27Z,3800262809,56,Right,3800262811,285,,3800262857,233,21,,,,,,,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776617,27,61,1,3,0,dgpni8xwxjhgekjmg0m8bb6nv,0,75,6.2,2022-09-24T12:34:10.676Z,2022-09-24T12:34:10Z,3800262917,56,Right,,,,,,,,,,,,,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776621,22,5,1,3,0,9s9jvki6htleffykj88qcpwpy,1,22.8,101.8,2022-09-24T12:34:10.912Z,2022-09-24T12:34:12Z,3800262939,56,Back,3800262947,233,28,3800262941,347,,,,,,,,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776623,28,5,1,3,0,dgpni8xwxjhgekjmg0m8bb6nv,0,77.2,-1.8,2022-09-24T12:34:10.912Z,2022-09-24T12:48:25Z,3800262943,56,Right,3800262951,233,22,3800262945,347,,,,,,,,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776677,23,1,1,3,6,9s9jvki6htleffykj88qcpwpy,1,27.1,100,2022-09-24T12:34:17.168Z,2022-09-24T12:34:21Z,3800263221,141,92.1,3800263219,140,40.4,3800263223,212,15.2,3800263217,56,Back,3800263225,213,5.9,3800263215,107,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776709,24,1,1,3,10,9s9jvki6htleffykj88qcpwpy,0,41,79.7,2022-09-24T12:34:21.120Z,2022-09-24T12:34:29Z,3800263433,141,71.5,3800263437,213,4.0,3800263435,212,7.2,3800263431,140,36.7,3800263429,56,Back,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776697,29,1,1,3,15,dgpni8xwxjhgekjmg0m8bb6nv,0,61.3,32.7,2022-09-24T12:34:25.766Z,2022-09-24T12:34:26Z,3800263315,56,Center,3800263317,140,80.5,3800263319,141,45.1,3800263323,213,0.4,3800263321,212,21.9,,,,,,,,,,3w9nqzmvm6df5becqtvypo5w5,C. Couturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776739,25,1,1,3,21,9s9jvki6htleffykj88qcpwpy,1,40.1,9.5,2022-09-24T12:34:32.048Z,2022-09-24T12:34:33Z,3800263595,141,5.2,3800263597,212,14.0,3800263591,56,Right,3800263599,213,6.1,3800263593,140,53.1,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776759,26,1,1,3,22,9s9jvki6htleffykj88qcpwpy,1,53.1,5.2,2022-09-24T12:34:33.104Z,2022-09-24T12:34:36Z,3800263701,213,2.9,3800263695,140,42.3,3800263693,56,Back,3800263697,141,9.7,3800263699,212,11.7,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776795,27,1,1,3,26,9s9jvki6htleffykj88qcpwpy,1,42.3,9.7,2022-09-24T12:34:36.768Z,2022-09-24T12:34:41Z,3800263855,157,,3800263863,212,48.9,3800263861,141,10.6,3800263867,1,,3800263857,56,Right,3800263859,140,88.9,3800263865,213,0.0,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776797,28,1,1,3,30,9s9jvki6htleffykj88qcpwpy,0,88.9,10.4,2022-09-24T12:34:40.928Z,2022-09-24T12:34:41Z,3800263887,141,50.6,3800263881,155,,3800263885,140,96.9,3800263879,2,,3800263889,212,28.6,3800263883,56,Center,3800263891,213,1.3,,,,b0a55g6cu6u3fl9vbuvynx05,M. Tarrieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776811,30,52,1,3,32,dgpni8xwxjhgekjmg0m8bb6nv,1,1.4,55.8,2022-09-24T12:34:42.422Z,2022-09-24T12:34:42Z,,,,,,,,,,,,,,,,,,,,,,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776825,31,1,1,3,32,dgpni8xwxjhgekjmg0m8bb6nv,0,3,56.3,2022-09-24T12:34:43.221Z,2022-09-24T12:35:31Z,3800264021,140,23.2,3800264027,213,0.4,3800264047,287,,3800264019,56,Back,3800264023,141,68.8,3800264017,123,,3800264025,212,22.8,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
