id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/16/value
2463775669,5,1,1,0,55,axvm5zg0mk4bp06wpec9vw27e,1,65.2,40.4,2022-09-24T12:31:18.171Z,2022-09-24T12:31:19Z,3800258371,56,Center,3800258375,141,54.2,3800258379,213,2.5,3800258373,140,53.5,3800258377,212,15.5,,,,,,,,,,3ck9n7pb3d1dc8qcdgkxm5m,J. Hellstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775683,6,1,1,0,56,axvm5zg0mk4bp06wpec9vw27e,1,53.3,55.4,2022-09-24T12:31:19.740Z,2022-09-24T12:31:22Z,3800258427,140,56.0,3800258433,213,1.4,3800258425,56,Left,3800258429,141,86.8,3800258431,212,21.5,,,,,,,,,,7lqdu42zczlrnowx70hu12sb9,L. Declercq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775689,7,1,1,0,59,axvm5zg0mk4bp06wpec9vw27e,1,55.5,88.4,2022-09-24T12:31:22.051Z,2022-09-24T12:31:24Z,3800258491,56,Left,3800258495,141,86.2,3800258499,213,6.2,3800258497,212,19.6,3800258493,140,74.1,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775703,8,1,1,1,1,axvm5zg0mk4bp06wpec9vw27e,1,76.3,86.6,2022-09-24T12:31:24.179Z,2022-09-24T12:31:29Z,3800258559,140,60.8,3800258563,212,16.3,3800258557,56,Left,3800258565,213,3.1,3800258561,141,87.8,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775717,9,3,1,1,6,axvm5zg0mk4bp06wpec9vw27e,0,67.4,77,2022-09-24T12:31:29.050Z,2022-09-24T12:33:10Z,3800261131,233,7,3800258589,56,Center,3800258591,286,,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775737,7,7,1,1,6,drnln5nhp7dqype6j3upkoiqp,0,32.6,23,2022-09-24T12:31:29.051Z,2022-09-24T12:33:10Z,3800258651,285,,3800261115,233,9,3800258649,56,Back,,,,,,,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775721,10,1,1,1,7,axvm5zg0mk4bp06wpec9vw27e,0,66.2,69,2022-09-24T12:31:31.019Z,2022-09-24T12:32:29Z,3800258617,141,66.7,3800258613,56,Center,3800258707,236,,3800258615,140,72.1,3800258619,212,6.4,3800258621,213,6.0,3800258709,233,8,3800258713,286,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775745,8,74,1,1,7,drnln5nhp7dqype6j3upkoiqp,1,26.1,32.7,2022-09-24T12:31:31.020Z,2022-09-24T12:32:51Z,3800258705,285,,3800258727,233,10,3800258703,56,Back,,,,,,,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775771,9,49,1,1,18,drnln5nhp7dqype6j3upkoiqp,1,38.4,95.3,2022-09-24T12:31:41.686Z,2022-09-24T12:31:41Z,,,,,,,,,,,,,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775777,10,61,1,1,19,drnln5nhp7dqype6j3upkoiqp,0,39.6,96.3,2022-09-24T12:31:42.782Z,2022-09-24T12:31:42Z,3800258855,56,Back,,,,,,,,,,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775823,11,1,1,1,21,axvm5zg0mk4bp06wpec9vw27e,1,25.5,9.2,2022-09-24T12:31:44.571Z,2022-09-24T12:31:48Z,3800258999,56,Back,3800259003,141,18.8,3800259007,213,0.4,3800259001,140,40.7,3800259005,212,17.2,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775825,12,49,1,1,25,axvm5zg0mk4bp06wpec9vw27e,1,40.7,18.8,2022-09-24T12:31:48.739Z,2022-09-24T12:31:49Z,,,,,,,,,,,,,,,,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775829,13,50,1,1,26,axvm5zg0mk4bp06wpec9vw27e,1,43.7,27,2022-09-24T12:31:49.259Z,2022-09-24T12:31:51Z,3800259057,233,11,3800259029,286,,3800259027,56,Back,,,,,,,,,,,,,,,,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775833,11,7,1,1,26,drnln5nhp7dqype6j3upkoiqp,1,56.3,73,2022-09-24T12:31:49.260Z,2022-09-24T12:31:51Z,3800259045,285,,3800259053,233,13,3800259043,56,Center,,,,,,,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775837,12,49,1,1,27,drnln5nhp7dqype6j3upkoiqp,1,53.2,50.7,2022-09-24T12:31:50.814Z,2022-09-24T12:31:51Z,,,,,,,,,,,,,,,,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775847,13,1,1,1,28,drnln5nhp7dqype6j3upkoiqp,1,52.8,48.1,2022-09-24T12:31:51.181Z,2022-09-24T12:31:54Z,3800259117,141,28.0,3800259113,56,Back,3800259115,140,34.6,3800259119,212,23.5,3800259121,213,3.8,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775875,14,1,1,1,31,drnln5nhp7dqype6j3upkoiqp,1,44.8,27.3,2022-09-24T12:31:54.853Z,2022-09-24T12:31:58Z,3800259263,141,7.1,3800259259,56,Right,3800259265,212,16.0,3800259261,140,52.7,3800259267,213,5.3,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775895,15,1,1,1,35,drnln5nhp7dqype6j3upkoiqp,1,60.7,5.6,2022-09-24T12:31:58.477Z,2022-09-24T12:32:02Z,3800259401,141,20.7,3800259405,213,0.5,3800259399,140,79.9,3800259397,56,Right,3800259403,212,22.6,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775897,16,61,1,1,38,drnln5nhp7dqype6j3upkoiqp,0,79.9,23,2022-09-24T12:32:01.940Z,2022-09-24T12:32:02Z,3800259411,56,Center,,,,,,,,,,,,,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775909,14,5,1,1,40,axvm5zg0mk4bp06wpec9vw27e,1,-0.9,71.4,2022-09-24T12:32:03.205Z,2022-09-24T12:39:27Z,3800259461,233,17,3800259449,56,Back,3800259451,346,,,,,,,,,,,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775905,17,5,1,1,40,drnln5nhp7dqype6j3upkoiqp,0,100.9,28.6,2022-09-24T12:32:03.205Z,2022-09-24T12:32:05Z,3800259441,56,Center,3800259467,233,14,3800259443,346,,,,,,,,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775995,15,1,1,1,52,axvm5zg0mk4bp06wpec9vw27e,1,4.4,50.1,2022-09-24T12:32:15.628Z,2022-09-24T12:32:20Z,3800259819,56,Back,3800259823,141,25.8,3800259831,237,,3800259817,124,,3800259825,212,17.4,3800259821,140,9.6,3800259827,213,5.0,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776003,16,1,1,1,57,axvm5zg0mk4bp06wpec9vw27e,0,9.6,25.8,2022-09-24T12:32:20.243Z,2022-09-24T12:32:21Z,3800259863,56,Back,3800259873,1,,3800259867,141,12.9,3800259871,213,6.0,3800259865,140,44.5,3800259869,212,37.7,,,,,,,f3thho84or4rhnubxrhit9zhl,M. Grec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776009,18,1,1,2,0,drnln5nhp7dqype6j3upkoiqp,0,63.5,84.2,2022-09-24T12:32:23.749Z,2022-09-24T12:32:24Z,3800259905,212,16.4,3800259901,140,79.1,3800259907,213,6.3,3800259899,56,Left,3800259903,141,84.1,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776013,17,61,1,2,1,axvm5zg0mk4bp06wpec9vw27e,1,30.4,19.8,2022-09-24T12:32:24.372Z,2022-09-24T12:32:24Z,3800259913,56,Back,,,,,,,,,,,,,,,,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776051,18,1,1,2,4,axvm5zg0mk4bp06wpec9vw27e,1,31.2,34.6,2022-09-24T12:32:27.715Z,2022-09-24T12:32:31Z,3800260123,140,13.6,3800260127,212,23.5,3800260129,213,2.5,3800260121,56,Back,3800260125,141,56.0,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776055,19,1,1,2,8,axvm5zg0mk4bp06wpec9vw27e,1,13.6,56,2022-09-24T12:32:31.596Z,2022-09-24T12:32:33Z,3800260151,212,10.0,3800260149,141,46.9,3800260145,56,Back,3800260153,213,3.8,3800260147,140,6.1,,,,,,,,,,eaxf4zra7v3sknq7wrdlk7g0l,C. Sandvej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776065,20,1,1,2,10,axvm5zg0mk4bp06wpec9vw27e,1,6.1,46.9,2022-09-24T12:32:33.259Z,2022-09-24T12:32:35Z,3800260209,141,50.6,3800260205,56,Back,3800260213,213,0.1,3800260203,157,,3800260211,212,36.3,3800260215,1,,3800260207,140,40.6,,,,dfcxvz3flh0w54vhso9xpk1d5,L. Lichtfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776079,21,1,1,2,12,axvm5zg0mk4bp06wpec9vw27e,1,41.5,50.1,2022-09-24T12:32:35.491Z,2022-09-24T12:32:38Z,3800260257,56,Back,3800260259,140,32.4,3800260263,212,9.6,3800260261,141,50.1,3800260265,213,3.1,,,,,,,,,,792nmu21pzzd6eak34jk1qlwq,M. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776117,22,1,1,2,15,axvm5zg0mk4bp06wpec9vw27e,1,34.1,51.6,2022-09-24T12:32:38.171Z,2022-09-24T12:32:41Z,3800260403,1,,3800260399,212,33.1,3800260395,140,54.9,3800260393,56,Left,3800260401,213,0.8,3800260397,141,88.1,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776119,23,1,1,2,18,axvm5zg0mk4bp06wpec9vw27e,0,53.7,90.6,2022-09-24T12:32:41.731Z,2022-09-24T12:32:44Z,3800260413,212,5.3,3800260463,236,,3800260409,140,56.6,3800260407,56,Left,3800260411,141,84.2,3800260415,213,5.3,3800260465,233,19,3800260469,286,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776127,19,74,1,2,18,drnln5nhp7dqype6j3upkoiqp,1,36.4,9.5,2022-09-24T12:32:41.732Z,2022-09-24T12:32:51Z,3800260447,285,,3800260471,233,23,3800260445,56,Back,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776169,24,1,1,2,24,axvm5zg0mk4bp06wpec9vw27e,1,53.1,63.3,2022-09-24T12:32:47.676Z,2022-09-24T12:32:52Z,3800260699,155,,3800260709,213,5.3,3800260705,141,14.9,3800260701,56,Right,3800260703,140,72.2,3800260711,1,,3800260707,212,38.5,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776175,25,1,1,2,29,axvm5zg0mk4bp06wpec9vw27e,1,72.9,14.3,2022-09-24T12:32:52.731Z,2022-09-24T12:32:54Z,3800260739,56,Right,3800260741,140,60.6,3800260745,212,13.8,3800260743,141,7.0,3800260747,213,3.5,,,,,,,,,,3ck9n7pb3d1dc8qcdgkxm5m,J. Hellstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776181,26,1,1,2,31,axvm5zg0mk4bp06wpec9vw27e,0,60.6,7,2022-09-24T12:32:54.556Z,2022-09-24T12:32:56Z,3800260773,56,Center,3800260781,213,0.9,3800260767,155,,3800260777,141,41.6,3800260775,140,77.9,3800260779,212,29.7,,,,,,,2iu88022lwj2uxr1hn0og7qax,L. Goetsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776191,20,49,1,2,34,drnln5nhp7dqype6j3upkoiqp,1,24,59.9,2022-09-24T12:32:57.981Z,2022-09-24T12:32:58Z,,,,,,,,,,,,,,,,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776205,21,1,1,2,35,drnln5nhp7dqype6j3upkoiqp,1,24,59.9,2022-09-24T12:32:58.421Z,2022-09-24T12:33:01Z,3800260917,212,19.2,3800260915,141,53.1,3800260911,56,Back,3800260919,213,3.4,3800260913,140,6.3,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776217,22,1,1,2,38,drnln5nhp7dqype6j3upkoiqp,0,5.1,47.5,2022-09-24T12:33:01.543Z,2022-09-24T12:33:03Z,3800260979,1,,3800260969,56,Back,3800260971,140,39.7,3800260975,212,42.4,3800260977,213,5.7,3800260967,155,,3800260973,141,15.3,,,,3h1cw632st7suexo3fo6aremt,C. Perrault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776239,27,1,1,2,42,axvm5zg0mk4bp06wpec9vw27e,1,61.7,86.6,2022-09-24T12:33:05.484Z,2022-09-24T12:33:08Z,3800261089,212,21.6,3800261085,140,70.7,3800261081,3,,3800261091,213,5.2,3800261087,141,58.1,3800261083,56,Center,,,,,,,e5b9w1hq610saxvevecb6zzl5,Morgane Martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776243,28,61,1,2,45,axvm5zg0mk4bp06wpec9vw27e,1,71.7,58.4,2022-09-24T12:33:08.444Z,2022-09-24T12:34:33Z,3800261101,56,Center,,,,,,,,,,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776269,29,13,1,2,46,axvm5zg0mk4bp06wpec9vw27e,1,70.8,60,2022-09-24T12:33:09.067Z,2022-09-24T12:34:31Z,3800261235,22,,3800263533,103,75,3800263537,215,,3800263539,328,,3800263531,102,55.0,3800263543,231,50,3800261239,56,Center,3800263523,55,28,dvd7yfrkq6wl6de389go6r7ro,O. Hurtré,3800263517,74,,,3800263051,18,3800263519,29,3800263049,72,3800263541,230,99.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776271,23,5,1,2,52,drnln5nhp7dqype6j3upkoiqp,1,-1.3,51,2022-09-24T12:33:15.165Z,2022-09-24T12:33:16Z,3800261273,346,,3800261309,233,30,3800261271,56,Back,,,,,,,,,,,,,,,,3h1cw632st7suexo3fo6aremt,C. Perrault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776277,30,5,1,2,52,axvm5zg0mk4bp06wpec9vw27e,0,101.3,49,2022-09-24T12:33:15.165Z,2022-09-24T12:39:27Z,3800261295,346,,3800261293,56,Center,3800261313,233,23,,,,,,,,,,,,,,,,eko9p1p9gjg7gxjla6chb6i95,H. Fercocq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776373,24,1,1,3,7,drnln5nhp7dqype6j3upkoiqp,1,5,63,2022-09-24T12:33:30.933Z,2022-09-24T12:33:36Z,3800261701,189,,3800261683,124,,3800261699,237,,3800261695,1,,3800261687,140,18.9,3800261691,212,42.9,3800261693,213,5.1,3800261685,56,Back,3h1cw632st7suexo3fo6aremt,C. Perrault,3800261689,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776375,25,61,1,3,10,drnln5nhp7dqype6j3upkoiqp,0,18.4,4.1,2022-09-24T12:33:33.948Z,2022-09-24T12:33:34Z,3800261703,56,Back,,,,,,,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463776385,31,49,1,3,11,axvm5zg0mk4bp06wpec9vw27e,1,76,93,2022-09-24T12:33:34.355Z,2022-09-24T12:33:34Z,,,,,,,,,,,,,,,,,,,,,,,,,7ouo3qztrs5lytmtji95oesph,M. Terchoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
