id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/16/value
2552272095,6,7,1,0,13,9s9jvki6htleffykj88qcpwpy,1,65.6,88.2,2023-05-21T10:31:05.317Z,2023-05-21T10:31:13Z,4296495707,285,,4296495703,233,4,4296495685,56,Left,,,,,,,,,,,,,,,,50ph0tkxvrb3syo76y5bjbcut,A. Pierre-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272083,5,50,1,0,16,drnln5nhp7dqype6j3upkoiqp,1,36.1,5.5,2023-05-21T10:31:08.321Z,2023-05-21T10:31:11Z,4296495839,233,7,4296495647,56,Back,4296495649,286,,,,,,,,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272113,7,7,1,0,16,9s9jvki6htleffykj88qcpwpy,1,63.9,94.5,2023-05-21T10:31:08.322Z,2023-05-21T10:31:11Z,4296495765,167,,4296495813,285,,4296495767,56,Left,4296495805,233,5,,,,,,,,,,,,,50ph0tkxvrb3syo76y5bjbcut,A. Pierre-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272189,6,5,1,0,17,drnln5nhp7dqype6j3upkoiqp,1,34.6,-1.5,2023-05-21T10:31:09.825Z,2023-05-21T10:31:19Z,4296496121,233,8,4296496115,56,Back,4296496117,347,,,,,,,,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272119,8,5,1,0,17,9s9jvki6htleffykj88qcpwpy,0,65.4,101.5,2023-05-21T10:31:09.825Z,2023-05-21T10:44:27Z,4296495787,56,Left,4296496133,233,6,4296495789,347,,,,,,,,,,,,,,,,,50ph0tkxvrb3syo76y5bjbcut,A. Pierre-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272199,7,1,1,0,27,drnln5nhp7dqype6j3upkoiqp,1,29.5,0,2023-05-21T10:31:19.419Z,2023-05-21T10:31:21Z,4296496177,107,,4296496185,212,15.1,4296496179,56,Back,4296496183,141,16.2,4296496181,140,21.1,4296496187,213,2.2,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272217,8,1,1,0,29,drnln5nhp7dqype6j3upkoiqp,1,21.3,16.2,2023-05-21T10:31:21.442Z,2023-05-21T10:31:24Z,4296496277,56,Back,4296496285,213,2.0,4296496283,212,25.9,4296496281,141,51.2,4296496279,140,11.6,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272249,9,1,1,0,31,drnln5nhp7dqype6j3upkoiqp,1,11.8,55.4,2023-05-21T10:31:23.873Z,2023-05-21T10:31:27Z,4296496407,56,Back,4296496419,1,,4296496417,213,0.9,4296496413,141,94.1,4296496415,212,33.3,4296496409,140,31.2,,,,,,,3dfjmvoka2j9pw4s7z7vac0r9,S. Durand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272257,10,1,1,0,35,drnln5nhp7dqype6j3upkoiqp,1,28.8,90.3,2023-05-21T10:31:27.458Z,2023-05-21T10:31:29Z,4296496479,212,22.0,4296496481,213,0.1,4296496475,140,49.7,4296496477,141,93.0,4296496473,56,Back,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272279,11,1,1,0,36,drnln5nhp7dqype6j3upkoiqp,1,49.7,93,2023-05-21T10:31:29.010Z,2023-05-21T10:31:32Z,4296496611,213,3.5,4296496609,212,16.1,4296496603,56,Back,4296496607,141,85.7,4296496605,140,35.1,,,,,,,,,,5vvgnuyaxp4x7hvzmgkku3pm2,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272317,12,1,1,0,40,drnln5nhp7dqype6j3upkoiqp,1,31.5,89.1,2023-05-21T10:31:32.474Z,2023-05-21T10:31:39Z,4296496789,213,4.3,4296496785,141,49.3,4296496783,140,18.7,4296496781,56,Back,4296496787,212,30.2,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272339,13,1,1,0,46,drnln5nhp7dqype6j3upkoiqp,1,18.9,44.2,2023-05-21T10:31:38.970Z,2023-05-21T10:32:20Z,4296496903,213,5.0,4296496901,212,25.6,4296496899,141,8.0,4296496897,140,25.6,4296496895,56,Back,,,,,,,,,,3dfjmvoka2j9pw4s7z7vac0r9,S. Durand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272347,14,1,1,0,49,drnln5nhp7dqype6j3upkoiqp,1,25.6,8,2023-05-21T10:31:41.417Z,2023-05-21T10:31:43Z,4296496937,213,6.3,4296496933,141,7.7,4296496931,140,46.7,4296496929,56,Back,4296496935,212,22.2,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272355,15,1,1,0,51,drnln5nhp7dqype6j3upkoiqp,1,63.5,8.6,2023-05-21T10:31:43.162Z,2023-05-21T10:31:44Z,4296496989,140,55.8,4296496993,212,9.6,4296496987,56,Right,4296496991,141,16.2,4296496995,213,2.6,,,,,,,,,,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272409,16,1,1,0,52,drnln5nhp7dqype6j3upkoiqp,1,55.8,16.2,2023-05-21T10:31:44.162Z,2023-05-21T10:31:52Z,4296497245,141,44.0,4296497247,212,20.8,4296497243,140,64.0,4296497241,56,Center,4296497249,213,1.1,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272415,17,4,1,0,58,drnln5nhp7dqype6j3upkoiqp,1,63.4,40.8,2023-05-21T10:31:50.882Z,2023-05-21T10:32:04Z,4296497293,265,,4296497291,152,,4296497287,13,,4296497295,286,,4296497289,56,Center,4296497363,233,9,,,,,,,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272421,9,4,1,0,58,9s9jvki6htleffykj88qcpwpy,0,36.6,59.2,2023-05-21T10:31:50.883Z,2023-05-21T10:31:53Z,4296497331,285,,4296497327,152,,4296497323,13,,4296497371,233,17,4296497325,56,Back,4296497329,265,,,,,,,,50k8dmb17hvqbq37ae3p90aju,S. Champagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272597,18,1,1,1,21,drnln5nhp7dqype6j3upkoiqp,1,63.8,44.3,2023-05-21T10:32:13.425Z,2023-05-21T10:32:15Z,4296498229,5,,4296498239,212,22.4,4296498241,213,5.1,4296498235,140,72.4,4296498237,141,14.1,4296498233,56,Right,4296498231,152,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272605,19,61,1,1,23,drnln5nhp7dqype6j3upkoiqp,0,73.8,14.3,2023-05-21T10:32:15.682Z,2023-05-21T10:32:16Z,4296498271,56,Right,,,,,,,,,,,,,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272611,10,49,1,1,24,9s9jvki6htleffykj88qcpwpy,1,26.6,90.5,2023-05-21T10:32:16.543Z,2023-05-21T10:32:16Z,,,,,,,,,,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272649,11,1,1,1,25,9s9jvki6htleffykj88qcpwpy,1,26.6,92.6,2023-05-21T10:32:17.391Z,2023-05-21T10:32:21Z,4296498519,56,Back,4296498527,213,4.2,4296498523,141,79.6,4296498521,140,22.2,4296498525,212,10.0,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272663,12,1,1,1,29,9s9jvki6htleffykj88qcpwpy,1,25.5,78.2,2023-05-21T10:32:21.615Z,2023-05-21T10:32:23Z,4296498599,56,Back,4296498605,212,11.7,4296498603,141,79.7,4296498601,140,36.6,4296498607,213,0.1,,,,,,,,,,50ph0tkxvrb3syo76y5bjbcut,A. Pierre-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272667,13,1,1,1,31,9s9jvki6htleffykj88qcpwpy,1,36,84.4,2023-05-21T10:32:23.311Z,2023-05-21T10:39:29Z,4296498619,56,Back,4296498625,212,4.9,4296498621,140,31.5,4296498623,141,82.3,4296498627,213,3.4,4296498631,156,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272707,14,1,1,1,33,9s9jvki6htleffykj88qcpwpy,0,34.2,85.4,2023-05-21T10:32:25.391Z,2023-05-21T10:32:28Z,4296498851,1,,4296498849,213,0.3,4296498847,212,38.2,4296498843,140,69.0,4296498841,56,Left,4296498845,141,100.0,4296498839,155,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272711,15,5,1,1,36,9s9jvki6htleffykj88qcpwpy,0,71.1,102,2023-05-21T10:32:28.856Z,2023-05-21T10:32:37Z,4296499135,233,20,4296498859,347,,4296498857,56,Left,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272745,20,5,1,1,36,drnln5nhp7dqype6j3upkoiqp,1,28.9,-2,2023-05-21T10:32:28.856Z,2023-05-21T10:44:27Z,4296499115,233,15,4296499093,56,Back,4296499095,347,,,,,,,,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272767,21,1,1,1,44,drnln5nhp7dqype6j3upkoiqp,1,26.8,0,2023-05-21T10:32:36.385Z,2023-05-21T10:32:38Z,4296499229,213,0.6,4296499219,107,,4296499225,141,9.1,4296499223,140,36.4,4296499221,56,Back,4296499227,212,12.6,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272781,22,1,1,1,46,drnln5nhp7dqype6j3upkoiqp,1,36.4,9.1,2023-05-21T10:32:38.274Z,2023-05-21T10:32:39Z,4296499285,141,13.5,4296499283,140,24.9,4296499281,56,Back,4296499287,212,12.4,4296499289,213,2.9,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272801,23,1,1,1,47,drnln5nhp7dqype6j3upkoiqp,1,24.9,13.5,2023-05-21T10:32:39.130Z,2023-05-21T10:32:42Z,4296499405,212,19.4,4296499407,213,2.3,4296499403,141,35.4,4296499401,140,13.0,4296499399,56,Back,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272833,24,1,1,1,49,drnln5nhp7dqype6j3upkoiqp,1,12.9,42.2,2023-05-21T10:32:41.938Z,2023-05-21T10:32:46Z,4296499583,56,Back,4296499587,141,70.3,4296499591,213,1.6,4296499585,140,11.9,4296499589,212,19.1,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272859,25,1,1,1,54,drnln5nhp7dqype6j3upkoiqp,1,27.4,73.6,2023-05-21T10:32:46.130Z,2023-05-21T10:32:49Z,4296499719,141,96.6,4296499717,140,33.4,4296499715,56,Back,4296499723,213,1.2,4296499721,212,16.9,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272895,26,1,1,1,57,drnln5nhp7dqype6j3upkoiqp,1,33.5,92,2023-05-21T10:32:49.225Z,2023-05-21T10:32:53Z,4296499871,140,36.1,4296499867,56,Back,4296499875,141,69.9,4296499881,213,4.9,4296499879,212,15.3,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272941,27,1,1,2,1,drnln5nhp7dqype6j3upkoiqp,1,39.3,55.1,2023-05-21T10:32:53.298Z,2023-05-21T10:32:56Z,4296500119,141,10.4,4296500117,140,38.0,4296500115,56,Back,4296500123,212,30.4,4296500127,213,4.7,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272977,28,1,1,2,4,drnln5nhp7dqype6j3upkoiqp,1,41.7,11.7,2023-05-21T10:32:56.499Z,2023-05-21T10:33:02Z,4296500329,212,12.9,4296500323,56,Back,4296500327,141,23.9,4296500325,140,32.3,4296500331,213,2.4,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273007,29,1,1,2,9,drnln5nhp7dqype6j3upkoiqp,0,43.5,28.8,2023-05-21T10:33:01.874Z,2023-05-21T10:33:05Z,4296500505,141,22.5,4296500507,212,60.2,4296500501,56,Center,4296500503,140,100.0,4296500499,155,,4296500509,213,6.2,4296500511,1,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273003,16,5,1,2,12,9s9jvki6htleffykj88qcpwpy,1,-1,76.4,2023-05-21T10:33:04.847Z,2023-05-21T10:33:06Z,4296500483,56,Back,4296500485,346,,4296500567,233,30,,,,,,,,,,,,,,,,b0a55g6cu6u3fl9vbuvynx05,M. Tarrieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273011,30,5,1,2,12,drnln5nhp7dqype6j3upkoiqp,0,101,23.6,2023-05-21T10:33:04.847Z,2023-05-21T10:44:28Z,4296500527,346,,4296500525,56,Center,4296500585,233,16,,,,,,,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273163,17,1,1,2,23,9s9jvki6htleffykj88qcpwpy,1,3.9,51.6,2023-05-21T10:33:15.135Z,2023-05-21T10:33:22Z,4296501383,237,,4296501379,213,0.8,4296501369,124,,4296501373,140,10.1,4296501371,56,Back,4296501377,212,9.8,4296501375,141,62.3,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273193,18,1,1,2,30,9s9jvki6htleffykj88qcpwpy,1,12.9,63.4,2023-05-21T10:33:22.047Z,2023-05-21T10:33:24Z,4296501507,212,12.4,4296501501,56,Back,4296501503,140,13.0,4296501505,141,81.7,4296501509,213,1.6,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273231,19,1,1,2,32,9s9jvki6htleffykj88qcpwpy,1,13.1,82.4,2023-05-21T10:33:24.704Z,2023-05-21T10:33:28Z,4296501685,140,2.3,4296501683,56,Back,4296501691,213,4.1,4296501687,141,58.5,4296501689,212,19.8,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273275,20,1,1,2,36,9s9jvki6htleffykj88qcpwpy,1,3.1,49.7,2023-05-21T10:33:28.303Z,2023-05-21T10:33:34Z,4296501867,141,8.6,4296501863,56,Back,4296501873,1,,4296501861,155,,4296501871,213,5.6,4296501865,140,35.8,4296501869,212,44.3,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273281,21,1,1,2,42,9s9jvki6htleffykj88qcpwpy,0,59,12.9,2023-05-21T10:33:34.111Z,2023-05-21T10:33:35Z,4296501909,141,9.8,4296501913,213,6.1,4296501911,212,15.4,4296501905,56,Right,4296501907,140,73.5,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273289,31,8,1,2,44,drnln5nhp7dqype6j3upkoiqp,1,31.1,88,2023-05-21T10:33:36.713Z,2023-05-21T10:33:36Z,4296501947,56,Back,,,,,,,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273293,32,49,1,2,45,drnln5nhp7dqype6j3upkoiqp,1,31,90.8,2023-05-21T10:33:37.170Z,2023-05-21T10:33:37Z,,,,,,,,,,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273303,33,1,1,2,45,drnln5nhp7dqype6j3upkoiqp,1,33.2,90,2023-05-21T10:33:37.618Z,2023-05-21T10:33:39Z,4296502039,213,5.2,4296502035,141,80.9,4296502037,212,6.9,4296502033,140,36.1,4296502031,56,Back,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273319,34,1,1,2,47,drnln5nhp7dqype6j3upkoiqp,1,36.8,81.7,2023-05-21T10:33:39.034Z,2023-05-21T10:33:40Z,4296502119,141,92.7,4296502117,140,41.7,4296502121,212,9.1,4296502123,213,1.0,4296502115,56,Back,,,,,,,,,,3vpsxb6kzdffwgumf9mfcmms5,A. Lahmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273347,35,1,1,2,48,drnln5nhp7dqype6j3upkoiqp,1,41.6,96,2023-05-21T10:33:40.650Z,2023-05-21T10:33:44Z,4296502269,140,22.3,4296502275,213,3.3,4296502267,56,Back,4296502273,212,20.5,4296502271,141,91.4,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273377,36,1,1,2,52,drnln5nhp7dqype6j3upkoiqp,1,22.6,84.7,2023-05-21T10:33:44.570Z,2023-05-21T10:33:49Z,4296502433,56,Back,4296502437,141,34.6,4296502435,140,20.7,4296502443,213,4.7,4296502441,212,34.1,4296502445,1,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273401,37,1,1,2,57,drnln5nhp7dqype6j3upkoiqp,1,24.1,29.1,2023-05-21T10:33:49.066Z,2023-05-21T10:33:52Z,4296502579,212,14.8,4296502581,213,5.0,4296502577,141,8.5,4296502573,56,Back,4296502575,140,28.5,,,,,,,,,,7gisthugglsa8l3wah7gw2klx,H. Mansuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
