id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/16/value,assist,qualifier/12/value,keyPass,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2457886263,5,12,1,0,11,114h4h9ekimxmk95iypp478kk,1,29.9,17.7,2022-09-10T12:30:23.569Z,2022-09-10T12:38:49Z,3768992237,140,29.0,3768992239,141,0.0,3768992283,167,,3768992235,56,Back,3768992243,213,4.6,3768992241,212,13.2,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886265,6,5,1,0,11,114h4h9ekimxmk95iypp478kk,0,28.4,-1.8,2022-09-10T12:30:23.793Z,2022-09-10T13:16:26Z,3768992253,56,Back,3768992955,233,7,3768992255,347,,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886387,7,5,1,0,11,2gmv49xieg3zee2hx0lhcp17u,1,71.6,101.8,2022-09-10T12:30:23.793Z,2022-09-10T12:30:38Z,3768992921,233,6,3768992875,56,Left,3768992877,347,,,,,,,,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886465,8,1,1,0,25,2gmv49xieg3zee2hx0lhcp17u,1,72.1,100,2022-09-10T12:30:37.490Z,2022-09-10T12:30:42Z,3768993269,140,90.6,3768993267,56,Left,3768993273,212,20.5,3768993271,141,92.3,3768993277,213,6.0,3768993265,107,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886485,9,61,1,0,29,2gmv49xieg3zee2hx0lhcp17u,0,88.6,93.8,2022-09-10T12:30:41.883Z,2022-09-10T12:30:43Z,3768993345,56,Left,,,,,,,,,,,,,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886511,7,5,1,0,31,114h4h9ekimxmk95iypp478kk,1,9.3,-0.9,2022-09-10T12:30:43.219Z,2022-09-10T13:16:26Z,3768993509,56,Back,3768993511,347,,3768993553,233,10,,,,,,,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886493,10,5,1,0,31,2gmv49xieg3zee2hx0lhcp17u,0,90.7,100.9,2022-09-10T12:30:43.219Z,2022-09-10T12:30:45Z,3768993607,233,7,3768993423,347,,3768993421,56,Left,,,,,,,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886651,8,1,1,0,39,114h4h9ekimxmk95iypp478kk,0,8.8,0,2022-09-10T12:30:51.721Z,2022-09-10T12:30:53Z,3768994325,140,30.9,3768994333,1,,3768994331,213,0.4,3768994327,141,14.9,3768994321,107,,3768994323,56,Back,3768994329,212,25.7,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886703,11,4,1,0,41,2gmv49xieg3zee2hx0lhcp17u,1,87.9,86.4,2022-09-10T12:30:53.914Z,2022-09-10T13:16:37Z,3769035831,12,,3769182709,233,9,3769035833,241,,3768996483,286,,3768994619,56,Left,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886877,9,4,1,0,41,114h4h9ekimxmk95iypp478kk,0,12.1,13.6,2022-09-10T12:30:53.915Z,2022-09-10T13:16:38Z,3768995629,285,,3768995623,56,Back,3769182713,233,11,3769036201,241,,3769036199,12,,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887229,12,1,1,1,25,2gmv49xieg3zee2hx0lhcp17u,1,81.1,92.4,2022-09-10T12:31:37.633Z,2022-09-10T12:39:43Z,3768997783,212,9.9,3768997781,141,87.2,3768997777,56,Left,3769036591,241,,3768997785,213,3.5,3768997773,5,,3768997779,140,72.3,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887313,13,1,1,1,28,2gmv49xieg3zee2hx0lhcp17u,0,72.3,87.2,2022-09-10T12:31:40.442Z,2022-09-10T12:31:46Z,3768998177,2,,3768998185,141,14.4,3768998179,155,,3768998187,212,58.1,3768998189,213,5.3,3768998191,1,,3768998181,56,Right,3768998183,140,100.0,ah7sbrjt4lz1t4zww2l4sf1ex,L. Rueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887369,10,5,1,1,34,114h4h9ekimxmk95iypp478kk,1,-1.3,75.1,2022-09-10T12:31:46.808Z,2022-09-10T13:16:26Z,3768998435,56,Back,3768998437,346,,3768998471,233,14,,,,,,,,,,,,,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887317,14,5,1,1,34,2gmv49xieg3zee2hx0lhcp17u,0,101.3,24.9,2022-09-10T12:31:46.808Z,2022-09-10T12:31:50Z,3768998215,346,,3768998511,233,10,3768998213,56,Center,,,,,,,,,,,,,,,,ah7sbrjt4lz1t4zww2l4sf1ex,L. Rueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887497,11,1,1,1,41,114h4h9ekimxmk95iypp478kk,1,5,63,2022-09-10T12:31:53.167Z,2022-09-10T12:31:58Z,3768999129,213,0.6,3768999121,141,72.0,3768999117,140,13.9,3768999111,124,,3768999113,56,Back,3768999125,212,11.2,3768999135,237,,,,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887539,12,1,1,1,46,114h4h9ekimxmk95iypp478kk,1,21.1,66.3,2022-09-10T12:31:58.815Z,2022-09-10T12:32:02Z,3768999339,56,Back,3768999345,212,25.3,3768999341,140,19.8,3768999343,141,29.1,3768999347,213,4.7,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887673,13,1,1,1,50,114h4h9ekimxmk95iypp478kk,1,20.8,25.2,2022-09-10T12:32:01.991Z,2022-09-10T12:32:13Z,3768999963,213,1.5,3768999961,212,27.6,3768999957,140,21.5,3768999959,141,65.8,3768999955,56,Back,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887761,14,1,1,2,2,114h4h9ekimxmk95iypp478kk,1,34.2,58.7,2022-09-10T12:32:14.182Z,2022-09-10T12:32:20Z,3769000427,213,5.2,3769000423,141,30.3,3769000421,140,44.2,3769000425,212,22.0,3769000419,56,Back,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887773,15,61,1,2,8,114h4h9ekimxmk95iypp478kk,0,41.8,31.9,2022-09-10T12:32:20.007Z,2022-09-10T12:32:20Z,3769000463,56,Back,,,,,,,,,,,,,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887763,15,49,1,2,8,2gmv49xieg3zee2hx0lhcp17u,1,59.2,67.3,2022-09-10T12:32:20.146Z,2022-09-10T12:32:20Z,,,,,,,,,,,,,,,,,,,,,,,,,ah7sbrjt4lz1t4zww2l4sf1ex,L. Rueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887833,16,1,1,2,9,2gmv49xieg3zee2hx0lhcp17u,1,61.6,73.8,2022-09-10T12:32:20.977Z,2022-09-10T12:32:24Z,3769000737,141,55.5,3769000731,56,Center,3769000739,212,15.5,3769000735,140,70.4,3769000741,213,5.4,,,,,,,,,,ah7sbrjt4lz1t4zww2l4sf1ex,L. Rueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887883,17,1,1,2,12,2gmv49xieg3zee2hx0lhcp17u,1,71.6,59.6,2022-09-10T12:32:23.953Z,2022-09-10T12:32:26Z,3769000957,56,Left,3769000959,140,95.1,3769000961,141,80.0,3769000967,213,0.5,3769000965,212,28.3,,,,,,,,,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887939,18,1,1,2,14,2gmv49xieg3zee2hx0lhcp17u,0,96.2,80.5,2022-09-10T12:32:26.473Z,2022-09-10T12:41:05Z,3769001255,56,Center,3769001261,212,30.8,3769001263,213,4.5,3769001253,155,,3769001259,141,36.0,3769001251,2,,3769001257,140,90.5,,,,ik5uqc55sdiwjjzh28c21byt,N. Coton-Pélagie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887943,19,15,1,2,18,2gmv49xieg3zee2hx0lhcp17u,1,90.5,36,2022-09-10T12:32:30.761Z,2022-09-10T12:41:35Z,3769017009,100,,3769017013,146,99.0,3769017015,147,47.5,3769017023,231,42.8,3769017003,328,,3769014107,20,,3769017019,230,94.9,3769014111,82,,cjgr7t23bk1l43hegrkmtslih,C. Gavory,3769045839,233,16,3769016987,78,3769016997,103,19,3769001277,56,Center,3769017007,458,3769001275,63,3769017011,101,3769016993,102,48.8,3769001273,22,,,,,,,,,,,,,
2457888653,16,10,1,2,18,114h4h9ekimxmk95iypp478kk,1,3.6,52.2,2022-09-10T12:32:30.861Z,2022-09-10T13:21:48Z,3769004883,56,Back,3769045939,14,,3769046181,233,19,3769045789,94,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457888053,20,16,1,2,21,2gmv49xieg3zee2hx0lhcp17u,1,90.5,47.8,2022-09-10T12:32:33.058Z,2022-09-10T12:35:00Z,3769007895,102,50.6,3769007903,231,49.8,3769007893,133,,3769001811,22,,3769013115,282,9588,3769013113,281,cjgr7t23bk1l43hegrkmtslih,3769007899,458,,3769007889,21,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,3769002595,374,2022-09-10 13:32:32.453,3769007901,230,3769007891,79,,3769002593,328,,3769001813,17,3769013111,280,3769001815,56,3769007897,103,20.3,3769002599,375,97.8,ATTEMPT_SAVED,Center,02:20.504,,,,,,,,,
2457888687,17,1,1,3,4,114h4h9ekimxmk95iypp478kk,1,49.8,50,2022-09-10T12:33:16.850Z,2022-09-10T12:33:19Z,3769005025,212,14.0,3769005019,56,Back,3769005021,140,37.5,3769005023,141,58.1,3769005029,279,G,3769005027,213,2.7,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457888727,18,1,1,3,6,114h4h9ekimxmk95iypp478kk,1,37.5,58.1,2022-09-10T12:33:18.924Z,2022-09-10T12:33:22Z,3769005221,213,1.8,3769005215,140,34.1,3769005217,141,84.2,3769005219,212,18.1,3769005213,56,Back,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457888795,19,1,1,3,10,114h4h9ekimxmk95iypp478kk,1,37.4,82.7,2022-09-10T12:33:22.389Z,2022-09-10T12:33:27Z,3769005591,141,60.3,3769005593,212,16.2,3769005589,140,32.1,3769005587,56,Back,3769005595,213,4.4,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457888821,20,1,1,3,15,114h4h9ekimxmk95iypp478kk,0,31.7,53,2022-09-10T12:33:27.885Z,2022-09-10T12:50:19Z,3769005687,157,,3769005697,213,5.5,3769005693,141,0.0,3769005699,1,,3769005689,56,Right,3769005691,140,68.5,3769005695,212,53.1,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457888833,21,5,1,3,17,114h4h9ekimxmk95iypp478kk,1,58.4,-1.6,2022-09-10T12:33:29.105Z,2022-09-10T13:20:31Z,3769005753,56,Right,3769005755,347,,3769083133,233,119,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457903703,119,5,1,3,17,2gmv49xieg3zee2hx0lhcp17u,0,41.6,101.6,2022-09-10T12:33:29.105Z,2022-09-10T13:20:32Z,3769083099,56,Back,3769083115,233,21,3769083103,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457889155,22,1,1,3,31,114h4h9ekimxmk95iypp478kk,1,61.8,0,2022-09-10T12:33:43.269Z,2022-09-10T13:20:24Z,3769007383,213,1.7,3769007381,212,34.8,3769007363,56,Center,3769007369,140,58.3,3769198809,1,,3769007375,141,49.3,3769084371,107,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457889305,23,1,1,3,35,114h4h9ekimxmk95iypp478kk,0,65.1,54.2,2022-09-10T12:33:47.436Z,2022-09-10T12:33:55Z,3769008055,213,1.1,3769008047,56,Left,3769008049,140,75.2,3769008053,212,21.7,3769008051,141,82.0,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457889403,24,1,1,3,47,114h4h9ekimxmk95iypp478kk,0,76.2,97.1,2022-09-10T12:33:59.132Z,2022-09-10T12:35:09Z,3769008581,213,0.7,3769008575,140,80.2,3769008579,212,5.4,3769008573,56,Left,3769008577,141,100.0,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457889381,21,5,1,3,48,2gmv49xieg3zee2hx0lhcp17u,1,21.8,-1.8,2022-09-10T12:34:00.098Z,2022-09-10T12:34:03Z,3769008475,347,,3769008473,56,Back,3769008647,233,25,,,,,,,,,,,,,,,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457889409,25,5,1,3,48,114h4h9ekimxmk95iypp478kk,0,78.2,101.8,2022-09-10T12:34:00.098Z,2022-09-10T13:16:27Z,3769008597,56,Left,3769008661,233,21,3769008601,347,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457889637,22,1,1,3,58,2gmv49xieg3zee2hx0lhcp17u,0,24.7,0,2022-09-10T12:34:10.562Z,2022-09-10T12:49:10Z,3769009755,212,18.6,3769009747,107,,3769009749,56,Back,3769009757,213,0.2,3769009753,141,3.5,3769009751,140,42.1,,,,,,,6rcnj96do9ermnza1covi9ujt,E. Kouache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457889679,26,49,1,4,6,114h4h9ekimxmk95iypp478kk,1,40.1,94.4,2022-09-10T12:34:18.323Z,2022-09-10T12:34:18Z,,,,,,,,,,,,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457889731,27,1,1,4,6,114h4h9ekimxmk95iypp478kk,1,40.1,94.4,2022-09-10T12:34:18.692Z,2022-09-10T12:34:22Z,3769010251,213,6.0,3769010247,141,90.9,3769010249,212,10.2,3769010243,56,Back,3769010245,140,49.5,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457889927,28,1,1,4,10,114h4h9ekimxmk95iypp478kk,1,49.4,90.8,2022-09-10T12:34:22.108Z,2022-09-10T12:34:33Z,3769011207,56,Left,3769011209,140,84.1,3769011213,212,36.5,3769011211,141,88.1,3769011217,1,,3769011215,213,6.2,3769011205,157,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457889933,29,4,1,4,18,114h4h9ekimxmk95iypp478kk,1,84.8,90.7,2022-09-10T12:34:30.441Z,2022-09-10T12:51:06Z,3769011251,56,Left,3769011257,286,,3769011249,295,,3769011269,233,23,3769011247,13,,3769011255,152,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457889913,23,4,1,4,18,2gmv49xieg3zee2hx0lhcp17u,0,15.2,9.3,2022-09-10T12:34:30.442Z,2022-09-10T12:51:17Z,3769011149,56,Back,3769087275,152,,3769011301,233,29,3769087269,13,,3769011153,285,,3769087273,295,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457890767,30,1,1,5,14,114h4h9ekimxmk95iypp478kk,1,82.8,88.3,2022-09-10T12:35:26.091Z,2022-09-10T12:35:33Z,3769015345,213,5.0,3769015329,56,Center,3769015321,5,,3769015323,155,,3769015337,141,55.2,3769015333,140,89.2,3769015325,152,,3769015341,212,23.5,9gugnyggxqnc9fijivw8fvq39,M. Garbino,3769015319,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457890773,31,61,1,5,20,114h4h9ekimxmk95iypp478kk,0,89.2,55.2,2022-09-10T12:35:32.783Z,2022-09-10T12:51:43Z,3769015363,56,Center,,,,,,,,,,,,,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457890759,24,5,1,5,21,2gmv49xieg3zee2hx0lhcp17u,1,-1.5,31.4,2022-09-10T12:35:33.389Z,2022-09-10T12:35:36Z,3769015555,233,32,3769015291,346,,3769015289,56,Back,,,,,,,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457890797,32,5,1,5,21,114h4h9ekimxmk95iypp478kk,0,101.5,68.6,2022-09-10T12:35:33.389Z,2022-09-10T13:16:27Z,3769015495,346,,3769015593,233,24,3769015491,56,Center,,,,,,,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
