id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2552272289,6,49,1,0,26,bdfjkux9o0vtsdig5zsbhtysq,1,75.6,3.4,2023-05-21T10:31:35.545Z,2023-05-21T10:43:30Z,,,,,,,,,,,,,,,,,,,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272301,7,1,1,0,27,bdfjkux9o0vtsdig5zsbhtysq,0,75.7,3.8,2023-05-21T10:31:36.800Z,2023-05-21T10:43:32Z,4296496711,140,77.3,4296496713,141,9.1,4296496709,56,Right,4296496715,212,4.0,4296496717,213,1.1,,,,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272315,6,49,1,0,29,dgpni8xwxjhgekjmg0m8bb6nv,1,29.8,97.5,2023-05-21T10:31:38.577Z,2023-05-21T10:31:38Z,,,,,,,,,,,,,,,,,,,,,,,,,ds4tjev271co53fycw64y4kfe,F. Komé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272331,7,1,1,0,29,dgpni8xwxjhgekjmg0m8bb6nv,1,28.7,96.6,2023-05-21T10:31:39.232Z,2023-05-21T10:31:40Z,4296496859,212,4.6,4296496861,213,3.1,4296496853,56,Back,4296496857,141,96.6,4296496855,140,24.3,,,,,,,,,,ds4tjev271co53fycw64y4kfe,F. Komé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272341,8,1,1,0,30,dgpni8xwxjhgekjmg0m8bb6nv,0,24.3,96.6,2023-05-21T10:31:40.032Z,2023-05-21T10:31:45Z,4296496913,212,19.9,4296496911,141,73.3,4296496915,213,5.4,4296496907,56,Back,4296496909,140,35.8,,,,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272367,8,49,1,0,37,bdfjkux9o0vtsdig5zsbhtysq,1,66,43.7,2023-05-21T10:31:46.976Z,2023-05-21T10:31:47Z,,,,,,,,,,,,,,,,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272373,9,1,1,0,37,bdfjkux9o0vtsdig5zsbhtysq,1,66,43.7,2023-05-21T10:31:46.994Z,2023-05-21T10:31:48Z,4296497083,212,16.1,4296497077,56,Center,4296497081,141,63.9,4296497079,140,74.0,4296497085,213,1.0,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272391,10,1,1,0,38,bdfjkux9o0vtsdig5zsbhtysq,1,73.8,62.9,2023-05-21T10:31:48.160Z,2023-05-21T10:31:49Z,4296497159,212,24.3,4296497161,213,3.4,4296497153,56,Center,4296497155,140,51.3,4296497157,141,54.8,,,,,,,,,,cg4yqx0lth6d27oxlgwcuvdn9,L. Fleury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272405,11,1,1,0,40,bdfjkux9o0vtsdig5zsbhtysq,1,51.6,54.3,2023-05-21T10:31:49.840Z,2023-05-21T10:31:51Z,4296497213,141,35.8,4296497211,140,46.1,4296497217,213,4.3,4296497215,212,13.8,4296497209,56,Back,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272441,12,1,1,0,42,bdfjkux9o0vtsdig5zsbhtysq,1,46.1,35.8,2023-05-21T10:31:51.568Z,2023-05-21T10:31:56Z,4296497483,213,1.5,4296497479,141,57.6,4296497475,56,Back,4296497477,140,46.8,4296497481,212,14.8,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272501,13,1,1,0,46,bdfjkux9o0vtsdig5zsbhtysq,1,52.1,65.4,2023-05-21T10:31:55.983Z,2023-05-21T10:32:03Z,4296497761,141,94.5,4296497757,56,Left,4296497763,212,30.0,4296497759,140,73.6,4296497765,213,0.7,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272519,14,1,1,0,53,bdfjkux9o0vtsdig5zsbhtysq,0,77,95.9,2023-05-21T10:32:03.311Z,2023-05-21T10:32:05Z,4296497853,56,Left,4296497861,213,6.2,4296497855,140,100.0,4296497859,212,25.9,4296497857,141,94.4,,,,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272511,9,5,1,0,54,dgpni8xwxjhgekjmg0m8bb6nv,1,-1.2,6.2,2023-05-21T10:32:04.146Z,2023-05-21T10:32:06Z,4296497795,56,Back,4296497907,233,15,4296497797,346,,,,,,,,,,,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272527,15,5,1,0,54,bdfjkux9o0vtsdig5zsbhtysq,0,101.2,93.8,2023-05-21T10:32:04.146Z,2023-05-21T10:47:45Z,4296497885,346,,4296497915,233,9,4296497881,56,Left,,,,,,,,,,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272777,10,1,1,1,24,dgpni8xwxjhgekjmg0m8bb6nv,1,5,37,2023-05-21T10:32:33.906Z,2023-05-21T10:32:39Z,4296499265,213,5.9,4296499267,1,,4296499263,212,54.2,4296499259,140,52.2,4296499261,141,4.6,4296499253,56,Right,4296499249,124,,4296499271,74,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272783,11,61,1,1,28,dgpni8xwxjhgekjmg0m8bb6nv,0,52.7,4.6,2023-05-21T10:32:37.978Z,2023-05-21T10:42:53Z,4296499293,56,Right,,,,,,,,,,,,,,,,,,,,,,ds4tjev271co53fycw64y4kfe,F. Komé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272773,16,49,1,1,29,bdfjkux9o0vtsdig5zsbhtysq,1,45.1,92.4,2023-05-21T10:32:38.912Z,2023-05-21T10:32:39Z,,,,,,,,,,,,,,,,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272803,17,1,1,1,29,bdfjkux9o0vtsdig5zsbhtysq,1,45.1,92.4,2023-05-21T10:32:39.183Z,2023-05-21T10:32:42Z,4296499417,140,37.0,4296499423,213,4.3,4296499419,141,61.7,4296499415,56,Back,4296499421,212,22.5,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272843,18,1,1,1,32,bdfjkux9o0vtsdig5zsbhtysq,1,36.7,62.1,2023-05-21T10:32:42.127Z,2023-05-21T10:32:46Z,4296499637,213,5.9,4296499635,212,19.1,4296499631,140,53.4,4296499629,56,Center,4296499633,141,50.9,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272845,19,61,1,1,37,bdfjkux9o0vtsdig5zsbhtysq,0,53.5,49.7,2023-05-21T10:32:46.704Z,2023-05-21T10:32:47Z,4296499645,56,Center,,,,,,,,,,,,,,,,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272877,12,49,1,1,42,dgpni8xwxjhgekjmg0m8bb6nv,1,51.9,30.3,2023-05-21T10:32:51.857Z,2023-05-21T10:32:51Z,,,,,,,,,,,,,,,,,,,,,,,,,e9e2sdrwd5g6m8kfpxpe8ml79,E. Kaabachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272917,13,1,1,1,43,dgpni8xwxjhgekjmg0m8bb6nv,0,51.9,30.3,2023-05-21T10:32:53.472Z,2023-05-21T10:32:55Z,4296500009,212,21.6,4296500005,140,55.0,4296500007,141,0.0,4296500003,56,Right,4296500011,213,4.9,,,,,,,,,,e9e2sdrwd5g6m8kfpxpe8ml79,E. Kaabachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272921,14,5,1,1,45,dgpni8xwxjhgekjmg0m8bb6nv,0,55.1,-1.2,2023-05-21T10:32:55.056Z,2023-05-21T10:47:46Z,4296500217,233,20,4296500019,347,,4296500017,56,Right,,,,,,,,,,,,,,,,e9e2sdrwd5g6m8kfpxpe8ml79,E. Kaabachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272949,20,5,1,1,45,bdfjkux9o0vtsdig5zsbhtysq,1,44.9,101.2,2023-05-21T10:32:55.056Z,2023-05-21T10:32:57Z,4296500163,56,Back,4296500183,233,14,4296500165,347,,,,,,,,,,,,,,,,,cg4yqx0lth6d27oxlgwcuvdn9,L. Fleury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272961,21,1,1,1,47,bdfjkux9o0vtsdig5zsbhtysq,1,44.7,100,2023-05-21T10:32:57.199Z,2023-05-21T10:32:59Z,4296500247,56,Back,4296500253,212,5.8,4296500249,140,40.8,4296500245,107,,4296500251,141,95.3,4296500255,213,3.9,,,,,,,ehchjemv9fwcnwomosua92qqd,E. Aigbogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552272985,22,1,1,1,49,bdfjkux9o0vtsdig5zsbhtysq,1,38.4,90.8,2023-05-21T10:32:59.376Z,2023-05-21T10:33:02Z,4296500361,212,28.1,4296500363,213,4.3,4296500359,141,53.3,4296500355,56,Back,4296500357,140,27.1,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273043,23,1,1,1,52,bdfjkux9o0vtsdig5zsbhtysq,1,26,50.7,2023-05-21T10:33:02.432Z,2023-05-21T10:33:09Z,4296500729,213,5.1,4296500725,141,26.5,4296500727,212,18.2,4296500721,56,Back,4296500723,140,33.3,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273051,24,1,1,1,59,bdfjkux9o0vtsdig5zsbhtysq,0,41.2,8.2,2023-05-21T10:33:09.360Z,2023-05-21T10:33:10Z,4296500785,1,,4296500773,56,Right,4296500769,155,,4296500783,213,0.2,4296500779,141,20.1,4296500777,140,76.8,4296500781,212,38.2,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273067,15,49,1,2,2,dgpni8xwxjhgekjmg0m8bb6nv,1,26,73.2,2023-05-21T10:33:12.112Z,2023-05-21T10:33:12Z,,,,,,,,,,,,,,,,,,,,,,,,,9r0t3f2nw0d1a17c9onvjgd05,S. Tandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273097,16,1,1,2,2,dgpni8xwxjhgekjmg0m8bb6nv,1,26,73.2,2023-05-21T10:33:12.353Z,2023-05-21T10:33:14Z,4296501011,140,32.0,4296501013,141,65.1,4296501009,56,Back,4296501015,212,8.4,4296501017,213,5.6,,,,,,,,,,9r0t3f2nw0d1a17c9onvjgd05,S. Tandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273133,18,1,1,2,3,dgpni8xwxjhgekjmg0m8bb6nv,0,31.4,66.6,2023-05-21T10:33:13.031Z,2023-05-21T10:41:33Z,4296501271,286,,4296501207,56,Back,4296501215,213,3.5,4296501209,140,30.9,4296501265,236,,4296501267,233,26,4296501213,212,0.6,4296501211,141,66.3,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273129,26,74,1,2,3,bdfjkux9o0vtsdig5zsbhtysq,1,72.3,27.3,2023-05-21T10:33:13.032Z,2023-05-21T10:33:36Z,4296501291,233,18,4296501199,56,Center,4296501201,285,,,,,,,,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273205,27,49,1,2,4,bdfjkux9o0vtsdig5zsbhtysq,1,77.9,40.3,2023-05-21T10:33:13.920Z,2023-05-21T10:34:04Z,,,,,,,,,,,,,,,,,,,,,,,,,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273099,17,50,1,2,4,dgpni8xwxjhgekjmg0m8bb6nv,1,31,67.4,2023-05-21T10:33:14.385Z,2023-05-21T10:33:16Z,4296501031,285,,4296501029,56,Back,4296501127,233,25,,,,,,,,,,,,,,,,e9e2sdrwd5g6m8kfpxpe8ml79,E. Kaabachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273111,25,7,1,2,4,bdfjkux9o0vtsdig5zsbhtysq,0,69,32.6,2023-05-21T10:33:14.386Z,2023-05-21T10:41:38Z,4296501103,56,Center,4296501119,233,17,4296501105,286,,,,,,,,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273171,19,1,1,2,10,dgpni8xwxjhgekjmg0m8bb6nv,1,18.5,44.9,2023-05-21T10:33:20.177Z,2023-05-21T10:33:22Z,4296501415,141,53.0,4296501419,213,0.7,4296501417,212,8.9,4296501413,140,25.2,4296501411,56,Back,,,,,,,,,,3w9nqzmvm6df5becqtvypo5w5,C. Couturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273175,20,61,1,2,11,dgpni8xwxjhgekjmg0m8bb6nv,0,24.9,51,2023-05-21T10:33:20.690Z,2023-05-21T10:42:46Z,4296501429,56,Back,,,,,,,,,,,,,,,,,,,,,,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273219,28,15,1,2,12,bdfjkux9o0vtsdig5zsbhtysq,1,77.9,40.3,2023-05-21T10:33:22.485Z,2023-05-21T10:42:33Z,4296522415,458,,4296522417,146,98.5,4296522409,102,46.4,4296501601,56,Center,4296522419,147,46.4,4296503303,20,,4296522407,80,,4296522653,233,21,1ck8f8510t6ei80haqe2vqbpx,G. Thiney,4296501599,18,4296522413,215,4296522411,103,4.4,4296501597,22,,,,,,,,,,,,,,,,,,,,,,
2552273245,21,10,1,2,13,dgpni8xwxjhgekjmg0m8bb6nv,1,1.9,51.3,2023-05-21T10:33:22.585Z,2023-05-21T10:42:41Z,4296501879,179,,4296501877,177,,4296501749,182,,4296501751,56,Back,4296522657,233,28,,,,,,,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273247,22,52,1,2,20,dgpni8xwxjhgekjmg0m8bb6nv,1,1.9,51.3,2023-05-21T10:33:29.921Z,2023-05-21T10:33:30Z,,,,,,,,,,,,,,,,,,,,,,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273295,23,1,1,2,25,dgpni8xwxjhgekjmg0m8bb6nv,1,12.2,47.2,2023-05-21T10:33:35.380Z,2023-05-21T10:33:37Z,4296501971,212,19.0,4296501973,213,5.1,4296501969,141,21.2,4296501963,123,,4296501967,140,18.9,4296501965,56,Back,,,,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273299,24,1,1,2,27,dgpni8xwxjhgekjmg0m8bb6nv,0,20.9,19.4,2023-05-21T10:33:37.377Z,2023-05-21T10:33:38Z,4296501997,155,,4296501999,56,Back,4296502001,140,37.5,4296502003,141,27.3,4296502005,212,18.2,4296502007,213,0.3,,,,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273321,29,49,1,2,31,bdfjkux9o0vtsdig5zsbhtysq,1,58.8,73.3,2023-05-21T10:33:40.751Z,2023-05-21T10:33:40Z,,,,,,,,,,,,,,,,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273327,30,1,1,2,31,bdfjkux9o0vtsdig5zsbhtysq,0,58.8,73.3,2023-05-21T10:33:40.801Z,2023-05-21T10:33:41Z,4296502155,213,6.0,4296502151,141,68.2,4296502149,140,70.1,4296502153,212,12.4,4296502147,56,Center,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273337,25,49,1,2,33,dgpni8xwxjhgekjmg0m8bb6nv,1,32.7,31.9,2023-05-21T10:33:42.786Z,2023-05-21T10:33:42Z,,,,,,,,,,,,,,,,,,,,,,,,,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273339,26,1,1,2,33,dgpni8xwxjhgekjmg0m8bb6nv,1,32.7,31.9,2023-05-21T10:33:42.908Z,2023-05-21T10:33:43Z,4296502225,213,4.8,4296502221,141,28.0,4296502219,140,33.0,4296502217,56,Back,4296502223,212,2.7,,,,,,,,,,1vj4sunehr71tbbpu6zsp6dw5,A. Clérac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273345,27,1,1,2,34,dgpni8xwxjhgekjmg0m8bb6nv,0,33,28,2023-05-21T10:33:43.585Z,2023-05-21T10:33:44Z,4296502251,212,11.0,4296502249,141,29.5,4296502245,56,Back,4296502247,140,43.4,4296502253,213,0.1,,,,,,,,,,e9e2sdrwd5g6m8kfpxpe8ml79,E. Kaabachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273349,31,49,1,2,35,bdfjkux9o0vtsdig5zsbhtysq,1,61.7,62.3,2023-05-21T10:33:44.831Z,2023-05-21T10:33:44Z,,,,,,,,,,,,,,,,,,,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273387,32,1,1,2,36,bdfjkux9o0vtsdig5zsbhtysq,1,62.8,59.3,2023-05-21T10:33:46.032Z,2023-05-21T10:33:50Z,4296502503,56,Center,4296502511,213,5.9,4296502501,155,,4296502505,140,81.9,4296502509,212,21.6,4296502507,141,47.6,,,,,,,7d4y77nkrn4w4dht1c4vr28yx,D. Corboz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273405,33,1,1,2,40,bdfjkux9o0vtsdig5zsbhtysq,0,81.3,49.3,2023-05-21T10:33:50.160Z,2023-05-21T10:33:52Z,4296502605,212,12.0,4296502599,56,Center,4296502607,213,0.0,4296502603,141,50.0,4296502601,140,92.7,,,,,,,,,,3uxijnhp1ibbqm6e4lfivq8k5,C. Matéo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552273399,28,49,1,2,42,dgpni8xwxjhgekjmg0m8bb6nv,1,2.6,51,2023-05-21T10:33:52.113Z,2023-05-21T10:33:52Z,,,,,,,,,,,,,,,,,,,,,,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
