id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/11/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2489047005,18,1,1,1,2,ad9ip2f3tijbv4nqaayyqqkee,1,41.2,6.4,2022-12-04T12:01:20.897Z,2022-12-04T12:01:24Z,3933841259,141,29.2,3933841263,213,2.3,3933841255,56,Back,3933841257,140,26.8,3933841261,212,21.7,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047039,19,1,1,1,5,ad9ip2f3tijbv4nqaayyqqkee,1,25.5,35.1,2022-12-04T12:01:24.833Z,2022-12-04T12:01:30Z,3933841469,213,1.7,3933841463,140,24.4,3933841461,56,Back,3933841465,141,52.5,3933841467,212,11.9,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047071,20,1,1,1,11,ad9ip2f3tijbv4nqaayyqqkee,1,26.4,43.7,2022-12-04T12:01:30.738Z,2022-12-04T12:03:19Z,3933841643,155,,3933841649,141,25.6,3933841653,213,5.8,3933841651,212,24.6,3933841645,56,Back,3933841647,140,46.7,,,,,,,77eg5tabeeeyays2pilyq5jo5,S. Bouhaddi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047079,21,1,1,1,16,ad9ip2f3tijbv4nqaayyqqkee,1,46.1,26.8,2022-12-04T12:01:34.961Z,2022-12-04T12:01:36Z,3933841697,56,Center,3933841705,213,0.9,3933841701,141,42.1,3933841703,212,13.4,3933841699,140,54.1,,,,,,,,,,dm9vc2mqtbb982sx6kkd992ax,S. Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047089,22,1,1,1,17,ad9ip2f3tijbv4nqaayyqqkee,0,54.2,42.1,2022-12-04T12:01:36.465Z,2022-12-04T12:01:38Z,3933841735,212,0.6,3933841733,141,41.2,3933841737,213,4.9,3933841731,140,54.3,3933841729,56,Center,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047091,11,61,1,1,18,bdfjkux9o0vtsdig5zsbhtysq,1,42.1,67.9,2022-12-04T12:01:37.035Z,2022-12-04T12:02:01Z,3933841739,56,Back,,,,,,,,,,,,,,,,,,,,,,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047125,23,1,1,1,20,ad9ip2f3tijbv4nqaayyqqkee,1,54.3,41.2,2022-12-04T12:01:38.979Z,2022-12-04T12:01:43Z,3933841917,213,5.5,3933841909,56,Center,3933841911,140,58.6,3933841915,212,6.7,3933841913,141,34.0,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047137,24,1,1,1,24,ad9ip2f3tijbv4nqaayyqqkee,1,72.7,28.9,2022-12-04T12:01:43.585Z,2022-12-04T12:09:18Z,3933841973,141,35.8,3933842207,154,,3933842205,210,15,3933841971,140,89.8,3933841975,212,18.6,3933841977,213,0.3,3933841969,56,Center,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047139,25,15,1,1,26,ad9ip2f3tijbv4nqaayyqqkee,1,92.6,30.5,2022-12-04T12:01:45.410Z,2022-12-04T12:09:18Z,3933842221,103,7.0,3933842213,154,,3933842223,146,97.5,3933842211,29,,3933842209,78,,3933842067,20,,3933842239,233,13,3933841991,56,Center,dp5zny5ls8ys3ml75himru4et,K. Diani,,3933842219,102,51.0,3933841987,22,3933842215,55,24,3933841989,63,3933842225,147,42.4,,,,,,,,,,,,,,,,,,
2489047167,13,10,1,1,26,bdfjkux9o0vtsdig5zsbhtysq,1,2.3,52.5,2022-12-04T12:01:45.510Z,2022-12-04T12:01:51Z,3933842145,180,,3933842171,233,25,3933842147,182,,3933842143,177,,3933842149,56,Back,,,,,,,,,,2f1e295qn6s9l5d6v1degrizt,C. Nnadozie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047165,12,52,1,1,27,bdfjkux9o0vtsdig5zsbhtysq,1,2.3,52.5,2022-12-04T12:01:46.507Z,2022-12-04T12:01:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2f1e295qn6s9l5d6v1degrizt,C. Nnadozie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047215,14,1,1,1,44,bdfjkux9o0vtsdig5zsbhtysq,0,10.5,43.4,2022-12-04T12:02:03.369Z,2022-12-04T12:02:20Z,3933842463,56,Back,3933842469,212,32.0,3933842465,140,37.6,3933843019,199,,3933842471,213,0.5,3933842519,189,,3933842467,141,64.8,,,,2f1e295qn6s9l5d6v1degrizt,C. Nnadozie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047223,26,49,1,1,46,ad9ip2f3tijbv4nqaayyqqkee,1,63.9,27,2022-12-04T12:02:05.570Z,2022-12-04T12:02:16Z,3933842905,189,,,,,,,,,,,,,,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047269,27,1,1,1,46,ad9ip2f3tijbv4nqaayyqqkee,1,63.9,27,2022-12-04T12:02:05.592Z,2022-12-04T12:02:12Z,3933842755,141,35.4,3933842759,213,1.2,3933842753,140,66.1,3933842751,56,Center,3933842757,212,6.2,,,,,,,,,,53okfybfibe34k6hm6qzm9591,K. Hamraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047271,28,4,1,1,53,ad9ip2f3tijbv4nqaayyqqkee,1,61.6,29.4,2022-12-04T12:02:11.922Z,2022-12-04T12:02:18Z,3933842929,233,15,3933842767,152,,3933842765,56,Center,3933842769,265,,3933842771,286,,3933842763,13,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047297,15,4,1,1,53,bdfjkux9o0vtsdig5zsbhtysq,0,38.4,70.6,2022-12-04T12:02:11.923Z,2022-12-04T12:02:34Z,3933842909,56,Back,3933842999,233,28,3933842915,285,,3933842911,152,,3933842907,13,,3933842913,265,,,,,,,,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047573,29,1,1,2,37,ad9ip2f3tijbv4nqaayyqqkee,0,66.6,28.3,2022-12-04T12:02:56.596Z,2022-12-04T12:02:59Z,3933844275,141,64.3,3933844281,1,,3933844277,212,43.7,3933844269,152,,3933844267,155,,3933844273,140,100.0,3933844279,213,0.6,3933844265,5,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,3933844271,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047587,16,5,1,2,40,bdfjkux9o0vtsdig5zsbhtysq,1,-1,34.4,2022-12-04T12:02:59.610Z,2022-12-04T12:04:23Z,3933844341,346,,3933844339,56,Back,3933844353,233,30,,,,,,,,,,,,,,,,7l931hwm1tajvf6r717biyw2d,S. Vaysse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047575,30,5,1,2,40,ad9ip2f3tijbv4nqaayyqqkee,0,101,65.6,2022-12-04T12:02:59.610Z,2022-12-04T12:03:01Z,3933844289,346,,3933844287,56,Center,3933844357,233,16,,,,,,,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047781,17,1,1,2,59,bdfjkux9o0vtsdig5zsbhtysq,1,5,48.2,2022-12-04T12:03:18.792Z,2022-12-04T12:03:26Z,3933845397,56,Back,3933845403,212,17.4,3933845409,237,,3933845395,124,,3933845401,141,26.8,3933845405,213,5.3,3933845399,140,14.1,,,,2f1e295qn6s9l5d6v1degrizt,C. Nnadozie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047787,18,1,1,3,1,bdfjkux9o0vtsdig5zsbhtysq,0,23.5,13.7,2022-12-04T12:03:19.880Z,2022-12-04T12:03:28Z,3933845427,212,14.5,3933845421,56,Back,3933845429,213,6.3,3933845423,140,37.3,3933845425,141,13.2,,,,,,,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047763,31,49,1,3,5,ad9ip2f3tijbv4nqaayyqqkee,1,63.5,84.5,2022-12-04T12:03:24.354Z,2022-12-04T12:03:24Z,,,,,,,,,,,,,,,,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047793,32,1,1,3,5,ad9ip2f3tijbv4nqaayyqqkee,1,63.5,84.5,2022-12-04T12:03:24.482Z,2022-12-04T12:03:26Z,3933845455,141,92.6,3933845459,213,0.6,3933845453,140,72.0,3933845457,212,10.5,3933845451,56,Left,,,,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047805,33,1,1,3,7,ad9ip2f3tijbv4nqaayyqqkee,0,72,92.4,2022-12-04T12:03:26.546Z,2022-12-04T12:03:27Z,3933845525,213,5.8,3933845517,56,Left,3933845523,212,19.4,3933845521,141,79.0,3933845519,140,88.3,,,,,,,,,,dl1znxod6ohbi1zwq4iiu4qfp,J. Groenen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047849,19,12,1,3,11,bdfjkux9o0vtsdig5zsbhtysq,1,3.6,15.2,2022-12-04T12:03:30.689Z,2022-12-04T12:03:39Z,3933845739,213,4.6,3933845733,140,2.7,3933845731,56,Back,3933845735,141,0.0,3933845745,167,,3933845737,212,10.9,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047851,20,5,1,3,13,bdfjkux9o0vtsdig5zsbhtysq,0,2.6,-1,2022-12-04T12:03:32.659Z,2022-12-04T12:04:23Z,3933845751,233,34,3933845741,56,Back,3933845743,347,,,,,,,,,,,,,,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047837,34,5,1,3,13,ad9ip2f3tijbv4nqaayyqqkee,1,97.4,101,2022-12-04T12:03:32.659Z,2022-12-04T12:03:35Z,3933845747,233,20,3933845685,347,,3933845683,56,Left,,,,,,,,,,,,,,,,dl1znxod6ohbi1zwq4iiu4qfp,J. Groenen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047909,35,1,1,3,19,ad9ip2f3tijbv4nqaayyqqkee,1,92.1,100,2022-12-04T12:03:38.674Z,2022-12-04T12:03:41Z,3933846123,141,84.7,3933846121,140,93.6,3933846119,56,Left,3933846125,212,11.6,3933846117,107,,3933846127,213,4.8,,,,,,,d7ajth6q3ebg8yrf65uqc8xrd,É. De Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047929,36,43,1,3,22,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2022-12-04T12:03:41.409Z,2022-12-04T12:03:47Z,3933846247,286,0,3933846397,144,3,3933846245,56,Left,,,,,,,,,,,,,,,,dl1znxod6ohbi1zwq4iiu4qfp,J. Groenen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047933,37,61,1,3,25,ad9ip2f3tijbv4nqaayyqqkee,0,91.7,83.8,2022-12-04T12:03:44.210Z,2022-12-04T12:03:44Z,3933846253,56,Left,,,,,,,,,,,,,,,,,,,,,,dl1znxod6ohbi1zwq4iiu4qfp,J. Groenen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047955,21,12,1,3,26,bdfjkux9o0vtsdig5zsbhtysq,1,9.1,20.3,2022-12-04T12:03:45.112Z,2022-12-04T12:03:47Z,3933846369,213,0.3,3933846363,140,27.3,3933846365,141,28.6,3933846367,212,19.9,3933846361,56,Back,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047959,22,49,1,3,28,bdfjkux9o0vtsdig5zsbhtysq,1,30.2,32.4,2022-12-04T12:03:46.936Z,2022-12-04T12:03:47Z,,,,,,,,,,,,,,,,,,,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
