id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2487741461,9,1,1,0,18,114h4h9ekimxmk95iypp478kk,1,38.1,18,2022-11-26T13:30:59.177Z,2022-11-26T13:31:04Z,3926937869,141,4.7,3926937871,212,22.6,3926937865,56,Right,3926937867,140,57.8,3926937873,213,5.9,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741467,10,1,1,0,22,114h4h9ekimxmk95iypp478kk,0,59.3,5,2022-11-26T13:31:04.104Z,2022-11-26T13:31:04Z,3926937901,212,7.9,3926937899,141,5.8,3926937895,56,Right,3926937903,213,0.1,3926937897,140,66.8,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741475,6,1,1,0,23,dgpni8xwxjhgekjmg0m8bb6nv,0,31.7,93.6,2022-11-26T13:31:04.541Z,2022-11-26T13:31:05Z,3926937959,1,,3926937947,157,,3926937955,212,15.8,3926937953,141,100.0,3926937951,140,45.9,3926937957,213,0.3,3926937949,56,Back,,,,3edubak34lsocvkirgryo8vd,İ. Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741477,7,5,1,0,24,dgpni8xwxjhgekjmg0m8bb6nv,0,42.9,101.6,2022-11-26T13:31:05.800Z,2022-11-26T13:31:08Z,3926937967,347,,3926938029,233,11,3926937965,56,Back,,,,,,,,,,,,,,,,3edubak34lsocvkirgryo8vd,İ. Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741487,11,5,1,0,24,114h4h9ekimxmk95iypp478kk,1,57.1,-1.6,2022-11-26T13:31:05.800Z,2022-11-26T13:35:35Z,3926938015,233,7,3926938013,347,,3926938011,56,Right,,,,,,,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741581,12,1,1,0,37,114h4h9ekimxmk95iypp478kk,1,58.1,0,2022-11-26T13:31:18.520Z,2022-11-26T13:31:21Z,3926938469,56,Right,3926938471,140,67.3,3926938477,213,0.6,3926938467,107,,3926938473,141,8.2,3926938475,212,11.9,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741603,13,1,1,0,40,114h4h9ekimxmk95iypp478kk,1,65.9,8.2,2022-11-26T13:31:21.368Z,2022-11-26T13:31:24Z,3926938589,212,12.0,3926938583,56,Center,3926938591,213,0.8,3926938585,140,73.5,3926938587,141,21.3,,,,,,,,,,bgywqsemj5lsfro2hc77q532t,D. Chatelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741607,14,61,1,0,43,114h4h9ekimxmk95iypp478kk,0,73.5,21.3,2022-11-26T13:31:24.761Z,2022-11-26T13:31:25Z,3926938609,56,Center,,,,,,,,,,,,,,,,,,,,,,ae68tqogc2yplitpd1yixky22,J. Karličić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741623,8,49,1,0,45,dgpni8xwxjhgekjmg0m8bb6nv,1,29.2,76.6,2022-11-26T13:31:26.445Z,2022-11-26T13:31:26Z,,,,,,,,,,,,,,,,,,,,,,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741637,9,1,1,0,46,dgpni8xwxjhgekjmg0m8bb6nv,1,33.4,70,2022-11-26T13:31:27.470Z,2022-11-26T13:31:29Z,3926938753,213,4.9,3926938747,140,36.6,3926938749,141,43.1,3926938745,56,Back,3926938751,212,18.6,,,,,,,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741665,10,1,1,0,48,dgpni8xwxjhgekjmg0m8bb6nv,1,36.8,41.6,2022-11-26T13:31:29.565Z,2022-11-26T13:31:33Z,3926938919,141,26.7,3926938915,56,Back,3926938923,213,5.5,3926938921,212,14.2,3926938917,140,46.3,,,,,,,,,,q195fj3dlx9i3r0zno98nhuc,A. Donnary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741685,11,1,1,0,52,dgpni8xwxjhgekjmg0m8bb6nv,1,55,33.3,2022-11-26T13:31:33.501Z,2022-11-26T13:31:37Z,3926939031,212,10.3,3926939025,56,Right,3926939029,141,18.3,3926939027,140,53.9,3926939033,213,4.6,,,,,,,,,,a52izyii7s44qihbp4upbukiy,J. Jinantuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741705,12,1,1,0,56,dgpni8xwxjhgekjmg0m8bb6nv,0,53.9,16.4,2022-11-26T13:31:37.614Z,2022-11-26T13:31:41Z,3926939141,56,Right,3926939147,212,35.1,3926939139,155,,3926939149,213,6.1,3926939145,141,8.9,3926939143,140,87.0,3926939151,1,,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741711,15,49,1,1,0,114h4h9ekimxmk95iypp478kk,1,9.4,95.4,2022-11-26T13:31:41.545Z,2022-11-26T13:31:41Z,,,,,,,,,,,,,,,,,,,,,,,,,bgywqsemj5lsfro2hc77q532t,D. Chatelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741755,16,1,1,1,1,114h4h9ekimxmk95iypp478kk,1,9.4,95.4,2022-11-26T13:31:42.409Z,2022-11-26T13:31:46Z,3926939381,140,45.7,3926939387,213,6.2,3926939379,56,Back,3926939389,1,,3926939377,157,,3926939385,212,38.3,3926939383,141,89.3,,,,bgywqsemj5lsfro2hc77q532t,D. Chatelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741809,17,1,1,1,5,114h4h9ekimxmk95iypp478kk,1,45.6,89.9,2022-11-26T13:31:46.712Z,2022-11-26T13:31:53Z,3926939677,213,5.9,3926939669,140,76.0,3926939671,141,71.7,3926939667,56,Center,3926939673,212,34.2,3926939679,1,,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741831,18,1,1,1,12,114h4h9ekimxmk95iypp478kk,1,50.7,85,2022-11-26T13:31:53.241Z,2022-11-26T13:34:57Z,3926939761,141,77.9,3926939757,56,Center,3926939759,140,77.6,3926946061,210,15,3926939765,213,6.1,3926939763,212,28.7,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741833,19,15,1,1,13,114h4h9ekimxmk95iypp478kk,1,90.3,69.6,2022-11-26T13:31:54.441Z,2022-11-26T13:34:58Z,3926945447,20,,3926946157,233,13,3926946097,102,49.9,3926946089,29,,3926946107,147,52.3,3926946093,55,18,3926939771,22,,3926946105,146,99.0,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,3926946099,103,17.7,3926946103,391,3926946087,78,3926939775,56,Center,3926939773,64,3926946101,214,,,,,,,,,,,,,
2487741821,13,10,1,1,13,dgpni8xwxjhgekjmg0m8bb6nv,1,4.7,41,2022-11-26T13:31:54.541Z,2022-11-26T13:34:36Z,3926941313,389,,3926939715,182,,3926945475,233,19,3926939717,56,Back,3926941311,174,,,,,,,,,,,7iuwrwcupehj978vpf8sep591,R. Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741835,14,49,1,1,15,dgpni8xwxjhgekjmg0m8bb6nv,1,20.2,37.1,2022-11-26T13:31:56.909Z,2022-11-26T13:31:57Z,,,,,,,,,,,,,,,,,,,,,,,,,c99gqg4cu9eqy5yu8fga71vit,L. Condon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741847,15,1,1,1,16,dgpni8xwxjhgekjmg0m8bb6nv,1,20.8,36.9,2022-11-26T13:31:57.341Z,2022-11-26T13:31:59Z,3926939889,141,40.0,3926939885,56,Back,3926939891,212,9.6,3926939893,213,0.2,3926939887,140,29.7,,,,,,,,,,c99gqg4cu9eqy5yu8fga71vit,L. Condon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741869,16,1,1,1,18,dgpni8xwxjhgekjmg0m8bb6nv,1,30.9,39.1,2022-11-26T13:31:59.181Z,2022-11-26T13:32:02Z,3926939987,212,18.0,3926939981,56,Back,3926939983,140,48.0,3926939985,141,36.4,3926939989,213,6.2,,,,,,,,,,9r0t3f2nw0d1a17c9onvjgd05,S. Tandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741883,17,1,1,1,21,dgpni8xwxjhgekjmg0m8bb6nv,1,48.1,36,2022-11-26T13:32:02.365Z,2022-11-26T13:32:04Z,3926940049,141,25.9,3926940051,212,12.1,3926940043,56,Back,3926940053,213,3.7,3926940047,140,38.6,,,,,,,,,,ds4tjev271co53fycw64y4kfe,F. Komé,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741913,18,1,1,1,23,dgpni8xwxjhgekjmg0m8bb6nv,1,38.4,25.8,2022-11-26T13:32:04.781Z,2022-11-26T13:32:10Z,3926940229,213,5.2,3926940221,56,Back,3926940227,212,17.1,3926940225,141,3.5,3926940223,140,45.9,,,,,,,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741951,19,1,1,1,29,dgpni8xwxjhgekjmg0m8bb6nv,1,41.8,14.4,2022-11-26T13:32:10.669Z,2022-11-26T13:32:14Z,3926940421,213,5.8,3926940419,212,19.4,3926940413,56,Right,3926940415,140,58.0,3926940417,141,0.8,,,,,,,,,,b062pdmskviwqwzf5dckoffmd,L. Bourgouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741957,20,1,1,1,33,dgpni8xwxjhgekjmg0m8bb6nv,0,57.6,1.1,2022-11-26T13:32:14.653Z,2022-11-26T13:32:15Z,3926940461,56,Back,3926940469,213,2.7,3926940463,140,44.7,3926940465,141,9.4,3926940467,212,14.7,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741987,20,50,1,1,37,114h4h9ekimxmk95iypp478kk,1,56.3,89.2,2022-11-26T13:32:18.521Z,2022-11-26T13:32:21Z,3926940717,233,21,3926940603,56,Left,3926940605,286,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487741999,21,7,1,1,37,dgpni8xwxjhgekjmg0m8bb6nv,0,43.7,10.8,2022-11-26T13:32:18.522Z,2022-11-26T13:32:21Z,3926940681,285,,3926940679,56,Back,3926940691,233,20,,,,,,,,,,,,,,,,c99gqg4cu9eqy5yu8fga71vit,L. Condon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742003,21,61,1,1,40,114h4h9ekimxmk95iypp478kk,1,56.4,92.1,2022-11-26T13:32:21.544Z,2022-11-26T13:32:21Z,3926940709,56,Left,,,,,,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742009,22,5,1,1,40,dgpni8xwxjhgekjmg0m8bb6nv,1,45.8,-1.6,2022-11-26T13:32:21.741Z,2022-11-26T13:32:23Z,3926940725,56,Back,3926940729,347,,3926940769,233,22,,,,,,,,,,,,,,,,c99gqg4cu9eqy5yu8fga71vit,L. Condon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742017,22,5,1,1,40,114h4h9ekimxmk95iypp478kk,0,54.2,101.6,2022-11-26T13:32:21.741Z,2022-11-26T13:35:35Z,3926940787,233,22,3926940745,347,,3926940741,56,Left,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742055,23,1,1,1,45,dgpni8xwxjhgekjmg0m8bb6nv,0,46.1,0,2022-11-26T13:32:26.813Z,2022-11-26T13:32:29Z,3926940985,1,,3926940983,213,0.2,3926940977,140,68.7,3926940979,141,6.8,3926940975,56,Right,3926940973,107,,3926940981,212,24.4,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742069,23,1,1,1,47,114h4h9ekimxmk95iypp478kk,1,31.2,93.2,2022-11-26T13:32:29.112Z,2022-11-26T13:32:31Z,3926941053,140,40.9,3926941055,141,76.4,3926941059,213,5.4,3926941049,3,,3926941057,212,15.3,3926941051,56,Back,,,,,,,bgywqsemj5lsfro2hc77q532t,D. Chatelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742071,24,49,1,1,49,114h4h9ekimxmk95iypp478kk,1,40.9,76.4,2022-11-26T13:32:31.049Z,2022-11-26T13:32:31Z,,,,,,,,,,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742083,25,1,1,1,50,114h4h9ekimxmk95iypp478kk,1,40.9,76.4,2022-11-26T13:32:31.289Z,2022-11-26T13:32:32Z,3926941103,213,1.6,3926941099,141,92.1,3926941095,56,Back,3926941097,140,40.7,3926941101,212,10.7,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742093,26,1,1,1,51,114h4h9ekimxmk95iypp478kk,1,40.7,92.1,2022-11-26T13:32:32.505Z,2022-11-26T13:32:35Z,3926941147,141,74.5,3926941151,213,4.5,3926941143,56,Back,3926941145,140,37.8,3926941149,212,12.3,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742105,27,1,1,1,54,114h4h9ekimxmk95iypp478kk,1,36.9,69.4,2022-11-26T13:32:35.625Z,2022-11-26T13:32:38Z,3926941177,140,30.1,3926941183,213,4.4,3926941175,56,Back,3926941181,212,26.3,3926941179,141,32.2,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742117,28,1,1,1,56,114h4h9ekimxmk95iypp478kk,1,30.9,28.3,2022-11-26T13:32:38.136Z,2022-11-26T13:32:41Z,3926941259,212,13.8,3926941253,56,Back,3926941255,140,39.0,3926941261,213,5.4,3926941257,141,12.3,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742127,29,1,1,2,0,114h4h9ekimxmk95iypp478kk,1,41.3,9.7,2022-11-26T13:32:41.753Z,2022-11-26T13:32:44Z,3926941329,212,9.8,3926941327,141,23.9,3926941331,213,1.7,3926941325,140,39.9,3926941323,56,Back,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742145,30,1,1,2,3,114h4h9ekimxmk95iypp478kk,0,42.9,24.6,2022-11-26T13:32:44.376Z,2022-11-26T13:32:46Z,3926941441,56,Center,3926941447,212,42.3,3926941449,213,0.8,3926941439,155,,3926941443,140,70.3,3926941445,141,70.2,3926941451,1,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742165,24,1,1,2,6,dgpni8xwxjhgekjmg0m8bb6nv,0,27.7,25.2,2022-11-26T13:32:47.366Z,2022-11-26T13:32:52Z,3926941547,140,43.1,3926941551,212,16.4,3926941545,56,Back,3926941543,3,,3926941549,141,20.9,3926941553,213,6.1,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742189,31,1,1,2,11,114h4h9ekimxmk95iypp478kk,1,61.2,75.7,2022-11-26T13:32:52.936Z,2022-11-26T13:32:54Z,3926941689,212,13.2,3926941691,213,0.7,3926941685,140,70.8,3926941683,56,Left,3926941687,141,88.3,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742207,32,2,1,2,13,114h4h9ekimxmk95iypp478kk,1,70.8,88.3,2022-11-26T13:32:54.249Z,2022-11-26T13:32:57Z,3926941771,141,90.5,3926941769,140,88.8,3926941765,7,9gugnyggxqnc9fijivw8fvq39,3926941767,56,Left,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742209,25,55,1,2,13,dgpni8xwxjhgekjmg0m8bb6nv,1,24.9,27.1,2022-11-26T13:32:54.250Z,2022-11-26T13:35:39Z,,,,,,,,,,,,,,,,,,,,,,,,,9r0t3f2nw0d1a17c9onvjgd05,S. Tandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742389,26,1,1,2,45,dgpni8xwxjhgekjmg0m8bb6nv,0,20.4,26.5,2022-11-26T13:33:26.990Z,2022-11-26T13:33:31Z,3926942855,5,,3926942863,140,68.5,3926942865,141,21.5,3926942871,1,,3926942869,213,6.2,3926942859,241,,3926942867,212,50.6,3926942857,157,,7iuwrwcupehj978vpf8sep591,R. Munich,,3926942861,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2487742433,33,1,1,2,51,114h4h9ekimxmk95iypp478kk,0,29.3,65.5,2022-11-26T13:33:32.376Z,2022-11-26T13:33:37Z,3926943145,3,,3926943151,141,72.3,3926943149,140,36.6,3926943147,56,Back,3926943153,212,9.0,3926943155,213,0.5,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742431,27,49,1,2,55,dgpni8xwxjhgekjmg0m8bb6nv,1,63.4,20.1,2022-11-26T13:33:36.350Z,2022-11-26T13:33:45Z,,,,,,,,,,,,,,,,,,,,,,,,,c99gqg4cu9eqy5yu8fga71vit,L. Condon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742449,28,1,1,2,56,dgpni8xwxjhgekjmg0m8bb6nv,0,60.2,1.4,2022-11-26T13:33:37.917Z,2022-11-26T13:33:42Z,3926943229,141,4.0,3926943233,213,1.0,3926943227,140,61.4,3926943225,56,Right,3926943231,212,2.2,,,,,,,,,,c99gqg4cu9eqy5yu8fga71vit,L. Condon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742505,34,61,1,2,57,114h4h9ekimxmk95iypp478kk,1,38,91.4,2022-11-26T13:33:38.479Z,2022-11-26T13:34:20Z,3926943385,56,Back,,,,,,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
