id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/13/value,qualifier/15/value
2472825913,581,44,2,53,1,e5hsx8fzufp57tv4oehbz0qht,1,56.2,27.3,2022-10-16T11:53:47.178Z,2022-10-16T11:54:31Z,3848507027,286,,3848507025,56,Center,3848507149,233,409,,,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472825933,409,44,2,53,1,114h4h9ekimxmk95iypp478kk,0,43.8,72.7,2022-10-16T11:53:47.179Z,2022-10-16T11:53:50Z,3848507171,233,581,3848507111,285,,3848507109,56,Back,,,,,,,,,,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472825923,582,1,2,53,2,e5hsx8fzufp57tv4oehbz0qht,0,53.3,21.9,2022-10-16T11:53:48.173Z,2022-10-16T11:53:48Z,3848507067,140,55.5,3848507069,141,21.8,3848507073,213,6.3,3848507065,56,Center,3848507063,3,,3848507071,212,2.3,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472825949,410,61,2,53,2,114h4h9ekimxmk95iypp478kk,1,38.4,67.3,2022-10-16T11:53:48.778Z,2022-10-16T11:53:50Z,3848507201,56,Back,,,,,,,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472825975,411,1,2,53,4,114h4h9ekimxmk95iypp478kk,1,58.2,66.9,2022-10-16T11:53:50.377Z,2022-10-16T11:53:53Z,3848507335,56,Back,3848507339,141,37.1,3848507341,212,25.3,3848507337,140,43.7,3848507343,213,4.1,,,,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826019,412,1,2,53,5,114h4h9ekimxmk95iypp478kk,1,43.7,37.1,2022-10-16T11:53:51.482Z,2022-10-16T11:53:58Z,3848507559,213,5.5,3848507549,155,,3848507555,141,8.2,3848507551,56,Right,3848507557,212,26.6,3848507553,140,60.8,,,,,,,84qomd74wlfrd9lpost35p4wk,M. Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826021,413,61,2,53,10,114h4h9ekimxmk95iypp478kk,0,60.7,6.1,2022-10-16T11:53:56.329Z,2022-10-16T11:53:58Z,3848507563,56,Right,,,,,,,,,,,,,,,,,,,,,,ae68tqogc2yplitpd1yixky22,J. Karličić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826029,414,5,2,53,11,114h4h9ekimxmk95iypp478kk,0,59.6,-1.5,2022-10-16T11:53:57.257Z,2022-10-16T11:54:00Z,3848507607,56,Right,3848507609,347,,3848507691,233,583,,,,,,,,,,,,,,,,ae68tqogc2yplitpd1yixky22,J. Karličić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826037,583,5,2,53,11,e5hsx8fzufp57tv4oehbz0qht,1,40.4,101.5,2022-10-16T11:53:57.257Z,2022-10-16T11:55:22Z,3848507621,56,Back,3848507677,233,414,3848507623,347,,,,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826191,584,1,2,53,24,e5hsx8fzufp57tv4oehbz0qht,1,32.4,100,2022-10-16T11:54:10.900Z,2022-10-16T11:54:12Z,3848508315,107,,3848508323,212,14.2,3848508321,141,92.6,3848508319,140,44.6,3848508325,213,5.8,3848508317,56,Back,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826255,585,1,2,53,26,e5hsx8fzufp57tv4oehbz0qht,1,44.6,92.6,2022-10-16T11:54:12.622Z,2022-10-16T11:54:18Z,3848508607,141,74.1,3848508601,168,,3848508603,56,Center,3848508597,3,,3848508611,213,5.3,3848508609,212,14.7,3848508605,140,51.9,,,,ct4fyrkcvk3i01xiz1wpsyuw9,M. Malard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826275,586,1,2,53,32,e5hsx8fzufp57tv4oehbz0qht,1,45.3,60.3,2022-10-16T11:54:18.515Z,2022-10-16T11:54:21Z,3848508735,213,4.6,3848508727,56,Back,3848508729,140,42.3,3848508733,212,31.6,3848508731,141,14.0,,,,,,,,,,6ywkny98b9qzuvhqxwn9l0ogl,L. Horan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826307,587,1,2,53,35,e5hsx8fzufp57tv4oehbz0qht,1,41.2,15,2022-10-16T11:54:21.516Z,2022-10-16T11:54:24Z,3848508869,212,18.4,3848508867,141,38.8,3848508871,213,2.1,3848508865,140,32.9,3848508863,56,Back,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826315,588,1,2,53,38,e5hsx8fzufp57tv4oehbz0qht,1,32.9,39.4,2022-10-16T11:54:24.132Z,2022-10-16T11:54:25Z,3848508911,141,50.1,3848508909,140,42.5,3848508913,212,12.4,3848508907,56,Back,3848508915,213,0.6,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826347,589,1,2,53,39,e5hsx8fzufp57tv4oehbz0qht,1,43.2,50.4,2022-10-16T11:54:25.412Z,2022-10-16T11:54:29Z,3848509139,213,1.4,3848509125,56,Back,3848509131,140,45.4,3848509137,212,12.1,3848509135,141,67.9,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826373,590,1,2,53,42,e5hsx8fzufp57tv4oehbz0qht,1,49,78.5,2022-10-16T11:54:28.948Z,2022-10-16T11:54:31Z,3848509239,213,1.0,3848509237,212,15.0,3848509231,56,Left,3848509233,140,57.1,3848509235,141,96.6,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826401,591,1,2,53,45,e5hsx8fzufp57tv4oehbz0qht,1,54.1,96.9,2022-10-16T11:54:31.252Z,2022-10-16T11:54:34Z,3848509375,213,4.4,3848509367,56,Back,3848509373,212,19.4,3848509369,140,48.1,3848509371,141,69.9,,,,,,,,,,ct4fyrkcvk3i01xiz1wpsyuw9,M. Malard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826435,592,1,2,53,48,e5hsx8fzufp57tv4oehbz0qht,1,48.8,80.5,2022-10-16T11:54:34.028Z,2022-10-16T11:54:36Z,3848509529,212,12.7,3848509527,141,97.5,3848509531,213,1.1,3848509525,140,53.8,3848509523,56,Left,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826445,593,1,2,53,50,e5hsx8fzufp57tv4oehbz0qht,0,53.8,97.5,2022-10-16T11:54:36.387Z,2022-10-16T11:54:36Z,3848509575,212,6.8,3848509573,141,88.3,3848509569,56,Left,3848509577,213,5.1,3848509571,140,56.4,,,,,,,,,,ct4fyrkcvk3i01xiz1wpsyuw9,M. Malard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826481,415,61,2,53,51,114h4h9ekimxmk95iypp478kk,1,30.2,32.8,2022-10-16T11:54:37.081Z,2022-10-16T11:54:38Z,3848509731,56,Back,,,,,,,,,,,,,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826519,416,61,2,53,52,114h4h9ekimxmk95iypp478kk,0,31.7,32.4,2022-10-16T11:54:38.761Z,2022-10-16T11:54:40Z,3848509911,56,Back,,,,,,,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826579,594,1,2,53,56,e5hsx8fzufp57tv4oehbz0qht,1,68.6,58.1,2022-10-16T11:54:42.667Z,2022-10-16T11:54:44Z,3848510161,140,69.0,3848510167,212,12.1,3848510163,141,40.3,3848510171,213,4.7,3848510159,56,Center,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826587,595,43,2,53,58,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2022-10-16T11:54:44.124Z,2022-10-16T11:54:52Z,3848510637,144,61,3848510201,56,Center,,,,,,,,,,,,,,,,,,,6ywkny98b9qzuvhqxwn9l0ogl,L. Horan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826627,596,1,2,54,0,e5hsx8fzufp57tv4oehbz0qht,1,69,40.3,2022-10-16T11:54:46.380Z,2022-10-16T11:54:47Z,3848510377,141,51.5,3848510373,56,Center,3848510379,212,12.2,3848510381,213,0.7,3848510375,140,78.1,,,,,,,,,,6ywkny98b9qzuvhqxwn9l0ogl,L. Horan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826655,597,1,2,54,1,e5hsx8fzufp57tv4oehbz0qht,1,78.1,51.5,2022-10-16T11:54:47.419Z,2022-10-16T11:54:50Z,3848510529,212,8.7,3848510527,141,42.8,3848510531,213,5.5,3848510525,140,84.2,3848510523,56,Center,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826661,598,61,2,54,4,e5hsx8fzufp57tv4oehbz0qht,0,84.2,42.8,2022-10-16T11:54:50.084Z,2022-10-16T11:54:50Z,3848510557,56,Center,,,,,,,,,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826685,417,49,2,54,5,114h4h9ekimxmk95iypp478kk,1,5.8,57.5,2022-10-16T11:54:51.401Z,2022-10-16T11:54:53Z,,,,,,,,,,,,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826727,418,12,2,54,7,114h4h9ekimxmk95iypp478kk,1,3,57.9,2022-10-16T11:54:53.097Z,2022-10-16T11:54:55Z,3848510805,140,3.7,3848510803,56,Back,3848510825,167,,3848510807,141,100.0,3848510811,213,1.5,3848510809,212,29.4,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826731,419,5,2,54,7,114h4h9ekimxmk95iypp478kk,0,9.1,101.6,2022-10-16T11:54:53.485Z,2022-10-16T11:55:22Z,3848510819,347,,3848510817,56,Back,3848510857,233,599,,,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826697,599,5,2,54,7,e5hsx8fzufp57tv4oehbz0qht,1,90.9,-1.6,2022-10-16T11:54:53.485Z,2022-10-16T11:54:56Z,3848510691,347,,3848510689,56,Right,3848510841,233,419,,,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826781,600,1,2,54,10,e5hsx8fzufp57tv4oehbz0qht,1,85.6,0,2022-10-16T11:54:56.227Z,2022-10-16T11:54:59Z,3848511027,56,Right,3848511035,213,0.6,3848511029,140,94.8,3848511033,212,11.4,3848511025,107,,3848511031,141,6.8,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826815,601,1,2,54,12,e5hsx8fzufp57tv4oehbz0qht,1,94,7.9,2022-10-16T11:54:58.883Z,2022-10-16T11:55:02Z,3848511205,212,9.7,3848511199,56,Right,3848511203,141,2.6,3848511201,140,85.4,3848511207,213,3.5,,,,,,,,,,15ueea8j21zale5d23rifkct1,J. Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826821,602,1,2,54,16,e5hsx8fzufp57tv4oehbz0qht,0,86.5,2.6,2022-10-16T11:55:02.556Z,2022-10-16T11:55:03Z,3848511247,56,Center,3848511251,141,42.4,3848511243,2,,3848511253,212,27.3,3848511249,140,89.7,3848511245,155,,3848511255,213,1.4,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826831,420,12,2,54,17,114h4h9ekimxmk95iypp478kk,1,12.4,62.7,2022-10-16T11:55:03.264Z,2022-10-16T11:55:12Z,3848511321,212,13.4,3848511335,15,,3848511319,141,66.3,3848511315,140,24.9,3848511325,213,0.2,3848511313,56,Back,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826853,603,13,2,54,18,e5hsx8fzufp57tv4oehbz0qht,1,81.3,41.4,2022-10-16T11:55:04.099Z,2022-10-16T11:55:27Z,3848511833,215,,3848511829,102,39.0,3848511827,81,,3848511409,22,,3848511595,20,,3848511413,56,Center,3848511841,458,,3848511831,103,59.7,6ywkny98b9qzuvhqxwn9l0ogl,L. Horan,,3848511837,108,,3848511849,231,3848511411,18,3848511845,230,97.2,3848511839,328,,,,,,,,,,,,,,,,,,,48.6,,
2472826863,421,5,2,54,19,114h4h9ekimxmk95iypp478kk,1,-1.7,63,2022-10-16T11:55:05.448Z,2022-10-16T11:55:23Z,3848511463,346,,3848511493,233,604,3848511461,56,Back,,,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472826867,604,5,2,54,19,e5hsx8fzufp57tv4oehbz0qht,0,101.7,37,2022-10-16T11:55:05.448Z,2022-10-16T11:55:23Z,3848511523,233,421,3848511477,56,Center,3848511479,346,,,,,,,,,,,,,,,,,6ywkny98b9qzuvhqxwn9l0ogl,L. Horan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827147,422,1,2,54,41,114h4h9ekimxmk95iypp478kk,1,5.1,40,2022-10-16T11:55:27.290Z,2022-10-16T11:55:32Z,3848512795,212,40.0,3848512787,124,,3848512803,74,,3848512799,1,,3848512793,141,32.4,3848512791,140,42.9,3848512797,213,6.2,3848512789,56,Back,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827149,423,44,2,54,44,114h4h9ekimxmk95iypp478kk,1,43,14.8,2022-10-16T11:55:30.425Z,2022-10-16T11:55:40Z,3848512841,233,605,3848512809,56,Back,3848512811,285,,,,,,,,,,,,,,,,,84qomd74wlfrd9lpost35p4wk,M. Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827153,605,44,2,54,44,e5hsx8fzufp57tv4oehbz0qht,0,57,85.2,2022-10-16T11:55:30.426Z,2022-10-16T11:55:40Z,3848512815,56,Left,3848512853,233,423,3848512817,286,,,,,,,,,,,,,,,,,ct4fyrkcvk3i01xiz1wpsyuw9,M. Malard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827169,424,1,2,54,44,114h4h9ekimxmk95iypp478kk,0,39,29.1,2022-10-16T11:55:30.539Z,2022-10-16T11:55:40Z,3848512901,212,9.4,3848512895,56,Back,3848512893,168,,3848512903,213,5.4,3848512899,141,18.8,3848512891,3,,3848512897,140,45.0,,,,84qomd74wlfrd9lpost35p4wk,M. Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827173,606,8,2,54,47,e5hsx8fzufp57tv4oehbz0qht,1,54.2,94.5,2022-10-16T11:55:33.573Z,2022-10-16T11:55:33Z,3848512923,56,Left,,,,,,,,,,,,,,,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827199,425,5,2,54,48,114h4h9ekimxmk95iypp478kk,1,26.2,-1.8,2022-10-16T11:55:34.457Z,2022-10-16T11:55:38Z,3848513025,56,Back,3848513069,233,607,3848513027,347,,,,,,,,,,,,,,,,,84qomd74wlfrd9lpost35p4wk,M. Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827185,607,5,2,54,48,e5hsx8fzufp57tv4oehbz0qht,0,73.8,101.8,2022-10-16T11:55:34.457Z,2022-10-16T11:55:39Z,3848512967,347,,3848513095,233,425,3848512965,56,Left,,,,,,,,,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827319,426,1,2,54,57,114h4h9ekimxmk95iypp478kk,0,33.3,0,2022-10-16T11:55:43.160Z,2022-10-16T11:55:45Z,3848513561,141,4.6,3848513555,107,,3848513563,212,8.2,3848513559,140,40.0,3848513565,213,0.5,3848513557,56,Back,,,,,,,ae68tqogc2yplitpd1yixky22,J. Karličić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827373,427,4,2,55,1,114h4h9ekimxmk95iypp478kk,1,43,4.4,2022-10-16T11:55:47.401Z,2022-10-16T11:55:50Z,3848513807,152,,3848513803,13,,3848513823,233,608,3848513811,286,,3848513809,265,,3848513805,56,Back,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827359,608,4,2,55,1,e5hsx8fzufp57tv4oehbz0qht,0,57,95.6,2022-10-16T11:55:47.402Z,2022-10-16T11:56:46Z,3848513755,56,Left,3848513761,285,,3848513749,13,,3848513759,265,,3848513851,233,427,3848513757,152,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827655,428,1,2,55,23,114h4h9ekimxmk95iypp478kk,0,39.8,4.7,2022-10-16T11:56:09.496Z,2022-10-16T11:56:12Z,3848515133,212,28.2,3848515129,140,63.8,3848515125,152,,3848515131,141,23.3,3848515121,5,,3848515127,56,Center,3848515135,213,0.5,3848515123,155,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827675,609,49,2,55,27,e5hsx8fzufp57tv4oehbz0qht,1,45.7,74.4,2022-10-16T11:56:13.844Z,2022-10-16T11:56:14Z,,,,,,,,,,,,,,,,,,,,,,,,,6ywkny98b9qzuvhqxwn9l0ogl,L. Horan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827741,610,1,2,55,28,e5hsx8fzufp57tv4oehbz0qht,1,45.6,74.2,2022-10-16T11:56:14.772Z,2022-10-16T11:56:18Z,3848515447,213,0.9,3848515441,140,50.6,3848515445,212,8.2,3848515443,141,83.5,3848515439,56,Left,,,,,,,,,,6ywkny98b9qzuvhqxwn9l0ogl,L. Horan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827747,611,61,2,55,32,e5hsx8fzufp57tv4oehbz0qht,0,54,91.5,2022-10-16T11:56:18.331Z,2022-10-16T11:56:18Z,3848515481,56,Left,,,,,,,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827761,429,49,2,55,32,114h4h9ekimxmk95iypp478kk,1,37.6,7.7,2022-10-16T11:56:18.362Z,2022-10-16T11:56:20Z,,,,,,,,,,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827833,430,1,2,55,33,114h4h9ekimxmk95iypp478kk,1,37.6,7.7,2022-10-16T11:56:19.016Z,2022-10-16T11:56:27Z,3848515813,212,8.5,3848515811,141,17.7,3848515809,140,42.4,3848515815,213,0.9,3848515807,56,Back,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827837,431,4,2,55,39,114h4h9ekimxmk95iypp478kk,1,45.2,14.8,2022-10-16T11:56:25.033Z,2022-10-16T11:56:52Z,3848515827,13,,3848515835,286,,3848515831,152,,3848515933,233,612,3848515829,56,Back,3848515833,265,,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827857,612,4,2,55,39,e5hsx8fzufp57tv4oehbz0qht,0,54.8,85.2,2022-10-16T11:56:25.034Z,2022-10-16T11:56:52Z,3848515915,285,,3848515903,56,Left,3848515901,13,,3848515907,152,,3848515943,233,431,3848515911,265,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827967,432,1,2,55,42,114h4h9ekimxmk95iypp478kk,1,41.4,19.4,2022-10-16T11:56:28.713Z,2022-10-16T11:56:39Z,3848516411,140,30.4,3848516417,213,1.9,3848516409,56,Back,3848516413,141,64.5,3848516405,5,,3848516463,189,,3848516407,152,,3848516415,212,32.8,84qomd74wlfrd9lpost35p4wk,M. Seguin,,3848516423,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827993,433,1,2,55,51,114h4h9ekimxmk95iypp478kk,0,30.4,64.5,2022-10-16T11:56:37.737Z,2022-10-16T11:56:40Z,3848516537,140,63.2,3848516543,213,5.7,3848516571,189,,3848516541,212,40.0,3848516533,155,,3848516539,141,34.5,3848516545,1,,3848516535,56,Center,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472827997,613,49,2,55,54,e5hsx8fzufp57tv4oehbz0qht,1,43.2,77.9,2022-10-16T11:56:40.822Z,2022-10-16T11:56:41Z,3848516601,189,,,,,,,,,,,,,,,,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472828069,614,1,2,55,57,e5hsx8fzufp57tv4oehbz0qht,1,53.7,71.1,2022-10-16T11:56:43.019Z,2022-10-16T11:56:47Z,3848516917,140,56.2,3848516927,212,11.4,3848516923,141,54.8,3848516913,56,Center,3848516931,213,4.9,,,,,,,,,,f30p9xqwupzhhiitqubpi79bd,S. Bacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472828087,434,45,2,56,1,114h4h9ekimxmk95iypp478kk,0,33,38.4,2022-10-16T11:56:47.268Z,2022-10-16T11:56:49Z,3848517033,233,615,3848516985,285,,3848516983,56,Back,,,,,,,,,,,,,,,,84qomd74wlfrd9lpost35p4wk,M. Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472828075,615,3,2,56,1,e5hsx8fzufp57tv4oehbz0qht,1,67,61.6,2022-10-16T11:56:47.268Z,2022-10-16T11:56:49Z,3848516953,56,Center,3848516955,286,,3848517017,233,434,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472828097,435,45,2,56,1,114h4h9ekimxmk95iypp478kk,0,31,33.4,2022-10-16T11:56:47.957Z,2022-10-16T11:56:55Z,3848517051,285,,3848517049,56,Back,3848517285,233,616,,,,,,,,,,,,,,,,c03fkophg1op7oov8hj7egx78,L. Autin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472828147,616,3,2,56,1,e5hsx8fzufp57tv4oehbz0qht,1,69,66.6,2022-10-16T11:56:47.957Z,2022-10-16T11:56:54Z,3848517253,286,,3848517269,233,435,3848517251,56,Center,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472828173,617,1,2,56,7,e5hsx8fzufp57tv4oehbz0qht,1,64.4,66,2022-10-16T11:56:53.900Z,2022-10-16T11:56:56Z,3848517359,56,Center,3848517363,141,41.9,3848517365,212,19.6,3848517367,213,4.1,3848517361,140,54.2,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472828217,618,1,2,56,10,e5hsx8fzufp57tv4oehbz0qht,1,55.2,35.1,2022-10-16T11:56:56.435Z,2022-10-16T11:57:01Z,3848517595,213,5.3,3848517593,212,25.7,3848517585,140,68.9,3848517583,56,Right,3848517589,141,3.8,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472828251,619,1,2,56,15,e5hsx8fzufp57tv4oehbz0qht,0,79.2,3.7,2022-10-16T11:57:01.150Z,2022-10-16T11:57:16Z,3848517773,155,,3848517777,140,90.1,3848517775,56,Center,3848517783,213,1.0,3848517781,212,22.0,3848517779,141,31.3,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472828257,620,43,2,56,18,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2022-10-16T11:57:04.747Z,2022-10-16T11:57:17Z,3848518557,144,61,3848517795,56,Center,,,,,,,,,,,,,,,,,,,15ueea8j21zale5d23rifkct1,J. Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472828419,436,4,2,56,21,114h4h9ekimxmk95iypp478kk,1,9.5,69.4,2022-10-16T11:57:07.011Z,2022-10-16T11:57:24Z,3848518587,56,Back,3848518591,152,,3848518997,233,621,3848518585,10,,3848518593,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472828291,621,4,2,56,21,e5hsx8fzufp57tv4oehbz0qht,0,90.5,30.6,2022-10-16T11:57:07.012Z,2022-10-16T11:57:24Z,3848517979,286,,3848518753,10,,3848517975,152,,3848519017,233,436,3848517973,56,Center,,,,,,,,,,15ueea8j21zale5d23rifkct1,J. Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
