id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/13/value,qualifier/15/value
2472769845,5,1,1,0,40,114h4h9ekimxmk95iypp478kk,0,11.5,63.6,2022-10-16T10:45:21.249Z,2022-10-16T10:45:27Z,3848231149,56,Center,3848231159,1,,3848231155,212,45.0,3848231145,157,,3848231157,213,0.1,3848231151,140,54.1,3848231147,198,,3848231153,141,71.1,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472769871,12,61,1,0,48,e5hsx8fzufp57tv4oehbz0qht,1,44.4,25.8,2022-10-16T10:45:29.409Z,2022-10-16T10:45:29Z,3848231309,56,Back,,,,,,,,,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472769881,13,49,1,0,49,e5hsx8fzufp57tv4oehbz0qht,1,27.2,11.1,2022-10-16T10:45:30.232Z,2022-10-16T10:45:30Z,,,,,,,,,,,,,,,,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472769895,14,1,1,0,49,e5hsx8fzufp57tv4oehbz0qht,1,27.2,11.1,2022-10-16T10:45:30.377Z,2022-10-16T10:45:31Z,3848231419,213,1.9,3848231415,141,37.4,3848231417,212,19.0,3848231411,56,Back,3848231413,140,21.1,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472769903,15,1,1,0,50,e5hsx8fzufp57tv4oehbz0qht,1,20.9,37.6,2022-10-16T10:45:31.568Z,2022-10-16T10:45:32Z,3848231465,141,67.3,3848231463,140,25.0,3848231461,56,Back,3848231467,212,20.6,3848231469,213,1.4,,,,,,,,,,8f25wup5nyqxwx27pmtxth51x,C. Endler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770015,16,1,1,0,58,e5hsx8fzufp57tv4oehbz0qht,1,33.5,51.2,2022-10-16T10:45:38.792Z,2022-10-16T10:45:41Z,3848232005,213,5.1,3848231999,140,43.8,3848232003,212,31.9,3848231997,56,Back,3848232001,141,7.1,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770077,17,1,1,1,0,e5hsx8fzufp57tv4oehbz0qht,1,43.8,6.5,2022-10-16T10:45:41.232Z,2022-10-16T10:45:49Z,3848232317,140,33.6,3848232315,56,Back,3848232323,213,2.5,3848232319,141,19.2,3848232321,212,13.8,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770085,18,1,1,1,8,e5hsx8fzufp57tv4oehbz0qht,1,46.4,36,2022-10-16T10:45:49.465Z,2022-10-16T10:45:50Z,3848232387,212,13.0,3848232381,140,57.7,3848232389,213,5.9,3848232379,56,Center,3848232385,141,28.2,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770099,19,1,1,1,9,e5hsx8fzufp57tv4oehbz0qht,1,57.7,28.2,2022-10-16T10:45:50.312Z,2022-10-16T10:45:52Z,3848232479,140,51.9,3848232481,141,34.6,3848232483,212,7.5,3848232477,56,Center,3848232485,213,2.5,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770109,20,1,1,1,11,e5hsx8fzufp57tv4oehbz0qht,0,52.3,34.5,2022-10-16T10:45:51.761Z,2022-10-16T10:45:52Z,3848232531,141,32.1,3848232527,56,Center,3848232529,140,59.2,3848232533,212,7.4,3848232535,213,6.1,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770117,6,49,1,1,11,114h4h9ekimxmk95iypp478kk,1,35.8,70,2022-10-16T10:45:52.046Z,2022-10-16T10:45:53Z,,,,,,,,,,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770165,7,1,1,1,13,114h4h9ekimxmk95iypp478kk,0,36.1,69.6,2022-10-16T10:45:54.155Z,2022-10-16T10:45:58Z,3848232855,141,93.3,3848232859,213,0.4,3848232863,1,,3848232849,155,,3848232853,140,68.9,3848232851,56,Left,3848232857,212,38.0,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770171,21,49,1,1,17,e5hsx8fzufp57tv4oehbz0qht,1,23.9,10.7,2022-10-16T10:45:58.289Z,2022-10-16T10:45:58Z,,,,,,,,,,,,,,,,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770213,22,1,1,1,19,e5hsx8fzufp57tv4oehbz0qht,1,24.5,11.9,2022-10-16T10:45:59.696Z,2022-10-16T10:46:02Z,3848233065,213,1.5,3848233057,56,Back,3848233059,140,24.9,3848233063,212,9.1,3848233061,141,25.3,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770263,23,1,1,1,21,e5hsx8fzufp57tv4oehbz0qht,1,27.5,28.3,2022-10-16T10:46:02.241Z,2022-10-16T10:46:07Z,3848233333,212,24.1,3848233329,140,27.0,3848233331,141,63.7,3848233335,213,1.6,3848233327,56,Back,,,,,,,,,,el2jrhon9i915qbjdgi96uru2,A. Sombath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770309,24,1,1,1,26,e5hsx8fzufp57tv4oehbz0qht,1,35.2,52.8,2022-10-16T10:46:07.456Z,2022-10-16T10:46:11Z,3848233539,213,5.7,3848233537,212,13.5,3848233531,56,Back,3848233535,141,41.2,3848233533,140,45.6,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770411,25,1,1,1,30,e5hsx8fzufp57tv4oehbz0qht,1,44,29.7,2022-10-16T10:46:11.426Z,2022-10-16T10:46:20Z,3848234049,141,2.5,3848234055,1,,3848234045,56,Right,3848234051,212,54.0,3848234047,140,92.3,3848234053,213,5.9,3848234043,155,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770433,26,1,1,1,39,e5hsx8fzufp57tv4oehbz0qht,1,92.8,15.5,2022-10-16T10:46:20.001Z,2022-10-16T10:46:40Z,3848234617,154,,3848234195,212,15.6,3848234197,213,2.4,3848234191,140,82.2,3848234615,210,13,3848234189,56,Center,3848234193,141,31.6,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770441,27,13,1,1,40,e5hsx8fzufp57tv4oehbz0qht,1,82.2,31.6,2022-10-16T10:46:21.633Z,2022-10-16T10:46:40Z,3848234639,29,,3848234649,103,13.9,3848234635,120,,3848234653,230,96.5,3848234233,22,,3848234637,73,,3848234641,154,,3848234647,102,60.8,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,3848234655,231,45.1,3848234235,18,3848234361,20,3848234643,55,26,3848234237,56,Center,3848234651,328,,,,,,,,,,,,,,,,,,
2472770443,8,5,1,1,41,114h4h9ekimxmk95iypp478kk,1,-1.6,32.6,2022-10-16T10:46:22.142Z,2022-10-16T10:46:36Z,3848234261,346,,3848234259,56,Back,3848234311,233,28,,,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770449,28,5,1,1,41,e5hsx8fzufp57tv4oehbz0qht,0,101.6,67.4,2022-10-16T10:46:22.142Z,2022-10-16T10:47:03Z,3848234285,346,,3848234283,56,Center,3848235085,233,8,,,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770755,9,1,1,2,4,114h4h9ekimxmk95iypp478kk,0,3.9,58.1,2022-10-16T10:46:45.001Z,2022-10-16T10:46:51Z,3848235803,212,42.2,3848235799,140,43.1,3848235801,141,72.0,3848235807,1,,3848235795,124,,3848235805,213,0.2,3848235797,56,Back,3848235811,74,,alr6k5xokhqe1xi6a5kdyj7x1,M. Chavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770751,29,44,1,2,8,e5hsx8fzufp57tv4oehbz0qht,1,56.8,24.8,2022-10-16T10:46:49.128Z,2022-10-16T10:46:52Z,3848235891,233,10,3848235779,56,Center,3848235781,286,,,,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770759,10,44,1,2,8,114h4h9ekimxmk95iypp478kk,0,43.2,75.2,2022-10-16T10:46:49.129Z,2022-10-16T10:46:52Z,3848235895,233,29,3848235831,285,,3848235829,56,Back,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770763,30,1,1,2,8,e5hsx8fzufp57tv4oehbz0qht,1,57.1,21.5,2022-10-16T10:46:49.514Z,2022-10-16T10:52:10Z,3848235863,141,20.4,3848235859,56,Right,3848235861,140,72.4,3848235867,213,6.2,3848235857,3,,3848235865,212,16.1,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770779,31,44,1,2,10,e5hsx8fzufp57tv4oehbz0qht,1,69.2,25.2,2022-10-16T10:46:51.491Z,2022-10-16T10:46:55Z,3848236091,233,11,3848235913,56,Center,3848235921,286,,,,,,,,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770807,11,44,1,2,10,114h4h9ekimxmk95iypp478kk,0,30.8,74.8,2022-10-16T10:46:51.492Z,2022-10-16T10:46:55Z,3848236077,285,,3848236075,56,Back,3848236141,233,31,,,,,,,,,,,,,,,,c03fkophg1op7oov8hj7egx78,L. Autin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770787,32,1,1,2,11,e5hsx8fzufp57tv4oehbz0qht,0,72.4,20.4,2022-10-16T10:46:51.667Z,2022-10-16T10:46:52Z,3848235959,212,8.4,3848235949,3,,3848235961,213,6.1,3848235955,140,80.2,3848235957,141,18.0,3848235951,168,,3848235953,56,Right,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770821,12,49,1,2,13,114h4h9ekimxmk95iypp478kk,1,28,86.5,2022-10-16T10:46:54.009Z,2022-10-16T10:46:55Z,,,,,,,,,,,,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770883,13,1,1,2,18,114h4h9ekimxmk95iypp478kk,0,21.3,94.8,2022-10-16T10:46:58.712Z,2022-10-16T10:47:07Z,3848236425,212,2.1,3848236457,233,33,3848236461,286,,3848236455,236,,3848236423,141,93.3,3848236419,56,Back,3848236427,213,5.8,3848236421,140,23.1,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770853,33,74,1,2,18,e5hsx8fzufp57tv4oehbz0qht,1,79.7,2.9,2022-10-16T10:46:58.713Z,2022-10-16T10:47:01Z,3848236465,233,13,3848236297,56,Right,3848236299,285,,,,,,,,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770905,14,5,1,2,19,114h4h9ekimxmk95iypp478kk,1,20.9,101.4,2022-10-16T10:46:59.706Z,2022-10-16T10:47:35Z,3848236563,347,,3848236567,233,34,3848236561,56,Back,,,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770873,34,5,1,2,19,e5hsx8fzufp57tv4oehbz0qht,0,79.1,-1.4,2022-10-16T10:46:59.706Z,2022-10-16T10:47:35Z,3848236365,56,Right,3848236577,233,14,3848236367,347,,,,,,,,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770971,15,1,1,2,25,114h4h9ekimxmk95iypp478kk,1,23.3,100,2022-10-16T10:47:05.955Z,2022-10-16T10:47:09Z,3848236939,107,,3848236943,140,29.3,3848236945,141,91.2,3848236949,213,5.5,3848236941,56,Back,3848236947,212,9.2,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770977,16,50,1,2,27,114h4h9ekimxmk95iypp478kk,1,28.1,89,2022-10-16T10:47:07.721Z,2022-10-16T10:47:11Z,3848237053,233,35,3848236969,56,Back,3848236971,285,,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472770991,35,7,1,2,27,e5hsx8fzufp57tv4oehbz0qht,0,71.9,11,2022-10-16T10:47:07.722Z,2022-10-16T10:47:11Z,3848237043,233,16,3848237033,286,,3848237029,56,Right,,,,,,,,,,,,,,,,41gek0vcr4hcrc5hg6zk4am3u,V. Becho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472771025,17,61,1,2,28,114h4h9ekimxmk95iypp478kk,1,30.8,80.3,2022-10-16T10:47:08.796Z,2022-10-16T12:36:03Z,3848237195,56,Back,,,,,,,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472771007,36,49,1,2,30,e5hsx8fzufp57tv4oehbz0qht,1,71.5,17.7,2022-10-16T10:47:11.586Z,2022-10-16T10:47:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472771017,37,1,1,2,31,e5hsx8fzufp57tv4oehbz0qht,1,71.5,17.7,2022-10-16T10:47:11.730Z,2022-10-16T10:47:56Z,3848237161,141,10.4,3848237159,140,60.3,3848237163,212,12.8,3848237165,213,3.5,3848237157,56,Right,,,,,,,,,,3c765kc3b4cmgie0qf84jh1hx,A. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472771037,38,1,1,2,31,e5hsx8fzufp57tv4oehbz0qht,1,60.3,10.4,2022-10-16T10:47:12.386Z,2022-10-16T10:47:14Z,3848237241,140,67.0,3848237247,213,1.1,3848237245,212,14.8,3848237243,141,29.5,3848237239,56,Center,,,,,,,,,,d8ypulxmosy9ulp0imw6avo5,I. Jauréna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472771041,39,1,1,2,33,e5hsx8fzufp57tv4oehbz0qht,1,67,30.3,2022-10-16T10:47:13.954Z,2022-10-16T10:47:15Z,3848237265,140,78.8,3848237263,56,Center,3848237271,213,6.0,3848237267,141,25.6,3848237269,212,12.8,,,,,,,,,,6ywkny98b9qzuvhqxwn9l0ogl,L. Horan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472771053,40,1,1,2,34,e5hsx8fzufp57tv4oehbz0qht,0,78.8,25.6,2022-10-16T10:47:14.922Z,2022-10-16T10:47:16Z,3848237319,56,Right,3848237327,213,4.0,3848237321,140,71.0,3848237325,212,11.9,3848237323,141,12.9,,,,,,,,,,7jux9gpb11yfbl8jj32n0zil1,E. Le Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472771101,18,49,1,2,37,114h4h9ekimxmk95iypp478kk,1,32.8,90.2,2022-10-16T10:47:18.579Z,2022-10-16T10:47:20Z,,,,,,,,,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472771105,19,50,1,2,37,114h4h9ekimxmk95iypp478kk,1,30.6,91,2022-10-16T10:47:18.626Z,2022-10-16T10:47:22Z,3848237503,56,Back,3848237585,233,41,3848237505,285,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
