id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2465164735,7,1,1,0,11,2w4xxgpg4t4h5b3yl74egastz,0,65.8,22.7,2022-09-30T19:00:30.809Z,2022-09-30T19:00:32Z,3807619775,212,17.8,3807619777,213,5.0,3807619773,141,0.0,3807619771,140,71.4,3807619769,56,Right,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,
2465164751,5,5,1,0,13,114h4h9ekimxmk95iypp478kk,1,29,102,2022-09-30T19:00:32.851Z,2022-09-30T19:24:22Z,3807619865,56,Back,3807619867,347,,3807619871,233,8,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2465164737,8,5,1,0,13,2w4xxgpg4t4h5b3yl74egastz,0,71,-2,2022-09-30T19:00:32.851Z,2022-09-30T19:00:36Z,3807619785,347,,3807619783,56,Right,3807619875,233,5,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,
2465164823,6,1,1,0,24,114h4h9ekimxmk95iypp478kk,1,29.4,100,2022-09-30T19:00:43.277Z,2022-09-30T19:00:46Z,3807620195,140,32.4,3807620191,107,,3807620193,56,Back,3807620201,213,5.0,3807620197,141,87.1,3807620199,212,10.5,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2465164827,7,61,1,0,27,114h4h9ekimxmk95iypp478kk,0,32.4,87.1,2022-09-30T19:00:46.318Z,2022-09-30T19:00:46Z,3807620223,56,Back,,,,,,,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,
2465164843,9,1,1,0,28,2w4xxgpg4t4h5b3yl74egastz,0,62.6,24.4,2022-09-30T19:00:47.801Z,2022-09-30T19:00:48Z,3807620283,212,5.9,3807620279,141,25.5,3807620285,213,0.1,3807620275,140,68.2,3807620271,56,Center,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,
2465164891,8,1,1,0,28,114h4h9ekimxmk95iypp478kk,1,30.6,83.8,2022-09-30T19:00:48.045Z,2022-09-30T19:00:52Z,3807620503,213,4.3,3807620501,212,18.9,3807620495,56,Back,3807620497,140,24.2,3807620499,141,57.8,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,
2465164927,9,1,1,0,33,114h4h9ekimxmk95iypp478kk,1,24,40.9,2022-09-30T19:00:52.861Z,2022-09-30T19:00:56Z,3807620685,56,Back,3807620687,140,26.9,3807620693,213,4.9,3807620691,212,14.7,3807620689,141,19.8,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,
2465164945,10,1,1,0,36,114h4h9ekimxmk95iypp478kk,1,26.9,19.8,2022-09-30T19:00:56.121Z,2022-09-30T19:00:58Z,3807620795,140,37.0,3807620793,56,Back,3807620801,213,5.5,3807620797,141,4.7,3807620799,212,14.8,,,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,
2465164947,11,1,1,0,38,114h4h9ekimxmk95iypp478kk,0,37,4.7,2022-09-30T19:00:58.125Z,2022-09-30T19:00:58Z,3807620807,56,Back,3807620815,213,2.0,3807620809,140,34.7,3807620813,212,5.9,3807620811,141,12.6,,,,,,,,,,bc1b4tkrsx8xsdqtoj198tg16,Amanda Gutierres,,,,,,,,,,,,,,,,,,,,,,,,,
2465165007,12,1,1,0,42,114h4h9ekimxmk95iypp478kk,0,31.7,11.1,2022-09-30T19:01:01.982Z,2022-09-30T19:01:03Z,3807621151,212,23.9,3807621153,213,6.2,3807621149,141,8.6,3807621147,140,54.4,3807621145,56,Right,3807621143,155,,,,,,,,elbn5tbmbvbk8x7oxl2maia6s,M. Haelewyn,,,,,,,,,,,,,,,,,,,,,,,,,
2465165023,10,44,1,0,45,2w4xxgpg4t4h5b3yl74egastz,1,43,90.8,2022-09-30T19:01:04.457Z,2022-09-30T19:01:06Z,3807621377,233,13,3807621239,285,,3807621237,56,Back,,,,,,,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,
2465165041,13,44,1,0,45,114h4h9ekimxmk95iypp478kk,0,57,9.2,2022-09-30T19:01:04.458Z,2022-09-30T19:01:06Z,3807621381,233,10,3807621331,286,,3807621329,56,Right,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,
2465165081,11,1,1,0,45,2w4xxgpg4t4h5b3yl74egastz,1,40.4,90.3,2022-09-30T19:01:04.889Z,2022-09-30T19:01:09Z,3807621529,3,,3807621535,140,50.5,3807621531,56,Left,3807621543,213,6.1,3807621541,212,10.9,3807621539,141,86.9,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,
2465165083,12,50,1,0,49,2w4xxgpg4t4h5b3yl74egastz,1,50.4,83.6,2022-09-30T19:01:08.747Z,2022-09-30T19:01:10Z,3807621607,233,14,3807621547,56,Left,3807621549,286,,,,,,,,,,,,,,,,,ao9cgwud5le6r07itko3j4y51,C. Boureille,,,,,,,,,,,,,,,,,,,,,,,,,
2465165087,14,7,1,0,49,114h4h9ekimxmk95iypp478kk,1,49.6,16.4,2022-09-30T19:01:08.748Z,2022-09-30T19:01:10Z,3807621569,233,12,3807621555,56,Back,3807621557,285,,,,,,,,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,
2465165091,15,49,1,0,50,114h4h9ekimxmk95iypp478kk,1,53.2,18.5,2022-09-30T19:01:09.709Z,2022-09-30T19:01:10Z,,,,,,,,,,,,,,,,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,
2465165103,16,1,1,0,50,114h4h9ekimxmk95iypp478kk,0,54.5,19.7,2022-09-30T19:01:09.981Z,2022-09-30T19:01:11Z,3807621639,56,Back,3807621643,141,49.6,3807621641,140,48.4,3807621645,212,21.3,3807621647,213,1.9,,,,,,,,,,b0badx1gx15s9wo6ly8z1rl61,A. Lardez,,,,,,,,,,,,,,,,,,,,,,,,,
2465165115,13,8,1,0,53,2w4xxgpg4t4h5b3yl74egastz,1,58.2,48.2,2022-09-30T19:01:12.281Z,2022-09-30T19:01:12Z,3807621705,56,Center,,,,,,,,,,,,,,,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,
2465165121,14,49,1,0,53,2w4xxgpg4t4h5b3yl74egastz,1,58,45.2,2022-09-30T19:01:12.842Z,2022-09-30T19:01:12Z,,,,,,,,,,,,,,,,,,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,
2465165151,15,1,1,0,53,2w4xxgpg4t4h5b3yl74egastz,1,58,45.2,2022-09-30T19:01:12.844Z,2022-09-30T19:01:15Z,3807621863,56,Back,3807621871,141,42.5,3807621875,212,13.3,3807621867,140,45.5,3807621879,213,3.3,,,,,,,,,,7xb0niqg08hrxk8i2nq8zvfth,N. Mondésir,,,,,,,,,,,,,,,,,,,,,,,,,
2465165153,16,50,1,0,55,2w4xxgpg4t4h5b3yl74egastz,1,50.6,34.2,2022-09-30T19:01:14.572Z,2022-09-30T19:01:16Z,3807622025,233,17,3807621889,286,,3807621887,56,Center,,,,,,,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,
2465165161,17,7,1,0,55,114h4h9ekimxmk95iypp478kk,0,49.4,65.8,2022-09-30T19:01:14.573Z,2022-09-30T19:01:16Z,3807621991,233,16,3807621915,285,,3807621913,56,Back,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,
2465165239,17,4,1,0,59,2w4xxgpg4t4h5b3yl74egastz,1,50.9,29.8,2022-09-30T19:01:19.101Z,2022-09-30T19:01:21Z,3807622327,286,,3807622319,13,,3807622337,233,18,3807622321,295,,3807622323,56,Center,3807622325,152,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,
2465165237,18,4,1,0,59,114h4h9ekimxmk95iypp478kk,0,49.1,70.2,2022-09-30T19:01:19.102Z,2022-09-30T19:01:22Z,3807622353,233,17,3807622305,13,,3807622307,295,,3807622309,56,Back,3807622313,285,,3807622311,152,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,
2465165331,18,1,1,1,10,2w4xxgpg4t4h5b3yl74egastz,1,57.9,28.3,2022-09-30T19:01:30.026Z,2022-09-30T19:01:32Z,3807622869,56,Right,3807622867,152,,3807622877,213,4.8,3807622865,5,,3807622873,141,4.0,3807622871,140,59.5,3807622875,212,16.6,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,
2465165345,19,1,1,1,13,2w4xxgpg4t4h5b3yl74egastz,1,59.4,5.3,2022-09-30T19:01:32.458Z,2022-09-30T19:01:34Z,3807622957,56,Center,3807622959,140,60.2,3807622965,213,1.5,3807622963,212,13.8,3807622961,141,25.6,,,,,,,,,,2by52fw1zojghjkbe3cj1yjmd,D. Škorvánková,,,,,,,,,,,,,,,,,,,,,,,,,
2465165371,20,1,1,1,15,2w4xxgpg4t4h5b3yl74egastz,0,60.2,25.6,2022-09-30T19:01:34.313Z,2022-09-30T19:01:37Z,3807623109,213,5.7,3807623107,212,16.2,3807623105,141,13.4,3807623103,140,73.5,3807623101,56,Right,,,,,,,,,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,
2465165403,19,49,1,1,20,114h4h9ekimxmk95iypp478kk,1,20.7,88,2022-09-30T19:01:39.822Z,2022-09-30T19:01:39Z,,,,,,,,,,,,,,,,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,
2465165419,20,1,1,1,20,114h4h9ekimxmk95iypp478kk,1,20.7,88,2022-09-30T19:01:39.885Z,2022-09-30T19:01:41Z,3807623351,213,2.6,3807623347,141,92.6,3807623349,212,5.8,3807623343,56,Back,3807623345,140,16.0,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,
2465165435,21,1,1,1,21,114h4h9ekimxmk95iypp478kk,1,16,92.6,2022-09-30T19:01:40.957Z,2022-09-30T19:01:41Z,3807623417,141,88.3,3807623419,212,7.3,3807623421,213,5.9,3807623413,56,Back,3807623415,140,22.4,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2465165449,22,1,1,1,22,114h4h9ekimxmk95iypp478kk,0,22.4,88.3,2022-09-30T19:01:41.771Z,2022-09-30T19:01:42Z,3807623487,212,49.5,3807623491,1,,3807623489,213,5.9,3807623485,141,59.7,3807623483,140,65.8,3807623481,56,Center,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,
2465165483,21,49,1,1,27,2w4xxgpg4t4h5b3yl74egastz,1,33.9,45.8,2022-09-30T19:01:46.330Z,2022-09-30T19:01:46Z,,,,,,,,,,,,,,,,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,
2465165509,22,1,1,1,27,2w4xxgpg4t4h5b3yl74egastz,1,33.9,45.8,2022-09-30T19:01:46.362Z,2022-09-30T19:01:48Z,3807623759,213,0.1,3807623755,141,51.0,3807623757,212,25.3,3807623751,56,Center,3807623753,140,57.8,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,
2465165517,23,1,1,1,29,2w4xxgpg4t4h5b3yl74egastz,1,57.8,51,2022-09-30T19:01:48.810Z,2022-09-30T19:01:51Z,3807623777,140,29.0,3807623775,56,Back,3807623781,212,30.3,3807623783,213,3.1,3807623779,141,52.7,,,,,,,,,,dll89ri6yl7ufipj37pyfmzmd,C. Bilbault,,,,,,,,,,,,,,,,,,,,,,,,,
2465165543,24,1,1,1,31,2w4xxgpg4t4h5b3yl74egastz,1,27.3,52.5,2022-09-30T19:01:50.906Z,2022-09-30T19:01:53Z,3807623879,56,Back,3807623883,141,11.4,3807623881,140,26.6,3807623887,213,4.7,3807623885,212,28.0,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,
2465165557,25,1,1,1,34,2w4xxgpg4t4h5b3yl74egastz,1,28.7,13.5,2022-09-30T19:01:53.834Z,2022-09-30T19:01:56Z,3807623989,141,50.7,3807623993,213,1.9,3807623991,212,26.8,3807623987,140,20.2,3807623985,56,Back,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,
2465165597,26,1,1,1,37,2w4xxgpg4t4h5b3yl74egastz,1,20.4,50,2022-09-30T19:01:56.185Z,2022-09-30T19:01:59Z,3807624171,141,11.1,3807624173,212,27.0,3807624175,213,4.9,3807624169,140,25.7,3807624167,56,Back,,,,,,,,,,7n7ebty9p63lyd49l0jcs1z9x,L. Gevitz,,,,,,,,,,,,,,,,,,,,,,,,,
2465165603,27,1,1,1,39,2w4xxgpg4t4h5b3yl74egastz,0,28,9.1,2022-09-30T19:01:59.130Z,2022-09-30T19:01:59Z,3807624189,56,Back,3807624195,212,15.2,3807624187,155,,3807624193,141,12.9,3807624191,140,42.3,3807624197,213,0.2,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,
2465165621,23,8,1,1,41,114h4h9ekimxmk95iypp478kk,1,62.5,90.8,2022-09-30T19:02:00.622Z,2022-09-30T19:02:01Z,3807624311,56,Left,,,,,,,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2465165643,24,49,1,1,43,114h4h9ekimxmk95iypp478kk,1,73.2,66.7,2022-09-30T19:02:02.206Z,2022-09-30T19:02:02Z,,,,,,,,,,,,,,,,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,
2465165697,25,1,1,1,43,114h4h9ekimxmk95iypp478kk,1,73.2,66.7,2022-09-30T19:02:02.284Z,2022-09-30T19:02:06Z,3807624653,213,4.5,3807624641,140,70.7,3807624645,141,46.0,3807624637,56,Center,3807624649,212,14.3,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,
2465165701,26,3,1,1,47,114h4h9ekimxmk95iypp478kk,0,75.2,52.4,2022-09-30T19:02:06.237Z,2022-09-30T19:02:09Z,3807624679,286,,3807624677,56,Center,3807624805,233,28,,,,,,,,,,,,,,,,9gugnyggxqnc9fijivw8fvq39,M. Garbino,,,,,,,,,,,,,,,,,,,,,,,,,
2465165719,28,7,1,1,47,2w4xxgpg4t4h5b3yl74egastz,0,24.8,47.6,2022-09-30T19:02:06.238Z,2022-09-30T19:02:09Z,3807624779,56,Back,3807624781,285,,3807624787,233,26,,,,,,,,,,,,,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,
2465165729,27,1,1,1,49,114h4h9ekimxmk95iypp478kk,0,74,60.6,2022-09-30T19:02:08.701Z,2022-09-30T19:02:09Z,3807624835,212,25.3,3807624837,213,4.9,3807624829,140,77.8,3807624833,141,23.9,3807624825,56,Center,,,,,,,,,,4y78x1atris45m06oqr7axbzd,M. Cardia,,,,,,,,,,,,,,,,,,,,,,,,,
2465165787,29,1,1,1,51,2w4xxgpg4t4h5b3yl74egastz,0,21.2,63.1,2022-09-30T19:02:11.105Z,2022-09-30T19:02:53Z,3807625127,140,33.5,3807625131,212,27.7,3807625133,213,5.2,3807625129,141,27.0,3807625135,1,,3807625123,157,,3807625125,56,Back,,,,19awb0feelm6k12ooavqb5621,O. Deslandes,,,,,,,,,,,,,,,,,,,,,,,,,
2465165821,28,1,1,1,52,114h4h9ekimxmk95iypp478kk,1,68.7,49.7,2022-09-30T19:02:11.582Z,2022-09-30T19:02:18Z,3807625345,213,0.9,3807625337,56,Left,3807625343,212,39.4,3807625341,141,94.7,3807625339,140,92.4,3807625347,1,,3807625335,155,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,
2465165833,29,1,1,1,59,114h4h9ekimxmk95iypp478kk,0,84.2,89.6,2022-09-30T19:02:18.637Z,2022-09-30T19:02:19Z,3807625417,56,Center,3807625419,140,90.1,3807625415,155,,3807625413,2,,3807625423,212,22.5,3807625421,141,57.8,3807625425,213,5.0,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
2465165909,30,12,1,2,3,2w4xxgpg4t4h5b3yl74egastz,1,7.5,37.4,2022-09-30T19:02:23.145Z,2022-09-30T19:02:24Z,3807625771,213,5.9,3807625769,212,20.2,3807625765,140,25.6,3807625767,141,27.3,3807625763,56,Back,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,
2465165917,31,49,1,2,5,2w4xxgpg4t4h5b3yl74egastz,1,24.6,27,2022-09-30T19:02:24.858Z,2022-09-30T19:02:25Z,,,,,,,,,,,,,,,,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,
2465166023,32,1,1,2,5,2w4xxgpg4t4h5b3yl74egastz,1,24.6,27,2022-09-30T19:02:24.939Z,2022-09-30T19:02:32Z,3807626303,213,3.8,3807626301,212,14.1,3807626295,56,Back,3807626297,140,14.3,3807626299,141,13.8,,,,,,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,
2465166027,33,1,1,2,11,2w4xxgpg4t4h5b3yl74egastz,0,13.8,2.9,2022-09-30T19:02:30.994Z,2022-09-30T19:02:51Z,3807626327,141,3.8,3807626737,286,,3807626333,213,0.2,3807626331,212,3.9,3807626325,140,17.5,3807626321,56,Back,3807626733,233,30,3807626731,236,,6yh4l888isxggjgd4a6p4ss0l,M. Torrent,,,,,,,,,,,,,,,,,,,,,,,,,
2465166019,30,74,1,2,11,114h4h9ekimxmk95iypp478kk,1,84.8,97.1,2022-09-30T19:02:30.995Z,2022-09-30T19:24:20Z,3807626749,233,33,3807626287,56,Left,3807626291,285,,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,
