id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId
2460955877,3,61,1,0,15,ad9ip2f3tijbv4nqaayyqqkee,1,65.5,32.8,2022-09-17T12:30:33.043Z,2022-09-17T12:30:33Z,3785311313,56,Center,,,,,,,,,,,,,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460955893,4,49,1,0,16,ad9ip2f3tijbv4nqaayyqqkee,1,65.5,32.8,2022-09-17T12:30:34.324Z,2022-09-17T12:30:34Z,,,,,,,,,,,,,,,,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460955909,5,1,1,0,17,ad9ip2f3tijbv4nqaayyqqkee,1,65.5,32.8,2022-09-17T12:30:34.948Z,2022-09-17T12:30:36Z,3785311465,213,2.5,3785311463,212,10.1,3785311461,141,41.5,3785311459,140,57.7,3785311457,56,Center,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460955919,6,1,1,0,18,ad9ip2f3tijbv4nqaayyqqkee,1,57.2,34.6,2022-09-17T12:30:35.908Z,2022-09-17T12:30:37Z,3785311497,212,21.8,3785311495,141,22.4,3785311493,140,38.0,3785311491,56,Back,3785311499,213,3.5,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460955957,7,1,1,0,19,ad9ip2f3tijbv4nqaayyqqkee,1,38,22.4,2022-09-17T12:30:36.899Z,2022-09-17T12:30:39Z,3785311711,140,46.7,3785311713,141,12.5,3785311717,213,5.6,3785311709,56,Back,3785311715,212,11.3,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460955967,8,61,1,0,21,ad9ip2f3tijbv4nqaayyqqkee,0,46.7,12.5,2022-09-17T12:30:39.283Z,2022-09-17T12:30:39Z,3785311771,56,Back,,,,,,,,,,,,,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956119,9,5,1,0,21,9s9jvki6htleffykj88qcpwpy,1,47.4,101.2,2022-09-17T12:30:39.486Z,2022-09-17T12:30:49Z,3785312557,233,9,3785312539,347,,3785312537,56,Back,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460955973,9,5,1,0,21,ad9ip2f3tijbv4nqaayyqqkee,0,52.6,-1.2,2022-09-17T12:30:39.486Z,2022-09-17T12:35:23Z,3785312571,233,9,3785311797,56,Right,3785311799,347,,,,,,,,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956175,10,1,1,0,31,9s9jvki6htleffykj88qcpwpy,0,46.4,100,2022-09-17T12:30:49.277Z,2022-09-17T12:30:52Z,3785312775,107,,3785312787,1,,3785312777,56,Left,3785312783,212,35.3,3785312781,141,96.2,3785312779,140,79.9,3785312785,213,6.2,,,,8q7yvvg7c3uth4j25m162qq5l,S. Altunkulak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956173,10,49,1,0,34,ad9ip2f3tijbv4nqaayyqqkee,1,16.8,4.3,2022-09-17T12:30:52.660Z,2022-09-17T12:30:52Z,,,,,,,,,,,,,,,,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956249,11,1,1,0,35,ad9ip2f3tijbv4nqaayyqqkee,1,13.5,5.8,2022-09-17T12:30:53.309Z,2022-09-17T12:30:56Z,3785313119,212,17.9,3785313117,141,29.8,3785313121,213,2.0,3785313115,140,6.4,3785313113,56,Back,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956339,12,1,1,0,38,ad9ip2f3tijbv4nqaayyqqkee,1,9.7,32.2,2022-09-17T12:30:56.528Z,2022-09-17T12:31:02Z,3785313573,56,Back,3785313575,140,26.0,3785313581,213,1.0,3785313579,212,30.0,3785313577,141,68.5,,,,,,,,,,88k3tmpcg5ov13cd8b9rxyggl,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956375,13,1,1,0,44,ad9ip2f3tijbv4nqaayyqqkee,1,32.3,71.7,2022-09-17T12:31:02.628Z,2022-09-17T12:31:05Z,3785313771,213,4.7,3785313765,140,31.2,3785313763,56,Back,3785313767,141,35.1,3785313769,212,24.9,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956405,14,1,1,0,47,ad9ip2f3tijbv4nqaayyqqkee,1,31.8,32.1,2022-09-17T12:31:05.460Z,2022-09-17T12:31:07Z,3785313953,213,5.3,3785313951,212,18.7,3785313947,140,41.0,3785313945,56,Back,3785313949,141,8.5,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956473,15,1,1,0,49,ad9ip2f3tijbv4nqaayyqqkee,1,41,8.5,2022-09-17T12:31:07.764Z,2022-09-17T12:31:11Z,3785314275,56,Back,3785314277,140,45.0,3785314283,213,1.2,3785314281,212,12.6,3785314279,141,25.9,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956577,16,1,1,0,53,ad9ip2f3tijbv4nqaayyqqkee,1,46.9,30.6,2022-09-17T12:31:11.396Z,2022-09-17T12:31:17Z,3785314759,56,Back,3785314763,141,62.9,3785314761,140,43.4,3785314765,212,22.3,3785314767,213,1.7,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956657,17,1,1,0,59,ad9ip2f3tijbv4nqaayyqqkee,1,57.5,67.6,2022-09-17T12:31:17.380Z,2022-09-17T12:31:22Z,3785315157,213,4.0,3785315155,212,19.0,3785315151,140,45.4,3785315153,141,46.9,3785315149,56,Back,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956707,18,1,1,1,4,ad9ip2f3tijbv4nqaayyqqkee,1,45.9,36.7,2022-09-17T12:31:21.907Z,2022-09-17T12:31:25Z,3785315407,141,11.3,3785315409,212,19.6,3785315411,213,5.2,3785315405,140,54.7,3785315403,56,Right,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956723,19,1,1,1,7,ad9ip2f3tijbv4nqaayyqqkee,0,56.3,10,2022-09-17T12:31:24.996Z,2022-09-17T12:31:26Z,3785315483,141,7.4,3785315481,140,74.3,3785315479,56,Right,3785315487,213,6.2,3785315485,212,19.0,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956743,11,49,1,1,9,9s9jvki6htleffykj88qcpwpy,1,26.4,94.2,2022-09-17T12:31:27.421Z,2022-09-17T12:31:27Z,,,,,,,,,,,,,,,,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956833,12,1,1,1,13,9s9jvki6htleffykj88qcpwpy,0,39.3,93.5,2022-09-17T12:31:31.260Z,2022-09-17T12:31:34Z,3785315997,141,95.4,3785315999,212,44.4,3785316003,1,,3785316001,213,0.0,3785315995,140,81.6,3785315993,56,Left,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460956849,20,49,1,1,17,ad9ip2f3tijbv4nqaayyqqkee,1,17.8,8.6,2022-09-17T12:31:35.107Z,2022-09-17T12:31:35Z,,,,,,,,,,,,,,,,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957013,21,1,1,1,23,ad9ip2f3tijbv4nqaayyqqkee,1,33.5,23,2022-09-17T12:31:41.172Z,2022-09-17T12:31:44Z,3785316893,56,Back,3785316895,140,45.0,3785316899,141,47.5,3785316905,213,0.9,3785316903,212,20.6,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957091,22,1,1,1,26,ad9ip2f3tijbv4nqaayyqqkee,1,45,47.8,2022-09-17T12:31:44.050Z,2022-09-17T12:31:48Z,3785317291,56,Back,3785317293,140,41.7,3785317295,141,68.7,3785317299,213,1.8,3785317297,212,14.6,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957143,23,1,1,1,30,ad9ip2f3tijbv4nqaayyqqkee,1,42.3,80.8,2022-09-17T12:31:48.515Z,2022-09-17T12:31:52Z,3785317543,140,43.3,3785317541,56,Back,3785317545,141,43.0,3785317547,212,25.7,3785317549,213,4.8,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957191,24,1,1,1,34,ad9ip2f3tijbv4nqaayyqqkee,1,45,37.1,2022-09-17T12:31:52.147Z,2022-09-17T12:31:54Z,3785317773,140,63.0,3785317771,56,Right,3785317775,141,8.6,3785317777,212,27.1,3785317779,213,5.5,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957221,25,1,1,1,37,ad9ip2f3tijbv4nqaayyqqkee,1,64.8,8.2,2022-09-17T12:31:54.849Z,2022-09-17T12:31:59Z,3785317961,212,16.0,3785317963,213,2.2,3785317957,140,55.4,3785317955,56,Center,3785317959,141,26.7,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957275,26,1,1,1,41,ad9ip2f3tijbv4nqaayyqqkee,1,56.4,30.1,2022-09-17T12:31:58.915Z,2022-09-17T12:32:01Z,3785318199,140,42.6,3785318197,56,Back,3785318201,141,32.7,3785318203,212,14.6,3785318205,213,3.0,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957331,27,1,1,1,43,ad9ip2f3tijbv4nqaayyqqkee,1,44.4,32.1,2022-09-17T12:32:01.236Z,2022-09-17T12:32:03Z,3785318453,213,1.4,3785318451,212,16.4,3785318447,140,47.7,3785318445,56,Back,3785318449,141,55.7,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957385,28,1,1,1,45,ad9ip2f3tijbv4nqaayyqqkee,1,53.9,57.6,2022-09-17T12:32:03.780Z,2022-09-17T12:32:06Z,3785318735,140,68.4,3785318731,56,Center,3785318743,213,5.5,3785318741,212,20.7,3785318739,141,36.9,,,,,,,,,,dy5kdca1eobf6mzt3719zfvmd,P. Dudek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957393,29,1,1,1,48,ad9ip2f3tijbv4nqaayyqqkee,0,69.2,36.4,2022-09-17T12:32:06.164Z,2022-09-17T12:32:06Z,3785318799,140,75.4,3785318797,56,Center,3785318801,141,34.3,3785318803,212,6.7,3785318805,213,6.1,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957439,13,49,1,1,51,9s9jvki6htleffykj88qcpwpy,1,25.3,71.5,2022-09-17T12:32:09.389Z,2022-09-17T12:32:09Z,,,,,,,,,,,,,,,,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957465,14,50,1,1,53,9s9jvki6htleffykj88qcpwpy,1,29.6,72.8,2022-09-17T12:32:10.946Z,2022-09-17T12:32:13Z,3785319277,233,30,3785319157,56,Back,3785319159,285,,,,,,,,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957473,30,7,1,1,53,ad9ip2f3tijbv4nqaayyqqkee,1,70.4,27.2,2022-09-17T12:32:10.947Z,2022-09-17T12:32:12Z,3785319189,286,,3785319187,56,Center,3785319255,233,14,,,,,,,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957483,31,49,1,1,53,ad9ip2f3tijbv4nqaayyqqkee,1,67.5,28.2,2022-09-17T12:32:11.763Z,2022-09-17T12:32:12Z,,,,,,,,,,,,,,,,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957557,32,1,1,1,54,ad9ip2f3tijbv4nqaayyqqkee,1,67.5,28.2,2022-09-17T12:32:12.180Z,2022-09-17T12:32:18Z,3785319659,213,5.7,3785319651,56,Right,3785319653,140,83.3,3785319655,141,13.8,3785319657,212,19.3,,,,,,,,,,1j5u2majmm2vnsgxscl9kjzyt,G. Geyoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957577,33,1,1,2,0,ad9ip2f3tijbv4nqaayyqqkee,0,93.3,15.9,2022-09-17T12:32:17.972Z,2022-09-17T12:32:19Z,3785319745,212,6.8,3785319743,141,25.2,3785319741,140,91.0,3785319739,56,Center,3785319735,2,,3785319747,213,1.9,,,,,,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957733,15,61,1,2,5,9s9jvki6htleffykj88qcpwpy,1,2.7,75.3,2022-09-17T12:32:23.296Z,2022-09-17T12:36:39Z,3785320445,56,Back,,,,,,,,,,,,,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957777,16,6,1,2,6,9s9jvki6htleffykj88qcpwpy,0,5.8,75,2022-09-17T12:32:24.788Z,2022-09-17T12:36:59Z,3785320677,73,,3785320675,56,Back,3785320775,233,34,,,,,,,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460957769,34,6,1,2,6,ad9ip2f3tijbv4nqaayyqqkee,1,94.2,25,2022-09-17T12:32:24.788Z,2022-09-17T12:32:28Z,3785320739,233,16,3785320625,75,,3785320623,56,Center,,,,,,,,,,,,,,,,dp5zny5ls8ys3ml75himru4et,K. Diani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958263,35,1,1,2,33,ad9ip2f3tijbv4nqaayyqqkee,0,99.5,0.5,2022-09-17T12:32:51.300Z,2022-09-17T12:32:54Z,3785323045,56,Center,3785323037,2,,3785323043,223,,3785323041,155,,3785323039,6,,3785323055,1,,3785323051,212,38.8,3785323053,213,1.9,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,3785323047,140,86.9,3785323049,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,
2460958291,17,61,1,2,37,9s9jvki6htleffykj88qcpwpy,1,10.1,46.4,2022-09-17T12:32:55.561Z,2022-09-17T12:32:55Z,3785323183,56,Back,,,,,,,,,,,,,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958367,18,12,1,2,41,9s9jvki6htleffykj88qcpwpy,1,14.7,62,2022-09-17T12:32:59.358Z,2022-09-17T12:33:01Z,3785323599,213,0.8,3785323591,56,Back,3785323593,140,26.6,3785323597,212,17.5,3785323595,141,80.0,,,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958381,20,50,1,2,43,9s9jvki6htleffykj88qcpwpy,1,22.3,84.5,2022-09-17T12:33:01.107Z,2022-09-17T12:33:02Z,3785323647,56,Back,3785323669,233,36,3785323649,285,,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958371,36,7,1,2,43,ad9ip2f3tijbv4nqaayyqqkee,0,77.7,15.5,2022-09-17T12:33:01.108Z,2022-09-17T12:33:02Z,3785323653,233,20,3785323607,286,,3785323603,56,Right,,,,,,,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958373,19,49,1,2,43,9s9jvki6htleffykj88qcpwpy,1,27,79.4,2022-09-17T12:33:01.118Z,2022-09-17T12:33:01Z,,,,,,,,,,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958461,21,4,1,2,46,9s9jvki6htleffykj88qcpwpy,1,21.4,87.5,2022-09-17T12:33:04.786Z,2022-09-17T12:33:06Z,3785324087,285,,3785324085,265,,3785324083,152,,3785324081,56,Back,3785324079,13,,3785324125,233,37,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958443,37,4,1,2,46,ad9ip2f3tijbv4nqaayyqqkee,0,78.6,12.5,2022-09-17T12:33:04.787Z,2022-09-17T12:33:07Z,3785324027,286,,3785324019,152,,3785324023,265,,3785324167,233,21,3785324015,56,Right,3785324009,13,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958693,22,1,1,3,2,9s9jvki6htleffykj88qcpwpy,1,24.8,83.8,2022-09-17T12:33:20.013Z,2022-09-17T12:33:22Z,3785325451,189,,3785325431,56,Back,3785325433,140,14.4,3785325429,152,,3785325435,141,28.2,3785325427,5,,3785325441,1,,3785325437,212,39.4,8q7yvvg7c3uth4j25m162qq5l,S. Altunkulak,3785325439,213,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958723,23,1,1,3,5,9s9jvki6htleffykj88qcpwpy,1,14.4,28.2,2022-09-17T12:33:23.679Z,2022-09-17T12:33:26Z,3785325633,140,56.6,3785325631,56,Right,3785325635,141,5.6,3785325629,157,,3785325641,1,,3785325637,212,46.9,3785325639,213,5.9,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
