id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,keyPass,qualifier/14/value
2490083597,6,49,1,0,10,9s9jvki6htleffykj88qcpwpy,1,46.2,91.1,2022-12-10T13:31:18.538Z,2022-12-10T13:31:18Z,,,,,,,,,,,,,,,,,,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083623,7,1,1,0,10,9s9jvki6htleffykj88qcpwpy,1,46.2,91.1,2022-12-10T13:31:18.698Z,2022-12-10T13:31:22Z,3939339307,212,6.7,3939339309,213,4.9,3939339303,140,47.5,3939339301,56,Back,3939339305,141,81.4,,,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083627,8,50,1,0,12,9s9jvki6htleffykj88qcpwpy,1,44.8,80.6,2022-12-10T13:31:20.855Z,2022-12-10T13:31:24Z,3939339377,233,6,3939339315,286,,3939339313,56,Back,,,,,,,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083637,6,7,1,0,12,drnln5nhp7dqype6j3upkoiqp,1,55.2,19.4,2022-12-10T13:31:20.856Z,2022-12-10T13:31:23Z,3939339343,56,Right,3939339371,233,8,3939339345,285,,,,,,,,,,,,,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083641,7,49,1,0,14,drnln5nhp7dqype6j3upkoiqp,1,53.8,24.4,2022-12-10T13:31:22.967Z,2022-12-10T13:31:23Z,,,,,,,,,,,,,,,,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083647,8,1,1,0,14,drnln5nhp7dqype6j3upkoiqp,1,53.8,24.4,2022-12-10T13:31:23.096Z,2022-12-10T13:31:25Z,3939339393,56,Right,3939339397,141,7.1,3939339399,212,13.7,3939339395,140,60.5,3939339401,213,5.3,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083681,9,2,1,0,16,drnln5nhp7dqype6j3upkoiqp,1,61.7,7.7,2022-12-10T13:31:24.984Z,2022-12-10T13:31:29Z,3939339585,56,Right,3939339583,7,5vvgnuyaxp4x7hvzmgkku3pm2,3939339587,140,83.2,3939339589,141,14.1,,,,,,,,,,,,,2k7qjez21ghq91378ecc585w5,L. Teinturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083683,9,55,1,0,16,9s9jvki6htleffykj88qcpwpy,1,24.3,91.4,2022-12-10T13:31:24.985Z,2022-12-10T13:38:19Z,,,,,,,,,,,,,,,,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083737,10,1,1,0,26,9s9jvki6htleffykj88qcpwpy,1,5.2,53.3,2022-12-10T13:31:34.730Z,2022-12-10T13:31:38Z,3939339921,5,,3939339931,212,14.6,3939339925,56,Back,3939339929,141,37.3,3939339927,140,14.5,3939339923,241,,3939339933,213,5.4,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083769,11,1,1,0,29,9s9jvki6htleffykj88qcpwpy,1,22.7,22.5,2022-12-10T13:31:37.978Z,2022-12-10T13:31:42Z,3939340125,212,14.6,3939340101,56,Back,3939340103,140,29.8,3939340127,213,5.2,3939340123,141,4.0,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083777,12,1,1,0,34,9s9jvki6htleffykj88qcpwpy,0,30.1,3.1,2022-12-10T13:31:42.586Z,2022-12-10T13:31:44Z,3939340163,141,2.0,3939340165,212,1.7,3939340161,140,31.6,3939340167,213,5.8,3939340173,195,,3939340159,56,Back,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083793,10,49,1,0,36,drnln5nhp7dqype6j3upkoiqp,1,63.5,94.7,2022-12-10T13:31:44.536Z,2022-12-10T13:31:44Z,,,,,,,,,,,,,,,,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083837,11,1,1,0,36,drnln5nhp7dqype6j3upkoiqp,1,63.5,94.7,2022-12-10T13:31:44.807Z,2022-12-10T13:31:48Z,3939340421,141,96.2,3939340413,56,Left,3939340417,140,70.2,3939340425,212,7.1,3939340429,213,0.1,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083849,12,2,1,0,40,drnln5nhp7dqype6j3upkoiqp,1,68.3,96.9,2022-12-10T13:31:48.360Z,2022-12-10T13:31:50Z,3939340515,56,Left,3939340519,141,93.6,3939340517,140,83.6,3939340513,7,5vvgnuyaxp4x7hvzmgkku3pm2,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083847,13,55,1,0,40,9s9jvki6htleffykj88qcpwpy,1,22.7,4.4,2022-12-10T13:31:48.361Z,2022-12-10T13:38:19Z,,,,,,,,,,,,,,,,,,,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083933,14,1,1,1,0,9s9jvki6htleffykj88qcpwpy,0,16,7.4,2022-12-10T13:32:08.394Z,2022-12-10T13:32:10Z,3939340945,155,,3939340941,5,,3939340953,141,14.0,3939340951,140,45.4,3939340955,212,31.2,3939340949,56,Back,3939340957,213,0.1,3939340947,241,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083937,13,8,1,1,2,drnln5nhp7dqype6j3upkoiqp,1,62.2,85,2022-12-10T13:32:10.796Z,2022-12-10T13:32:10Z,3939340975,56,Left,,,,,,,,,,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083949,14,49,1,1,4,drnln5nhp7dqype6j3upkoiqp,1,55.8,81.2,2022-12-10T13:32:12.984Z,2022-12-10T13:32:13Z,,,,,,,,,,,,,,,,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083961,15,1,1,1,4,drnln5nhp7dqype6j3upkoiqp,1,55.8,81.2,2022-12-10T13:32:13.112Z,2022-12-10T13:32:14Z,3939341097,141,94.7,3939341093,56,Left,3939341099,212,11.8,3939341101,213,0.9,3939341095,140,62.9,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083969,16,1,1,1,5,drnln5nhp7dqype6j3upkoiqp,0,62.9,94.7,2022-12-10T13:32:13.976Z,2022-12-10T13:32:14Z,3939341127,56,Left,3939341133,212,15.0,3939341129,140,76.0,3939341135,213,5.9,3939341131,141,85.9,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083965,15,8,1,1,6,9s9jvki6htleffykj88qcpwpy,1,30.1,11,2022-12-10T13:32:14.268Z,2022-12-10T13:32:14Z,3939341111,56,Back,,,,,,,,,,,,,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083987,16,49,1,1,9,9s9jvki6htleffykj88qcpwpy,1,40.7,8.6,2022-12-10T13:32:17.483Z,2022-12-10T13:32:17Z,,,,,,,,,,,,,,,,,,,,,,,,,ewogcy2itdu7e8vujgkitc0h6,I. Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083991,17,8,1,1,9,drnln5nhp7dqype6j3upkoiqp,1,56.4,91.8,2022-12-10T13:32:17.560Z,2022-12-10T13:32:17Z,3939341221,56,Left,,,,,,,,,,,,,,,,,,,,,,24w5egwdnqme3z091t0e71c2y,M. Revelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083995,17,1,1,1,9,9s9jvki6htleffykj88qcpwpy,0,40.7,8.6,2022-12-10T13:32:17.595Z,2022-12-10T13:32:18Z,3939341243,212,2.5,3939341245,213,2.7,3939341239,140,38.5,3939341241,141,10.1,3939341237,56,Back,,,,,,,,,,ewogcy2itdu7e8vujgkitc0h6,I. Barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084019,18,1,1,1,12,9s9jvki6htleffykj88qcpwpy,1,37,12.3,2022-12-10T13:32:21.066Z,2022-12-10T13:32:23Z,3939341407,141,25.9,3939341405,140,44.6,3939341411,213,0.9,3939341409,212,12.2,3939341403,56,Back,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084039,19,1,1,1,15,9s9jvki6htleffykj88qcpwpy,1,44.1,27.9,2022-12-10T13:32:23.370Z,2022-12-10T13:32:26Z,3939341487,141,60.0,3939341489,212,26.4,3939341483,56,Back,3939341491,213,2.2,3939341485,140,29.9,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084059,20,1,1,1,18,9s9jvki6htleffykj88qcpwpy,1,36,73.3,2022-12-10T13:32:26.618Z,2022-12-10T13:32:30Z,3939341621,140,58.0,3939341619,56,Left,3939341625,212,26.7,3939341623,141,92.9,3939341627,213,0.5,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084079,21,1,1,1,21,9s9jvki6htleffykj88qcpwpy,1,49.3,88,2022-12-10T13:32:30.074Z,2022-12-10T13:32:34Z,3939341763,213,4.4,3939341757,141,69.9,3939341755,140,45.8,3939341753,56,Back,3939341759,212,12.8,,,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084105,22,1,1,1,25,9s9jvki6htleffykj88qcpwpy,1,43.8,60.6,2022-12-10T13:32:34.074Z,2022-12-10T13:32:37Z,3939341887,212,20.6,3939341881,56,Back,3939341885,141,31.6,3939341889,213,4.4,3939341883,140,38.2,,,,,,,,,,50k8dmb17hvqbq37ae3p90aju,S. Champagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084119,23,1,1,1,29,9s9jvki6htleffykj88qcpwpy,0,37.5,28.8,2022-12-10T13:32:37.451Z,2022-12-10T13:32:39Z,3939341965,141,23.9,3939341961,56,Center,3939341963,140,67.9,3939341969,213,6.2,3939341959,155,,3939341971,1,,3939341967,212,32.1,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084147,24,1,1,1,34,9s9jvki6htleffykj88qcpwpy,0,44.3,32.1,2022-12-10T13:32:42.987Z,2022-12-10T13:32:43Z,3939342097,141,25.3,3939342093,56,Back,3939342099,212,5.1,3939342095,140,46.4,3939342101,213,5.2,3939342091,3,,,,,,,,50k8dmb17hvqbq37ae3p90aju,S. Champagnac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084157,18,49,1,1,36,drnln5nhp7dqype6j3upkoiqp,1,60.5,77.3,2022-12-10T13:32:44.808Z,2022-12-10T13:32:44Z,,,,,,,,,,,,,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084183,19,2,1,1,36,drnln5nhp7dqype6j3upkoiqp,1,63.4,78.5,2022-12-10T13:32:45.160Z,2022-12-10T13:32:49Z,3939342231,140,80.9,3939342227,7,5vvgnuyaxp4x7hvzmgkku3pm2,3939342233,141,94.4,3939342229,56,Left,,,,,,,,,,,,,7alrgsdv6ycykqgigqizax39x,M. Léger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084193,25,55,1,1,36,9s9jvki6htleffykj88qcpwpy,1,25.6,14.1,2022-12-10T13:32:45.161Z,2022-12-10T13:38:20Z,,,,,,,,,,,,,,,,,,,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084267,26,1,1,1,53,9s9jvki6htleffykj88qcpwpy,1,26.9,11.9,2022-12-10T13:33:01.659Z,2022-12-10T13:33:06Z,3939342697,213,2.0,3939342687,241,,3939342689,56,Back,3939342693,141,50.0,3939342691,140,14.7,3939342695,212,28.9,3939342685,5,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084277,27,1,1,1,57,9s9jvki6htleffykj88qcpwpy,1,21.2,65.1,2022-12-10T13:33:05.994Z,2022-12-10T13:33:08Z,3939342755,140,25.7,3939342759,212,17.9,3939342753,56,Back,3939342761,213,1.3,3939342757,141,90.5,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084297,28,1,1,1,59,9s9jvki6htleffykj88qcpwpy,1,24.9,91.8,2022-12-10T13:33:07.962Z,2022-12-10T13:33:11Z,3939342879,140,18.3,3939342881,141,71.1,3939342885,213,4.3,3939342877,56,Back,3939342883,212,15.7,,,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084321,29,1,1,2,2,9s9jvki6htleffykj88qcpwpy,1,18.1,68.2,2022-12-10T13:33:10.890Z,2022-12-10T13:33:15Z,3939343017,213,4.1,3939343013,141,46.9,3939343009,56,Back,3939343011,140,7.6,3939343015,212,18.2,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084337,30,1,1,2,7,9s9jvki6htleffykj88qcpwpy,1,11.7,55.2,2022-12-10T13:33:15.723Z,2022-12-10T13:33:18Z,3939343075,140,12.2,3939343073,56,Back,3939343077,141,80.3,3939343081,213,1.5,3939343079,212,17.1,,,,,,,,,,dtl2shnzdg739pkag6fplb42y,M. Sieber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084363,31,1,1,2,10,9s9jvki6htleffykj88qcpwpy,1,13,82.9,2022-12-10T13:33:18.666Z,2022-12-10T13:33:23Z,3939343207,56,Back,3939343213,212,18.7,3939343209,140,29.9,3939343211,141,74.1,3939343215,213,6.0,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084369,32,3,1,2,13,9s9jvki6htleffykj88qcpwpy,0,28.1,73.8,2022-12-10T13:33:22.007Z,2022-12-10T13:33:24Z,3939343225,56,Back,3939343265,233,20,3939343227,285,,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084361,20,7,1,2,13,drnln5nhp7dqype6j3upkoiqp,1,71.9,26.2,2022-12-10T13:33:22.008Z,2022-12-10T13:33:24Z,3939343203,56,Center,3939343247,233,32,3939343205,286,,,,,,,,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084365,21,49,1,2,15,drnln5nhp7dqype6j3upkoiqp,1,70.1,20.6,2022-12-10T13:33:23.447Z,2022-12-10T13:33:23Z,,,,,,,,,,,,,,,,,,,,,,,,,2k7qjez21ghq91378ecc585w5,L. Teinturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084375,22,1,1,2,15,drnln5nhp7dqype6j3upkoiqp,1,70.1,20.6,2022-12-10T13:33:23.655Z,2022-12-10T13:33:25Z,3939343271,140,54.9,3939343275,212,16.3,3939343269,56,Right,3939343277,213,3.4,3939343273,141,15.6,,,,,,,,,,2k7qjez21ghq91378ecc585w5,L. Teinturier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084389,23,1,1,2,16,drnln5nhp7dqype6j3upkoiqp,1,54.9,15.6,2022-12-10T13:33:24.824Z,2022-12-10T13:33:27Z,3939343361,212,19.4,3939343357,140,71.0,3939343363,213,0.5,3939343359,141,29.5,3939343355,56,Center,,,,,,,,,,5d6w6h4s9rfioy07y1rqrmgyy,G. Kazadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084395,24,1,1,2,19,drnln5nhp7dqype6j3upkoiqp,1,72.1,29.8,2022-12-10T13:33:27.463Z,2022-12-10T13:33:29Z,3939343399,140,68.6,3939343403,212,8.2,3939343397,56,Center,3939343405,213,2.0,3939343401,141,40.6,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084397,25,50,1,2,20,drnln5nhp7dqype6j3upkoiqp,1,67.2,37.8,2022-12-10T13:33:29.016Z,2022-12-10T13:33:31Z,3939343487,233,33,3939343411,286,,3939343409,56,Center,,,,,,,,,,,,,,,,1eo54huy053pgofiws2n36s16,N. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084405,33,7,1,2,20,9s9jvki6htleffykj88qcpwpy,0,32.8,62.2,2022-12-10T13:33:29.017Z,2022-12-10T13:33:31Z,3939343451,56,Back,3939343463,233,25,3939343453,285,,,,,,,,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084427,26,1,1,2,27,drnln5nhp7dqype6j3upkoiqp,0,70,17,2022-12-10T13:33:35.720Z,2022-12-10T13:42:42Z,3939343579,141,9.1,3939343581,212,5.4,3939343577,140,69.5,3939343575,56,Right,3939343583,213,4.6,,,,,,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084423,34,61,1,2,28,9s9jvki6htleffykj88qcpwpy,0,30.5,74.7,2022-12-10T13:33:37.163Z,2022-12-10T13:42:38Z,3939343567,56,Back,,,,,,,,,,,,,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
