id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/value
2546371601,6,49,1,0,10,2nnlsjfbcea40t4jeclcbw9lk,1,7.1,87.5,2023-05-09T17:01:35.268Z,2023-05-13T11:08:22Z,,,,,,,,,,,,,,,,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371607,7,1,1,0,12,2nnlsjfbcea40t4jeclcbw9lk,0,6.2,90.6,2023-05-09T17:01:37.332Z,2023-05-09T17:01:37Z,4265082101,56,Back,4265082111,1,,4265082105,141,90.9,4265082107,212,6.9,4265082099,157,,4265082103,140,12.8,4265082109,213,0.0,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371609,6,49,1,0,13,spvvjmk37iid7hsky9g3nce7,1,85.4,8.8,2023-05-09T17:01:38.130Z,2023-05-09T17:01:38Z,,,,,,,,,,,,,,,,,,,,,,,,,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371619,7,1,1,0,15,spvvjmk37iid7hsky9g3nce7,1,89.7,10.6,2023-05-09T17:01:40.137Z,2023-05-09T17:01:41Z,4265082159,140,80.5,4265082163,212,9.7,4265082165,213,3.2,4265082161,141,9.4,4265082157,56,Right,,,,,,,,,,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371623,8,1,1,0,16,spvvjmk37iid7hsky9g3nce7,1,80.4,9.2,2023-05-09T17:01:41.402Z,2023-05-09T17:01:44Z,4265082199,212,13.3,4265082195,140,68.8,4265082197,141,17.1,4265082193,56,Right,4265082201,213,2.7,,,,,,,,,,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371625,9,50,1,0,19,spvvjmk37iid7hsky9g3nce7,1,73.5,16.8,2023-05-09T17:01:44.313Z,2023-05-09T17:01:46Z,4265082229,233,8,4265082205,56,Right,4265082207,286,,,,,,,,,,,,,,,,,akuyf0uf6ev1es1zjhs9fss89,A. Brorsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371629,8,7,1,0,19,2nnlsjfbcea40t4jeclcbw9lk,1,26.5,83.2,2023-05-09T17:01:44.314Z,2023-05-13T11:08:50Z,4265082225,233,9,4272221817,383,,4265082221,56,Back,4265082223,285,,,,,,,,,,,,,,8cdx7aahcxg6be4qiwv9vq39w,V. Đukanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547700729,943,1,1,0,20,2nnlsjfbcea40t4jeclcbw9lk,0,32.1,86.7,2023-05-09T17:01:45.306Z,2023-05-13T11:09:05Z,4272222723,141,92.2,4272222719,56,Back,4272222721,140,18.9,4272222725,212,14.4,4272222727,213,2.9,,,,,,,,,,8cdx7aahcxg6be4qiwv9vq39w,V. Đukanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371633,9,43,1,0,21,2nnlsjfbcea40t4jeclcbw9lk,1,0,0,2023-05-09T17:01:46.452Z,2023-05-09T17:07:31Z,4265082239,285,0,4265082237,56,Back,4265091983,144,7,,,,,,,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371643,10,3,1,0,22,spvvjmk37iid7hsky9g3nce7,1,76.8,10.6,2023-05-09T17:01:46.793Z,2023-05-13T11:09:15Z,4265082329,233,10,4265082297,286,,4265082295,56,Right,4272223275,464,,,,,,,,,,,,,,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371637,10,45,1,0,22,2nnlsjfbcea40t4jeclcbw9lk,0,23.2,89.4,2023-05-09T17:01:46.793Z,2023-05-09T17:01:54Z,4265082259,285,,4265082339,233,10,4265082253,56,Back,,,,,,,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371647,11,4,1,0,25,spvvjmk37iid7hsky9g3nce7,1,77.4,16.6,2023-05-09T17:01:50.243Z,2023-05-09T17:32:41Z,4265082305,56,Right,4265082307,152,,4265082311,286,,4265082303,13,,4265135477,233,11,4265082309,265,,,,,,,,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371685,11,4,1,0,25,2nnlsjfbcea40t4jeclcbw9lk,0,22.6,83.4,2023-05-09T17:01:50.244Z,2023-05-09T17:32:41Z,4265135503,233,11,4265082549,152,,4265082553,285,,4265082551,265,,4265082545,13,,4265082547,56,Back,,,,,,,bntdkaauxt1thtg6ukfs38g0k,A. Demirol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371793,12,1,1,0,57,spvvjmk37iid7hsky9g3nce7,1,78.1,20.7,2023-05-09T17:02:21.994Z,2023-05-13T11:09:30Z,4265083183,152,,4265083179,5,,4265083181,155,,4265083177,2,,4272224233,72,,4272224231,223,,4265083185,56,Center,4265083187,140,90.0,1rkikvibo6lmhhtyfbg21jtp0,N. Persson,4265083191,212,26.9,4265083193,213,1.1,4265083189,141,55.7,,,,,,,,,,,,,,,,,,,,,,,,,
2546371801,13,44,1,0,58,spvvjmk37iid7hsky9g3nce7,1,90.3,55.3,2023-05-09T17:02:23.339Z,2023-05-13T11:09:37Z,4265083231,56,Center,4265083269,233,12,4265083233,286,,,,,,,,,,,,,,,,,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371789,12,44,1,0,58,2nnlsjfbcea40t4jeclcbw9lk,0,9.7,44.7,2023-05-09T17:02:23.340Z,2023-05-13T11:09:40Z,4265083159,56,Back,4265083303,233,13,4265083161,285,,,,,,,,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371805,14,15,1,0,59,spvvjmk37iid7hsky9g3nce7,1,90,55.7,2023-05-09T17:02:23.761Z,2023-05-13T11:09:49Z,4265092387,24,,4265092715,102,52.8,4265092717,103,17.7,4265092393,328,,4265092389,15,,4265092749,233,14,4265083243,17,,4265092719,458,,80s55a7uw8kypoikefwhtdm5m,M. Fenger,4265092713,76,,4265092721,146,98.8,4265083245,56,Center,4265092723,147,53.1,,,,,,,,,,,,,,,,,,,,,,
2546371819,14,10,1,0,59,2nnlsjfbcea40t4jeclcbw9lk,1,1.6,47.6,2023-05-09T17:02:23.861Z,2023-05-13T11:09:57Z,4265083321,178,,4265083325,56,Back,4272226053,378,,4265083323,182,,4265092425,233,14,4265083317,176,,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371813,13,52,1,1,2,2nnlsjfbcea40t4jeclcbw9lk,1,3.1,49,2023-05-09T17:02:26.966Z,2023-05-13T11:10:05Z,4272226645,377,,,,,,,,,,,,,,,,,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371853,15,1,1,1,3,2nnlsjfbcea40t4jeclcbw9lk,1,12.8,36.1,2023-05-09T17:02:28.637Z,2023-05-13T11:10:11Z,4265083523,213,5.5,4265083515,56,Back,4265083517,140,28.8,4265083519,141,10.3,4265083521,212,24.3,4265083513,123,,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371861,16,1,1,1,9,2nnlsjfbcea40t4jeclcbw9lk,1,60.5,5.8,2023-05-09T17:02:33.765Z,2023-05-13T11:10:24Z,4265083577,56,Right,4265083579,140,51.7,4265083583,212,10.1,4265083585,213,2.7,4265083581,141,11.8,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371871,17,1,1,1,11,2nnlsjfbcea40t4jeclcbw9lk,1,55.8,17.4,2023-05-09T17:02:35.996Z,2023-05-13T11:10:35Z,4265083639,56,Back,4265083643,141,33.8,4265083647,213,2.3,4265083645,212,14.8,4265083641,140,46.6,,,,,,,,,,8erbr3ewwl0o6ib0q4r7tmp9m,F. Hammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371877,18,1,1,1,17,2nnlsjfbcea40t4jeclcbw9lk,1,55.7,45.1,2023-05-09T17:02:41.747Z,2023-05-09T17:09:27Z,4265083681,212,21.4,4265083677,140,52.1,4265083675,56,Center,4265083679,141,76.1,4265083683,213,1.7,,,,,,,,,,bntdkaauxt1thtg6ukfs38g0k,A. Demirol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371895,19,1,1,1,18,2nnlsjfbcea40t4jeclcbw9lk,1,52.7,75.4,2023-05-09T17:02:43.420Z,2023-05-13T11:10:51Z,4265083783,212,18.1,4265083779,140,66.1,4265083785,213,0.7,4265083781,141,92.1,4265083777,56,Left,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371913,20,1,1,1,23,2nnlsjfbcea40t4jeclcbw9lk,1,67.9,95.4,2023-05-09T17:02:47.692Z,2023-05-09T17:02:49Z,4265083881,140,55.2,4265083885,212,16.0,4265083887,213,3.7,4265083879,56,Left,4265083883,141,82.3,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371925,21,1,1,1,24,2nnlsjfbcea40t4jeclcbw9lk,1,54.4,87.8,2023-05-09T17:02:49.460Z,2023-05-09T17:02:51Z,4265083943,56,Center,4265083949,212,10.9,4265083947,141,71.8,4265083945,140,54.1,4265083951,213,4.7,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371933,22,1,1,1,26,2nnlsjfbcea40t4jeclcbw9lk,1,47.2,73.3,2023-05-09T17:02:51.429Z,2023-05-09T17:02:53Z,4265083979,141,63.1,4265083983,213,3.9,4265083977,140,40.7,4265083975,56,Back,4265083981,212,9.7,,,,,,,,,,bntdkaauxt1thtg6ukfs38g0k,A. Demirol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371957,23,1,1,1,28,2nnlsjfbcea40t4jeclcbw9lk,1,43.4,54.3,2023-05-09T17:02:53.444Z,2023-05-09T17:02:59Z,4265084113,140,43.8,4265084115,141,29.7,4265084117,212,16.7,4265084111,56,Back,4265084119,213,4.7,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546371977,24,1,1,1,34,2nnlsjfbcea40t4jeclcbw9lk,1,52.3,32.8,2023-05-09T17:02:59.549Z,2023-05-09T17:03:02Z,4265084249,140,43.9,4265084255,213,1.9,4265084247,56,Back,4265084251,141,68.8,4265084253,212,26.0,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372021,25,1,1,1,37,2nnlsjfbcea40t4jeclcbw9lk,1,47.9,65.4,2023-05-09T17:03:02.413Z,2023-05-09T17:03:09Z,4265084479,141,93.2,4265084483,213,1.0,4265084475,56,Left,4265084477,140,59.4,4265084481,212,22.4,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372035,26,1,1,1,44,2nnlsjfbcea40t4jeclcbw9lk,1,60.1,91.5,2023-05-09T17:03:09.636Z,2023-05-09T17:03:12Z,4265084553,56,Back,4265084561,213,4.2,4265084559,212,31.2,4265084557,141,52.4,4265084555,140,44.6,,,,,,,,,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372051,27,1,1,1,47,2nnlsjfbcea40t4jeclcbw9lk,1,45.5,46.4,2023-05-09T17:03:11.909Z,2023-05-09T17:03:16Z,4265084649,212,34.9,4265084653,1,,4265084643,56,Right,4265084651,213,5.3,4265084645,140,65.1,4265084647,141,4.9,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372061,28,1,1,1,51,2nnlsjfbcea40t4jeclcbw9lk,1,67.7,4.4,2023-05-09T17:03:15.989Z,2023-05-09T17:03:20Z,4265084709,56,Center,4265084713,141,24.4,4265084717,213,0.5,4265084715,212,30.9,4265084711,140,94.1,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372065,29,61,1,1,53,2nnlsjfbcea40t4jeclcbw9lk,0,94.1,24.4,2023-05-09T17:03:17.877Z,2023-05-13T11:11:27Z,4265084733,56,Center,,,,,,,,,,,,,,,,,,,,,,8erbr3ewwl0o6ib0q4r7tmp9m,F. Hammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372085,15,5,1,1,56,spvvjmk37iid7hsky9g3nce7,1,-1,72.6,2023-05-09T17:03:21.326Z,2023-05-09T17:26:44Z,4265084851,56,Back,4265084859,233,30,4265084853,346,,,,,,,,,,,,,,,,,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372071,30,5,1,1,56,2nnlsjfbcea40t4jeclcbw9lk,0,101,27.4,2023-05-09T17:03:21.326Z,2023-05-09T17:03:24Z,4265084883,233,15,4265084763,346,,4265084761,56,Center,,,,,,,,,,,,,,,,8erbr3ewwl0o6ib0q4r7tmp9m,F. Hammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372195,16,1,1,2,16,spvvjmk37iid7hsky9g3nce7,1,4.2,50.3,2023-05-09T17:03:40.977Z,2023-05-13T11:12:33Z,4265085501,237,,4265085487,124,,4265085495,212,15.2,4265085497,213,1.4,4265085491,140,6.9,4265085489,56,Back,4265085493,141,72.3,,,,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372213,17,1,1,2,21,spvvjmk37iid7hsky9g3nce7,1,22.5,89.7,2023-05-09T17:03:46.337Z,2023-05-09T17:03:48Z,4265085561,141,96.2,4265085565,213,0.4,4265085563,212,10.2,4265085559,140,31.3,4265085557,56,Back,,,,,,,,,,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372223,18,1,1,2,23,spvvjmk37iid7hsky9g3nce7,1,29.6,96.2,2023-05-09T17:03:48.202Z,2023-05-09T17:03:51Z,4265085653,140,17.0,4265085657,212,13.4,4265085655,141,92.7,4265085651,56,Back,4265085659,213,3.3,,,,,,,,,,1rkikvibo6lmhhtyfbg21jtp0,N. Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372237,19,1,1,2,26,spvvjmk37iid7hsky9g3nce7,1,10,89,2023-05-09T17:03:51.481Z,2023-05-09T17:03:54Z,4265085723,56,Back,4265085725,140,3.5,4265085727,141,58.4,4265085729,212,21.9,4265085731,213,4.4,,,,,,,,,,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372257,20,1,1,2,29,spvvjmk37iid7hsky9g3nce7,0,2.8,63.7,2023-05-09T17:03:53.955Z,2023-05-09T17:10:40Z,4265085861,1,,4265085853,140,33.0,4265085857,212,40.7,4265085855,141,100.0,4265085849,155,,4265085859,213,0.7,4265085851,56,Back,,,,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372259,21,5,1,2,32,spvvjmk37iid7hsky9g3nce7,0,38,101.4,2023-05-09T17:03:56.885Z,2023-05-09T17:26:44Z,4265085893,233,31,4265085867,347,,4265085865,56,Back,,,,,,,,,,,,,,,,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372261,31,5,1,2,32,2nnlsjfbcea40t4jeclcbw9lk,1,62,-1.4,2023-05-09T17:03:56.885Z,2023-05-09T17:03:58Z,4265085871,56,Right,4265085873,347,,4265085887,233,21,,,,,,,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372285,32,1,1,2,36,2nnlsjfbcea40t4jeclcbw9lk,1,55.7,0,2023-05-09T17:04:01.133Z,2023-05-09T17:04:05Z,4265086021,140,34.8,4265086025,212,25.6,4265086027,213,2.6,4265086023,141,17.9,4265086019,56,Back,4265086029,1,,4265086017,107,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372297,33,1,1,2,40,2nnlsjfbcea40t4jeclcbw9lk,1,33.8,12.8,2023-05-09T17:04:05.285Z,2023-05-13T11:12:57Z,4265086063,56,Back,4265086067,141,57.9,4265086065,140,39.3,4265086069,212,31.2,4265086071,213,1.4,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372321,34,1,1,2,47,2nnlsjfbcea40t4jeclcbw9lk,1,50.2,65.4,2023-05-09T17:04:11.733Z,2023-05-09T17:04:15Z,4265086181,56,Left,4265086189,213,1.0,4265086187,212,23.7,4265086185,141,94.4,4265086183,140,62.7,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546372337,35,1,1,2,50,2nnlsjfbcea40t4jeclcbw9lk,0,62.8,97.1,2023-05-09T17:04:15.077Z,2023-05-13T11:13:25Z,4265086267,212,26.2,4265086265,141,81.2,4265086269,213,5.9,4265086261,56,Left,4265086263,140,85.5,,,,,,,,,,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
