id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId
2534699839,6,5,1,0,11,czkf5t3ai00ghwbga03i5aqxw,1,72.2,-1.4,2023-04-16T15:31:00.010Z,2023-04-16T15:31:02Z,4195922211,56,Right,4195922213,347,,4195922235,233,5,,,,,,,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699943,7,1,1,0,16,czkf5t3ai00ghwbga03i5aqxw,1,78.6,0,2023-04-16T15:31:05.018Z,2023-04-16T15:31:09Z,4195922761,107,,4195922781,213,2.9,4195922777,212,33.9,4195922771,141,9.1,4195922767,140,47.0,4195922763,56,Back,4195922785,1,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534699983,8,1,1,0,21,czkf5t3ai00ghwbga03i5aqxw,1,45.3,12.2,2023-04-16T15:31:09.546Z,2023-04-16T15:31:12Z,4195923023,56,Back,4195923025,140,34.6,4195923029,212,18.3,4195923027,141,33.4,4195923033,213,2.2,,,,,,,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700031,9,1,1,0,23,czkf5t3ai00ghwbga03i5aqxw,1,33.2,31.8,2023-04-16T15:31:11.866Z,2023-04-16T15:31:15Z,4195923229,212,16.3,4195923227,141,7.9,4195923223,56,Back,4195923231,213,4.8,4195923225,140,33.8,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700051,10,1,1,0,27,czkf5t3ai00ghwbga03i5aqxw,0,34.8,6.5,2023-04-16T15:31:15.545Z,2023-04-16T15:42:03Z,4195923335,140,45.4,4195923343,213,0.1,4195923337,141,8.0,4195923339,212,11.2,4195923333,56,Back,,,,,,,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700067,6,61,1,0,28,6i936isoyj6d0uuxdj537uc97,1,48.2,82.9,2023-04-16T15:31:16.487Z,2023-04-16T15:42:26Z,4195923425,56,Back,,,,,,,,,,,,,,,,,,,,,,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700071,7,49,1,0,29,6i936isoyj6d0uuxdj537uc97,1,56.1,71.8,2023-04-16T15:31:17.752Z,2023-04-16T15:31:18Z,,,,,,,,,,,,,,,,,,,,,,,,,1oxiwrp4v3e7j5v5vz9fe31lh,Amir Al Ammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700091,8,1,1,0,29,6i936isoyj6d0uuxdj537uc97,0,56.1,71.8,2023-04-16T15:31:17.976Z,2023-04-16T15:42:30Z,4195923535,141,50.3,4195923537,212,15.5,4195923531,56,Center,4195923539,213,4.4,4195923533,140,51.3,,,,,,,,,,1oxiwrp4v3e7j5v5vz9fe31lh,Amir Al Ammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700093,11,49,1,0,30,czkf5t3ai00ghwbga03i5aqxw,1,42.9,46.6,2023-04-16T15:31:18.761Z,2023-04-16T15:31:19Z,,,,,,,,,,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700159,12,1,1,0,31,czkf5t3ai00ghwbga03i5aqxw,1,44,47.8,2023-04-16T15:31:19.674Z,2023-04-16T15:31:24Z,4195923907,56,Back,4195923917,213,1.7,4195923911,141,77.5,4195923909,140,42.0,4195923913,212,20.3,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700551,13,1,1,0,36,czkf5t3ai00ghwbga03i5aqxw,0,44.6,82.3,2023-04-16T15:31:24.105Z,2023-04-16T15:42:37Z,4195925993,155,,4195926007,213,5.3,4195926005,212,68.6,4195926003,141,0.1,4195925997,56,Right,4195926009,1,,4195926001,140,82.5,4195925995,196,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700223,9,5,1,0,39,6i936isoyj6d0uuxdj537uc97,1,17.8,101.3,2023-04-16T15:31:27.346Z,2023-04-16T15:37:46Z,4195924263,347,,4195924261,56,Back,4195939633,233,56,,,,,,,,,,,,,,,,1oxiwrp4v3e7j5v5vz9fe31lh,Amir Al Ammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534703093,56,5,1,0,39,czkf5t3ai00ghwbga03i5aqxw,0,82.2,-1.3,2023-04-16T15:31:27.346Z,2023-04-16T15:34:21Z,4195939591,347,,4195939657,233,9,4195939587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700537,10,1,1,0,52,6i936isoyj6d0uuxdj537uc97,1,17.8,100,2023-04-16T15:31:40.121Z,2023-04-16T15:31:46Z,4195925943,213,6.1,4195925937,140,39.3,4195925939,141,96.6,4195925945,1,,4195925935,56,Back,4195925941,212,22.8,4195925933,107,,,,,cpjieadlcw20wrqn2uo02lyol,B. Hjertstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700545,11,1,1,0,56,6i936isoyj6d0uuxdj537uc97,0,39.9,96.8,2023-04-16T15:31:44.648Z,2023-04-16T15:42:48Z,4195925987,213,5.8,4195925979,56,Left,4195925985,212,12.5,4195925975,3,,4195925983,141,88.9,4195925977,168,,4195925981,140,50.7,,,,1j1fgb6yydw3ck6uaz42rohd5,Viktor Granath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700559,14,49,1,0,57,czkf5t3ai00ghwbga03i5aqxw,1,42.6,16.4,2023-04-16T15:31:45.578Z,2023-04-16T15:31:47Z,,,,,,,,,,,,,,,,,,,,,,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700573,15,1,1,0,57,czkf5t3ai00ghwbga03i5aqxw,1,45.6,15.3,2023-04-16T15:31:45.897Z,2023-04-16T15:42:53Z,4195926077,213,0.5,4195926069,56,Center,4195926067,157,,4195926071,140,60.4,4195926079,1,,4195926075,212,18.1,4195926073,141,28.9,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700591,16,61,1,0,59,czkf5t3ai00ghwbga03i5aqxw,0,58.6,28.6,2023-04-16T15:31:47.402Z,2023-04-16T15:31:47Z,4195926115,56,Center,,,,,,,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700609,12,49,1,1,0,6i936isoyj6d0uuxdj537uc97,1,43.2,80.6,2023-04-16T15:31:48.632Z,2023-04-16T15:31:48Z,,,,,,,,,,,,,,,,,,,,,,,,,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700635,13,1,1,1,0,6i936isoyj6d0uuxdj537uc97,0,43.2,80.6,2023-04-16T15:31:48.887Z,2023-04-16T15:31:49Z,4195926305,141,76.6,4195926307,212,21.9,4195926309,213,6.2,4195926301,56,Center,4195926303,140,63.9,,,,,,,,,,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700637,17,49,1,1,1,czkf5t3ai00ghwbga03i5aqxw,1,34.5,24.1,2023-04-16T15:31:49.754Z,2023-04-16T15:31:49Z,,,,,,,,,,,,,,,,,,,,,,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700769,18,1,1,1,4,czkf5t3ai00ghwbga03i5aqxw,1,41.4,23.7,2023-04-16T15:31:52.346Z,2023-04-16T15:31:56Z,4195926949,213,5.6,4195926941,56,Right,4195926947,212,19.4,4195926943,140,56.1,4195926945,141,6.5,,,,,,,,,,eybt8xfc15yw9kwnbvm64zend,Carlos Moros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700783,19,3,1,1,8,czkf5t3ai00ghwbga03i5aqxw,0,72.2,9.8,2023-04-16T15:31:56.506Z,2023-04-17T18:49:12Z,4195927001,56,Right,4195927003,286,,4195927099,233,14,4198856045,465,,,,,,,,,,,,,,f3gxyvlnuwl9wglyroa6q2mll,J. Asoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700793,14,7,1,1,8,6i936isoyj6d0uuxdj537uc97,0,27.8,90.2,2023-04-16T15:31:56.507Z,2023-04-17T18:49:15Z,4195927047,285,,4198856251,385,,4195927045,56,Back,4195927075,233,19,,,,,,,,,,,,,cpjieadlcw20wrqn2uo02lyol,B. Hjertstrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700789,20,61,1,1,9,czkf5t3ai00ghwbga03i5aqxw,1,66.8,8.5,2023-04-16T15:31:57.650Z,2023-04-16T15:31:57Z,4195927029,56,Right,,,,,,,,,,,,,,,,,,,,,,f3gxyvlnuwl9wglyroa6q2mll,J. Asoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700823,15,49,1,1,11,6i936isoyj6d0uuxdj537uc97,1,27.3,87.5,2023-04-16T15:31:59.704Z,2023-04-16T15:31:59Z,,,,,,,,,,,,,,,,,,,,,,,,,1oxiwrp4v3e7j5v5vz9fe31lh,Amir Al Ammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700829,16,1,1,1,12,6i936isoyj6d0uuxdj537uc97,0,27.3,87.5,2023-04-16T15:32:00.072Z,2023-04-16T15:43:28Z,4195994543,155,,4195927279,140,41.2,4195927277,56,Back,4195927281,141,85.0,4195927285,213,6.2,4195927283,212,14.7,,,,,,,1oxiwrp4v3e7j5v5vz9fe31lh,Amir Al Ammari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700861,21,61,1,1,13,czkf5t3ai00ghwbga03i5aqxw,1,69.8,13.8,2023-04-16T15:32:02.017Z,2023-04-16T15:32:02Z,4195927451,56,Right,,,,,,,,,,,,,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700897,22,49,1,1,16,czkf5t3ai00ghwbga03i5aqxw,1,59.5,32.1,2023-04-16T15:32:05.003Z,2023-04-16T15:32:05Z,,,,,,,,,,,,,,,,,,,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534700951,23,1,1,1,17,czkf5t3ai00ghwbga03i5aqxw,1,59.5,32.1,2023-04-16T15:32:05.338Z,2023-04-16T15:32:07Z,4195927959,1,,4195927951,140,57.5,4195927953,141,87.8,4195927949,56,Left,4195927955,212,37.9,4195927957,213,1.6,,,,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701005,24,1,1,1,19,czkf5t3ai00ghwbga03i5aqxw,1,57,87.7,2023-04-16T15:32:07.194Z,2023-04-16T15:32:10Z,4195928197,213,0.3,4195928179,56,Left,4195928187,141,93.0,4195928193,212,13.2,4195928183,140,69.1,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701071,25,1,1,1,21,czkf5t3ai00ghwbga03i5aqxw,1,71.4,71.8,2023-04-16T15:32:09.945Z,2023-04-16T15:32:13Z,4195928499,213,5.2,4195928491,56,Center,4195928497,212,10.3,4195928493,140,76.0,4195928495,141,58.4,,,,,,,,,,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701093,26,1,1,1,24,czkf5t3ai00ghwbga03i5aqxw,0,82.1,68.2,2023-04-16T15:32:12.938Z,2023-04-17T18:49:59Z,4195928603,141,69.5,4195928611,213,0.1,4195928595,56,Center,4195928607,212,9.0,4195928599,140,90.6,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534715171,125,49,1,1,25,6i936isoyj6d0uuxdj537uc97,1,3.3,28.3,2023-04-16T15:32:13.113Z,2023-04-16T15:44:41Z,,,,,,,,,,,,,,,,,,,,,,,,,52a5br8e27u4mj5f4m3djjkd1,P. Ofosu-Ayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701147,17,43,1,1,29,6i936isoyj6d0uuxdj537uc97,1,0,0,2023-04-16T15:32:17.251Z,2023-04-16T15:44:14Z,4195928921,56,Back,4195998401,144,61,,,,,,,,,,,,,,,,,,,9g2ih9necaprsrtqfmul1bumt,Andreas Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701255,18,12,1,1,31,6i936isoyj6d0uuxdj537uc97,1,5,17.7,2023-04-16T15:32:19.416Z,2023-04-16T15:33:02Z,4195929435,212,16.3,4195929429,56,Back,4195929437,213,5.3,4195929431,140,13.8,4195929469,167,,4195929433,141,0.0,,,,,,,52a5br8e27u4mj5f4m3djjkd1,P. Ofosu-Ayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701261,19,5,1,1,32,6i936isoyj6d0uuxdj537uc97,0,15.2,-2,2023-04-16T15:32:20.049Z,2023-04-16T15:33:09Z,4195929513,233,27,4195929451,56,Back,4195929453,347,,,,,,,,,,,,,,,,,52a5br8e27u4mj5f4m3djjkd1,P. Ofosu-Ayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701247,27,5,1,1,32,czkf5t3ai00ghwbga03i5aqxw,1,84.8,102,2023-04-16T15:32:20.049Z,2023-04-16T15:37:47Z,4195929415,347,,4195929489,233,19,4195929409,56,Left,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701277,28,1,1,1,33,czkf5t3ai00ghwbga03i5aqxw,1,83.3,100,2023-04-16T15:32:21.802Z,2023-04-16T15:32:23Z,4195929559,213,4.3,4195929551,56,Left,4195929553,140,79.7,4195929549,107,,4195929555,141,90.6,4195929557,212,8.6,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701295,29,1,1,1,34,czkf5t3ai00ghwbga03i5aqxw,1,79.7,90.6,2023-04-16T15:32:22.226Z,2023-04-16T15:33:16Z,4195929697,212,4.2,4195929695,141,96.8,4195929693,140,79.5,4195929699,213,1.6,4195929691,56,Left,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701343,30,1,1,1,36,czkf5t3ai00ghwbga03i5aqxw,1,79.8,97.1,2023-04-16T15:32:24.538Z,2023-04-16T15:32:28Z,4195929911,141,86.5,4195929909,140,85.3,4195929913,212,9.2,4195929915,213,5.4,4195929907,56,Left,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701363,31,1,1,1,40,czkf5t3ai00ghwbga03i5aqxw,1,81.1,74.8,2023-04-16T15:32:28.090Z,2023-04-16T15:32:29Z,4195929981,140,77.1,4195929983,141,63.3,4195929985,212,8.9,4195929979,56,Center,4195929987,213,4.2,,,,,,,,,,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701435,32,1,1,1,40,czkf5t3ai00ghwbga03i5aqxw,1,74.9,62.6,2023-04-16T15:32:28.954Z,2023-04-16T15:32:33Z,4195930387,212,6.9,4195930385,141,70.2,4195930383,140,70.6,4195930381,56,Center,4195930389,213,2.3,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701477,33,1,1,1,44,czkf5t3ai00ghwbga03i5aqxw,0,64.5,72.1,2023-04-16T15:32:32.954Z,2023-04-16T15:45:26Z,4195930607,212,20.2,4195930599,140,68.8,4195930611,213,1.3,4195930603,141,100.0,4195930595,56,Left,,,,,,,,,,7pel84swlqfux6obt6lznze1h,R. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701487,34,43,1,1,48,czkf5t3ai00ghwbga03i5aqxw,1,0,0,2023-04-16T15:32:36.074Z,2023-04-16T15:45:23Z,4196004813,144,61,4195930651,56,Left,,,,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701509,20,5,1,1,48,6i936isoyj6d0uuxdj537uc97,1,23,-1.1,2023-04-16T15:32:36.341Z,2023-04-16T15:37:47Z,4195930789,233,35,4195930755,347,,4195930753,56,Back,,,,,,,,,,,,,,,,52a5br8e27u4mj5f4m3djjkd1,P. Ofosu-Ayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701495,35,5,1,1,48,czkf5t3ai00ghwbga03i5aqxw,0,77,101.1,2023-04-16T15:32:36.341Z,2023-04-16T15:32:39Z,4195930671,347,,4195930669,56,Left,4195930815,233,20,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701797,21,1,1,1,59,6i936isoyj6d0uuxdj537uc97,1,20.4,0,2023-04-16T15:32:47.176Z,2023-04-16T15:32:51Z,4195932087,56,Back,4195932089,140,39.1,4195932091,141,9.7,4195932085,107,,4195932095,213,0.4,4195932093,212,21.1,,,,,,,52a5br8e27u4mj5f4m3djjkd1,P. Ofosu-Ayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701813,22,44,1,2,1,6i936isoyj6d0uuxdj537uc97,1,40.8,11.9,2023-04-16T15:32:49.673Z,2023-04-16T15:32:51Z,4195932183,233,36,4195932167,285,,4195932165,56,Back,,,,,,,,,,,,,,,,1j1fgb6yydw3ck6uaz42rohd5,Viktor Granath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534701779,36,44,1,2,1,czkf5t3ai00ghwbga03i5aqxw,0,59.2,88.1,2023-04-16T15:32:49.674Z,2023-04-16T15:32:52Z,4195932205,233,22,4195932011,56,Left,4195932013,286,,,,,,,,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
