id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/17/value,qualifier/14/value
2543049505,10,61,1,1,0,4jg5vd59i24chckyua90dr1lg,1,90.8,89,2023-05-03T17:01:39.103Z,2023-05-03T17:08:30Z,4247358675,56,Left,,,,,,,,,,,,,,,,,,,,,,94v0gyaccr498bwf5enqyhox6,T. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049515,11,43,1,1,2,4jg5vd59i24chckyua90dr1lg,1,0,0,2023-05-03T17:01:40.288Z,2023-05-03T17:08:24Z,4247379845,144,61,4247358717,56,Left,,,,,,,,,,,,,,,,,,,94v0gyaccr498bwf5enqyhox6,T. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049535,12,5,1,1,3,4jg5vd59i24chckyua90dr1lg,0,100.8,85.2,2023-05-03T17:01:41.622Z,2023-05-03T17:03:46Z,4247358853,233,14,4247358817,56,Left,4247358821,346,,,,,,,,,,,,,,,,,94v0gyaccr498bwf5enqyhox6,T. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049527,14,5,1,1,3,bqtquhot4yruw677rkc607lk6,1,-0.8,14.8,2023-05-03T17:01:41.622Z,2023-05-03T17:01:43Z,4247358783,56,Back,4247358849,233,12,4247358785,346,,,,,,,,,,,,,,,,,ah01wimesmr2z3ngqdeme6k15,A. Lindahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049635,15,1,1,1,18,bqtquhot4yruw677rkc607lk6,1,3.9,42.4,2023-05-03T17:01:56.259Z,2023-05-04T09:46:10Z,4247359353,140,9.8,4247359359,213,1.2,4247359351,56,Back,4247359349,124,,4247359363,237,,4247359357,212,15.7,4247359355,141,63.6,,,,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049659,16,1,1,1,20,bqtquhot4yruw677rkc607lk6,1,9.8,63.6,2023-05-03T17:01:58.929Z,2023-05-03T17:02:02Z,4247359477,213,4.3,4247359475,212,12.8,4247359473,141,46.6,4247359469,56,Back,4247359471,140,4.5,,,,,,,,,,cq3y184r3wicnhyzbfr2slv4l,R. Sjöstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049669,17,1,1,1,24,bqtquhot4yruw677rkc607lk6,1,4.6,45.6,2023-05-03T17:02:02.369Z,2023-05-04T09:46:18Z,4247359499,56,Back,4247359503,141,69.7,4247359507,213,1.7,4247359505,212,16.5,4247359501,140,3.0,,,,,,,,,,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049685,18,1,1,1,25,bqtquhot4yruw677rkc607lk6,1,3.7,68.4,2023-05-03T17:02:03.921Z,2023-05-04T09:46:27Z,4247359601,212,21.0,4247359599,141,95.6,4247359603,213,1.1,4247359597,140,13.1,4247359595,56,Back,,,,,,,,,,cq3y184r3wicnhyzbfr2slv4l,R. Sjöstedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049699,19,1,1,1,28,bqtquhot4yruw677rkc607lk6,0,11.4,92.6,2023-05-03T17:02:06.658Z,2023-05-04T09:46:46Z,4247359677,56,Back,4247359683,212,9.8,4247359681,141,100.0,4247359685,213,0.6,4247359679,140,18.9,,,,,,,,,,7e6fwgkn6qykqzldw1i1e4bf9,D. Ólafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049707,13,5,1,1,29,4jg5vd59i24chckyua90dr1lg,1,75.9,-1.6,2023-05-03T17:02:07.972Z,2023-05-03T17:03:47Z,4247359751,233,20,4247359733,56,Right,4247359735,347,,,,,,,,,,,,,,,,,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049701,20,5,1,1,29,bqtquhot4yruw677rkc607lk6,0,24.1,101.6,2023-05-03T17:02:07.972Z,2023-05-03T17:02:10Z,4247359697,56,Back,4247359793,233,13,4247359699,347,,,,,,,,,,,,,,,,,7e6fwgkn6qykqzldw1i1e4bf9,D. Ólafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049757,14,1,1,1,36,4jg5vd59i24chckyua90dr1lg,1,80.3,0,2023-05-03T17:02:14.766Z,2023-05-04T16:03:16Z,4247359995,141,2.8,4247359989,107,,4247359991,56,Right,4247360003,213,3.0,4247359993,140,65.6,4247359999,212,15.7,,,,,,,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049777,15,1,1,1,38,4jg5vd59i24chckyua90dr1lg,1,64.5,4.4,2023-05-03T17:02:16.895Z,2023-05-04T09:47:15Z,4247360079,141,10.4,4247360081,212,29.0,4247360083,213,3.0,4247360077,140,37.2,4247360075,56,Back,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049785,16,1,1,1,41,4jg5vd59i24chckyua90dr1lg,1,38.2,4.6,2023-05-03T17:02:19.472Z,2023-05-04T09:47:46Z,4247360133,212,32.1,4247360129,140,68.8,4247360131,141,5.6,4247360125,155,,4247360127,56,Right,4247360137,1,,4247360135,213,0.0,,,,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049787,17,61,1,1,44,4jg5vd59i24chckyua90dr1lg,0,65.5,7.1,2023-05-03T17:02:22.383Z,2023-05-04T09:47:53Z,4247360173,56,Right,,,,,,,,,,,,,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543390235,869,56,1,1,45,bqtquhot4yruw677rkc607lk6,1,0,0,2023-05-03T17:02:23.754Z,2023-05-04T09:48:02Z,4249188331,56,Back,,,,,,,,,,,,,,,,,,,,,,b6uj13lah92mxcmbs45ujr9p1,S. Skrabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049815,18,5,1,1,47,4jg5vd59i24chckyua90dr1lg,0,70.4,-1.4,2023-05-03T17:02:25.618Z,2023-05-03T17:03:47Z,4247360305,347,,4247360395,233,21,4247360303,56,Right,,,,,,,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049829,21,5,1,1,47,bqtquhot4yruw677rkc607lk6,1,29.6,101.4,2023-05-03T17:02:25.618Z,2023-05-03T17:02:29Z,4247360381,56,Back,4247360389,233,18,4247360383,347,,,,,,,,,,,,,,,,,b6uj13lah92mxcmbs45ujr9p1,S. Skrabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049859,22,1,1,1,51,bqtquhot4yruw677rkc607lk6,1,24.4,100,2023-05-03T17:02:29.506Z,2023-05-04T09:48:15Z,4247360533,213,5.5,4247360523,107,,4247360531,212,24.1,4247360529,141,75.7,4247360527,140,39.9,4247360525,56,Back,4247360535,1,,,,,7e6fwgkn6qykqzldw1i1e4bf9,D. Ólafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049865,23,1,1,1,54,bqtquhot4yruw677rkc607lk6,1,38,75.2,2023-05-03T17:02:32.930Z,2023-05-04T09:48:31Z,4247360583,212,14.2,4247360577,56,Back,4247360579,140,24.6,4247360585,213,3.0,4247360581,141,78.3,,,,,,,,,,a0dcnofzjvroty4idvyxfaggl,Romário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049869,24,1,1,1,55,bqtquhot4yruw677rkc607lk6,1,27.9,83,2023-05-03T17:02:34.147Z,2023-05-04T09:48:39Z,4247360613,140,34.7,4247360619,213,5.3,4247360611,56,Back,4247360617,212,13.5,4247360615,141,66.1,,,,,,,,,,7e6fwgkn6qykqzldw1i1e4bf9,D. Ólafsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049889,25,1,1,1,57,bqtquhot4yruw677rkc607lk6,1,33.6,58.5,2023-05-03T17:02:36.050Z,2023-05-04T09:48:46Z,4247360723,141,33.2,4247360727,213,4.4,4247360721,140,28.1,4247360725,212,18.1,4247360719,56,Back,,,,,,,,,,b6uj13lah92mxcmbs45ujr9p1,S. Skrabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049895,26,1,1,2,0,bqtquhot4yruw677rkc607lk6,1,32.4,32.2,2023-05-03T17:02:39.058Z,2023-05-03T17:02:40Z,4247360761,213,5.2,4247360759,212,18.8,4247360753,56,Back,4247360755,140,41.2,4247360757,141,8.2,,,,,,,,,,4r8xqhcqxugg2wk1g2n4x1at,L. Sætra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049917,27,1,1,2,2,bqtquhot4yruw677rkc607lk6,1,41.2,8.2,2023-05-03T17:02:40.194Z,2023-05-03T17:02:43Z,4247360903,213,1.0,4247360899,141,17.4,4247360901,212,7.3,4247360895,56,Back,4247360897,140,44.8,,,,,,,,,,ah01wimesmr2z3ngqdeme6k15,A. Lindahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049927,28,1,1,2,5,bqtquhot4yruw677rkc607lk6,1,41.1,27.1,2023-05-03T17:02:43.571Z,2023-05-03T17:02:45Z,4247360955,212,10.1,4247360957,213,1.8,4247360949,56,Back,4247360951,140,38.7,4247360953,141,41.5,,,,,,,,,,cm6h40v4lws2jjbslwjjlvd1x,D. Hümmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049939,29,1,1,2,6,bqtquhot4yruw677rkc607lk6,0,40.9,43.9,2023-05-03T17:02:44.994Z,2023-05-04T09:49:25Z,4247361003,140,68.9,4247360999,155,,4247361011,1,,4247361009,213,5.8,4247361001,56,Center,4247361007,212,32.7,4247361005,141,22.7,,,,b6uj13lah92mxcmbs45ujr9p1,S. Skrabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049941,19,49,1,2,7,4jg5vd59i24chckyua90dr1lg,1,24.2,77.8,2023-05-03T17:02:46.175Z,2023-05-03T17:02:46Z,,,,,,,,,,,,,,,,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049967,20,1,1,2,8,4jg5vd59i24chckyua90dr1lg,1,26.4,81.8,2023-05-03T17:02:46.767Z,2023-05-04T09:49:47Z,4247361159,141,96.0,4249192411,1,,4247361161,212,32.3,4247361157,140,55.8,4247361163,213,0.3,4247361155,56,Left,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049977,21,1,1,2,13,4jg5vd59i24chckyua90dr1lg,1,61.5,94.8,2023-05-03T17:02:51.183Z,2023-05-03T17:02:52Z,4247361219,141,84.8,4247361215,56,Left,4247361223,213,5.4,4247361217,140,67.2,4247361221,212,9.1,,,,,,,,,,94v0gyaccr498bwf5enqyhox6,T. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543049997,22,1,1,2,14,4jg5vd59i24chckyua90dr1lg,1,68.1,88.2,2023-05-03T17:02:52.287Z,2023-05-04T09:50:36Z,4247361339,212,16.7,4247361341,213,3.0,4247361333,56,Left,4247361335,140,52.3,4247361337,141,91.3,,,,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543050047,23,1,1,2,17,4jg5vd59i24chckyua90dr1lg,1,55,89.8,2023-05-03T17:02:55.599Z,2023-05-04T09:50:44Z,4247361595,213,5.6,4247361581,56,Center,4247361583,140,64.7,4247361587,141,78.1,4247361591,212,12.9,,,,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543391625,916,3,1,2,18,4jg5vd59i24chckyua90dr1lg,0,61.4,81.5,2023-05-03T17:02:56.791Z,2023-05-04T09:51:16Z,4249195303,465,,4249195305,467,a0dcnofzjvroty4idvyxfaggl,4249195301,286,,4249195299,56,Left,,,,,,,,,,,,,94v0gyaccr498bwf5enqyhox6,T. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543050053,24,4,1,2,20,4jg5vd59i24chckyua90dr1lg,1,63.5,75.9,2023-05-03T17:02:58.609Z,2023-05-04T16:05:48Z,4247361623,152,,4247361621,56,Center,4247361627,286,,4247361619,13,,4250030087,295,,4247361657,233,30,,,,,,,94v0gyaccr498bwf5enqyhox6,T. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543050035,30,4,1,2,20,bqtquhot4yruw677rkc607lk6,0,36.5,24.1,2023-05-03T17:02:58.610Z,2023-05-04T16:05:51Z,4247361537,56,Back,4247361543,285,,4247361691,233,24,4247361535,13,,4250030271,295,,4247361539,152,,,,,,,,a0dcnofzjvroty4idvyxfaggl,Romário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543050483,25,1,1,2,57,4jg5vd59i24chckyua90dr1lg,1,65,78.7,2023-05-03T17:03:35.744Z,2023-05-04T16:08:07Z,4247363755,5,,4249197861,224,,4247416835,154,,4247363757,155,,4247363763,140,90.2,4247363771,1,,4247363765,141,46.8,4247363753,2,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,1,4247363767,212,34.2,4247416833,210,13,4247363769,213,5.6,4247363761,56,Center,4249197863,72,4247363759,152,,,,,,,,,,,,,,,,,
