id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist
2548687121,5,49,1,0,8,czkf5t3ai00ghwbga03i5aqxw,1,34.5,95.4,2023-05-14T13:01:00.882Z,2023-05-14T13:01:01Z,,,,,,,,,,,,,,,,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548687129,6,1,1,0,9,czkf5t3ai00ghwbga03i5aqxw,0,34.5,95.4,2023-05-14T13:01:01.042Z,2023-05-14T13:01:01Z,4277417201,213,5.5,4277417197,141,91.2,4277417199,212,4.0,4277417195,140,37.2,4277417191,56,Back,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548687143,6,49,1,0,10,2nnlsjfbcea40t4jeclcbw9lk,1,62.7,4.1,2023-05-14T13:01:02.287Z,2023-05-14T13:01:02Z,,,,,,,,,,,,,,,,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548687227,7,1,1,0,10,2nnlsjfbcea40t4jeclcbw9lk,1,62.7,4.1,2023-05-14T13:01:02.351Z,2023-05-14T13:01:08Z,4277417711,213,0.6,4277417709,212,19.3,4277417707,141,19.8,4277417705,140,78.0,4277417703,56,Right,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548687235,8,4,1,0,13,2nnlsjfbcea40t4jeclcbw9lk,1,76,21.2,2023-05-14T13:01:05.266Z,2023-05-14T13:01:08Z,4277417755,286,,4277417753,265,,4277417751,152,,4277417747,13,,4277417761,233,7,4277417749,56,Center,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548687201,7,4,1,0,13,czkf5t3ai00ghwbga03i5aqxw,0,24,78.8,2023-05-14T13:01:05.267Z,2023-05-14T13:01:08Z,4277417557,285,,4277417553,152,,4277417793,233,8,4277417555,265,,4277417551,56,Back,4277417549,13,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688047,9,1,1,1,1,2nnlsjfbcea40t4jeclcbw9lk,0,77.7,19.1,2023-05-14T13:01:53.351Z,2023-05-14T13:01:56Z,4277422483,141,63.9,4277422469,155,,4277422473,152,,4277422493,1,,4277422487,212,39.3,4277422475,56,Center,4277422479,140,100.0,4277422467,5,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,4277422465,2,4277422489,213,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688007,8,5,1,1,1,czkf5t3ai00ghwbga03i5aqxw,1,-1.3,37.7,2023-05-14T13:01:53.768Z,2023-05-14T13:01:57Z,4277422589,233,10,4277422245,346,,4277422239,56,Back,,,,,,,,,,,,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688057,10,5,1,1,1,2nnlsjfbcea40t4jeclcbw9lk,0,101.3,62.3,2023-05-14T13:01:53.768Z,2023-05-14T13:55:00Z,4277422531,56,Center,4277422661,233,8,4277422537,346,,,,,,,,,,,,,,,,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688143,9,1,1,1,9,czkf5t3ai00ghwbga03i5aqxw,0,4.4,53.7,2023-05-14T13:02:01.603Z,2023-05-14T13:02:09Z,4277422979,1,,4277422967,124,,4277422971,140,59.1,4277422973,141,58.2,4277422975,212,57.5,4277422981,74,,4277422977,213,0.1,4277422969,56,Center,8adttli9ehdhi2216vpipzkr9,T. Vaiho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688139,11,49,1,1,9,2nnlsjfbcea40t4jeclcbw9lk,1,39.9,38.2,2023-05-14T13:02:01.807Z,2023-05-14T13:02:01Z,,,,,,,,,,,,,,,,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688207,12,1,1,1,9,2nnlsjfbcea40t4jeclcbw9lk,1,39.9,38.2,2023-05-14T13:02:01.920Z,2023-05-14T13:02:06Z,4277423279,141,40.1,4277423275,56,Center,4277423281,212,12.7,4277423277,140,51.9,4277423283,213,0.1,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688279,13,1,1,1,14,2nnlsjfbcea40t4jeclcbw9lk,1,54.4,34.3,2023-05-14T13:02:06.087Z,2023-05-14T13:02:10Z,4277423667,56,Right,4277423677,1,,4277423669,140,78.8,4277423671,141,3.2,4277423673,212,33.2,4277423675,213,5.6,,,,,,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688343,14,1,1,1,18,2nnlsjfbcea40t4jeclcbw9lk,1,81.8,4.3,2023-05-14T13:02:10.313Z,2023-05-14T13:02:13Z,4277424003,140,81.5,4277424005,141,19.7,4277424001,56,Right,4277424007,212,10.5,4277424009,213,1.6,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688359,15,1,1,1,21,2nnlsjfbcea40t4jeclcbw9lk,0,86.7,9.1,2023-05-14T13:02:13.103Z,2023-05-14T13:02:14Z,4277424121,141,35.7,4277424125,213,1.3,4277424123,212,19.1,4277424117,56,Center,4277424119,140,92.4,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688535,10,12,1,1,22,czkf5t3ai00ghwbga03i5aqxw,1,7.2,62.1,2023-05-14T13:02:14.626Z,2023-05-14T13:05:22Z,4277424991,140,21.8,4277425003,213,0.8,4277424995,141,86.6,4277424999,212,22.6,4277424985,56,Back,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691613,35,61,1,1,23,czkf5t3ai00ghwbga03i5aqxw,1,19.4,76.1,2023-05-14T13:02:15.316Z,2023-05-14T13:06:24Z,4277447487,56,Back,,,,,,,,,,,,,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691627,36,61,1,1,24,czkf5t3ai00ghwbga03i5aqxw,0,18.5,76.9,2023-05-14T13:02:16.460Z,2023-05-14T13:06:25Z,4277450223,56,Back,,,,,,,,,,,,,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688549,11,45,1,1,27,czkf5t3ai00ghwbga03i5aqxw,0,20.5,77,2023-05-14T13:02:19.742Z,2023-05-14T13:02:23Z,4277425067,56,Back,4277425069,285,,4277425117,233,16,,,,,,,,,,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688499,16,3,1,1,27,2nnlsjfbcea40t4jeclcbw9lk,1,79.5,23,2023-05-14T13:02:19.742Z,2023-05-14T13:02:23Z,4277425099,233,11,4277424815,56,Center,4277424817,286,,,,,,,,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688521,17,1,1,1,29,2nnlsjfbcea40t4jeclcbw9lk,1,79.1,31,2023-05-14T13:02:21.111Z,2023-05-14T13:02:22Z,4277424913,212,10.1,4277424909,141,26.4,4277424905,140,70.0,4277424901,56,Center,4277424919,213,3.5,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688563,18,1,1,1,30,2nnlsjfbcea40t4jeclcbw9lk,1,70,26.4,2023-05-14T13:02:21.998Z,2023-05-14T13:02:23Z,4277425137,56,Center,4277425149,213,0.7,4277425139,140,79.7,4277425145,212,13.0,4277425143,141,38.2,,,,,,,,,,8x51gbtkf78eskjolnedvoi51,L. Sadiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688661,19,1,1,1,31,2nnlsjfbcea40t4jeclcbw9lk,1,79.3,37.7,2023-05-14T13:02:23.231Z,2023-05-14T13:02:27Z,4277425605,141,45.8,4277425599,140,66.7,4277425595,56,Center,4277425607,212,14.3,4277425609,213,2.7,,,,,,,,,,q1o72uyrvclbkccpjvzugacq,A. Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688673,20,1,1,1,35,2nnlsjfbcea40t4jeclcbw9lk,0,65.9,44.3,2023-05-14T13:02:27.104Z,2023-05-14T13:02:40Z,4277425683,141,48.5,4277425685,212,25.7,4277425681,140,90.2,4277425679,56,Center,4277425687,213,0.1,4277427023,155,,,,,,,,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688711,12,52,1,1,37,czkf5t3ai00ghwbga03i5aqxw,1,6.9,55.7,2023-05-14T13:02:29.298Z,2023-05-14T13:02:29Z,,,,,,,,,,,,,,,,,,,,,,,,,8adttli9ehdhi2216vpipzkr9,T. Vaiho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688919,13,1,1,1,45,czkf5t3ai00ghwbga03i5aqxw,1,13.2,55.1,2023-05-14T13:02:37.779Z,2023-05-14T13:02:39Z,4277426929,213,1.0,4277426925,141,78.7,4277426923,140,22.2,4277426921,56,Back,4277426919,123,,4277426927,212,18.6,,,,,,,8adttli9ehdhi2216vpipzkr9,T. Vaiho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688955,14,1,1,1,46,czkf5t3ai00ghwbga03i5aqxw,1,22.2,78.7,2023-05-14T13:02:38.899Z,2023-05-14T13:02:40Z,4277427171,213,0.7,4277427165,140,34.5,4277427161,56,Back,4277427167,141,95.7,4277427169,212,17.3,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689101,15,1,1,1,48,czkf5t3ai00ghwbga03i5aqxw,1,38.4,96.5,2023-05-14T13:02:40.627Z,2023-05-14T13:02:49Z,4277428029,141,96.9,4277428027,140,72.1,4277428033,213,0.0,4277428035,1,,4277428031,212,35.4,4277428025,56,Left,4277428023,155,,,,,96uzhuuez4q5pgxb566ryk53p,E. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689137,16,1,1,1,57,czkf5t3ai00ghwbga03i5aqxw,1,83.4,86.6,2023-05-14T13:02:49.795Z,2023-05-14T13:02:52Z,4277428255,56,Center,4277428269,212,21.3,4277428263,141,56.3,4277428273,213,4.5,4277428259,140,78.4,,,,,,,,,,4oxlpwcwpa44hstpm70iep0id,G. Wikheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689143,17,1,1,2,0,czkf5t3ai00ghwbga03i5aqxw,0,78.2,56.1,2023-05-14T13:02:52.803Z,2023-05-14T13:02:53Z,4277428299,56,Center,4277428301,140,96.9,4277428297,155,,4277428303,141,65.2,4277428305,212,20.6,4277428307,213,0.3,,,,,,,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689165,22,52,1,2,2,2nnlsjfbcea40t4jeclcbw9lk,1,2.8,34.5,2023-05-14T13:02:54.535Z,2023-05-14T13:02:54Z,,,,,,,,,,,,,,,,,,,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689421,23,1,1,2,14,2nnlsjfbcea40t4jeclcbw9lk,1,10,37,2023-05-14T13:03:06.791Z,2023-05-14T13:03:08Z,4277429779,56,Back,4277429781,140,21.8,4277429785,212,24.7,4277429777,123,,4277429783,141,68.4,4277429787,213,1.0,,,,,,,4qyy11gb9nepxkd3i7f9axh0q,O. Dovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689479,24,1,1,2,16,2nnlsjfbcea40t4jeclcbw9lk,1,21.8,68.4,2023-05-14T13:03:08.392Z,2023-05-14T13:03:11Z,4277430069,56,Back,4277430077,213,5.0,4277430075,212,29.4,4277430073,141,26.4,4277430071,140,28.6,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689545,25,1,1,2,19,2nnlsjfbcea40t4jeclcbw9lk,1,38,27,2023-05-14T13:03:11.607Z,2023-05-14T13:03:16Z,4277430381,213,0.4,4277430379,212,22.4,4277430377,141,38.3,4277430375,140,58.0,4277430373,56,Center,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689565,26,1,1,2,24,2nnlsjfbcea40t4jeclcbw9lk,0,58,38.3,2023-05-14T13:03:16.055Z,2023-05-14T13:03:17Z,4277430499,212,39.1,4277430493,56,Center,4277430503,1,,4277430495,140,94.4,4277430491,168,,4277430501,213,6.1,4277430497,141,26.5,,,,5leej1ji11foystzd1xj4q961,A. Nalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689567,18,49,1,2,25,czkf5t3ai00ghwbga03i5aqxw,1,8.1,75.6,2023-05-14T13:03:17.459Z,2023-05-14T13:03:17Z,,,,,,,,,,,,,,,,,,,,,,,,,8adttli9ehdhi2216vpipzkr9,T. Vaiho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689655,19,1,1,2,31,czkf5t3ai00ghwbga03i5aqxw,1,10.3,67.2,2023-05-14T13:03:23.795Z,2023-05-14T13:03:24Z,4277430971,140,21.9,4277430973,141,76.9,4277430975,212,13.9,4277430977,213,0.5,4277430969,56,Back,,,,,,,,,,8adttli9ehdhi2216vpipzkr9,T. Vaiho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689675,20,1,1,2,32,czkf5t3ai00ghwbga03i5aqxw,1,21.9,76.9,2023-05-14T13:03:24.562Z,2023-05-14T13:03:25Z,4277431039,141,69.4,4277431037,140,27.6,4277431043,213,5.6,4277431035,56,Back,4277431041,212,7.9,,,,,,,,,,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689759,21,1,1,2,33,czkf5t3ai00ghwbga03i5aqxw,1,27.6,69.4,2023-05-14T13:03:25.698Z,2023-05-14T13:03:29Z,4277431525,140,10.9,4277431531,213,4.0,4277431523,56,Back,4277431529,212,27.2,4277431527,141,38.8,,,,,,,,,,6736te1pno19jo5i82obbns2d,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689789,22,1,1,2,37,czkf5t3ai00ghwbga03i5aqxw,1,11.1,36.3,2023-05-14T13:03:29.603Z,2023-05-14T13:03:31Z,4277431711,212,21.7,4277431709,141,5.8,4277431713,213,5.0,4277431705,56,Back,4277431707,140,17.3,,,,,,,,,,a97r48wblkhztm400rnvciok5,J. Löfgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689847,23,1,1,2,39,czkf5t3ai00ghwbga03i5aqxw,1,18.9,4.9,2023-05-14T13:03:31.523Z,2023-05-14T13:03:34Z,4277432019,56,Back,4277432027,212,34.7,4277432021,140,45.1,4277432025,141,36.1,4277432031,1,,4277432017,155,,4277432029,213,0.7,,,,7yld2a7aw6d3lmmwpu1wovxsl,P. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689875,24,1,1,2,42,czkf5t3ai00ghwbga03i5aqxw,0,45.1,36.1,2023-05-14T13:03:34.547Z,2023-05-14T13:03:36Z,4277432227,213,0.7,4277432223,141,53.6,4277432225,212,17.7,4277432221,140,57.6,4277432217,56,Center,4277432211,3,,4277432213,168,,,,,f3gxyvlnuwl9wglyroa6q2mll,J. Asoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689923,27,61,1,2,45,2nnlsjfbcea40t4jeclcbw9lk,1,42,53.6,2023-05-14T13:03:37.650Z,2023-05-14T13:03:37Z,4277432465,56,Back,,,,,,,,,,,,,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689983,28,49,1,2,48,2nnlsjfbcea40t4jeclcbw9lk,1,40.8,38.3,2023-05-14T13:03:40.007Z,2023-05-14T13:03:40Z,,,,,,,,,,,,,,,,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690091,29,1,1,2,48,2nnlsjfbcea40t4jeclcbw9lk,1,40.8,38.3,2023-05-14T13:03:40.343Z,2023-05-14T13:03:45Z,4277433259,140,51.0,4277433261,141,40.1,4277433257,56,Center,4277433265,213,0.1,4277433263,212,10.8,,,,,,,,,,csye3q50ciculdiggvcefx8x6,N. Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690119,30,1,1,2,52,2nnlsjfbcea40t4jeclcbw9lk,1,44.8,35.2,2023-05-14T13:03:44.871Z,2023-05-14T13:03:46Z,4277433399,141,44.5,4277433407,213,2.6,4277433397,140,35.7,4277433403,212,11.5,4277433393,56,Back,,,,,,,,,,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690283,31,1,1,2,54,2nnlsjfbcea40t4jeclcbw9lk,1,35.3,44.5,2023-05-14T13:03:46.744Z,2023-05-14T13:03:53Z,4277434131,213,1.5,4277434125,140,35.6,4277434123,56,Back,4277434129,212,15.1,4277434127,141,66.7,,,,,,,,,,64wjz8rl45dql3qdc7ynk3ckq,E. Kurtulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690311,32,1,1,3,1,2nnlsjfbcea40t4jeclcbw9lk,1,47.8,70.6,2023-05-14T13:03:53.015Z,2023-05-14T13:03:54Z,4277434275,56,Left,4277434281,212,19.2,4277434277,140,65.3,4277434283,213,0.3,4277434279,141,79.0,,,,,,,,,,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
