id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2540644079,7,1,1,0,24,4jg5vd59i24chckyua90dr1lg,1,2.3,0,2023-04-29T13:02:16.230Z,2023-04-29T13:02:18Z,4234547033,140,18.8,4234547035,141,9.5,4234547031,56,Back,4234547039,213,0.4,4234547037,212,19.0,4234547029,107,,,,,,,,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644107,8,1,1,0,27,4jg5vd59i24chckyua90dr1lg,0,19.5,6.4,2023-04-29T13:02:18.791Z,2023-04-29T13:11:07Z,4234547187,213,3.3,4234591325,156,,4234547185,212,7.3,4234547179,56,Back,4234547183,141,4.9,4234547181,140,12.6,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644147,9,1,1,0,27,4jg5vd59i24chckyua90dr1lg,0,12.2,4.9,2023-04-29T13:02:19.423Z,2023-04-29T13:11:11Z,4234547383,213,0.2,4234547379,141,14.4,4234547373,155,,4234547377,140,40.4,4234547375,56,Back,4234547381,212,30.3,,,,,,,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644123,9,44,1,0,28,5mbo4f0vps12dr0fcvjn3wyp5,1,63.7,82,2023-04-29T13:02:20.281Z,2023-04-29T13:02:24Z,4234547267,286,,4234547459,233,10,4234547265,56,Left,,,,,,,,,,,,,,,,8uvq88srclwb1303aev72iz8p,E. Otieno,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644157,10,44,1,0,28,4jg5vd59i24chckyua90dr1lg,0,36.3,18,2023-04-29T13:02:20.282Z,2023-04-29T13:11:21Z,4234547433,56,Back,4234547435,285,,4234547523,233,9,,,,,,,,,,,,,,,,72eskzopskdqlizss1nhznuqy,A. Alsanati,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644133,10,1,1,0,29,5mbo4f0vps12dr0fcvjn3wyp5,0,69.6,82,2023-04-29T13:02:20.664Z,2023-04-29T13:11:46Z,4234547319,56,Center,4234547323,141,72.7,4234547327,213,5.7,4234547317,3,,4234547325,212,11.8,4234547321,140,79.1,,,,,,,8uvq88srclwb1303aev72iz8p,E. Otieno,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540653711,104,1,1,0,29,4jg5vd59i24chckyua90dr1lg,1,21.6,25.2,2023-04-29T13:02:20.762Z,2023-04-29T13:12:31Z,4234598445,213,4.2,4234598443,212,11.7,4234598431,56,Back,4234598435,140,16.2,4234598439,141,10.2,,,,,,,,,,9sgtxk82p3wstmmncfw7n5fu2,J. Roche,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644181,11,1,1,0,33,4jg5vd59i24chckyua90dr1lg,1,22.4,9.5,2023-04-29T13:02:24.919Z,2023-04-29T13:11:48Z,4234547627,213,0.6,4234547617,56,Back,4234547625,212,12.7,4234547619,140,32.1,4234547621,141,20.6,,,,,,,,,,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644207,12,1,1,0,34,4jg5vd59i24chckyua90dr1lg,1,33,23.1,2023-04-29T13:02:26.374Z,2023-04-29T13:02:28Z,4234547761,56,Back,4234547767,140,28.8,4234547773,213,2.2,4234547769,141,32.5,4234547771,212,7.8,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644251,13,1,1,0,36,4jg5vd59i24chckyua90dr1lg,1,28.7,32.4,2023-04-29T13:02:28.503Z,2023-04-29T13:02:31Z,4234548019,1,,4234548017,213,1.6,4234548013,141,84.8,4234548015,212,35.6,4234548011,140,28.3,4234548009,56,Back,,,,,,,9sgtxk82p3wstmmncfw7n5fu2,J. Roche,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644295,14,1,1,0,40,4jg5vd59i24chckyua90dr1lg,1,30.6,68.2,2023-04-29T13:02:31.655Z,2023-04-30T08:57:23Z,4234548209,140,28.5,4234548211,141,39.2,4234548207,56,Back,4234548215,213,4.6,4234548213,212,19.8,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644357,15,1,1,0,42,4jg5vd59i24chckyua90dr1lg,1,26.8,39.1,2023-04-29T13:02:34.246Z,2023-04-29T13:02:38Z,4234548489,140,36.9,4234548487,56,Back,4234548495,213,5.2,4234548493,212,23.4,4234548491,141,8.5,,,,,,,,,,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644503,16,1,1,0,46,4jg5vd59i24chckyua90dr1lg,1,34.9,21.5,2023-04-29T13:02:38.214Z,2023-04-29T13:02:47Z,4234549157,56,Back,4234549159,140,32.8,4234549163,141,81.1,4234549155,155,,4234549171,213,1.6,4234549175,1,,4234549167,212,40.6,,,,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644529,17,1,1,0,55,4jg5vd59i24chckyua90dr1lg,0,59.9,80.6,2023-04-29T13:02:47.287Z,2023-04-29T13:02:48Z,4234549311,155,,4234549321,213,5.3,4234549323,1,,4234549313,56,Center,4234549319,212,41.6,4234549317,141,31.3,4234549315,140,83.4,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644563,11,8,1,0,58,5mbo4f0vps12dr0fcvjn3wyp5,1,15.8,67.6,2023-04-29T13:02:50.089Z,2023-04-30T08:57:39Z,4238928081,385,,4234549507,56,Back,4234549533,15,,,,,,,,,,,,,,,,,8uvq88srclwb1303aev72iz8p,E. Otieno,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644641,18,1,1,1,0,4jg5vd59i24chckyua90dr1lg,0,75.5,24.6,2023-04-29T13:02:51.830Z,2023-04-30T08:57:43Z,4234549889,141,66.7,4234549887,140,97.9,4238928293,224,,4234549883,155,,4234549891,212,37.1,4238928295,20,,4234549885,56,Center,4234549881,2,,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,4234549895,1,4234549893,213,0.9,,,,,,,,,,,,,,,,,,,,,,
2540644655,12,12,1,1,2,5mbo4f0vps12dr0fcvjn3wyp5,1,2.3,31.5,2023-04-29T13:02:54.200Z,2023-04-29T13:02:55Z,4234549949,56,Back,4234549981,15,,4234549973,212,4.7,4234549951,140,0.0,4234549975,213,3.7,4234550005,167,,4234549971,141,27.7,,,,35s5mefte5hagf4wjv96u9756,Rui Modesto,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644665,13,6,1,1,3,5mbo4f0vps12dr0fcvjn3wyp5,0,0.4,30.4,2023-04-29T13:02:54.983Z,2023-04-30T08:58:08Z,4234550109,233,19,4234549983,56,Back,4234549985,73,,,,,,,,,,,,,,,,,35s5mefte5hagf4wjv96u9756,Rui Modesto,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540644673,19,6,1,1,3,4jg5vd59i24chckyua90dr1lg,1,99.6,69.6,2023-04-29T13:02:54.983Z,2023-04-29T13:02:56Z,4234550029,73,,4234550085,233,13,4234550027,56,Center,,,,,,,,,,,,,,,,27a8ay3weff9zyxw7usa54cet,A. Bjarnason,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540645209,20,1,1,1,44,4jg5vd59i24chckyua90dr1lg,1,99.5,99.5,2023-04-29T13:03:35.671Z,2023-04-29T13:03:38Z,4234552851,56,Left,4234552853,140,72.3,4234552863,213,3.5,4234552849,6,,4234552861,212,30.1,4234552859,141,85.6,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540645229,21,1,1,1,46,4jg5vd59i24chckyua90dr1lg,1,70.9,84.5,2023-04-29T13:03:37.943Z,2023-04-29T13:03:40Z,4234552981,213,4.8,4234552977,141,50.1,4234552975,140,72.5,4234552973,56,Center,4234552979,212,23.5,,,,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540645257,22,1,1,1,48,4jg5vd59i24chckyua90dr1lg,0,70.4,52.4,2023-04-29T13:03:40.215Z,2023-04-29T13:03:42Z,4234553143,213,0.2,4234553133,155,,4234553139,141,57.3,4234553141,212,21.4,4234553135,56,Center,4234553137,140,90.5,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540645293,14,12,1,1,51,5mbo4f0vps12dr0fcvjn3wyp5,1,12.1,43.9,2023-04-29T13:03:43.032Z,2023-04-29T13:03:45Z,4234553501,167,,4234553381,15,,4234553347,141,29.5,4234553345,140,0.0,4234553343,56,Back,4234553351,213,3.8,4234553349,212,16.9,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540645315,15,6,1,1,52,5mbo4f0vps12dr0fcvjn3wyp5,0,4.2,36,2023-04-29T13:03:44.247Z,2023-04-30T08:58:27Z,4234553553,233,23,4234553451,73,,4234553449,56,Back,,,,,,,,,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540645319,23,6,1,1,52,4jg5vd59i24chckyua90dr1lg,1,95.8,64,2023-04-29T13:03:44.247Z,2023-04-29T13:03:46Z,4234553525,233,15,4234553465,56,Center,4234553467,73,,,,,,,,,,,,,,,,,bhaqw4112j43c753dlxhy61ud,D. Stensson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540645827,24,1,1,2,18,4jg5vd59i24chckyua90dr1lg,1,99.5,99.5,2023-04-29T13:04:09.671Z,2023-04-29T13:04:19Z,4234556215,56,Left,4234556223,213,3.4,4234556213,6,,4234556221,212,26.0,4234556217,140,75.7,4234556219,141,88.9,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540645831,25,61,1,2,24,4jg5vd59i24chckyua90dr1lg,0,89.9,93.5,2023-04-29T13:04:15.784Z,2023-04-29T13:15:07Z,4234556241,56,Left,,,,,,,,,,,,,,,,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540645811,16,56,1,2,25,5mbo4f0vps12dr0fcvjn3wyp5,1,0,0,2023-04-29T13:04:17.153Z,2023-04-29T13:15:08Z,4234556143,56,Back,,,,,,,,,,,,,,,,,,,,,,8uvq88srclwb1303aev72iz8p,E. Otieno,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540645843,17,5,1,2,28,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.4,11.2,2023-04-29T13:04:20.474Z,2023-04-29T13:04:21Z,4234556289,56,Back,4234556375,233,26,4234556291,346,,,,,,,,,,,,,,,,,8uvq88srclwb1303aev72iz8p,E. Otieno,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540645853,26,5,1,2,28,4jg5vd59i24chckyua90dr1lg,0,101.4,88.8,2023-04-29T13:04:20.474Z,2023-04-29T13:57:03Z,4234556341,56,Left,4234556343,346,,4234556403,233,17,,,,,,,,,,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646185,18,1,1,2,45,5mbo4f0vps12dr0fcvjn3wyp5,1,5.2,49.6,2023-04-29T13:04:36.872Z,2023-04-29T13:04:40Z,4234558021,56,Back,4234558033,237,,4234558023,140,10.8,4234558025,141,25.9,4234558029,213,5.1,4234558019,124,,4234558027,212,17.2,,,,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646199,19,1,1,2,49,5mbo4f0vps12dr0fcvjn3wyp5,1,10.9,17.6,2023-04-29T13:04:40.808Z,2023-04-29T13:04:42Z,4234558117,140,13.2,4234558119,141,7.0,4234558121,212,7.6,4234558115,56,Back,4234558123,213,5.0,,,,,,,,,,e3ked0g7shh0wf1owzzv5bkl,A. Milošević,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646221,20,1,1,2,50,5mbo4f0vps12dr0fcvjn3wyp5,0,13.8,6.7,2023-04-29T13:04:41.896Z,2023-04-29T13:04:42Z,4234558265,212,9.6,4234558267,213,5.7,4234558263,141,0.0,4234558259,56,Back,4234558261,140,21.3,,,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646231,21,5,1,2,51,5mbo4f0vps12dr0fcvjn3wyp5,0,26.8,-1.3,2023-04-29T13:04:42.756Z,2023-04-29T13:04:44Z,4234558277,56,Back,4234558279,347,,4234558387,233,27,,,,,,,,,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646243,27,5,1,2,51,4jg5vd59i24chckyua90dr1lg,1,73.2,101.3,2023-04-29T13:04:42.756Z,2023-04-29T13:57:03Z,4234558361,347,,4234558359,56,Left,4234558377,233,21,,,,,,,,,,,,,,,,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646387,28,1,1,3,2,4jg5vd59i24chckyua90dr1lg,1,72.9,100,2023-04-29T13:04:53.623Z,2023-04-29T13:04:54Z,4234559047,141,87.1,4234559049,212,9.9,4234559045,140,72.9,4234559043,56,Left,4234559051,213,4.7,4234559035,107,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646403,29,1,1,3,3,4jg5vd59i24chckyua90dr1lg,1,72.6,87.4,2023-04-29T13:04:54.711Z,2023-04-29T13:04:55Z,4234559133,140,73.7,4234559139,213,1.3,4234559135,141,94.5,4234559137,212,5.0,4234559131,56,Left,,,,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646437,30,1,1,3,4,4jg5vd59i24chckyua90dr1lg,1,73.7,94.5,2023-04-29T13:04:55.558Z,2023-04-29T13:04:58Z,4234559329,141,87.8,4234559331,212,8.6,4234559327,140,66.7,4234559325,56,Left,4234559333,213,3.7,,,,,,,,,,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646497,31,1,1,3,6,4jg5vd59i24chckyua90dr1lg,1,63.2,90.9,2023-04-29T13:04:58.455Z,2023-04-29T13:05:02Z,4234559665,212,26.1,4234559663,141,90.3,4234559659,56,Back,4234559661,140,38.3,4234559667,213,3.2,,,,,,,,,,546vmchsyl1wt10pr13r5oup6,M. Heier,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646595,32,1,1,3,10,4jg5vd59i24chckyua90dr1lg,0,39.7,85.4,2023-04-29T13:05:01.960Z,2023-04-29T13:05:07Z,4234560163,1,,4234560159,212,65.1,4234560161,213,0.1,4234560157,141,94.4,4234560151,155,,4234560153,56,Left,4234560155,140,100.0,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646593,22,5,1,3,15,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.4,5.8,2023-04-29T13:05:07.208Z,2023-04-29T13:05:08Z,4234560149,346,,4234560147,56,Back,4234560169,233,33,,,,,,,,,,,,,,,,5verheyzkwkwrmn3k10t7tz6y,R. Tihi,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540646597,33,5,1,3,15,4jg5vd59i24chckyua90dr1lg,0,101.4,94.2,2023-04-29T13:05:07.208Z,2023-04-29T13:57:03Z,4234560191,233,22,4234560167,346,,4234560165,56,Left,,,,,,,,,,,,,,,,9z8zmq5mh3nzaxtvpf5ox3snp,M. Mathisen,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540647235,23,1,1,3,52,5mbo4f0vps12dr0fcvjn3wyp5,1,4.2,49,2023-04-29T13:05:43.800Z,2023-04-29T13:05:47Z,4234563367,237,,4234563363,213,5.6,4234563353,124,,4234563359,141,22.7,4234563355,56,Back,4234563361,212,28.3,4234563357,140,25.1,,,,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540647251,24,1,1,3,55,5mbo4f0vps12dr0fcvjn3wyp5,1,22.2,13.7,2023-04-29T13:05:47.449Z,2023-04-29T13:05:48Z,4234563437,140,13.1,4234563441,212,26.9,4234563433,56,Back,4234563439,141,50.7,4234563443,213,1.9,,,,,,,,,,35s5mefte5hagf4wjv96u9756,Rui Modesto,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540647263,25,1,1,3,57,5mbo4f0vps12dr0fcvjn3wyp5,1,13.1,50.7,2023-04-29T13:05:48.649Z,2023-04-29T13:05:49Z,4234563491,56,Back,4234563497,212,27.9,4234563495,141,9.7,4234563499,213,4.8,4234563493,140,14.2,,,,,,,,,,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540647303,26,1,1,3,58,5mbo4f0vps12dr0fcvjn3wyp5,1,18.8,8.3,2023-04-29T13:05:49.865Z,2023-04-29T13:16:32Z,4234563727,212,8.7,4234563729,213,6.0,4234563721,56,Back,4234563725,141,4.7,4234563723,140,26.8,,,,,,,,,,35s5mefte5hagf4wjv96u9756,Rui Modesto,,,,,,,,,,,,,,,,,,,,,,,,,,,
