id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/11/value,qualifier/10/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value
2542277643,5,1,1,0,20,evf5hhqgnjhwjsth1m6pawxdp,0,42.8,90.5,2023-05-01T13:04:56.155Z,2023-05-01T13:04:56Z,4243221771,212,3.2,4243221773,213,3.6,4243221767,140,40.0,4243221769,141,88.6,4243221765,56,Back,4243221763,155,,,,,,,,4k8cw1lmtdkcx1vetcwccnefp,M. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542277659,7,49,1,0,21,7hlumphk42363z3i2nry2wrzj,1,61.2,14.9,2023-05-01T13:04:57.085Z,2023-05-02T16:02:28Z,,,,,,,,,,,,,,,,,,,,,,,,,5e2tf15sp7zo70njveqg1b2z9,J. Ortmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542277673,8,1,1,0,22,7hlumphk42363z3i2nry2wrzj,0,61.2,14.9,2023-05-01T13:04:58.468Z,2023-05-01T13:04:59Z,4243221949,56,Right,4243221955,212,7.0,4243221953,141,4.6,4243221957,213,4.7,4243221951,140,61.1,,,,,,,,,,5e2tf15sp7zo70njveqg1b2z9,J. Ortmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542277681,6,8,1,0,23,evf5hhqgnjhwjsth1m6pawxdp,1,36.5,95.3,2023-05-01T13:04:59.578Z,2023-05-02T16:02:33Z,4245157427,385,,4243221981,56,Back,,,,,,,,,,,,,,,,,,,9ha2m6934ior2yh2npdorg4b9,O. Wendt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542277741,9,59,1,0,27,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-05-01T13:05:03.653Z,2023-05-01T13:05:15Z,4243222305,56,Back,,,,,,,,,,,,,,,,,,,,,,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542277785,10,1,1,0,28,7hlumphk42363z3i2nry2wrzj,0,20.1,30.7,2023-05-01T13:05:04.678Z,2023-05-01T13:05:16Z,4243222531,56,Center,4243222535,141,67.3,4243222533,140,55.4,4243222541,213,0.6,4243222539,212,44.6,4243222543,1,,4243222529,157,,,,,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542277871,7,1,1,0,34,evf5hhqgnjhwjsth1m6pawxdp,0,46.2,13.4,2023-05-01T13:05:10.666Z,2023-05-01T13:05:12Z,4243222919,157,,4243222927,212,33.2,4243222929,213,6.0,4243222931,1,,4243222923,140,76.2,4243222925,141,0.0,4243222921,56,Right,,,,9z851x28so30uk7ihonmrk79x,E. Salomonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542277875,8,5,1,0,36,evf5hhqgnjhwjsth1m6pawxdp,0,73.4,-1.6,2023-05-01T13:05:11.892Z,2023-05-01T13:08:24Z,4243222941,347,,4243223027,233,11,4243222939,56,Right,,,,,,,,,,,,,,,,9z851x28so30uk7ihonmrk79x,E. Salomonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542277885,11,5,1,0,36,7hlumphk42363z3i2nry2wrzj,1,26.6,101.6,2023-05-01T13:05:11.892Z,2023-05-01T13:05:13Z,4243222985,347,,4243222983,56,Back,4243223005,233,8,,,,,,,,,,,,,,,,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278093,12,1,1,0,51,7hlumphk42363z3i2nry2wrzj,1,30,100,2023-05-01T13:05:27.206Z,2023-05-01T13:05:55Z,4243225829,189,,4243224045,107,,4243224053,212,17.1,4243224055,213,5.6,4243224051,141,85.4,4243224047,56,Back,4243224049,140,42.4,,,,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278099,13,61,1,0,53,7hlumphk42363z3i2nry2wrzj,1,41.8,85.9,2023-05-01T13:05:29.173Z,2023-05-01T13:06:16Z,4243224073,56,Back,4243224083,189,,,,,,,,,,,,,,,,,,,,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278147,14,3,1,0,56,7hlumphk42363z3i2nry2wrzj,0,44.8,95.2,2023-05-01T13:05:32.100Z,2023-05-02T16:03:06Z,4243224433,233,9,4245158785,465,,4243224267,286,,4243224265,56,Back,,,,,,,,,,,,,5mb3g5nufbwhw09w3wgm6glwp,A. Sigurðsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278161,9,7,1,0,56,evf5hhqgnjhwjsth1m6pawxdp,1,55.2,4.8,2023-05-01T13:05:32.101Z,2023-05-02T16:03:08Z,4243224337,56,Right,4243224339,285,,4245158885,385,,4243224333,167,,4243224379,233,14,,,,,,,,,,5por6xcmx2po85tvz9cy76m6t,S. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278163,10,5,1,0,57,evf5hhqgnjhwjsth1m6pawxdp,0,58,-1.8,2023-05-01T13:05:33.590Z,2023-05-01T13:05:35Z,4243224341,56,Right,4243224343,347,,4243224469,233,15,,,,,,,,,,,,,,,,5por6xcmx2po85tvz9cy76m6t,S. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278177,15,5,1,0,57,7hlumphk42363z3i2nry2wrzj,1,42,101.8,2023-05-01T13:05:33.590Z,2023-05-01T13:08:24Z,4243224421,56,Back,4243224423,347,,4243224461,233,10,,,,,,,,,,,,,,,,5mb3g5nufbwhw09w3wgm6glwp,A. Sigurðsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278287,16,1,1,1,7,7hlumphk42363z3i2nry2wrzj,1,53.1,100,2023-05-01T13:05:43.477Z,2023-05-01T13:05:44Z,4243225021,141,87.2,4243225023,212,11.4,4243225015,107,,4243225029,213,5.3,4243225019,140,58.8,4243225017,56,Left,,,,,,,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278307,17,1,1,1,8,7hlumphk42363z3i2nry2wrzj,1,58.8,87.2,2023-05-01T13:05:44.388Z,2023-05-01T13:05:46Z,4243225143,212,7.0,4243225145,213,2.3,4243225137,56,Left,4243225139,140,54.4,4243225141,141,95.0,,,,,,,,,,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278369,18,43,1,1,10,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-05-01T13:05:45.877Z,2023-05-01T13:05:53Z,4243225497,213,3.1,4243225489,56,Back,4243225655,144,1,4243225495,212,14.0,4243225493,141,95.7,4243225491,140,41.1,,,,,,,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278375,19,4,1,1,12,7hlumphk42363z3i2nry2wrzj,1,54.7,95.2,2023-05-01T13:05:48.407Z,2023-05-01T13:05:51Z,4243225521,13,,4243225525,152,,4243225523,56,Left,4243225529,286,,4243225527,265,,4243225557,233,11,,,,,,,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278343,11,4,1,1,12,evf5hhqgnjhwjsth1m6pawxdp,0,45.3,4.8,2023-05-01T13:05:48.408Z,2023-05-01T13:05:52Z,4243225357,56,Back,4243225359,152,,4243225355,13,,4243225611,233,19,4243225361,265,,4243225363,285,,,,,,,,5por6xcmx2po85tvz9cy76m6t,S. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278553,20,1,1,1,28,7hlumphk42363z3i2nry2wrzj,1,46.9,96.2,2023-05-01T13:06:03.925Z,2023-05-01T13:06:49Z,4243226457,212,44.5,4243226459,213,4.4,4243226449,152,,4243226447,5,,4243226455,141,34.7,4243228603,189,,4243229507,196,,4243229509,1,,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,4243226453,140,32.5,4243226451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278565,21,43,1,1,29,7hlumphk42363z3i2nry2wrzj,1,0,0,2023-05-01T13:06:05.733Z,2023-05-01T13:06:39Z,4243226499,140,34.9,4243226497,56,Back,4243226505,213,4.7,4243226503,212,17.0,4243226501,141,38.3,4243228893,144,1,,,,,,,7e058o66inex7g90wrwaeauw9,A. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278571,22,1,1,1,30,7hlumphk42363z3i2nry2wrzj,1,34.9,38.3,2023-05-01T13:06:06.373Z,2023-05-01T13:06:55Z,4243226543,213,5.2,4243226537,140,44.8,4243226539,141,8.3,4243226541,212,22.9,4243226535,56,Back,,,,,,,,,,6f45blx9waafcnjbq3fr1efv9,N. Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278603,23,1,1,1,31,7hlumphk42363z3i2nry2wrzj,1,44.8,8.3,2023-05-01T13:06:07.076Z,2023-05-01T13:06:56Z,4243226699,56,Back,4243226703,141,20.6,4243226705,212,12.8,4243226701,140,35.6,4243226707,213,2.4,,,,,,,,,,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278623,24,1,1,1,33,7hlumphk42363z3i2nry2wrzj,0,35,10.4,2023-05-01T13:06:09.206Z,2023-05-01T13:06:09Z,4243226791,141,5.8,4243226789,140,40.5,4243226787,56,Back,4243226795,213,5.8,4243226793,212,6.6,,,,,,,,,,6f45blx9waafcnjbq3fr1efv9,N. Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278631,12,8,1,1,34,evf5hhqgnjhwjsth1m6pawxdp,1,68.3,96,2023-05-01T13:06:10.113Z,2023-05-02T16:06:29Z,4245167689,385,,4243226811,56,Left,,,,,,,,,,,,,,,,,,,ci4crclo00uz8rtudodhpwoh5,G. Norlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278651,13,5,1,1,35,evf5hhqgnjhwjsth1m6pawxdp,0,61.2,101.7,2023-05-01T13:06:11.313Z,2023-05-01T13:06:13Z,4243226895,56,Left,4243226897,347,,4243226981,233,25,,,,,,,,,,,,,,,,ci4crclo00uz8rtudodhpwoh5,G. Norlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278665,25,5,1,1,35,7hlumphk42363z3i2nry2wrzj,1,38.8,-1.7,2023-05-01T13:06:11.313Z,2023-05-01T13:08:25Z,4243226955,56,Back,4243226975,233,13,4243226957,347,,,,,,,,,,,,,,,,,6f45blx9waafcnjbq3fr1efv9,N. Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278983,26,1,1,1,56,7hlumphk42363z3i2nry2wrzj,0,37.4,0,2023-05-01T13:06:31.892Z,2023-05-01T13:06:37Z,4243228659,1,,4243228657,213,0.3,4243228645,107,,4243228651,140,58.8,4243228655,212,23.6,4243228653,141,8.5,4243228649,56,Right,,,,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278975,14,44,1,1,59,evf5hhqgnjhwjsth1m6pawxdp,1,36.9,95.9,2023-05-01T13:06:35.422Z,2023-05-01T13:06:37Z,4243228611,285,,4243228607,56,Back,4243228723,233,27,,,,,,,,,,,,,,,,aq0upomgtrmvzxuvvw0n4rf9w,J. Bångsbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542278987,27,44,1,1,59,7hlumphk42363z3i2nry2wrzj,0,63.1,4.1,2023-05-01T13:06:35.423Z,2023-05-01T13:06:37Z,4243228749,233,14,4243228669,56,Right,4243228671,286,,,,,,,,,,,,,,,,,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279031,15,1,1,2,0,evf5hhqgnjhwjsth1m6pawxdp,1,36,97.7,2023-05-01T13:06:36.182Z,2023-05-01T13:06:40Z,4243228925,3,,4243228935,212,2.4,4243228933,141,97.2,4243228931,140,38.3,4243228929,56,Back,4243228937,213,6.1,,,,,,,aq0upomgtrmvzxuvvw0n4rf9w,J. Bångsbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279033,16,49,1,2,1,evf5hhqgnjhwjsth1m6pawxdp,1,36.3,96.2,2023-05-01T13:06:36.971Z,2023-05-02T16:07:07Z,,,,,,,,,,,,,,,,,,,,,,,,,9ha2m6934ior2yh2npdorg4b9,O. Wendt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279043,17,1,1,2,4,evf5hhqgnjhwjsth1m6pawxdp,0,36.3,96.2,2023-05-01T13:06:40.019Z,2023-05-01T13:06:40Z,4243229001,140,52.6,4243229005,212,18.9,4243229003,141,84.4,4243228999,56,Left,4243228997,157,,4243229007,213,5.8,4243229009,1,,,,,9ha2m6934ior2yh2npdorg4b9,O. Wendt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279081,28,1,1,2,5,7hlumphk42363z3i2nry2wrzj,0,48.3,15.6,2023-05-01T13:06:41.398Z,2023-05-01T13:07:37Z,4243229239,56,Center,4243229237,3,,4243229241,140,96.4,4243229243,141,25.9,4243229245,212,51.0,4243229247,213,0.1,4243229249,1,,,,,6f45blx9waafcnjbq3fr1efv9,N. Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279107,18,49,1,2,10,evf5hhqgnjhwjsth1m6pawxdp,1,5.9,71.8,2023-05-01T13:06:46.051Z,2023-05-01T13:06:46Z,,,,,,,,,,,,,,,,,,,,,,,,,cnfkqyunacrm7mli650a3l3ze,A. Benediktsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279247,19,1,1,2,15,evf5hhqgnjhwjsth1m6pawxdp,1,11.4,56,2023-05-01T13:06:50.995Z,2023-05-01T13:06:56Z,4243230151,212,20.0,4243230153,213,4.8,4243230147,140,13.5,4243230149,141,26.7,4243230145,56,Back,,,,,,,,,,cnfkqyunacrm7mli650a3l3ze,A. Benediktsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279309,20,1,1,2,20,evf5hhqgnjhwjsth1m6pawxdp,1,20,29.7,2023-05-01T13:06:55.984Z,2023-05-01T13:07:00Z,4243230449,56,Back,4243230451,140,15.0,4243230455,212,26.7,4243230453,141,68.2,4243230457,213,1.8,,,,,,,,,,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279335,21,1,1,2,24,evf5hhqgnjhwjsth1m6pawxdp,1,25.2,62.6,2023-05-01T13:07:00.254Z,2023-05-01T13:07:02Z,4243230597,140,25.7,4243230599,141,38.6,4243230603,213,4.7,4243230601,212,16.3,4243230595,56,Back,,,,,,,,,,aq0upomgtrmvzxuvvw0n4rf9w,J. Bångsbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279383,22,1,1,2,26,evf5hhqgnjhwjsth1m6pawxdp,1,25.2,43.1,2023-05-01T13:07:02.030Z,2023-05-01T13:07:06Z,4243230813,213,1.9,4243230803,140,17.9,4243230805,141,72.0,4243230801,56,Back,4243230809,212,21.1,,,,,,,,,,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279415,23,1,1,2,30,evf5hhqgnjhwjsth1m6pawxdp,0,20,73,2023-05-01T13:07:06.690Z,2023-05-01T13:07:09Z,4243230983,1,,4243230981,213,6.2,4243230979,212,33.6,4243230971,155,,4243230977,141,69.9,4243230973,56,Center,4243230975,140,51.9,,,,aq0upomgtrmvzxuvvw0n4rf9w,J. Bångsbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279421,29,44,1,2,32,7hlumphk42363z3i2nry2wrzj,1,45,30.6,2023-05-01T13:07:08.145Z,2023-05-01T13:07:09Z,4243231039,233,24,4243231013,285,,4243231011,56,Back,,,,,,,,,,,,,,,,6f45blx9waafcnjbq3fr1efv9,N. Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279419,24,44,1,2,32,evf5hhqgnjhwjsth1m6pawxdp,0,55,69.4,2023-05-01T13:07:08.146Z,2023-05-01T13:07:10Z,4243231115,233,29,4243231003,286,,4243230999,56,Center,,,,,,,,,,,,,,,,4k8cw1lmtdkcx1vetcwccnefp,M. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279441,30,1,1,2,32,7hlumphk42363z3i2nry2wrzj,0,42.3,31,2023-05-01T13:07:08.550Z,2023-05-01T13:08:03Z,4243231091,56,Center,4243231095,141,30.7,4243231093,140,52.4,4243231099,213,6.3,4243231097,212,10.6,4243231089,3,,,,,,,,6f45blx9waafcnjbq3fr1efv9,N. Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279485,25,1,1,2,33,evf5hhqgnjhwjsth1m6pawxdp,1,47.5,71.8,2023-05-01T13:07:09.613Z,2023-05-01T13:07:13Z,4243231331,213,0.8,4243231327,141,95.6,4243231329,212,22.1,4243231323,56,Left,4243231325,140,61.8,,,,,,,,,,4k8cw1lmtdkcx1vetcwccnefp,M. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542279499,26,1,1,2,37,evf5hhqgnjhwjsth1m6pawxdp,1,68,95.9,2023-05-01T13:07:13.250Z,2023-05-01T13:07:14Z,4243231409,140,76.1,4243231411,141,71.2,4243231415,213,5.2,4243231413,212,18.8,4243231405,56,Center,,,,,,,,,,9ha2m6934ior2yh2npdorg4b9,O. Wendt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
